w,taza
notably,0.3333333333333333," The Atlanta Constitution,"
evidence,0.1864406779661017," The Atlanta Constitution,"
eyes,0.06474820143884892," The Atlanta Constitution,"
approach,0.28205128205128205," The Atlanta Constitution,"
working,0.06765676567656766," The Atlanta Constitution,"
difficult,0.06," The Atlanta Constitution,"
overthrow,1.0," The Atlanta Constitution,"
Charles,0.875," The Atlanta Constitution,"
it,900.0," The Atlanta Constitution,"
institution,1.1428571428571428," The Atlanta Constitution,"
once,0.1320754716981132," The Atlanta Constitution,"
shows,0.1087866108786611," The Atlanta Constitution,"
northwest,9.0," The Atlanta Constitution,"
Chin,1.0," The Atlanta Constitution,"
dragging,1.4," The Atlanta Constitution,"
development,0.75," The Atlanta Constitution,"
state's,1000.0," The Atlanta Constitution,"
women,0.16666666666666666," The Atlanta Constitution,"
Republic,400.0," The Atlanta Constitution,"
involving,0.05970149253731343," The Atlanta Constitution,"
met,0.13989637305699482," The Atlanta Constitution,"
counties,0.11764705882352941," The Atlanta Constitution,"
precious,0.1590909090909091," The Atlanta Constitution,"
creates,0.022556390977443608," The Atlanta Constitution,"
totalitarianism,3.0," The Atlanta Constitution,"
difficulties,0.1111111111111111," The Atlanta Constitution,"
University,0.14285714285714285," The Atlanta Constitution,"
raised,0.2857142857142857," The Atlanta Constitution,"
accepted,0.023923444976076555," The Atlanta Constitution,"
school,0.14102564102564102," The Atlanta Constitution,"
being,0.017204301075268817," The Atlanta Constitution,"
abandoning,0.3333333333333333," The Atlanta Constitution,"
league,4.0," The Atlanta Constitution,"
nearby,0.25," The Atlanta Constitution,"
need,0.13008130081300814," The Atlanta Constitution,"
sizable,0.8999999999999999," The Atlanta Constitution,"
year,0.3287671232876712," The Atlanta Constitution,"
reflected,1.875," The Atlanta Constitution,"
tragedy,0.45454545454545453," The Atlanta Constitution,"
support,0.3225806451612903," The Atlanta Constitution,"
bete,1000.0," The Atlanta Constitution,"
national,0.054945054945054944," The Atlanta Constitution,"
American,0.38461538461538464," The Atlanta Constitution,"
altogether,0.03248259860788863," The Atlanta Constitution,"
spirit,0.06766917293233082," The Atlanta Constitution,"
often,0.08641975308641975," The Atlanta Constitution,"
Capital,0.15," The Atlanta Constitution,"
governors,1.0," The Atlanta Constitution,"
attacking,0.7692307692307692," The Atlanta Constitution,"
South,0.29268292682926833," The Atlanta Constitution,"
Coupling,0.391304347826087," The Atlanta Constitution,"
enough,0.04950495049504951," The Atlanta Constitution,"
personal,0.04," The Atlanta Constitution,"
harder,0.20689655172413796," The Atlanta Constitution,"
plans,0.24242424242424243," The Atlanta Constitution,"
form,0.0852575488454707," The Atlanta Constitution,"
Venezuelan,200.0," The Atlanta Constitution,"
hers,1000.0," The Atlanta Constitution,"
previously,0.5," The Atlanta Constitution,"
sound,0.14330218068535824," The Atlanta Constitution,"
people,0.19444444444444445," The Atlanta Constitution,"
with,20000.0," The Atlanta Constitution,"
encourage,0.20833333333333334," The Atlanta Constitution,"
industrialization,100.0," The Atlanta Constitution,"
good,0.5925266903914591," The Atlanta Constitution,"
Development,0.1875," The Atlanta Constitution,"
retaliation,2.0," The Atlanta Constitution,"
he,0.010478061558611657," The Atlanta Constitution,"
treatment,0.47619047619047616," The Atlanta Constitution,"
DeKalb's,1000.0," The Atlanta Constitution,"
own,0.026359143327841845," The Atlanta Constitution,"
Caribbean,200.0," The Atlanta Constitution,"
County,0.058823529411764705," The Atlanta Constitution,"
use,0.736," The Atlanta Constitution,"
organization,0.21153846153846154," The Atlanta Constitution,"
Maria,2.0," The Atlanta Constitution,"
done,0.08157099697885196," The Atlanta Constitution,"
wars,0.09090909090909091," The Atlanta Constitution,"
college,0.0625," The Atlanta Constitution,"
one,0.04362703165098375," The Atlanta Constitution,"
amount,0.05649717514124294," The Atlanta Constitution,"
must,0.02608695652173913," The Atlanta Constitution,"
Jesus,0.3125," The Atlanta Constitution,"
facilities,1.0," The Atlanta Constitution,"
--,1000.0," The Atlanta Constitution,"
opposition,0.2857142857142857," The Atlanta Constitution,"
Soviets,2.0," The Atlanta Constitution,"
lobbies,1.0," The Atlanta Constitution,"
standard,0.11428571428571428," The Atlanta Constitution,"
sounds,0.07006369426751592," The Atlanta Constitution,"
deterrence,4.0," The Atlanta Constitution,"
side,0.08641975308641975," The Atlanta Constitution,"
vanity,4.5," The Atlanta Constitution,"
safety,0.29032258064516125," The Atlanta Constitution,"
Certainly,0.1044776119402985," The Atlanta Constitution,"
way,0.22413793103448276," The Atlanta Constitution,"
fact,0.013513513513513514," The Atlanta Constitution,"
avoid,1.8888888888888888," The Atlanta Constitution,"
suffrage,0.6," The Atlanta Constitution,"
1961,1000.0," The Atlanta Constitution,"
right-wing,100.0," The Atlanta Constitution,"
musts,0.02608695652173913," The Atlanta Constitution,"
parking,0.4," The Atlanta Constitution,"
not,0.023255813953488372," The Atlanta Constitution,"
resolutions,0.19736842105263158," The Atlanta Constitution,"
stance,0.15," The Atlanta Constitution,"
"$1,750,000",1000.0," The Atlanta Constitution,"
living,0.020123839009287926," The Atlanta Constitution,"
confines,0.3714285714285714," The Atlanta Constitution,"
struggle,0.2972972972972973," The Atlanta Constitution,"
whose,1000.0," The Atlanta Constitution,"
country's,1000.0," The Atlanta Constitution,"
presenting,0.08438818565400844," The Atlanta Constitution,"
cons,4.428571428571429," The Atlanta Constitution,"
authorized,0.20512820512820512," The Atlanta Constitution,"
Williams,1.0," The Atlanta Constitution,"
week,0.24242424242424243," The Atlanta Constitution,"
attendants,16.0," The Atlanta Constitution,"
funds,0.4137931034482759," The Atlanta Constitution,"
regarded,0.046052631578947366," The Atlanta Constitution,"
overflowing,1.7142857142857142," The Atlanta Constitution,"
General,0.627906976744186," The Atlanta Constitution,"
military,1.4285714285714286," The Atlanta Constitution,"
in,0.17405719021964358," The Atlanta Constitution,"
new,0.22564102564102564," The Atlanta Constitution,"
cherish,1.3333333333333333," The Atlanta Constitution,"
that,17000.0," The Atlanta Constitution,"
decision,0.4," The Atlanta Constitution,"
Either,0.034482758620689655," The Atlanta Constitution,"
Dominican,700.0," The Atlanta Constitution,"
vacuum,4.0," The Atlanta Constitution,"
you,1000.0," The Atlanta Constitution,"
this,7000.0," The Atlanta Constitution,"
;,2000.0," The Atlanta Constitution,"
exactly,0.05303030303030303," The Atlanta Constitution,"
Commission,0.36363636363636365," The Atlanta Constitution,"
mental,0.36363636363636365," The Atlanta Constitution,"
limit,0.3181818181818182," The Atlanta Constitution,"
DeKalb,1000.0," The Atlanta Constitution,"
Touring,0.5," The Atlanta Constitution,"
murder,0.17777777777777778," The Atlanta Constitution,"
incurred,0.026041666666666668," The Atlanta Constitution,"
passage,0.8," The Atlanta Constitution,"
today,0.018867924528301886," The Atlanta Constitution,"
Tech,100.0," The Atlanta Constitution,"
beefed-up,100.0," The Atlanta Constitution,"
Echo,0.4347826086956522," The Atlanta Constitution,"
public,0.13740458015267176," The Atlanta Constitution,"
generation,0.42857142857142855," The Atlanta Constitution,"
expenditures,1.75," The Atlanta Constitution,"
danger,0.5714285714285714," The Atlanta Constitution,"
abolished,100.0," The Atlanta Constitution,"
hunk,100.0," The Atlanta Constitution,"
windup,0.7142857142857143," The Atlanta Constitution,"
schemes,0.34615384615384615," The Atlanta Constitution,"
diplomacy,3.5," The Atlanta Constitution,"
Columbia,100.0," The Atlanta Constitution,"
C.,1000.0," The Atlanta Constitution,"
Only,0.01840490797546012," The Atlanta Constitution,"
saying,0.06589147286821706," The Atlanta Constitution,"
involved,0.09090909090909091," The Atlanta Constitution,"
Start,0.09202453987730061," The Atlanta Constitution,"
Because,1000.0," The Atlanta Constitution,"
",",79000.0," The Atlanta Constitution,"
"$30,000",1000.0," The Atlanta Constitution,"
turn,0.08149779735682819," The Atlanta Constitution,"
rapprochement,100.0," The Atlanta Constitution,"
conventional,0.29411764705882354," The Atlanta Constitution,"
two,0.027173913043478264," The Atlanta Constitution,"
roads,0.14545454545454545," The Atlanta Constitution,"
cited,0.25," The Atlanta Constitution,"
area-wide,1000.0," The Atlanta Constitution,"
before,0.025974025974025976," The Atlanta Constitution,"
Venezuela,2.0," The Atlanta Constitution,"
only,0.03680981595092024," The Atlanta Constitution,"
Such,0.018691588785046728," The Atlanta Constitution,"
George,0.8181818181818181," The Atlanta Constitution,"
Montgomery,100.0," The Atlanta Constitution,"
research,0.625," The Atlanta Constitution,"
session,1.2," The Atlanta Constitution,"
did,0.09504950495049505," The Atlanta Constitution,"
minimum,0.13636363636363638," The Atlanta Constitution,"
association,0.5454545454545455," The Atlanta Constitution,"
interested,0.0958904109589041," The Atlanta Constitution,"
Memorial,2.0," The Atlanta Constitution,"
$9,1000.0," The Atlanta Constitution,"
political,0.13333333333333333," The Atlanta Constitution,"
Gov.,2000.0," The Atlanta Constitution,"
grew,0.11070110701107011," The Atlanta Constitution,"
so,0.0784313725490196," The Atlanta Constitution,"
G.,1000.0," The Atlanta Constitution,"
Fortunately,100.0," The Atlanta Constitution,"
his,11000.0," The Atlanta Constitution,"
Assistant,0.11363636363636363," The Atlanta Constitution,"
investment,0.4444444444444444," The Atlanta Constitution,"
massive,0.42857142857142855," The Atlanta Constitution,"
Newspapermen,100.0," The Atlanta Constitution,"
teacher,0.2222222222222222," The Atlanta Constitution,"
Darwin,100.0," The Atlanta Constitution,"
token,0.875," The Atlanta Constitution,"
electrical,0.2857142857142857," The Atlanta Constitution,"
increase,0.7894736842105263," The Atlanta Constitution,"
receiving,0.017105263157894738," The Atlanta Constitution,"
hired,0.10638297872340426," The Atlanta Constitution,"
there,0.021739130434782608," The Atlanta Constitution,"
compared,3.0," The Atlanta Constitution,"
lines,0.22818791946308722," The Atlanta Constitution,"
headed,0.07692307692307693," The Atlanta Constitution,"
silly,1.7272727272727273," The Atlanta Constitution,"
Tech.,1000.0," The Atlanta Constitution,"
continue,0.20454545454545453," The Atlanta Constitution,"
'',6000.0," The Atlanta Constitution,"
States,0.3816793893129771," The Atlanta Constitution,"
what,5000.0," The Atlanta Constitution,"
No,0.01582278481012658," The Atlanta Constitution,"
growth,0.3389830508474576," The Atlanta Constitution,"
empire,2.0," The Atlanta Constitution,"
should,5000.0," The Atlanta Constitution,"
social,0.26666666666666666," The Atlanta Constitution,"
Romulo,1000.0," The Atlanta Constitution,"
issue,0.38317757009345793," The Atlanta Constitution,"
impunity,100.0," The Atlanta Constitution,"
O.,1000.0," The Atlanta Constitution,"
genuine,0.0958904109589041," The Atlanta Constitution,"
meet,0.14948453608247422," The Atlanta Constitution,"
Thereupon,1000.0," The Atlanta Constitution,"
denounced,0.5," The Atlanta Constitution,"
theory,0.2608695652173913," The Atlanta Constitution,"
badly,0.3125," The Atlanta Constitution,"
Africa,1.0," The Atlanta Constitution,"
heroics,1.0," The Atlanta Constitution,"
surplus,0.6666666666666666," The Atlanta Constitution,"
government,0.7941176470588236," The Atlanta Constitution,"
assemblies,1.2," The Atlanta Constitution,"
granted,0.10344827586206898," The Atlanta Constitution,"
existed,0.006587615283267457," The Atlanta Constitution,"
slogans,100.0," The Atlanta Constitution,"
twist,0.49350649350649356," The Atlanta Constitution,"
dedicated,0.125," The Atlanta Constitution,"
displeasure,100.0," The Atlanta Constitution,"
were,0.029702970297029705," The Atlanta Constitution,"
road,0.08," The Atlanta Constitution,"
very,0.0375," The Atlanta Constitution,"
Some,0.017578125," The Atlanta Constitution,"
bound,0.49438202247191004," The Atlanta Constitution,"
observed,0.12234042553191488," The Atlanta Constitution,"
is,0.38613861386138615," The Atlanta Constitution,"
leaders,0.25," The Atlanta Constitution,"
education,0.28205128205128205," The Atlanta Constitution,"
except,0.3333333333333333," The Atlanta Constitution,"
from,6000.0," The Atlanta Constitution,"
Assembly,4.8," The Atlanta Constitution,"
low,0.08181818181818182," The Atlanta Constitution,"
finance,100.0," The Atlanta Constitution,"
financing,0.75," The Atlanta Constitution,"
eat,0.75," The Atlanta Constitution,"
criticism,2.0," The Atlanta Constitution,"
demise,0.04109589041095891," The Atlanta Constitution,"
friendship,2.0," The Atlanta Constitution,"
help,0.14285714285714285," The Atlanta Constitution,"
transit,1.0," The Atlanta Constitution,"
cannot,1000.0," The Atlanta Constitution,"
stands,0.5370370370370371," The Atlanta Constitution,"
Valley,0.36363636363636365," The Atlanta Constitution,"
if,2000.0," The Atlanta Constitution,"
There,0.043478260869565216," The Atlanta Constitution,"
Long-range,1.0," The Atlanta Constitution,"
budget,6.0," The Atlanta Constitution,"
demands,0.059139784946236555," The Atlanta Constitution,"
extremity,0.375," The Atlanta Constitution,"
coalesces,1.222222222222222," The Atlanta Constitution,"
essential,0.25," The Atlanta Constitution,"
reappraisal,4.0," The Atlanta Constitution,"
would,6000.0," The Atlanta Constitution,"
inadequate,0.09523809523809523," The Atlanta Constitution,"
board,0.23684210526315788," The Atlanta Constitution,"
us,0.6666666666666666," The Atlanta Constitution,"
companion,0.2777777777777778," The Atlanta Constitution,"
studying,0.1103896103896104," The Atlanta Constitution,"
was,0.2551640340218712," The Atlanta Constitution,"
These,1000.0," The Atlanta Constitution,"
repeal,1.375," The Atlanta Constitution,"
alluring,100.0," The Atlanta Constitution,"
decided,0.2962962962962963," The Atlanta Constitution,"
land,0.0896358543417367," The Atlanta Constitution,"
programs,0.2608695652173913," The Atlanta Constitution,"
carries,0.11965811965811965," The Atlanta Constitution,"
:,1000.0," The Atlanta Constitution,"
money,0.05555555555555555," The Atlanta Constitution,"
recognizes,0.10526315789473684," The Atlanta Constitution,"
What,1000.0," The Atlanta Constitution,"
In,0.012432656444260256," The Atlanta Constitution,"
broke,0.2058823529411765," The Atlanta Constitution,"
puzzle,0.12418300653594772," The Atlanta Constitution,"
``,6000.0," The Atlanta Constitution,"
usual,0.07142857142857142," The Atlanta Constitution,"
far,0.10526315789473684," The Atlanta Constitution,"
neighboring,0.6666666666666666," The Atlanta Constitution,"
industrial,0.4444444444444444," The Atlanta Constitution,"
Company's,1000.0," The Atlanta Constitution,"
knows,0.11267605633802817," The Atlanta Constitution,"
soon,0.16," The Atlanta Constitution,"
purpose,0.0975609756097561," The Atlanta Constitution,"
hospital,0.26666666666666666," The Atlanta Constitution,"
around,0.019417475728155338," The Atlanta Constitution,"
municipalities,100.0," The Atlanta Constitution,"
responsibility,1.4285714285714286," The Atlanta Constitution,"
Council,0.3333333333333333," The Atlanta Constitution,"
answers,0.046875," The Atlanta Constitution,"
Assassination,100.0," The Atlanta Constitution,"
.,93000.0," The Atlanta Constitution,"
professedly,100.0," The Atlanta Constitution,"
well,0.17670682730923695," The Atlanta Constitution,"
instance,0.09333333333333334," The Atlanta Constitution,"
sympathy,0.3," The Atlanta Constitution,"
fireworks,100.0," The Atlanta Constitution,"
services,0.20987654320987656," The Atlanta Constitution,"
Ciudad,1000.0," The Atlanta Constitution,"
true,0.2909090909090909," The Atlanta Constitution,"
signs,0.2018348623853211," The Atlanta Constitution,"
diplomatic,1.3333333333333333," The Atlanta Constitution,"
law,0.40909090909090906," The Atlanta Constitution,"
Coosa,200.0," The Atlanta Constitution,"
breathe,0.5," The Atlanta Constitution,"
into,2000.0," The Atlanta Constitution,"
however,0.04615384615384615," The Atlanta Constitution,"
Russia's,1000.0," The Atlanta Constitution,"
has,0.22755013077593725," The Atlanta Constitution,"
attention,0.32608695652173914," The Atlanta Constitution,"
who,400.0," The Atlanta Constitution,"
some,0.0703125," The Atlanta Constitution,"
NCTA,3000.0," The Atlanta Constitution,"
I,0.009409751924721986," The Atlanta Constitution,"
Zanzibar,100.0," The Atlanta Constitution,"
passed,0.18421052631578946," The Atlanta Constitution,"
old,0.10833333333333334," The Atlanta Constitution,"
reputation,0.27272727272727276," The Atlanta Constitution,"
needed,0.104089219330855," The Atlanta Constitution,"
perhaps,0.13636363636363638," The Atlanta Constitution,"
followed,0.06627218934911243," The Atlanta Constitution,"
an,900.0," The Atlanta Constitution,"
brought,0.04047619047619047," The Atlanta Constitution,"
increased,0.06896551724137931," The Atlanta Constitution,"
strengthens,0.8333333333333334," The Atlanta Constitution,"
El,2.571428571428571," The Atlanta Constitution,"
plenty,0.20512820512820512," The Atlanta Constitution,"
can,0.6162464985994397," The Atlanta Constitution,"
expert,0.05333333333333334," The Atlanta Constitution,"
creation,0.11258278145695363," The Atlanta Constitution,"
backs,0.09876543209876543," The Atlanta Constitution,"
silence,0.07936507936507936," The Atlanta Constitution,"
digest,0.3125," The Atlanta Constitution,"
our,3000.0," The Atlanta Constitution,"
It's,1000.0," The Atlanta Constitution,"
alive,0.1111111111111111," The Atlanta Constitution,"
due,0.4444444444444444," The Atlanta Constitution,"
coming,0.05330882352941177," The Atlanta Constitution,"
applaud,1.3333333333333333," The Atlanta Constitution,"
contributions,0.057971014492753624," The Atlanta Constitution,"
many,0.02127659574468085," The Atlanta Constitution,"
construction,0.175," The Atlanta Constitution,"
