w,taza
label,0.2608695652173913,"The Miami Herald, September"
Both,0.013157894736842105,"The Miami Herald, September"
reunion,100.0,"The Miami Herald, September"
organizations,0.4230769230769231,"The Miami Herald, September"
might,0.043165467625899276,"The Miami Herald, September"
upheld,0.3,"The Miami Herald, September"
They,1000.0,"The Miami Herald, September"
either,0.06896551724137931,"The Miami Herald, September"
him,1000.0,"The Miami Herald, September"
",",81000.0,"The Miami Herald, September"
wars,0.09090909090909091,"The Miami Herald, September"
order,0.12138728323699423,"The Miami Herald, September"
ignite,0.2181818181818182,"The Miami Herald, September"
Sunday's,1000.0,"The Miami Herald, September"
dedicated,0.125,"The Miami Herald, September"
Union,0.4181818181818182,"The Miami Herald, September"
verbally,1.0,"The Miami Herald, September"
Word,0.3333333333333333,"The Miami Herald, September"
cease-fire,100.0,"The Miami Herald, September"
yield,0.12844036697247707,"The Miami Herald, September"
collectively,100.0,"The Miami Herald, September"
correct,0.13245033112582782,"The Miami Herald, September"
States,0.07633587786259542,"The Miami Herald, September"
crude,0.5862068965517242,"The Miami Herald, September"
5,0.21311475409836064,"The Miami Herald, September"
relations,0.38636363636363635,"The Miami Herald, September"
civil,1.5,"The Miami Herald, September"
John,0.07782101167315175,"The Miami Herald, September"
whom,1000.0,"The Miami Herald, September"
most,0.05986696230598669,"The Miami Herald, September"
cloud,0.9411764705882353,"The Miami Herald, September"
than,2000.0,"The Miami Herald, September"
people's,2000.0,"The Miami Herald, September"
Turner,2.3333333333333335,"The Miami Herald, September"
restraint,0.13953488372093023,"The Miami Herald, September"
devise,2.75,"The Miami Herald, September"
Service,0.2191780821917808,"The Miami Herald, September"
interested,0.0958904109589041,"The Miami Herald, September"
say,0.061946902654867256,"The Miami Herald, September"
compromise,100.0,"The Miami Herald, September"
moment,0.07352941176470588,"The Miami Herald, September"
Tribune,100.0,"The Miami Herald, September"
somewhere,0.3333333333333333,"The Miami Herald, September"
schools,0.14102564102564102,"The Miami Herald, September"
Inevitably,0.2916666666666667,"The Miami Herald, September"
Dag,5.0,"The Miami Herald, September"
crucial,0.24,"The Miami Herald, September"
endearing,1.3333333333333333,"The Miami Herald, September"
trends,0.10687022900763359,"The Miami Herald, September"
period,0.18309859154929578,"The Miami Herald, September"
hectic,2.0,"The Miami Herald, September"
whereby,1000.0,"The Miami Herald, September"
government,1.0588235294117647,"The Miami Herald, September"
going,0.08239700374531835,"The Miami Herald, September"
feel,0.046822742474916385,"The Miami Herald, September"
Adenauer,200.0,"The Miami Herald, September"
Chancellor,2.5,"The Miami Herald, September"
rights,0.32608695652173914,"The Miami Herald, September"
disappointing,5.0,"The Miami Herald, September"
which,8000.0,"The Miami Herald, September"
boards,0.22891566265060243,"The Miami Herald, September"
actions,0.24324324324324326,"The Miami Herald, September"
Even,0.038338658146964855,"The Miami Herald, September"
slow,0.27586206896551724,"The Miami Herald, September"
members,2.25,"The Miami Herald, September"
resolve,0.23809523809523808,"The Miami Herald, September"
parties,0.10344827586206898,"The Miami Herald, September"
dismemberment,100.0,"The Miami Herald, September"
Much,0.045714285714285714,"The Miami Herald, September"
enjoyed,0.13559322033898305,"The Miami Herald, September"
wound,0.41269841269841273,"The Miami Herald, September"
shockwave,1000.0,"The Miami Herald, September"
Ndola,1000.0,"The Miami Herald, September"
demanded,0.0546448087431694,"The Miami Herald, September"
reaction,0.08333333333333333,"The Miami Herald, September"
modern,0.15942028985507248,"The Miami Herald, September"
churches,0.07407407407407407,"The Miami Herald, September"
Germany,4.0,"The Miami Herald, September"
tests,0.15315315315315314,"The Miami Herald, September"
objections,1.0,"The Miami Herald, September"
business,0.29906542056074764,"The Miami Herald, September"
sought,0.16981132075471697,"The Miami Herald, September"
Katangan,1000.0,"The Miami Herald, September"
Each,0.0617283950617284,"The Miami Herald, September"
however,0.04615384615384615,"The Miami Herald, September"
open,0.13526570048309178,"The Miami Herald, September"
such,0.009345794392523364,"The Miami Herald, September"
financing,0.75,"The Miami Herald, September"
per,3000.0,"The Miami Herald, September"
developments,0.1875,"The Miami Herald, September"
patriotic,1.0,"The Miami Herald, September"
subverted,9.5,"The Miami Herald, September"
terms,0.125,"The Miami Herald, September"
$8.5,1000.0,"The Miami Herald, September"
you,2000.0,"The Miami Herald, September"
clear,0.3364485981308411,"The Miami Herald, September"
implementation,1.3333333333333333,"The Miami Herald, September"
brief,0.3,"The Miami Herald, September"
legislative,0.3333333333333333,"The Miami Herald, September"
Ludwig,1000.0,"The Miami Herald, September"
Hammarskjold's,1000.0,"The Miami Herald, September"
bodies,0.19642857142857142,"The Miami Herald, September"
For,1000.0,"The Miami Herald, September"
U.N.,2000.0,"The Miami Herald, September"
sovereignty,2.0,"The Miami Herald, September"
bickering,3.666666666666667,"The Miami Herald, September"
agreement,0.24,"The Miami Herald, September"
for,13000.0,"The Miami Herald, September"
think,0.09359605911330049,"The Miami Herald, September"
Less,0.058823529411764705,"The Miami Herald, September"
slightly,0.16129032258064516,"The Miami Herald, September"
lack,0.06060606060606061,"The Miami Herald, September"
precariously,100.0,"The Miami Herald, September"
repayable,100.0,"The Miami Herald, September"
added,0.26865671641791045,"The Miami Herald, September"
Chicago,0.4,"The Miami Herald, September"
Einstein's,1000.0,"The Miami Herald, September"
urged,0.5,"The Miami Herald, September"
believe,0.04424778761061947,"The Miami Herald, September"
gave,0.04279749478079332,"The Miami Herald, September"
fighting,0.3035714285714286,"The Miami Herald, September"
center,0.8842105263157894,"The Miami Herald, September"
affinity,2.0,"The Miami Herald, September"
finance,100.0,"The Miami Herald, September"
develop,0.1144278606965174,"The Miami Herald, September"
cases,0.14349775784753363,"The Miami Herald, September"
compilation,100.0,"The Miami Herald, September"
suspect,0.8999999999999999,"The Miami Herald, September"
12,0.4347826086956522,"The Miami Herald, September"
aid,0.1,"The Miami Herald, September"
find,0.07481296758104738,"The Miami Herald, September"
blaming,0.2,"The Miami Herald, September"
insist,0.6666666666666666,"The Miami Herald, September"
North,0.27906976744186046,"The Miami Herald, September"
veers,0.26666666666666666,"The Miami Herald, September"
Better,0.06916426512968299,"The Miami Herald, September"
sessions,1.2,"The Miami Herald, September"
future,0.08333333333333333,"The Miami Herald, September"
decisions,0.2,"The Miami Herald, September"
momentous,2.0,"The Miami Herald, September"
or,31.5,"The Miami Herald, September"
moves,0.10280373831775702,"The Miami Herald, September"
question,0.23943661971830985,"The Miami Herald, September"
us,1.0,"The Miami Herald, September"
program,0.2608695652173913,"The Miami Herald, September"
paid,0.1473684210526316,"The Miami Herald, September"
Commission,0.36363636363636365,"The Miami Herald, September"
this,12000.0,"The Miami Herald, September"
Inter-American,1000.0,"The Miami Herald, September"
hall,1.4705882352941175,"The Miami Herald, September"
Closed,0.22807017543859648,"The Miami Herald, September"
A,0.008843537414965985,"The Miami Herald, September"
nature,0.03125,"The Miami Herald, September"
freedom,0.14285714285714285,"The Miami Herald, September"
stand,0.5370370370370371,"The Miami Herald, September"
Jacksonville,100.0,"The Miami Herald, September"
Miami's,2000.0,"The Miami Herald, September"
tradition,0.125,"The Miami Herald, September"
half,0.05405405405405406,"The Miami Herald, September"
machinegun,1000.0,"The Miami Herald, September"
real,0.13829787234042554,"The Miami Herald, September"
life,0.09523809523809523,"The Miami Herald, September"
course,0.07234042553191489,"The Miami Herald, September"
He,0.015717092337917484,"The Miami Herald, September"
known,0.3214285714285714,"The Miami Herald, September"
dissenting,0.6923076923076923,"The Miami Herald, September"
probably,0.1951219512195122,"The Miami Herald, September"
declares,0.2222222222222222,"The Miami Herald, September"
workable,5.0,"The Miami Herald, September"
charges,0.6415094339622641,"The Miami Herald, September"
B.,1000.0,"The Miami Herald, September"
he,0.015717092337917484,"The Miami Herald, September"
any,0.03296703296703297,"The Miami Herald, September"
board,0.23684210526315788,"The Miami Herald, September"
Act,0.0847457627118644,"The Miami Herald, September"
American,0.23076923076923078,"The Miami Herald, September"
a,0.15476190476190477,"The Miami Herald, September"
ours,1000.0,"The Miami Herald, September"
sands,1.5,"The Miami Herald, September"
because,1000.0,"The Miami Herald, September"
Council,0.3333333333333333,"The Miami Herald, September"
of,79000.0,"The Miami Herald, September"
what,4000.0,"The Miami Herald, September"
difficult,0.06,"The Miami Herald, September"
negotiations,100.0,"The Miami Herald, September"
calming,0.15079365079365079,"The Miami Herald, September"
months,0.25,"The Miami Herald, September"
continuously,0.75,"The Miami Herald, September"
Regardless,1.2,"The Miami Herald, September"
action,0.24324324324324326,"The Miami Herald, September"
name,0.0934959349593496,"The Miami Herald, September"
manner,0.03870967741935484,"The Miami Herald, September"
scrutiny,0.6666666666666666,"The Miami Herald, September"
people,0.25925925925925924,"The Miami Herald, September"
enough,0.04950495049504951,"The Miami Herald, September"
Hammarskjold,4.5,"The Miami Herald, September"
intent,0.20689655172413796,"The Miami Herald, September"
remaining,0.11009174311926605,"The Miami Herald, September"
against,1000.0,"The Miami Herald, September"
South,0.29268292682926833,"The Miami Herald, September"
bars,0.43333333333333335,"The Miami Herald, September"
where,2000.0,"The Miami Herald, September"
Bundestag,1000.0,"The Miami Herald, September"
But,0.01297016861219196,"The Miami Herald, September"
can,0.9243697478991596,"The Miami Herald, September"
economic,0.4,"The Miami Herald, September"
military,0.7142857142857143,"The Miami Herald, September"
?,14000.0,"The Miami Herald, September"
happily,1.0,"The Miami Herald, September"
City,0.13636363636363638,"The Miami Herald, September"
decide,0.5,"The Miami Herald, September"
ground,0.16877637130801687,"The Miami Herald, September"
yielded,0.18518518518518517,"The Miami Herald, September"
all,0.11475409836065574,"The Miami Herald, September"
flying,0.18181818181818182,"The Miami Herald, September"
attacks,0.3064516129032258,"The Miami Herald, September"
waterfront,0.3333333333333333,"The Miami Herald, September"
gains,0.11475409836065575,"The Miami Herald, September"
Konrad,1000.0,"The Miami Herald, September"
many,0.010638297872340425,"The Miami Herald, September"
earnestly,0.5,"The Miami Herald, September"
ascend,0.7,"The Miami Herald, September"
at,0.05203252032520325,"The Miami Herald, September"
up,0.03821656050955414,"The Miami Herald, September"
advisory,200.0,"The Miami Herald, September"
without,1000.0,"The Miami Herald, September"
awaits,0.047619047619047616,"The Miami Herald, September"
doesn't,1000.0,"The Miami Herald, September"
it,1500.0,"The Miami Herald, September"
cultural,0.75,"The Miami Herald, September"
6,0.4666666666666667,"The Miami Herald, September"
category,0.04615384615384615,"The Miami Herald, September"
almost,0.017738359201773836,"The Miami Herald, September"
agreed,0.3829787234042553,"The Miami Herald, September"
.,104000.0,"The Miami Herald, September"
councils,0.3333333333333333,"The Miami Herald, September"
face,0.06153846153846154,"The Miami Herald, September"
scene,0.14606741573033707,"The Miami Herald, September"
was,0.2187120291616039,"The Miami Herald, September"
enterprises,2.0,"The Miami Herald, September"
wave,1.1818181818181819,"The Miami Herald, September"
report,0.11382113821138211,"The Miami Herald, September"
doors,0.10526315789473684,"The Miami Herald, September"
eve,0.036231884057971016,"The Miami Herald, September"
scheduled,0.3333333333333333,"The Miami Herald, September"
$15.5,1000.0,"The Miami Herald, September"
residents,5.0,"The Miami Herald, September"
One,0.01454234388366125,"The Miami Herald, September"
offshore,2.0,"The Miami Herald, September"
As,0.005727675084613382,"The Miami Herald, September"
Soviet,0.6666666666666666,"The Miami Herald, September"
act,0.0423728813559322,"The Miami Herald, September"
activity,0.13333333333333333,"The Miami Herald, September"
underneath,100.0,"The Miami Herald, September"
race,0.20879120879120877,"The Miami Herald, September"
opposition,0.2857142857142857,"The Miami Herald, September"
amusing,1.3333333333333333,"The Miami Herald, September"
taken,0.11138411138411138,"The Miami Herald, September"
Adenauer's,1000.0,"The Miami Herald, September"
other,0.038461538461538464,"The Miami Herald, September"
points,0.12737127371273713,"The Miami Herald, September"
tactics,4.0,"The Miami Herald, September"
picked,0.25490196078431376,"The Miami Herald, September"
yet,0.06109324758842444,"The Miami Herald, September"
put,0.06415094339622641,"The Miami Herald, September"
rebirth,2.6666666666666665,"The Miami Herald, September"
widely,0.1,"The Miami Herald, September"
session,1.2,"The Miami Herald, September"
Dr.,0.2222222222222222,"The Miami Herald, September"
during,3000.0,"The Miami Herald, September"
go,0.09266409266409267,"The Miami Herald, September"
plague,3.2,"The Miami Herald, September"
imperiled,7.0,"The Miami Herald, September"
want,0.07006369426751592,"The Miami Herald, September"
un-American,100.0,"The Miami Herald, September"
apprehensions,0.6,"The Miami Herald, September"
left,0.07551487414187644,"The Miami Herald, September"
beliefs,0.11904761904761904,"The Miami Herald, September"
secessionist,100.0,"The Miami Herald, September"
'',7000.0,"The Miami Herald, September"
asks,0.06091370558375634,"The Miami Herald, September"
nation,0.1652892561983471,"The Miami Herald, September"
defended,0.19672131147540986,"The Miami Herald, September"
Without,1000.0,"The Miami Herald, September"
guarantees,0.7333333333333334,"The Miami Herald, September"
came,0.04106776180698152,"The Miami Herald, September"
mission,0.5789473684210527,"The Miami Herald, September"
Tshombe,1000.0,"The Miami Herald, September"
war,0.2727272727272727,"The Miami Herald, September"
blanket,0.3529411764705882,"The Miami Herald, September"
surprising,0.13636363636363638,"The Miami Herald, September"
together,0.1,"The Miami Herald, September"
step,0.5833333333333334,"The Miami Herald, September"
death,0.08372093023255814,"The Miami Herald, September"
removes,0.07174887892376682,"The Miami Herald, September"
astonishing,1.1428571428571428,"The Miami Herald, September"
Nations',1000.0,"The Miami Herald, September"
The,25000.0,"The Miami Herald, September"
old,0.10833333333333334,"The Miami Herald, September"
vigorously,1.0,"The Miami Herald, September"
D.,1000.0,"The Miami Herald, September"
value,0.23880597014925373,"The Miami Herald, September"
While,0.044444444444444446,"The Miami Herald, September"
fact,0.013513513513513514,"The Miami Herald, September"
open-meeting,1000.0,"The Miami Herald, September"
Since,1000.0,"The Miami Herald, September"
anti-Communist,1000.0,"The Miami Herald, September"
Tract,9.0,"The Miami Herald, September"
Miami,0.42857142857142855,"The Miami Herald, September"
Nations,0.08264462809917356,"The Miami Herald, September"
two,0.08152173913043478,"The Miami Herald, September"
West,2.1,"The Miami Herald, September"
since,3000.0,"The Miami Herald, September"
same,0.0299625468164794,"The Miami Herald, September"
ago,0.05128205128205128,"The Miami Herald, September"
them,3000.0,"The Miami Herald, September"
law,0.40909090909090906,"The Miami Herald, September"
argued,0.10714285714285714,"The Miami Herald, September"
budgeted,1.0,"The Miami Herald, September"
sure,0.0900900900900901,"The Miami Herald, September"
row,0.0784313725490196,"The Miami Herald, September"
Does,0.3445544554455445,"The Miami Herald, September"
to,50000.0,"The Miami Herald, September"
about,0.046831955922865015,"The Miami Herald, September"
use,0.184,"The Miami Herald, September"
riddled,3.0,"The Miami Herald, September"
22,0.6666666666666666,"The Miami Herald, September"
share,0.14432989690721648,"The Miami Herald, September"
committee,1.2857142857142856,"The Miami Herald, September"
(,1000.0,"The Miami Herald, September"
employ,0.0898876404494382,"The Miami Herald, September"
Graves,2.8,"The Miami Herald, September"
attack,0.3064516129032258,"The Miami Herald, September"
lose,0.625,"The Miami Herald, September"
sprouting,0.23809523809523808,"The Miami Herald, September"
own,0.019769357495881382,"The Miami Herald, September"
ahead,0.08333333333333333,"The Miami Herald, September"
According,0.5263157894736842,"The Miami Herald, September"
tropical,100.0,"The Miami Herald, September"
on,0.0319634703196347,"The Miami Herald, September"
come,0.0508130081300813,"The Miami Herald, September"
their,7000.0,"The Miami Herald, September"
firmer,0.1948051948051948,"The Miami Herald, September"
whether,1000.0,"The Miami Herald, September"
latter,0.1111111111111111,"The Miami Herald, September"
If,5000.0,"The Miami Herald, September"
absolute,1.3333333333333333,"The Miami Herald, September"
nearly,0.021929824561403508,"The Miami Herald, September"
minimum,0.13636363636363638,"The Miami Herald, September"
