w,taza
commitments,10.5,"An Act for International Development, A Summary Presentation"
from,4000.0,"An Act for International Development, A Summary Presentation"
difficult,0.06,"An Act for International Development, A Summary Presentation"
tailored,0.5,"An Act for International Development, A Summary Presentation"
traced,0.1724137931034483,"An Act for International Development, A Summary Presentation"
designing,0.15,"An Act for International Development, A Summary Presentation"
available,0.4444444444444444,"An Act for International Development, A Summary Presentation"
successes,0.4,"An Act for International Development, A Summary Presentation"
all,0.08196721311475409,"An Act for International Development, A Summary Presentation"
so,0.0784313725490196,"An Act for International Development, A Summary Presentation"
staff,1.0,"An Act for International Development, A Summary Presentation"
light,0.6666666666666666,"An Act for International Development, A Summary Presentation"
local,0.5,"An Act for International Development, A Summary Presentation"
immediate,0.20833333333333334,"An Act for International Development, A Summary Presentation"
thought,0.08849557522123894,"An Act for International Development, A Summary Presentation"
need,0.1951219512195122,"An Act for International Development, A Summary Presentation"
monolithic,0.42857142857142855,"An Act for International Development, A Summary Presentation"
what,1000.0,"An Act for International Development, A Summary Presentation"
prevent,0.41860465116279066,"An Act for International Development, A Summary Presentation"
utilize,0.06756756756756756,"An Act for International Development, A Summary Presentation"
Many,0.010638297872340425,"An Act for International Development, A Summary Presentation"
attract,0.25,"An Act for International Development, A Summary Presentation"
anti-American,100.0,"An Act for International Development, A Summary Presentation"
sustained,0.05483405483405483,"An Act for International Development, A Summary Presentation"
Otherwise,0.375,"An Act for International Development, A Summary Presentation"
We,2000.0,"An Act for International Development, A Summary Presentation"
us,0.3333333333333333,"An Act for International Development, A Summary Presentation"
progress,3.8000000000000003,"An Act for International Development, A Summary Presentation"
reducing,0.5873015873015873,"An Act for International Development, A Summary Presentation"
generates,0.05128205128205128,"An Act for International Development, A Summary Presentation"
yet,0.06109324758842444,"An Act for International Development, A Summary Presentation"
the,114000.0,"An Act for International Development, A Summary Presentation"
well,0.08835341365461848,"An Act for International Development, A Summary Presentation"
already,0.037037037037037035,"An Act for International Development, A Summary Presentation"
;,14000.0,"An Act for International Development, A Summary Presentation"
favorably,100.0,"An Act for International Development, A Summary Presentation"
Even,0.038338658146964855,"An Act for International Development, A Summary Presentation"
manufacturing,1.6,"An Act for International Development, A Summary Presentation"
effects,0.1297709923664122,"An Act for International Development, A Summary Presentation"
The,12000.0,"An Act for International Development, A Summary Presentation"
How,1000.0,"An Act for International Development, A Summary Presentation"
segments,0.15384615384615385,"An Act for International Development, A Summary Presentation"
tolerance,1.0,"An Act for International Development, A Summary Presentation"
administer,0.3714285714285714,"An Act for International Development, A Summary Presentation"
stability,3.0,"An Act for International Development, A Summary Presentation"
obligations,0.8571428571428571,"An Act for International Development, A Summary Presentation"
into,5000.0,"An Act for International Development, A Summary Presentation"
launched,0.0923076923076923,"An Act for International Development, A Summary Presentation"
human,0.018018018018018018,"An Act for International Development, A Summary Presentation"
improvement,1.0,"An Act for International Development, A Summary Presentation"
crises,0.75,"An Act for International Development, A Summary Presentation"
",",103000.0,"An Act for International Development, A Summary Presentation"
visible,0.6666666666666666,"An Act for International Development, A Summary Presentation"
problems,0.031578947368421054,"An Act for International Development, A Summary Presentation"
taking,0.11551155115511552,"An Act for International Development, A Summary Presentation"
techniques,0.2,"An Act for International Development, A Summary Presentation"
complement,3.0,"An Act for International Development, A Summary Presentation"
primitive,0.3529411764705882,"An Act for International Development, A Summary Presentation"
depends,0.08,"An Act for International Development, A Summary Presentation"
stages,0.15286624203821655,"An Act for International Development, A Summary Presentation"
nationals,0.06060606060606061,"An Act for International Development, A Summary Presentation"
modernity,2.5,"An Act for International Development, A Summary Presentation"
willing,0.02702702702702703,"An Act for International Development, A Summary Presentation"
results,0.09424083769633508,"An Act for International Development, A Summary Presentation"
small,0.06435643564356436,"An Act for International Development, A Summary Presentation"
programing,2.3333333333333335,"An Act for International Development, A Summary Presentation"
Communism,1.0,"An Act for International Development, A Summary Presentation"
no,0.03164556962025316,"An Act for International Development, A Summary Presentation"
requirements,0.2692307692307692,"An Act for International Development, A Summary Presentation"
priorities,2.4,"An Act for International Development, A Summary Presentation"
launching,0.17391304347826086,"An Act for International Development, A Summary Presentation"
politically,200.0,"An Act for International Development, A Summary Presentation"
long,0.33027522935779813,"An Act for International Development, A Summary Presentation"
than,2000.0,"An Act for International Development, A Summary Presentation"
Providing,0.15789473684210528,"An Act for International Development, A Summary Presentation"
any,0.03296703296703297,"An Act for International Development, A Summary Presentation"
express,0.12295081967213116,"An Act for International Development, A Summary Presentation"
sequence,2.0,"An Act for International Development, A Summary Presentation"
get,0.09957325746799431,"An Act for International Development, A Summary Presentation"
different,0.24,"An Act for International Development, A Summary Presentation"
devise,2.75,"An Act for International Development, A Summary Presentation"
dependence,200.0,"An Act for International Development, A Summary Presentation"
involved,0.09090909090909091,"An Act for International Development, A Summary Presentation"
achieve,0.2,"An Act for International Development, A Summary Presentation"
our,13000.0,"An Act for International Development, A Summary Presentation"
industry,0.26666666666666666,"An Act for International Development, A Summary Presentation"
country's,4000.0,"An Act for International Development, A Summary Presentation"
task,0.1590909090909091,"An Act for International Development, A Summary Presentation"
unfriendly,2.0,"An Act for International Development, A Summary Presentation"
stressing,0.27586206896551724,"An Act for International Development, A Summary Presentation"
position,0.07052896725440806,"An Act for International Development, A Summary Presentation"
societies,0.3835616438356164,"An Act for International Development, A Summary Presentation"
much,0.045714285714285714,"An Act for International Development, A Summary Presentation"
educational,0.5,"An Act for International Development, A Summary Presentation"
launch,0.10769230769230768,"An Act for International Development, A Summary Presentation"
developing,0.11981566820276497,"An Act for International Development, A Summary Presentation"
working,0.06765676567656766,"An Act for International Development, A Summary Presentation"
depend,0.08,"An Act for International Development, A Summary Presentation"
government-to-government,1000.0,"An Act for International Development, A Summary Presentation"
by,0.0548885077186964,"An Act for International Development, A Summary Presentation"
once,0.2641509433962264,"An Act for International Development, A Summary Presentation"
Governments,0.2647058823529412,"An Act for International Development, A Summary Presentation"
fashion,0.03870967741935484,"An Act for International Development, A Summary Presentation"
association,0.5454545454545455,"An Act for International Development, A Summary Presentation"
constitute,0.014141414141414142,"An Act for International Development, A Summary Presentation"
administration,0.39473684210526316,"An Act for International Development, A Summary Presentation"
performance,0.411764705882353,"An Act for International Development, A Summary Presentation"
objective,0.5,"An Act for International Development, A Summary Presentation"
short-run,100.0,"An Act for International Development, A Summary Presentation"
implementation,1.3333333333333333,"An Act for International Development, A Summary Presentation"
mechanisms,0.375,"An Act for International Development, A Summary Presentation"
regarded,0.046052631578947366,"An Act for International Development, A Summary Presentation"
level,0.270096463022508,"An Act for International Development, A Summary Presentation"
uncomfortable,0.5,"An Act for International Development, A Summary Presentation"
employed,0.09302325581395349,"An Act for International Development, A Summary Presentation"
construction,0.175,"An Act for International Development, A Summary Presentation"
exchange,0.35443037974683544,"An Act for International Development, A Summary Presentation"
evidence,0.09322033898305085,"An Act for International Development, A Summary Presentation"
we,24000.0,"An Act for International Development, A Summary Presentation"
programs,1.826086956521739,"An Act for International Development, A Summary Presentation"
shall,1000.0,"An Act for International Development, A Summary Presentation"
inadequate,0.09523809523809523,"An Act for International Development, A Summary Presentation"
facilities,1.0,"An Act for International Development, A Summary Presentation"
such,0.14018691588785046,"An Act for International Development, A Summary Presentation"
Perhaps,0.13636363636363638,"An Act for International Development, A Summary Presentation"
For,1000.0,"An Act for International Development, A Summary Presentation"
year,0.1095890410958904,"An Act for International Development, A Summary Presentation"
least,0.043478260869565216,"An Act for International Development, A Summary Presentation"
acceptable,0.2222222222222222,"An Act for International Development, A Summary Presentation"
some,0.03515625,"An Act for International Development, A Summary Presentation"
mores,0.5714285714285714,"An Act for International Development, A Summary Presentation"
should,5000.0,"An Act for International Development, A Summary Presentation"
equipment,0.037037037037037035,"An Act for International Development, A Summary Presentation"
or,35.0,"An Act for International Development, A Summary Presentation"
routine,0.1048951048951049,"An Act for International Development, A Summary Presentation"
half,0.05405405405405406,"An Act for International Development, A Summary Presentation"
individual,0.09090909090909091,"An Act for International Development, A Summary Presentation"
many,0.06382978723404255,"An Act for International Development, A Summary Presentation"
carry,0.11965811965811965,"An Act for International Development, A Summary Presentation"
deem,0.23529411764705882,"An Act for International Development, A Summary Presentation"
limited,0.34285714285714286,"An Act for International Development, A Summary Presentation"
main,0.11475409836065575,"An Act for International Development, A Summary Presentation"
situated,0.11842105263157894,"An Act for International Development, A Summary Presentation"
without,4000.0,"An Act for International Development, A Summary Presentation"
best,0.0712166172106825,"An Act for International Development, A Summary Presentation"
imports,0.11235955056179775,"An Act for International Development, A Summary Presentation"
assembling,0.36585365853658536,"An Act for International Development, A Summary Presentation"
adapted,0.375,"An Act for International Development, A Summary Presentation"
however,0.0923076923076923,"An Act for International Development, A Summary Presentation"
a,0.15918367346938775,"An Act for International Development, A Summary Presentation"
is,0.37128712871287134,"An Act for International Development, A Summary Presentation"
steps,1.803921568627451,"An Act for International Development, A Summary Presentation"
agricultural,0.25,"An Act for International Development, A Summary Presentation"
principal,0.08387096774193548,"An Act for International Development, A Summary Presentation"
particular,0.19402985074626863,"An Act for International Development, A Summary Presentation"
take,0.4114285714285714,"An Act for International Development, A Summary Presentation"
widespread,0.6666666666666666,"An Act for International Development, A Summary Presentation"
funds,0.4137931034482759,"An Act for International Development, A Summary Presentation"
share,0.14432989690721648,"An Act for International Development, A Summary Presentation"
specific,0.07142857142857142,"An Act for International Development, A Summary Presentation"
although,1000.0,"An Act for International Development, A Summary Presentation"
responsibility,0.7142857142857143,"An Act for International Development, A Summary Presentation"
practice,0.05078125,"An Act for International Development, A Summary Presentation"
instances,0.09333333333333334,"An Act for International Development, A Summary Presentation"
long-range,1.0,"An Act for International Development, A Summary Presentation"
adequate,0.0693069306930693,"An Act for International Development, A Summary Presentation"
force,0.30952380952380953,"An Act for International Development, A Summary Presentation"
tax,0.5263157894736842,"An Act for International Development, A Summary Presentation"
involves,0.05970149253731343,"An Act for International Development, A Summary Presentation"
end,0.1299638989169675,"An Act for International Development, A Summary Presentation"
interference,3.142857142857143,"An Act for International Development, A Summary Presentation"
If,2000.0,"An Act for International Development, A Summary Presentation"
A,0.01768707482993197,"An Act for International Development, A Summary Presentation"
plan,0.48484848484848486,"An Act for International Development, A Summary Presentation"
growth,1.0169491525423728,"An Act for International Development, A Summary Presentation"
clear,0.5046728971962616,"An Act for International Development, A Summary Presentation"
after,0.096,"An Act for International Development, A Summary Presentation"
fundamental,0.30303030303030304,"An Act for International Development, A Summary Presentation"
tasks,0.07954545454545454,"An Act for International Development, A Summary Presentation"
absence,0.16666666666666666,"An Act for International Development, A Summary Presentation"
cannot,2000.0,"An Act for International Development, A Summary Presentation"
transport,1.4705882352941175,"An Act for International Development, A Summary Presentation"
mechanical,0.6666666666666666,"An Act for International Development, A Summary Presentation"
machinery,0.05263157894736842,"An Act for International Development, A Summary Presentation"
tentatively,1.0,"An Act for International Development, A Summary Presentation"
approach,1.6923076923076923,"An Act for International Development, A Summary Presentation"
less,0.47058823529411764,"An Act for International Development, A Summary Presentation"
personnel,0.2631578947368421,"An Act for International Development, A Summary Presentation"
consistent,0.7058823529411764,"An Act for International Development, A Summary Presentation"
planning,0.3018867924528302,"An Act for International Development, A Summary Presentation"
aid,1.5,"An Act for International Development, A Summary Presentation"
labor,0.5,"An Act for International Development, A Summary Presentation"
incentive,400.0,"An Act for International Development, A Summary Presentation"
Once,0.1320754716981132,"An Act for International Development, A Summary Presentation"
Most,0.03991130820399113,"An Act for International Development, A Summary Presentation"
urgent,1.0,"An Act for International Development, A Summary Presentation"
through,0.050955414012738856,"An Act for International Development, A Summary Presentation"
frustration,0.8,"An Act for International Development, A Summary Presentation"
Laos,100.0,"An Act for International Development, A Summary Presentation"
are,0.26107226107226106,"An Act for International Development, A Summary Presentation"
process,0.2764976958525346,"An Act for International Development, A Summary Presentation"
lengthy,0.7142857142857143,"An Act for International Development, A Summary Presentation"
several,0.09836065573770493,"An Act for International Development, A Summary Presentation"
necessary,0.39473684210526316,"An Act for International Development, A Summary Presentation"
these,6000.0,"An Act for International Development, A Summary Presentation"
approval,1.5,"An Act for International Development, A Summary Presentation"
importantly,2.0,"An Act for International Development, A Summary Presentation"
effort,0.7920792079207921,"An Act for International Development, A Summary Presentation"
possible,0.0851063829787234,"An Act for International Development, A Summary Presentation"
self-sufficiency,100.0,"An Act for International Development, A Summary Presentation"
responded,0.12121212121212122,"An Act for International Development, A Summary Presentation"
accepted,0.023923444976076555,"An Act for International Development, A Summary Presentation"
involve,0.05970149253731343,"An Act for International Development, A Summary Presentation"
--,3000.0,"An Act for International Development, A Summary Presentation"
government,0.5294117647058824,"An Act for International Development, A Summary Presentation"
slow-acting,1000.0,"An Act for International Development, A Summary Presentation"
river,0.05555555555555555,"An Act for International Development, A Summary Presentation"
allocate,200.0,"An Act for International Development, A Summary Presentation"
wasted,1.608695652173913,"An Act for International Development, A Summary Presentation"
feel,0.046822742474916385,"An Act for International Development, A Summary Presentation"
sense,0.16091954022988506,"An Act for International Development, A Summary Presentation"
needs,0.14869888475836432,"An Act for International Development, A Summary Presentation"
industries,0.26666666666666666,"An Act for International Development, A Summary Presentation"
one,0.01454234388366125,"An Act for International Development, A Summary Presentation"
3,0.5352112676056338,"An Act for International Development, A Summary Presentation"
substantial,0.35398230088495575,"An Act for International Development, A Summary Presentation"
review,4.6000000000000005,"An Act for International Development, A Summary Presentation"
favoritism,6.0,"An Act for International Development, A Summary Presentation"
years,0.32,"An Act for International Development, A Summary Presentation"
twofold,0.5625,"An Act for International Development, A Summary Presentation"
communication,0.6666666666666666,"An Act for International Development, A Summary Presentation"
prepared,0.29166666666666663,"An Act for International Development, A Summary Presentation"
elimination,2.0,"An Act for International Development, A Summary Presentation"
projects,0.636734693877551,"An Act for International Development, A Summary Presentation"
First,0.11914893617021277,"An Act for International Development, A Summary Presentation"
fields,0.2857142857142857,"An Act for International Development, A Summary Presentation"
granting,0.136986301369863,"An Act for International Development, A Summary Presentation"
thus,0.033962264150943396,"An Act for International Development, A Summary Presentation"
