w,taza
stature,0.4,"Annual Report of Year Ending June 30, 1961"
relations,0.38636363636363635,"Annual Report of Year Ending June 30, 1961"
making,0.19613259668508287,"Annual Report of Year Ending June 30, 1961"
free,0.47058823529411764,"Annual Report of Year Ending June 30, 1961"
great,0.13736263736263735,"Annual Report of Year Ending June 30, 1961"
questions,0.11971830985915492,"Annual Report of Year Ending June 30, 1961"
exercise,0.04962779156327544,"Annual Report of Year Ending June 30, 1961"
scope,0.23529411764705882,"Annual Report of Year Ending June 30, 1961"
many,0.06382978723404255,"Annual Report of Year Ending June 30, 1961"
policy,0.27272727272727276,"Annual Report of Year Ending June 30, 1961"
leadership,0.24,"Annual Report of Year Ending June 30, 1961"
guard,0.2972972972972973,"Annual Report of Year Ending June 30, 1961"
discovered,0.14487632508833923,"Annual Report of Year Ending June 30, 1961"
),1000.0,"Annual Report of Year Ending June 30, 1961"
encourage,0.4166666666666667,"Annual Report of Year Ending June 30, 1961"
little,0.208955223880597,"Annual Report of Year Ending June 30, 1961"
appropriateness,2.0,"Annual Report of Year Ending June 30, 1961"
cut,0.7065217391304347,"Annual Report of Year Ending June 30, 1961"
both,0.013157894736842105,"Annual Report of Year Ending June 30, 1961"
governing,0.15942028985507248,"Annual Report of Year Ending June 30, 1961"
evaluate,0.43243243243243246,"Annual Report of Year Ending June 30, 1961"
publications,0.16666666666666666,"Annual Report of Year Ending June 30, 1961"
aims,0.058252427184466014,"Annual Report of Year Ending June 30, 1961"
duties,1.1428571428571428,"Annual Report of Year Ending June 30, 1961"
--,4000.0,"Annual Report of Year Ending June 30, 1961"
liberal,0.15384615384615385,"Annual Report of Year Ending June 30, 1961"
ceremonial,0.5,"Annual Report of Year Ending June 30, 1961"
top-level,2000.0,"Annual Report of Year Ending June 30, 1961"
scale,0.8125,"Annual Report of Year Ending June 30, 1961"
learning,0.10839160839160839,"Annual Report of Year Ending June 30, 1961"
mind,0.0898876404494382,"Annual Report of Year Ending June 30, 1961"
aspects,0.125,"Annual Report of Year Ending June 30, 1961"
will,0.34,"Annual Report of Year Ending June 30, 1961"
touching,0.34444444444444444,"Annual Report of Year Ending June 30, 1961"
all-college,1000.0,"Annual Report of Year Ending June 30, 1961"
develop,0.1144278606965174,"Annual Report of Year Ending June 30, 1961"
form,0.1705150976909414,"Annual Report of Year Ending June 30, 1961"
close,0.16299559471365638,"Annual Report of Year Ending June 30, 1961"
professionals,0.18181818181818182,"Annual Report of Year Ending June 30, 1961"
gathering,0.6451612903225806,"Annual Report of Year Ending June 30, 1961"
forcing,0.21538461538461537,"Annual Report of Year Ending June 30, 1961"
no,0.03164556962025316,"Annual Report of Year Ending June 30, 1961"
nominate,0.05442176870748299,"Annual Report of Year Ending June 30, 1961"
branches,0.6046511627906977,"Annual Report of Year Ending June 30, 1961"
college,0.25,"Annual Report of Year Ending June 30, 1961"
Between,0.03614457831325301,"Annual Report of Year Ending June 30, 1961"
persistence,2.25,"Annual Report of Year Ending June 30, 1961"
long-range,1.0,"Annual Report of Year Ending June 30, 1961"
headed,0.07692307692307693,"Annual Report of Year Ending June 30, 1961"
date,0.08928571428571429,"Annual Report of Year Ending June 30, 1961"
public,0.04580152671755725,"Annual Report of Year Ending June 30, 1961"
bear,0.0530421216848674,"Annual Report of Year Ending June 30, 1961"
Letting,0.01422475106685633,"Annual Report of Year Ending June 30, 1961"
brought,0.04047619047619047,"Annual Report of Year Ending June 30, 1961"
collected,2.0,"Annual Report of Year Ending June 30, 1961"
examined,0.07027027027027027,"Annual Report of Year Ending June 30, 1961"
proportionate,0.75,"Annual Report of Year Ending June 30, 1961"
share,0.14432989690721648,"Annual Report of Year Ending June 30, 1961"
giving,0.0484027105517909,"Annual Report of Year Ending June 30, 1961"
so,0.05228758169934641,"Annual Report of Year Ending June 30, 1961"
area,0.09433962264150944,"Annual Report of Year Ending June 30, 1961"
can,3.0812324929971986,"Annual Report of Year Ending June 30, 1961"
against,1000.0,"Annual Report of Year Ending June 30, 1961"
educators,100.0,"Annual Report of Year Ending June 30, 1961"
``,1000.0,"Annual Report of Year Ending June 30, 1961"
components,0.11764705882352941,"Annual Report of Year Ending June 30, 1961"
flow,0.10112359550561797,"Annual Report of Year Ending June 30, 1961"
merit,0.45454545454545453,"Annual Report of Year Ending June 30, 1961"
less,0.058823529411764705,"Annual Report of Year Ending June 30, 1961"
between,0.10843373493975904,"Annual Report of Year Ending June 30, 1961"
Funds,0.20689655172413796,"Annual Report of Year Ending June 30, 1961"
anticipate,0.2777777777777778,"Annual Report of Year Ending June 30, 1961"
library,1.3333333333333333,"Annual Report of Year Ending June 30, 1961"
explain,0.25,"Annual Report of Year Ending June 30, 1961"
repeat,0.8947368421052632,"Annual Report of Year Ending June 30, 1961"
very,0.0375,"Annual Report of Year Ending June 30, 1961"
former,0.030985915492957747,"Annual Report of Year Ending June 30, 1961"
Recently,0.125,"Annual Report of Year Ending June 30, 1961"
sums,0.296,"Annual Report of Year Ending June 30, 1961"
.,91000.0,"Annual Report of Year Ending June 30, 1961"
changing,0.18666666666666668,"Annual Report of Year Ending June 30, 1961"
constantly,0.1,"Annual Report of Year Ending June 30, 1961"
man,0.12021857923497267,"Annual Report of Year Ending June 30, 1961"
lay,0.06938775510204082,"Annual Report of Year Ending June 30, 1961"
accept,0.03966942148760331,"Annual Report of Year Ending June 30, 1961"
enthusiasm,1.5,"Annual Report of Year Ending June 30, 1961"
prerogatives,0.8,"Annual Report of Year Ending June 30, 1961"
found,0.07214428857715431,"Annual Report of Year Ending June 30, 1961"
combination,0.27272727272727276,"Annual Report of Year Ending June 30, 1961"
mutual,0.1111111111111111,"Annual Report of Year Ending June 30, 1961"
recommended,0.3076923076923077,"Annual Report of Year Ending June 30, 1961"
create,0.022556390977443608,"Annual Report of Year Ending June 30, 1961"
preclude,0.875,"Annual Report of Year Ending June 30, 1961"
could,1000.0,"Annual Report of Year Ending June 30, 1961"
each,0.1234567901234568,"Annual Report of Year Ending June 30, 1961"
first,0.3574468085106383,"Annual Report of Year Ending June 30, 1961"
chances,0.1259259259259259,"Annual Report of Year Ending June 30, 1961"
thoroughly,0.028169014084507043,"Annual Report of Year Ending June 30, 1961"
passing,0.188212927756654,"Annual Report of Year Ending June 30, 1961"
imaginative,1.0,"Annual Report of Year Ending June 30, 1961"
rare,1.0,"Annual Report of Year Ending June 30, 1961"
needs,0.07434944237918216,"Annual Report of Year Ending June 30, 1961"
from,1000.0,"Annual Report of Year Ending June 30, 1961"
understanding,0.0966183574879227,"Annual Report of Year Ending June 30, 1961"
up,0.057324840764331204,"Annual Report of Year Ending June 30, 1961"
approach,0.28205128205128205,"Annual Report of Year Ending June 30, 1961"
alert,0.4444444444444444,"Annual Report of Year Ending June 30, 1961"
world,0.06310679611650485,"Annual Report of Year Ending June 30, 1961"
available,0.2222222222222222,"Annual Report of Year Ending June 30, 1961"
responsibility,0.7142857142857143,"Annual Report of Year Ending June 30, 1961"
major,0.2631578947368421,"Annual Report of Year Ending June 30, 1961"
things,0.030303030303030304,"Annual Report of Year Ending June 30, 1961"
raise,0.32450331125827814,"Annual Report of Year Ending June 30, 1961"
them,7000.0,"Annual Report of Year Ending June 30, 1961"
time,0.18652849740932645,"Annual Report of Year Ending June 30, 1961"
developed,0.11415525114155252,"Annual Report of Year Ending June 30, 1961"
scientific,1.0,"Annual Report of Year Ending June 30, 1961"
stand,0.5370370370370371,"Annual Report of Year Ending June 30, 1961"
say,0.061946902654867256,"Annual Report of Year Ending June 30, 1961"
evidence,0.09322033898305085,"Annual Report of Year Ending June 30, 1961"
almost,0.017738359201773836,"Annual Report of Year Ending June 30, 1961"
looks,0.12133891213389121,"Annual Report of Year Ending June 30, 1961"
teachers,0.4444444444444444,"Annual Report of Year Ending June 30, 1961"
leave,0.06666666666666667,"Annual Report of Year Ending June 30, 1961"
whether,2000.0,"Annual Report of Year Ending June 30, 1961"
beset,2.8,"Annual Report of Year Ending June 30, 1961"
acceptance,1.6,"Annual Report of Year Ending June 30, 1961"
relationship,0.4,"Annual Report of Year Ending June 30, 1961"
appropriate,0.6666666666666666,"Annual Report of Year Ending June 30, 1961"
has,0.12641673931996514,"Annual Report of Year Ending June 30, 1961"
and,58000.0,"Annual Report of Year Ending June 30, 1961"
may,0.14201183431952663,"Annual Report of Year Ending June 30, 1961"
same,0.0599250936329588,"Annual Report of Year Ending June 30, 1961"
partner,1.0,"Annual Report of Year Ending June 30, 1961"
sometimes,0.05555555555555555,"Annual Report of Year Ending June 30, 1961"
around,0.019417475728155338,"Annual Report of Year Ending June 30, 1961"
efforts,0.31683168316831684,"Annual Report of Year Ending June 30, 1961"
speeches,0.5185185185185185,"Annual Report of Year Ending June 30, 1961"
also,0.0819672131147541,"Annual Report of Year Ending June 30, 1961"
indispensable,0.14285714285714285,"Annual Report of Year Ending June 30, 1961"
data,0.2,"Annual Report of Year Ending June 30, 1961"
curricula,0.18518518518518517,"Annual Report of Year Ending June 30, 1961"
adhered,0.9166666666666667,"Annual Report of Year Ending June 30, 1961"
level,0.09003215434083602,"Annual Report of Year Ending June 30, 1961"
normal,0.1111111111111111,"Annual Report of Year Ending June 30, 1961"
money,0.027777777777777776,"Annual Report of Year Ending June 30, 1961"
instance,0.09333333333333334,"Annual Report of Year Ending June 30, 1961"
reading,0.06441717791411043,"Annual Report of Year Ending June 30, 1961"
promotion,7.0,"Annual Report of Year Ending June 30, 1961"
act,0.0423728813559322,"Annual Report of Year Ending June 30, 1961"
where,2000.0,"Annual Report of Year Ending June 30, 1961"
investigates,1.0,"Annual Report of Year Ending June 30, 1961"
quite,0.058823529411764705,"Annual Report of Year Ending June 30, 1961"
it,700.0,"Annual Report of Year Ending June 30, 1961"
changes,0.36585365853658536,"Annual Report of Year Ending June 30, 1961"
unity,0.007698887938408896,"Annual Report of Year Ending June 30, 1961"
continually,1.0,"Annual Report of Year Ending June 30, 1961"
single,0.018379281537176276,"Annual Report of Year Ending June 30, 1961"
problem,0.06315789473684211,"Annual Report of Year Ending June 30, 1961"
terms,0.125,"Annual Report of Year Ending June 30, 1961"
confer,1.0,"Annual Report of Year Ending June 30, 1961"
explains,0.25,"Annual Report of Year Ending June 30, 1961"
actively,100.0,"Annual Report of Year Ending June 30, 1961"
reads,0.04181184668989547,"Annual Report of Year Ending June 30, 1961"
something,1000.0,"Annual Report of Year Ending June 30, 1961"
forecasting,0.6285714285714286,"Annual Report of Year Ending June 30, 1961"
ahead,0.16666666666666666,"Annual Report of Year Ending June 30, 1961"
development,0.375,"Annual Report of Year Ending June 30, 1961"
older,0.14285714285714285,"Annual Report of Year Ending June 30, 1961"
occasions,0.5833333333333334,"Annual Report of Year Ending June 30, 1961"
meetings,0.15165876777251186,"Annual Report of Year Ending June 30, 1961"
;,10000.0,"Annual Report of Year Ending June 30, 1961"
high,0.7058823529411765,"Annual Report of Year Ending June 30, 1961"
sternly,2.0,"Annual Report of Year Ending June 30, 1961"
keep,0.4233576642335766,"Annual Report of Year Ending June 30, 1961"
core,0.24210526315789477,"Annual Report of Year Ending June 30, 1961"
too,0.0653061224489796,"Annual Report of Year Ending June 30, 1961"
take,0.1763265306122449,"Annual Report of Year Ending June 30, 1961"
realities,0.03636363636363636,"Annual Report of Year Ending June 30, 1961"
guarding,0.17391304347826086,"Annual Report of Year Ending June 30, 1961"
cadre,2.0,"Annual Report of Year Ending June 30, 1961"
collective,0.4,"Annual Report of Year Ending June 30, 1961"
Supporting,0.1528925619834711,"Annual Report of Year Ending June 30, 1961"
community,0.3846153846153846,"Annual Report of Year Ending June 30, 1961"
pro,0.15384615384615385,"Annual Report of Year Ending June 30, 1961"
philosophy,3.75,"Annual Report of Year Ending June 30, 1961"
allowances,1.6,"Annual Report of Year Ending June 30, 1961"
ever,0.047619047619047616,"Annual Report of Year Ending June 30, 1961"
use,0.368,"Annual Report of Year Ending June 30, 1961"
offices,0.1993006993006993,"Annual Report of Year Ending June 30, 1961"
different,0.12,"Annual Report of Year Ending June 30, 1961"
summon,2.0,"Annual Report of Year Ending June 30, 1961"
by,0.11663807890222985,"Annual Report of Year Ending June 30, 1961"
neither,0.1,"Annual Report of Year Ending June 30, 1961"
independent,0.6666666666666666,"Annual Report of Year Ending June 30, 1961"
clearly,0.12195121951219513,"Annual Report of Year Ending June 30, 1961"
welcome,0.36363636363636365,"Annual Report of Year Ending June 30, 1961"
elsewhere,1.0,"Annual Report of Year Ending June 30, 1961"
scholarship,1.5555555555555554,"Annual Report of Year Ending June 30, 1961"
labor,0.5,"Annual Report of Year Ending June 30, 1961"
true,0.2909090909090909,"Annual Report of Year Ending June 30, 1961"
privilege,0.5,"Annual Report of Year Ending June 30, 1961"
make,0.09900990099009901,"Annual Report of Year Ending June 30, 1961"
load,0.5945945945945946,"Annual Report of Year Ending June 30, 1961"
with,10000.0,"Annual Report of Year Ending June 30, 1961"
subjects,0.09644670050761421,"Annual Report of Year Ending June 30, 1961"
potential,0.29508196721311475,"Annual Report of Year Ending June 30, 1961"
technological,0.3333333333333333,"Annual Report of Year Ending June 30, 1961"
department's,1000.0,"Annual Report of Year Ending June 30, 1961"
scratch,1.08,"Annual Report of Year Ending June 30, 1961"
rebuilds,0.5,"Annual Report of Year Ending June 30, 1961"
certain,0.07058823529411765,"Annual Report of Year Ending June 30, 1961"
gifts,0.10526315789473684,"Annual Report of Year Ending June 30, 1961"
professors,4.0,"Annual Report of Year Ending June 30, 1961"
begun,0.06,"Annual Report of Year Ending June 30, 1961"
common,0.28260869565217395,"Annual Report of Year Ending June 30, 1961"
advantages,0.27272727272727276,"Annual Report of Year Ending June 30, 1961"
adaptation,0.5,"Annual Report of Year Ending June 30, 1961"
fields,0.2857142857142857,"Annual Report of Year Ending June 30, 1961"
humanities,0.04778156996587031,"Annual Report of Year Ending June 30, 1961"
university's,2000.0,"Annual Report of Year Ending June 30, 1961"
evaluation,2.0,"Annual Report of Year Ending June 30, 1961"
marriages,0.29032258064516125,"Annual Report of Year Ending June 30, 1961"
truest,0.2222222222222222,"Annual Report of Year Ending June 30, 1961"
goes,0.09266409266409267,"Annual Report of Year Ending June 30, 1961"
count,0.10691823899371068,"Annual Report of Year Ending June 30, 1961"
years,0.08,"Annual Report of Year Ending June 30, 1961"
meet,0.14948453608247422,"Annual Report of Year Ending June 30, 1961"
established,0.14204545454545456,"Annual Report of Year Ending June 30, 1961"
meeting,0.15165876777251186,"Annual Report of Year Ending June 30, 1961"
built,0.07042253521126761,"Annual Report of Year Ending June 30, 1961"
mastery,0.13043478260869565,"Annual Report of Year Ending June 30, 1961"
donated,1.0,"Annual Report of Year Ending June 30, 1961"
strategic,200.0,"Annual Report of Year Ending June 30, 1961"
complaints,0.4,"Annual Report of Year Ending June 30, 1961"
challenging,1.1428571428571428,"Annual Report of Year Ending June 30, 1961"
interrelation,3.0,"Annual Report of Year Ending June 30, 1961"
increases,0.15789473684210528,"Annual Report of Year Ending June 30, 1961"
large,0.10240963855421686,"Annual Report of Year Ending June 30, 1961"
issues,0.25545171339563866,"Annual Report of Year Ending June 30, 1961"
particularly,0.2,"Annual Report of Year Ending June 30, 1961"
willing,0.02702702702702703,"Annual Report of Year Ending June 30, 1961"
master,0.6,"Annual Report of Year Ending June 30, 1961"
track,0.1764705882352941,"Annual Report of Year Ending June 30, 1961"
principal,0.08387096774193548,"Annual Report of Year Ending June 30, 1961"
part,0.1512605042016807,"Annual Report of Year Ending June 30, 1961"
advisory,100.0,"Annual Report of Year Ending June 30, 1961"
give,0.04401228249744115,"Annual Report of Year Ending June 30, 1961"
promote,0.6857142857142857,"Annual Report of Year Ending June 30, 1961"
Success,0.4,"Annual Report of Year Ending June 30, 1961"
why,0.05,"Annual Report of Year Ending June 30, 1961"
must,0.23478260869565215,"Annual Report of Year Ending June 30, 1961"
benefit,0.2777777777777778,"Annual Report of Year Ending June 30, 1961"
research,0.625,"Annual Report of Year Ending June 30, 1961"
Great,0.13736263736263735,"Annual Report of Year Ending June 30, 1961"
thoughtful,1.25,"Annual Report of Year Ending June 30, 1961"
specialization,2.0,"Annual Report of Year Ending June 30, 1961"
although,1000.0,"Annual Report of Year Ending June 30, 1961"
enhance,0.375,"Annual Report of Year Ending June 30, 1961"
substantial,0.08849557522123894,"Annual Report of Year Ending June 30, 1961"
action,0.24324324324324326,"Annual Report of Year Ending June 30, 1961"
An,100.0,"Annual Report of Year Ending June 30, 1961"
They,6000.0,"Annual Report of Year Ending June 30, 1961"
purposes,0.0975609756097561,"Annual Report of Year Ending June 30, 1961"
direct,0.08423913043478261,"Annual Report of Year Ending June 30, 1961"
liaison,1.0,"Annual Report of Year Ending June 30, 1961"
that,18000.0,"Annual Report of Year Ending June 30, 1961"
familiar,0.36363636363636365,"Annual Report of Year Ending June 30, 1961"
what,1000.0,"Annual Report of Year Ending June 30, 1961"
permanent,0.5714285714285714,"Annual Report of Year Ending June 30, 1961"
permit,0.11249999999999999,"Annual Report of Year Ending June 30, 1961"
offers,0.125,"Annual Report of Year Ending June 30, 1961"
need,0.13008130081300814,"Annual Report of Year Ending June 30, 1961"
Higher,0.10666666666666667,"Annual Report of Year Ending June 30, 1961"
institution's,1000.0,"Annual Report of Year Ending June 30, 1961"
feet,1.25,"Annual Report of Year Ending June 30, 1961"
buy,0.27999999999999997,"Annual Report of Year Ending June 30, 1961"
automatically,0.5,"Annual Report of Year Ending June 30, 1961"
pressures,0.41463414634146345,"Annual Report of Year Ending June 30, 1961"
have,0.22755013077593725,"Annual Report of Year Ending June 30, 1961"
rigorous,0.4444444444444444,"Annual Report of Year Ending June 30, 1961"
elements,0.27999999999999997,"Annual Report of Year Ending June 30, 1961"
administrative,3.0,"Annual Report of Year Ending June 30, 1961"
ownership,1.0,"Annual Report of Year Ending June 30, 1961"
these,2000.0,"Annual Report of Year Ending June 30, 1961"
academic,1.6666666666666667,"Annual Report of Year Ending June 30, 1961"
proposed,0.5641025641025641,"Annual Report of Year Ending June 30, 1961"
size,0.16666666666666666,"Annual Report of Year Ending June 30, 1961"
hesitance,2.0,"Annual Report of Year Ending June 30, 1961"
sensitivity,2.0,"Annual Report of Year Ending June 30, 1961"
fund-raising,200.0,"Annual Report of Year Ending June 30, 1961"
solely,0.020242914979757085,"Annual Report of Year Ending June 30, 1961"
powers,0.1065989847715736,"Annual Report of Year Ending June 30, 1961"
efficiently,2.0,"Annual Report of Year Ending June 30, 1961"
lack,0.06060606060606061,"Annual Report of Year Ending June 30, 1961"
spokesmen,1.0,"Annual Report of Year Ending June 30, 1961"
ultimate,0.2,"Annual Report of Year Ending June 30, 1961"
prestige,200.0,"Annual Report of Year Ending June 30, 1961"
inspires,2.25,"Annual Report of Year Ending June 30, 1961"
necessary,0.13157894736842105,"Annual Report of Year Ending June 30, 1961"
do,0.2964426877470356,"Annual Report of Year Ending June 30, 1961"
not,0.019933554817275746,"Annual Report of Year Ending June 30, 1961"
possible,0.0425531914893617,"Annual Report of Year Ending June 30, 1961"
recommendations,2.0,"Annual Report of Year Ending June 30, 1961"
yet,0.06109324758842444,"Annual Report of Year Ending June 30, 1961"
Physical,0.21428571428571427,"Annual Report of Year Ending June 30, 1961"
discretion,7.0,"Annual Report of Year Ending June 30, 1961"
nature,0.03125,"Annual Report of Year Ending June 30, 1961"
instructional,100.0,"Annual Report of Year Ending June 30, 1961"
valued,0.20833333333333334,"Annual Report of Year Ending June 30, 1961"
tenure,8.0,"Annual Report of Year Ending June 30, 1961"
include,0.15789473684210528,"Annual Report of Year Ending June 30, 1961"
Because,1000.0,"Annual Report of Year Ending June 30, 1961"
joint,0.9230769230769231,"Annual Report of Year Ending June 30, 1961"
president's,4000.0,"Annual Report of Year Ending June 30, 1961"
socially,100.0,"Annual Report of Year Ending June 30, 1961"
believes,0.06451612903225806,"Annual Report of Year Ending June 30, 1961"
talent,0.3076923076923077,"Annual Report of Year Ending June 30, 1961"
who,600.0,"Annual Report of Year Ending June 30, 1961"
shapes,0.11029411764705882,"Annual Report of Year Ending June 30, 1961"
neglect,0.8421052631578947,"Annual Report of Year Ending June 30, 1961"
important,0.2,"Annual Report of Year Ending June 30, 1961"
persuade,0.3,"Annual Report of Year Ending June 30, 1961"
going,0.08239700374531835,"Annual Report of Year Ending June 30, 1961"
dollars,0.5833333333333334,"Annual Report of Year Ending June 30, 1961"
find,0.07481296758104738,"Annual Report of Year Ending June 30, 1961"
shall,1000.0,"Annual Report of Year Ending June 30, 1961"
this,2000.0,"Annual Report of Year Ending June 30, 1961"
forth,0.04375,"Annual Report of Year Ending June 30, 1961"
practical,0.7142857142857143,"Annual Report of Year Ending June 30, 1961"
right,0.21132075471698114,"Annual Report of Year Ending June 30, 1961"
shops,0.6451612903225806,"Annual Report of Year Ending June 30, 1961"
expert,0.05333333333333334,"Annual Report of Year Ending June 30, 1961"
to,77000.0,"Annual Report of Year Ending June 30, 1961"
seeing,0.10948905109489052,"Annual Report of Year Ending June 30, 1961"
commitment,3.5,"Annual Report of Year Ending June 30, 1961"
The,14000.0,"Annual Report of Year Ending June 30, 1961"
consultation,0.19047619047619047,"Annual Report of Year Ending June 30, 1961"
tension,0.6666666666666666,"Annual Report of Year Ending June 30, 1961"
expects,0.08527131782945736,"Annual Report of Year Ending June 30, 1961"
proposal,0.625,"Annual Report of Year Ending June 30, 1961"
various,0.0923076923076923,"Annual Report of Year Ending June 30, 1961"
Without,1000.0,"Annual Report of Year Ending June 30, 1961"
Budgeting,1.0,"Annual Report of Year Ending June 30, 1961"
devote,0.08108108108108107,"Annual Report of Year Ending June 30, 1961"
but,0.038910505836575876,"Annual Report of Year Ending June 30, 1961"
bright,0.5416666666666666,"Annual Report of Year Ending June 30, 1961"
performance,0.823529411764706,"Annual Report of Year Ending June 30, 1961"
frankly,0.75,"Annual Report of Year Ending June 30, 1961"
matter,0.06060606060606061,"Annual Report of Year Ending June 30, 1961"
upon,1000.0,"Annual Report of Year Ending June 30, 1961"
attack,0.3064516129032258,"Annual Report of Year Ending June 30, 1961"
present,0.27615062761506276,"Annual Report of Year Ending June 30, 1961"
effective,0.0979020979020979,"Annual Report of Year Ending June 30, 1961"
about,0.023415977961432508,"Annual Report of Year Ending June 30, 1961"
prospects,0.16666666666666666,"Annual Report of Year Ending June 30, 1961"
exercising,0.03947368421052632,"Annual Report of Year Ending June 30, 1961"
faculty,40.0,"Annual Report of Year Ending June 30, 1961"
success,0.4,"Annual Report of Year Ending June 30, 1961"
personnel,0.5263157894736842,"Annual Report of Year Ending June 30, 1961"
sharing,0.5,"Annual Report of Year Ending June 30, 1961"
best,0.28486646884273,"Annual Report of Year Ending June 30, 1961"
when,2000.0,"Annual Report of Year Ending June 30, 1961"
thought,0.08849557522123894,"Annual Report of Year Ending June 30, 1961"
looking,0.057065217391304345,"Annual Report of Year Ending June 30, 1961"
aid,0.1,"Annual Report of Year Ending June 30, 1961"
increasingly,0.75,"Annual Report of Year Ending June 30, 1961"
assuring,0.06796116504854369,"Annual Report of Year Ending June 30, 1961"
mistake,0.5333333333333333,"Annual Report of Year Ending June 30, 1961"
such,0.009345794392523364,"Annual Report of Year Ending June 30, 1961"
understand,0.07792207792207792,"Annual Report of Year Ending June 30, 1961"
judgment,0.459016393442623,"Annual Report of Year Ending June 30, 1961"
fit,0.1137440758293839,"Annual Report of Year Ending June 30, 1961"
course,0.14468085106382977,"Annual Report of Year Ending June 30, 1961"
whole,0.031180400890868598,"Annual Report of Year Ending June 30, 1961"
colleagues,2.0,"Annual Report of Year Ending June 30, 1961"
faith,0.17857142857142858,"Annual Report of Year Ending June 30, 1961"
respect,0.25490196078431376,"Annual Report of Year Ending June 30, 1961"
non-academic,2000.0,"Annual Report of Year Ending June 30, 1961"
restricted,0.3714285714285714,"Annual Report of Year Ending June 30, 1961"
through,0.025477707006369428,"Annual Report of Year Ending June 30, 1961"
faculties,1.3333333333333333,"Annual Report of Year Ending June 30, 1961"
senate,0.7142857142857143,"Annual Report of Year Ending June 30, 1961"
reviews,9.200000000000001,"Annual Report of Year Ending June 30, 1961"
departments,0.5,"Annual Report of Year Ending June 30, 1961"
ambitions,0.5714285714285714,"Annual Report of Year Ending June 30, 1961"
recommends,0.3076923076923077,"Annual Report of Year Ending June 30, 1961"
administration,4.736842105263158,"Annual Report of Year Ending June 30, 1961"
translate,0.12765957446808512,"Annual Report of Year Ending June 30, 1961"
know,0.22535211267605634,"Annual Report of Year Ending June 30, 1961"
governed,0.15555555555555556,"Annual Report of Year Ending June 30, 1961"
possibly,0.13636363636363638,"Annual Report of Year Ending June 30, 1961"
in,0.11603812681309572,"Annual Report of Year Ending June 30, 1961"
action-oriented,1000.0,"Annual Report of Year Ending June 30, 1961"
income,0.2,"Annual Report of Year Ending June 30, 1961"
conversant,0.25,"Annual Report of Year Ending June 30, 1961"
loads,0.6981132075471698,"Annual Report of Year Ending June 30, 1961"
responsibilities,0.7142857142857143,"Annual Report of Year Ending June 30, 1961"
hands,0.08461538461538462,"Annual Report of Year Ending June 30, 1961"
