w,taza
again,0.16216216216216217,"Fair, Bachelors Get Lonely"
that,19000.0,"Fair, Bachelors Get Lonely"
Handsome,0.18666666666666668,"Fair, Bachelors Get Lonely"
you,19000.0,"Fair, Bachelors Get Lonely"
this,2000.0,"Fair, Bachelors Get Lonely"
try,0.175,"Fair, Bachelors Get Lonely"
can't,1000.0,"Fair, Bachelors Get Lonely"
;,4000.0,"Fair, Bachelors Get Lonely"
powerful,0.1111111111111111,"Fair, Bachelors Get Lonely"
walls,0.2962962962962963,"Fair, Bachelors Get Lonely"
he's,1000.0,"Fair, Bachelors Get Lonely"
heavy,0.16532258064516128,"Fair, Bachelors Get Lonely"
beach,0.3333333333333333,"Fair, Bachelors Get Lonely"
vending,2.5,"Fair, Bachelors Get Lonely"
amplifier,100.0,"Fair, Bachelors Get Lonely"
beep,400.0,"Fair, Bachelors Get Lonely"
bumper,100.0,"Fair, Bachelors Get Lonely"
torture,2.2,"Fair, Bachelors Get Lonely"
There's,1000.0,"Fair, Bachelors Get Lonely"
cabin,0.16666666666666666,"Fair, Bachelors Get Lonely"
showed,0.1038961038961039,"Fair, Bachelors Get Lonely"
hang,0.375,"Fair, Bachelors Get Lonely"
annoying,2.4166666666666665,"Fair, Bachelors Get Lonely"
C.,1000.0,"Fair, Bachelors Get Lonely"
",",90000.0,"Fair, Bachelors Get Lonely"
minutes,0.2378048780487805,"Fair, Bachelors Get Lonely"
microphone,2.0,"Fair, Bachelors Get Lonely"
turn,0.2444933920704846,"Fair, Bachelors Get Lonely"
One,0.01454234388366125,"Fair, Bachelors Get Lonely"
it's,3000.0,"Fair, Bachelors Get Lonely"
conventional,0.29411764705882354,"Fair, Bachelors Get Lonely"
run,0.1187607573149742,"Fair, Bachelors Get Lonely"
two,0.08152173913043478,"Fair, Bachelors Get Lonely"
he'd,1000.0,"Fair, Bachelors Get Lonely"
Want,0.07006369426751592,"Fair, Bachelors Get Lonely"
before,0.07792207792207792,"Fair, Bachelors Get Lonely"
thing,0.10975609756097561,"Fair, Bachelors Get Lonely"
particularly,0.4,"Fair, Bachelors Get Lonely"
did,0.047524752475247525,"Fair, Bachelors Get Lonely"
rules,0.15873015873015872,"Fair, Bachelors Get Lonely"
say,0.12389380530973451,"Fair, Bachelors Get Lonely"
interested,0.0958904109589041,"Fair, Bachelors Get Lonely"
stucco,100.0,"Fair, Bachelors Get Lonely"
o'clock,0.5,"Fair, Bachelors Get Lonely"
gets,0.049786628733997154,"Fair, Bachelors Get Lonely"
name,0.0934959349593496,"Fair, Bachelors Get Lonely"
circle,0.2469135802469136,"Fair, Bachelors Get Lonely"
so,0.1830065359477124,"Fair, Bachelors Get Lonely"
his,3000.0,"Fair, Bachelors Get Lonely"
tantalizing,1.0769230769230769,"Fair, Bachelors Get Lonely"
food,0.35714285714285715,"Fair, Bachelors Get Lonely"
where,7000.0,"Fair, Bachelors Get Lonely"
held,0.05731832139201637,"Fair, Bachelors Get Lonely"
tenants,100.0,"Fair, Bachelors Get Lonely"
electrical,0.2857142857142857,"Fair, Bachelors Get Lonely"
sat,0.8571428571428571,"Fair, Bachelors Get Lonely"
fastest,0.3695652173913043,"Fair, Bachelors Get Lonely"
cigar,100.0,"Fair, Bachelors Get Lonely"
there,0.15217391304347827,"Fair, Bachelors Get Lonely"
told,0.41860465116279066,"Fair, Bachelors Get Lonely"
lines,0.22818791946308722,"Fair, Bachelors Get Lonely"
see,0.30841121495327106,"Fair, Bachelors Get Lonely"
apartment,0.375,"Fair, Bachelors Get Lonely"
'',45000.0,"Fair, Bachelors Get Lonely"
ordered,0.07647058823529412,"Fair, Bachelors Get Lonely"
what,1000.0,"Fair, Bachelors Get Lonely"
No,0.01582278481012658,"Fair, Bachelors Get Lonely"
beeps,300.0,"Fair, Bachelors Get Lonely"
Any,0.016483516483516484,"Fair, Bachelors Get Lonely"
Moreover,1.5,"Fair, Bachelors Get Lonely"
should,4000.0,"Fair, Bachelors Get Lonely"
place,0.431438127090301,"Fair, Bachelors Get Lonely"
fairly,0.14102564102564102,"Fair, Bachelors Get Lonely"
transposition,0.6363636363636364,"Fair, Bachelors Get Lonely"
heap,0.7951807228915663,"Fair, Bachelors Get Lonely"
block,2.0625,"Fair, Bachelors Get Lonely"
You're,4000.0,"Fair, Bachelors Get Lonely"
rush,0.47058823529411764,"Fair, Bachelors Get Lonely"
meant,0.08411214953271028,"Fair, Bachelors Get Lonely"
pair,0.5263157894736842,"Fair, Bachelors Get Lonely"
became,0.017241379310344827,"Fair, Bachelors Get Lonely"
looked,0.09855072463768116,"Fair, Bachelors Get Lonely"
road,0.04,"Fair, Bachelors Get Lonely"
were,0.014851485148514853,"Fair, Bachelors Get Lonely"
window,0.15384615384615385,"Fair, Bachelors Get Lonely"
is,0.10396039603960397,"Fair, Bachelors Get Lonely"
from,1000.0,"Fair, Bachelors Get Lonely"
fresh,0.1702127659574468,"Fair, Bachelors Get Lonely"
eat,1.5,"Fair, Bachelors Get Lonely"
expect,0.08527131782945736,"Fair, Bachelors Get Lonely"
occupied,0.22516556291390727,"Fair, Bachelors Get Lonely"
joined,0.8125,"Fair, Bachelors Get Lonely"
if,6000.0,"Fair, Bachelors Get Lonely"
There,0.06521739130434782,"Fair, Bachelors Get Lonely"
notice,0.3333333333333333,"Fair, Bachelors Get Lonely"
recognized,0.10919540229885058,"Fair, Bachelors Get Lonely"
stayed,0.2608695652173913,"Fair, Bachelors Get Lonely"
restaurant,1.3333333333333333,"Fair, Bachelors Get Lonely"
isn't,2000.0,"Fair, Bachelors Get Lonely"
phony,4.5,"Fair, Bachelors Get Lonely"
would,2000.0,"Fair, Bachelors Get Lonely"
drive-in,2.0,"Fair, Bachelors Get Lonely"
us,0.3333333333333333,"Fair, Bachelors Get Lonely"
companion,0.2777777777777778,"Fair, Bachelors Get Lonely"
your,2000.0,"Fair, Bachelors Get Lonely"
himself,1000.0,"Fair, Bachelors Get Lonely"
was,0.7290400972053462,"Fair, Bachelors Get Lonely"
passing,0.188212927756654,"Fair, Bachelors Get Lonely"
gone,0.0921409214092141,"Fair, Bachelors Get Lonely"
customer,2.0,"Fair, Bachelors Get Lonely"
money,0.027777777777777776,"Fair, Bachelors Get Lonely"
What,1000.0,"Fair, Bachelors Get Lonely"
complying,0.27272727272727276,"Fair, Bachelors Get Lonely"
buzzes,3.5,"Fair, Bachelors Get Lonely"
exaggerated,3.25,"Fair, Bachelors Get Lonely"
dark,0.21854304635761587,"Fair, Bachelors Get Lonely"
``,46000.0,"Fair, Bachelors Get Lonely"
After,0.14400000000000002,"Fair, Bachelors Get Lonely"
service,0.2191780821917808,"Fair, Bachelors Get Lonely"
far,0.3157894736842105,"Fair, Bachelors Get Lonely"
early,0.029914529914529912,"Fair, Bachelors Get Lonely"
12,0.2173913043478261,"Fair, Bachelors Get Lonely"
soon,0.16,"Fair, Bachelors Get Lonely"
hadn't,1000.0,"Fair, Bachelors Get Lonely"
around,0.07766990291262135,"Fair, Bachelors Get Lonely"
hundred,0.14583333333333334,"Fair, Bachelors Get Lonely"
newest,0.04712041884816754,"Fair, Bachelors Get Lonely"
couldn't,1000.0,"Fair, Bachelors Get Lonely"
.,133000.0,"Fair, Bachelors Get Lonely"
night,0.12048192771084336,"Fair, Bachelors Get Lonely"
driving,0.13240418118466898,"Fair, Bachelors Get Lonely"
cubes,0.411764705882353,"Fair, Bachelors Get Lonely"
machines,0.1,"Fair, Bachelors Get Lonely"
cough,1.0,"Fair, Bachelors Get Lonely"
clear,0.6728971962616822,"Fair, Bachelors Get Lonely"
wanted,0.1893491124260355,"Fair, Bachelors Get Lonely"
remembered,0.12643678160919541,"Fair, Bachelors Get Lonely"
law,0.20454545454545453,"Fair, Bachelors Get Lonely"
cheese,100.0,"Fair, Bachelors Get Lonely"
took,0.11092436974789915,"Fair, Bachelors Get Lonely"
quite,0.11764705882352941,"Fair, Bachelors Get Lonely"
want,0.14012738853503184,"Fair, Bachelors Get Lonely"
Richards,6.0,"Fair, Bachelors Get Lonely"
however,0.04615384615384615,"Fair, Bachelors Get Lonely"
has,0.025283347863993028,"Fair, Bachelors Get Lonely"
who,300.0,"Fair, Bachelors Get Lonely"
hurry,1.8571428571428572,"Fair, Bachelors Get Lonely"
some,0.017578125,"Fair, Bachelors Get Lonely"
something,2000.0,"Fair, Bachelors Get Lonely"
key,0.8571428571428571,"Fair, Bachelors Get Lonely"
I,0.7715996578272027,"Fair, Bachelors Get Lonely"
His,1000.0,"Fair, Bachelors Get Lonely"
Regulars,0.3,"Fair, Bachelors Get Lonely"
passed,0.18421052631578946,"Fair, Bachelors Get Lonely"
old,0.10833333333333334,"Fair, Bachelors Get Lonely"
noticed,0.2181818181818182,"Fair, Bachelors Get Lonely"
an,1000.0,"Fair, Bachelors Get Lonely"
smiling,0.6,"Fair, Bachelors Get Lonely"
letters,0.2,"Fair, Bachelors Get Lonely"
Sure,0.0900900900900901,"Fair, Bachelors Get Lonely"
lot,0.5319148936170213,"Fair, Bachelors Get Lonely"
numbers,0.24299065420560748,"Fair, Bachelors Get Lonely"
hardest,0.20689655172413796,"Fair, Bachelors Get Lonely"
heard,0.22285714285714286,"Fair, Bachelors Get Lonely"
You'll,1000.0,"Fair, Bachelors Get Lonely"
gnawing,100.0,"Fair, Bachelors Get Lonely"
plenty,0.20512820512820512,"Fair, Bachelors Get Lonely"
can,0.7703081232492996,"Fair, Bachelors Get Lonely"
long,0.2201834862385321,"Fair, Bachelors Get Lonely"
hungry,3.0,"Fair, Bachelors Get Lonely"
silence,0.07936507936507936,"Fair, Bachelors Get Lonely"
hear,0.15894039735099336,"Fair, Bachelors Get Lonely"
display,0.1,"Fair, Bachelors Get Lonely"
bit,0.264,"Fair, Bachelors Get Lonely"
back,0.846774193548387,"Fair, Bachelors Get Lonely"
It's,7000.0,"Fair, Bachelors Get Lonely"
reached,0.0798611111111111,"Fair, Bachelors Get Lonely"
coming,0.1599264705882353,"Fair, Bachelors Get Lonely"
devices,1.3333333333333333,"Fair, Bachelors Get Lonely"
construction,0.35,"Fair, Bachelors Get Lonely"
