w,vector_semantico
provides,"['render', 'allow_for', 'furnish', 'provide', 'bring_home_the_bacon', 'leave', 'put_up', 'cater', 'ply', 'supply', 'offer', 'allow']",Handbook of Federal Aids to Communities. U.S. Department of
improving,"['improving', 'amend', 'ameliorate', 'better', 'improve', 'meliorate', 'up']",Handbook of Federal Aids to Communities. U.S. Department of
various,"['various', 'versatile', 'respective', 'several', 'diverse', 'assorted']",Handbook of Federal Aids to Communities. U.S. Department of
Branch,"['branch', 'furcate', 'offset', 'leg', 'offshoot', 'ramify', 'ramification', 'subdivision', 'separate', 'limb', 'arm', 'fork', 'outgrowth']",Handbook of Federal Aids to Communities. U.S. Department of
banks,"['Banks', 'money_box', 'Sir_Joseph_Banks', 'savings_bank', 'depository_financial_institution', 'camber', 'bank', 'trust', 'banking_concern', 'banking_company', 'coin_bank', 'rely', 'swear', 'bank_building', 'cant', 'deposit']",Handbook of Federal Aids to Communities. U.S. Department of
civilian,['civilian'],Handbook of Federal Aids to Communities. U.S. Department of
dollar,"['clam', 'dollar_bill', 'dollar_sign', 'dollar', 'one_dollar_bill', 'buck', 'dollar_mark']",Handbook of Federal Aids to Communities. U.S. Department of
Economic,"['economical', 'economic']",Handbook of Federal Aids to Communities. U.S. Department of
rates,"['charge_per_unit', 'order', 'betray', 'pace', 'rate', 'rank', 'range', 'denounce', 'give_away', 'scab', 'fink', 'place', 'blackleg', 'grass', 'grade', 'snitch', 'value', 'shop', 'shit', 'stag', 'tell_on', 'rat', 'rates']",Handbook of Federal Aids to Communities. U.S. Department of
releases,"['exit', 'freeing', 'liberation', 'departure', 'spill', 'spillage', 'handout', 'expiration', 'acquittance', 'let_go', 'secrete', 'waiver', 'loss', 'expel', 'unblock', 'give_up', 'outlet', 'unloose', 'bring_out', 'put_out', 'publish', 'tone_ending', 'vent', 'exhaust', 'sack', 'dismission', 'dismissal', 'discharge', 'going', 'free', 'release', 'unfreeze', 'relinquish', 'turn', 'passing', 'liberate', 'press_release', 'eject', 'resign', 'issue', 'unloosen', 'loose', 'firing', 'sacking', 'button', 'let_go_of']",Handbook of Federal Aids to Communities. U.S. Department of
San,[],Handbook of Federal Aids to Communities. U.S. Department of
been,"['comprise', 'follow', 'embody', 'constitute', 'be', 'personify', 'equal', 'cost', 'make_up', 'live', 'represent', 'exist']",Handbook of Federal Aids to Communities. U.S. Department of
will,"['will', 'volition', 'leave', 'testament', 'bequeath']",Handbook of Federal Aids to Communities. U.S. Department of
which,[],Handbook of Federal Aids to Communities. U.S. Department of
income,['income'],Handbook of Federal Aids to Communities. U.S. Department of
contributed,"['conduce', 'give', 'bestow', 'kick_in', 'add', 'put_up', 'lead', 'lend', 'bring', 'chip_in', 'contribute', 'impart']",Handbook of Federal Aids to Communities. U.S. Department of
important,"['authoritative', 'important', 'significant', 'crucial', 'of_import']",Handbook of Federal Aids to Communities. U.S. Department of
Assist,"['assist', 'attend', 'serve', 'wait_on', 'attend_to', 'assistance', 'aid', 'help']",Handbook of Federal Aids to Communities. U.S. Department of
commercial,"['commercial-grade', 'commercial_message', 'commercial']",Handbook of Federal Aids to Communities. U.S. Department of
waste,"['neutralize', 'macerate', 'lay_waste_to', 'rot', 'waste', 'waste_product', 'scourge', 'consume', 'pine_away', 'devastate', 'wastefulness', 'emaciate', 'barren', 'wild', 'liquidate', 'blow', 'wasteland', 'ware', 'squander', 'do_in', 'thriftlessness', 'knock_off', 'godforsaken', 'run_off', 'waste_material', 'languish', 'neutralise', 'desolate', 'waste_matter', 'dissipation', 'permissive_waste', 'ravage']",Handbook of Federal Aids to Communities. U.S. Department of
present,"['deliver', 'demonstrate', 'confront', 'present', 'portray', 'nowadays', 'represent', 'submit', 'acquaint', 'present_tense', 'stage', 'give', 'demo', 'show', 'pose', 'award', 'lay_out', 'gift', 'face', 'introduce', 'exhibit', 'salute']",Handbook of Federal Aids to Communities. U.S. Department of
owned,"['owned', 'have', 'possess', 'own']",Handbook of Federal Aids to Communities. U.S. Department of
advised,"['apprize', 'well-advised', 'give_notice', 'apprise', 'notify', 'advise', 'counsel', 'send_word', 'suggest', 'advised', 'propose', 'rede']",Handbook of Federal Aids to Communities. U.S. Department of
international,"['outside', 'international', 'external', 'International']",Handbook of Federal Aids to Communities. U.S. Department of
made,"['take_in', 'make_believe', 'take_a_shit', 'relieve_oneself', 'create', 'realize', 'spend_a_penny', 'bring_in', 'name', 'stimulate', 'establish', 'piddle', 'make_up', 'puddle', 'cause', 'clear', 'made', 'construct', 'work', 'pass_water', 'take_a_crap', 'fix', 'constitute', 'pee', 'nominate', 'draw', 'urinate', 'score', 'pull_in', 'defecate', 'get', 'take', 'progress_to', 'give', 'hold', 'throw', 'induce', 'pee-pee', 'take_a_leak', 'micturate', 'have', 'wee', 'do', 'pretend', 'gain', 'earn', 'get_to', 'seduce', 'cook', 'crap', 'form', 'hit', 'stool', 'ca-ca', 'piss', 'wee-wee', 'make_water', 'shit', 'make', 'reach', 'attain', 'ready', 'realise', 'produce', 'arrive_at', 'prepare', 'build', 'lay_down']",Handbook of Federal Aids to Communities. U.S. Department of
This,[],Handbook of Federal Aids to Communities. U.S. Department of
conditions,"['qualify', 'shape', 'specify', 'conditions', 'condition', 'circumstance', 'weather_condition', 'stipulation', 'precondition', 'weather', 'experimental_condition', 'term', 'consideration', 'discipline', 'stipulate', 'train', 'check', 'atmospheric_condition', 'status']",Handbook of Federal Aids to Communities. U.S. Department of
streamlined,"['streamline', 'aerodynamic', 'flowing', 'sleek', 'streamlined']",Handbook of Federal Aids to Communities. U.S. Department of
Specifications,"['stipulation', 'spec', 'specification']",Handbook of Federal Aids to Communities. U.S. Department of
position,"['billet', 'view', 'situation', 'stead', 'position', 'perspective', 'location', 'military_position', 'office', 'side', 'locating', 'spatial_relation', 'put', 'berth', 'emplacement', 'place', 'stance', 'placement', 'pose', 'post', 'attitude', 'lay', 'posture', 'positioning', 'spot', 'lieu', 'status', 'set']",Handbook of Federal Aids to Communities. U.S. Department of
exists,"['subsist', 'be', 'live', 'survive', 'exist']",Handbook of Federal Aids to Communities. U.S. Department of
toward,[],Handbook of Federal Aids to Communities. U.S. Department of
its,"['IT', 'information_technology']",Handbook of Federal Aids to Communities. U.S. Department of
needs,"['pauperism', 'motive', 'call_for', 'penury', 'necessitate', 'want', 'needs', 'need', 'motivation', 'require', 'ask', 'take', 'postulate', 'involve', 'necessarily', 'demand', 'of_necessity', 'pauperization', 'inevitably', 'indigence']",Handbook of Federal Aids to Communities. U.S. Department of
number,"['numerate', 'keep_down', 'numeral', 'amount', 'come', 'number', 'identification_number', 'phone_number', 'act', 'figure', 'turn', 'list', 'total', 'add_up', 'issue', 'bit', 'count', 'telephone_number', 'routine', 'enumerate']",Handbook of Federal Aids to Communities. U.S. Department of
contribution,"['contribution', 'donation', 'part', 'share']",Handbook of Federal Aids to Communities. U.S. Department of
credit,"['credit_entry', 'cite', 'deferred_payment', 'acknowledgment', 'credit_rating', 'recognition', 'accredit', 'course_credit', 'reference', 'citation', 'credit', 'mention', 'quotation']",Handbook of Federal Aids to Communities. U.S. Department of
Types,"['character', 'type', 'eccentric', 'typecast', 'case', 'typewrite']",Handbook of Federal Aids to Communities. U.S. Department of
expanding,"['amplify', 'expound', 'spread_out', 'enlarge', 'dilate', 'boom', 'flourish', 'exposit', 'elaborate', 'flesh_out', 'thrive', 'lucubrate', 'extend', 'blow_up', 'expand', 'inflate', 'expatiate']",Handbook of Federal Aids to Communities. U.S. Department of
44,"['44', 'forty-four', 'xliv']",Handbook of Federal Aids to Communities. U.S. Department of
commodities,"['trade_good', 'commodity', 'good']",Handbook of Federal Aids to Communities. U.S. Department of
repaid,"['give_back', 'return', 'rejoin', 'pay_back', 'refund', 'repay', 'come_back', 'requite', 'riposte', 'retort', 'reward']",Handbook of Federal Aids to Communities. U.S. Department of
establishing,"['found', 'shew', 'demonstrate', 'establish', 'institute', 'constitute', 'plant', 'set_up', 'ground', 'give', 'show', 'instal', 'install', 'launch', 'make', 'base', 'build', 'prove', 'lay_down']",Handbook of Federal Aids to Communities. U.S. Department of
invitations,['invitation'],Handbook of Federal Aids to Communities. U.S. Department of
possible,"['possible', 'potential']",Handbook of Federal Aids to Communities. U.S. Department of
more,"['more', 'More', 'more_than', 'Sir_Thomas_More', 'to_a_greater_extent', 'Thomas_More']",Handbook of Federal Aids to Communities. U.S. Department of
at,"['at', 'astatine', 'atomic_number_85', 'At']",Handbook of Federal Aids to Communities. U.S. Department of
Ga.,[],Handbook of Federal Aids to Communities. U.S. Department of
pays,"['compensate', 'pay', 'give', 'devote', 'salary', 'pay_off', 'ante_up', 'yield', 'pay_up', 'make_up', 'bear', 'earnings', 'wage', 'remuneration']",Handbook of Federal Aids to Communities. U.S. Department of
Economics,"['political_economy', 'economic_science', 'economics']",Handbook of Federal Aids to Communities. U.S. Department of
domestic,"['domesticated', 'house_servant', 'domestic_help', 'domestic']",Handbook of Federal Aids to Communities. U.S. Department of
secured,"['fasten', 'fix', 'stop_up', 'plug', 'batten', 'guarantee', 'secure', 'batten_down', 'ensure', 'assure', 'insure', 'procure']",Handbook of Federal Aids to Communities. U.S. Department of
thereby,['thereby'],Handbook of Federal Aids to Communities. U.S. Department of
SBA's,[],Handbook of Federal Aids to Communities. U.S. Department of
given,"['return', 'break', 'establish', 'minded', 'present', 'contribute', 'open', 'cave_in', 'devote', 'pass_on', 'commit', 'chip_in', 'founder', 'disposed', 'generate', 'precondition', 'collapse', 'afford', 'render', 'apply', 'grant', 'give', 'feed', 'kick_in', 'apt', 'hold', 'throw', 'give_way', 'sacrifice', 'dedicate', 'given', 'pass', 'impart', 'fall_in', 'have', 'presumption', 'turn_over', 'consecrate', 'ease_up', 'pay', 'leave', 'move_over', 'yield', 'gift', 'make', 'hand', 'reach', 'granted', 'tending']",Handbook of Federal Aids to Communities. U.S. Department of
providing,"['render', 'allow_for', 'furnish', 'provide', 'bring_home_the_bacon', 'leave', 'put_up', 'cater', 'ply', 'supply', 'offer', 'allow']",Handbook of Federal Aids to Communities. U.S. Department of
Cooperative,"['co-op', 'conjunctive', 'accommodative', 'conjunct', 'concerted', 'cooperative']",Handbook of Federal Aids to Communities. U.S. Department of
pay,"['compensate', 'pay', 'give', 'devote', 'salary', 'pay_off', 'ante_up', 'yield', 'pay_up', 'make_up', 'bear', 'earnings', 'wage', 'remuneration']",Handbook of Federal Aids to Communities. U.S. Department of
source,"['author', 'root', 'source', 'seed', 'origin', 'germ', 'rootage', 'beginning', 'reference', 'reservoir', 'generator', 'informant']",Handbook of Federal Aids to Communities. U.S. Department of
be,"['exist', 'beryllium', 'comprise', 'follow', 'embody', 'constitute', 'be', 'personify', 'equal', 'cost', 'atomic_number_4', 'make_up', 'glucinium', 'represent', 'Be', 'live']",Handbook of Federal Aids to Communities. U.S. Department of
short,"['curt', 'unretentive', 'forgetful', 'poor', 'shortsighted', 'suddenly', 'unforesightful', 'shortly', 'scant', 'curtly', 'little', 'inadequate', 'shortstop', 'light', 'short-change', 'short_circuit', 'myopic', 'brusk', 'unawares', 'short', 'abruptly', 'short-circuit', 'dead', 'brusque']",Handbook of Federal Aids to Communities. U.S. Department of
publications,"['publishing', 'publication', 'issue']",Handbook of Federal Aids to Communities. U.S. Department of
regular,"['unconstipated', 'habitue', 'fixture', 'even', 'steady', 'regular', 'veritable']",Handbook of Federal Aids to Communities. U.S. Department of
Survey,"['sight', 'surveil', 'follow', 'view', 'review', 'study', 'appraise', 'survey', 'go_over', 'resume', 'sketch']",Handbook of Federal Aids to Communities. U.S. Department of
OBE,[],Handbook of Federal Aids to Communities. U.S. Department of
borrow,"['adopt', 'take_over', 'borrow', 'take_up']",Handbook of Federal Aids to Communities. U.S. Department of
Ill.,[],Handbook of Federal Aids to Communities. U.S. Department of
eligible,['eligible'],Handbook of Federal Aids to Communities. U.S. Department of
along,"['on', 'along']",Handbook of Federal Aids to Communities. U.S. Department of
Farm,"['grow', 'raise', 'produce', 'farm']",Handbook of Federal Aids to Communities. U.S. Department of
semi-processed,['semi-processed'],Handbook of Federal Aids to Communities. U.S. Department of
5-percent,[],Handbook of Federal Aids to Communities. U.S. Department of
representative,"['congressman', 'spokesperson', 'example', 'representative', 'voice', 'illustration', 'interpreter', 'instance', 'congresswoman']",Handbook of Federal Aids to Communities. U.S. Department of
primarily,"['in_the_first_place', 'mainly', 'principally', 'in_the_main', 'primarily', 'chiefly']",Handbook of Federal Aids to Communities. U.S. Department of
urgently,"['desperately', 'urgently']",Handbook of Federal Aids to Communities. U.S. Department of
City,"['urban_center', 'metropolis', 'city']",Handbook of Federal Aids to Communities. U.S. Department of
such,['such'],Handbook of Federal Aids to Communities. U.S. Department of
until,[],Handbook of Federal Aids to Communities. U.S. Department of
civic,"['civic', 'civil']",Handbook of Federal Aids to Communities. U.S. Department of
established,"['found', 'shew', 'demonstrate', 'establish', 'accomplished', 'institute', 'constitute', 'established', 'plant', 'constituted', 'set_up', 'ground', 'give', 'show', 'conventional', 'instal', 'install', 'naturalized', 'launch', 'make', 'base', 'effected', 'build', 'prove', 'lay_down']",Handbook of Federal Aids to Communities. U.S. Department of
terms,"['condition', 'price', 'terms', 'terminus', 'term', 'footing', 'full_term', 'damage', 'terminal_figure']",Handbook of Federal Aids to Communities. U.S. Department of
depends,"['depend', 'look', 'reckon', 'count', 'calculate', 'bet']",Handbook of Federal Aids to Communities. U.S. Department of
analysis,"['depth_psychology', 'analytic_thinking', 'analysis', 'psychoanalysis']",Handbook of Federal Aids to Communities. U.S. Department of
operated,"['mesh', 'work', 'go', 'engage', 'operate', 'manoeuvre', 'manoeuver', 'control', 'lock', 'operate_on', 'run', 'function', 'maneuver']",Handbook of Federal Aids to Communities. U.S. Department of
unavailable,['unavailable'],Handbook of Federal Aids to Communities. U.S. Department of
wholesalers,"['middleman', 'wholesaler', 'jobber']",Handbook of Federal Aids to Communities. U.S. Department of
phase,"['phase', 'phase_angle', 'form', 'stage']",Handbook of Federal Aids to Communities. U.S. Department of
staff,"['staff', 'stave', 'faculty']",Handbook of Federal Aids to Communities. U.S. Department of
part,"['take_off', 'region', 'section', 'parting', 'split_up', 'break', 'share', 'partly', 'character', 'split', 'office', 'break_up', 'contribution', 'start_out', 'percentage', 'separate', 'piece', 'part', 'depart', 'role', 'voice', 'theatrical_role', 'disunite', 'constituent', 'start', 'component_part', 'function', 'set_out', 'persona', 'component', 'set_forth', 'portion', 'division', 'partially', 'divide', 'set_off']",Handbook of Federal Aids to Communities. U.S. Department of
period,"['point', 'period', 'time_period', 'catamenia', 'full_point', 'menses', 'menstruum', 'period_of_time', 'geological_period', 'menstruation', 'full_stop', 'flow', 'stop']",Handbook of Federal Aids to Communities. U.S. Department of
1,"['i', '1', 'single', 'unity', 'ane', 'one', 'ace', 'I']",Handbook of Federal Aids to Communities. U.S. Department of
Commodity,"['trade_good', 'commodity', 'good']",Handbook of Federal Aids to Communities. U.S. Department of
Kansas,"['Kansas_River', 'Kaw_River', 'Kansas', 'Kansa', 'Sunflower_State', 'KS']",Handbook of Federal Aids to Communities. U.S. Department of
proposed,"['offer', 'aim', 'pop_the_question', 'purport', 'declare_oneself', 'advise', 'nominate', 'project', 'suggest', 'purpose', 'propose']",Handbook of Federal Aids to Communities. U.S. Department of
expansion,"['enlargement', 'expanding_upon', 'elaboration', 'expansion']",Handbook of Federal Aids to Communities. U.S. Department of
Credit,"['credit_entry', 'cite', 'deferred_payment', 'acknowledgment', 'credit_rating', 'recognition', 'accredit', 'course_credit', 'reference', 'citation', 'credit', 'mention', 'quotation']",Handbook of Federal Aids to Communities. U.S. Department of
forms,"['human_body', 'chassis', 'course', 'shape', 'var.', 'take_form', 'variety', 'contour', 'work', 'mould', 'mannequin', 'constitute', 'conformation', 'mannikin', 'manikin', 'organise', 'word_form', 'class', 'take_shape', 'physique', 'phase', 'strain', 'descriptor', 'anatomy', 'figure', 'bod', 'signifier', 'material_body', 'soma', 'spring', 'configuration', 'variant', 'manakin', 'kind', 'form', 'pattern', 'grade', 'frame', 'cast', 'make', 'forge', 'flesh', 'physical_body', 'imprint', 'sort', 'mold', 'build', 'organize']",Handbook of Federal Aids to Communities. U.S. Department of
but,"['simply', 'only', 'just', 'merely', 'but']",Handbook of Federal Aids to Communities. U.S. Department of
develops,"['rise', 'develop', 'break', 'modernise', 'evolve', 'germinate', 'spring_up', 'grow', 'formulate', 'originate', 'explicate', 'educate', 'get', 'modernize', 'build_up', 'acquire', 'make_grow', 'train', 'recrudesce', 'arise', 'produce', 'prepare', 'uprise']",Handbook of Federal Aids to Communities. U.S. Department of
application,"['practical_application', 'application_program', 'lotion', 'coating', 'application', 'diligence', 'applications_programme', 'covering']",Handbook of Federal Aids to Communities. U.S. Department of
supplement,"['accessory', 'affix', 'appurtenance', 'addendum', 'add-on', 'supplement', 'add_on', 'append', 'postscript', 'supplementation']",Handbook of Federal Aids to Communities. U.S. Department of
on,"['on', 'along']",Handbook of Federal Aids to Communities. U.S. Department of
It,"['IT', 'information_technology']",Handbook of Federal Aids to Communities. U.S. Department of
independent,"['free-lance', 'freelancer', 'mugwump', 'fencesitter', 'self-governing', 'main', 'self-employed_person', 'autonomous', 'freelance', 'free_lance', 'sovereign', 'independent']",Handbook of Federal Aids to Communities. U.S. Department of
list,"['heel', 'number', 'name', 'lean', 'tilt', 'listing', 'inclination', 'leaning', 'list']",Handbook of Federal Aids to Communities. U.S. Department of
outlook,"['outlook', 'mind-set', 'mindset', 'prospect', 'expectation', 'mentality', 'lookout']",Handbook of Federal Aids to Communities. U.S. Department of
for,[],Handbook of Federal Aids to Communities. U.S. Department of
inventories,"['take_stock', 'stock_list', 'armoury', 'stock-taking', 'inventorying', 'armory', 'stock-take', 'stocktaking', 'inventory', 'stock']",Handbook of Federal Aids to Communities. U.S. Department of
provide,"['render', 'allow_for', 'furnish', 'provide', 'bring_home_the_bacon', 'leave', 'put_up', 'cater', 'ply', 'supply', 'offer', 'allow']",Handbook of Federal Aids to Communities. U.S. Department of
facts,['fact'],Handbook of Federal Aids to Communities. U.S. Department of
Management,"['management', 'direction']",Handbook of Federal Aids to Communities. U.S. Department of
farm,"['grow', 'raise', 'produce', 'farm']",Handbook of Federal Aids to Communities. U.S. Department of
their,[],Handbook of Federal Aids to Communities. U.S. Department of
requirements,"['requisite', 'requirement', 'prerequisite', 'essential', 'necessary', 'necessity', 'demand']",Handbook of Federal Aids to Communities. U.S. Department of
loan,"['loan', 'lend', 'loanword']",Handbook of Federal Aids to Communities. U.S. Department of
a,"['group_A', 'ampere', 'angstrom_unit', 'type_A', 'deoxyadenosine_monophosphate', 'amp', 'antiophthalmic_factor', 'a', 'vitamin_A', 'angstrom', 'A', 'adenine', 'axerophthol']",Handbook of Federal Aids to Communities. U.S. Department of
together,"['unitedly', 'in_concert', 'together']",Handbook of Federal Aids to Communities. U.S. Department of
three,"['III', 'ternary', 'troika', 'threesome', 'ternion', 'leash', 'iii', 'three', 'trinity', '3', 'deuce-ace', 'tercet', 'triad', 'triplet', 'tierce', 'trio', 'terzetto', 'trine', 'trey']",Handbook of Federal Aids to Communities. U.S. Department of
rate,"['grade', 'rate', 'charge_per_unit', 'value', 'order', 'place', 'pace', 'rank', 'range']",Handbook of Federal Aids to Communities. U.S. Department of
able,"['able-bodied', 'capable', 'able']",Handbook of Federal Aids to Communities. U.S. Department of
industries,"['diligence', 'manufacture', 'industry', 'industriousness']",Handbook of Federal Aids to Communities. U.S. Department of
works,"['whole_kit_and_boodle', 'body_of_work', 'knead', 'sour', 'play', 'piece_of_work', 'shape', 'deeds', 'kit_and_caboodle', 'whole_caboodle', 'full_treatment', 'bring', 'oeuvre', 'work', 'work_on', 'do_work', 'mould', 'plant', 'ferment', 'put_to_work', 'industrial_plant', 'wreak', 'exercise', 'workings', 'lick', 'works', 'act_upon', 'whole_shebang', 'puzzle_out', 'exploit', 'make_for', 'work_out', 'act', 'go', 'figure_out', 'workplace', 'operate', 'influence', 'process', 'turn', 'solve', 'whole_works', 'whole_kit_and_caboodle', 'function', 'run', 'kit_and_boodle', 'form', 'crop', 'whole_kit', 'study', 'make', 'cultivate', 'forge', 'mold', 'employment']",Handbook of Federal Aids to Communities. U.S. Department of
of,[],Handbook of Federal Aids to Communities. U.S. Department of
Funds,"['store', 'fund', 'monetary_resource', 'investment_trust', 'investment_company', 'monetary_fund', 'pecuniary_resource', 'investment_firm', 'funds', 'cash_in_hand', 'finances', 'stock']",Handbook of Federal Aids to Communities. U.S. Department of
takes,"['accept', 'remove', 'take_in', 'contract', 'return', 'take_away', 'read', 'rent', 'withdraw', 'look_at', 'engage', 'subscribe_to', 'adopt', 'fill', 'strike', 'film', 'call_for', 'bring', 'occupy', 'lease', 'necessitate', 'submit', 'take_up', 'pick_out', 'carry', 'use_up', 'conduct', 'payoff', 'consume', 'learn', 'proceeds', 'subscribe', 'need', 'claim', 'deal', 'require', 'get', 'ask', 'get_hold_of', 'takings', 'take', 'consider', 'aim', 'hire', 'postulate', 'hold', 'shoot', 'involve', 'assume', 'acquire', 'direct', 'lead', 'admit', 'have', 'exact', 'pack', 'guide', 'demand', 'take_on', 'train', 'issue', 'contain', 'yield', 'study', 'ingest', 'make', 'take_aim', 'drive', 'choose', 'select', 'convey', 'charter']",Handbook of Federal Aids to Communities. U.S. Department of
cooperatives,"['co-op', 'cooperative']",Handbook of Federal Aids to Communities. U.S. Department of
As,"['every_bit', 'AS', 'a', 'group_A', 'arsenic', 'type_A', 'deoxyadenosine_monophosphate', 'amp', 'antiophthalmic_factor', 'American_Samoa', 'angstrom', 'atomic_number_33', 'As', 'as', 'equally', 'A', 'adenine', 'axerophthol', 'ampere', 'angstrom_unit', 'vitamin_A', 'Eastern_Samoa']",Handbook of Federal Aids to Communities. U.S. Department of
Printing,"['impression', 'impress', 'printing', 'printing_process', 'publish', 'print']",Handbook of Federal Aids to Communities. U.S. Department of
no,"['atomic_number_102', 'No', 'nobelium', 'no', 'no_more']",Handbook of Federal Aids to Communities. U.S. Department of
firm,"['immobile', 'firmly', 'business_firm', 'tauten', 'solid', 'stiff', 'loyal', 'truehearted', 'steadfast', 'unshakable', 'unfluctuating', 'unfaltering', 'unbendable', 'firm', 'unwaveringly', 'unwavering', 'fast', 'house', 'steady', 'steadfastly', 'strong']",Handbook of Federal Aids to Communities. U.S. Department of
5,"['cinque', 'V', 'quintet', 'Phoebe', 'quint', 'quintuplet', 'five', 'fivesome', 'Little_Phoebe', 'pentad', 'fin', '5', 'v']",Handbook of Federal Aids to Communities. U.S. Department of
large,"['large', 'orotund', 'expectant', 'turgid', 'heavy', 'great', 'big', 'bombastic', 'vauntingly', 'tumid', 'magnanimous', 'enceinte', 'boastfully', 'prominent', 'declamatory', 'with_child', 'gravid']",Handbook of Federal Aids to Communities. U.S. Department of
Sales,"['sales_event', 'sales_agreement', 'sales', 'cut-rate_sale', 'sale', 'gross_revenue', 'gross_sales']",Handbook of Federal Aids to Communities. U.S. Department of
contact,"['get_hold_of', 'link', 'liaison', 'adjoin', 'get_through', 'contact_lens', 'contact', 'tangency', 'touch', 'physical_contact', 'meet', 'middleman', 'reach', 'inter-group_communication', 'striking', 'impinging']",Handbook of Federal Aids to Communities. U.S. Department of
Agriculture,"['husbandry', 'agriculture', 'Agriculture_Department', 'USDA', 'agribusiness', 'farming', 'factory_farm', 'Agriculture', 'Department_of_Agriculture']",Handbook of Federal Aids to Communities. U.S. Department of
or,"['operating_room', 'operating_theatre', 'operating_theater', 'Oregon', 'surgery', 'Beaver_State', 'OR']",Handbook of Federal Aids to Communities. U.S. Department of
how,[],Handbook of Federal Aids to Communities. U.S. Department of
undertake,"['take_on', 'contract', 'take_in_charge', 'guarantee', 'attempt', 'tackle', 'set_about', 'undertake']",Handbook of Federal Aids to Communities. U.S. Department of
to,[],Handbook of Federal Aids to Communities. U.S. Department of
offers,"['offer_up', 'whirl', 'crack', 'propose', 'provide', 'pop_the_question', 'go', 'fling', 'proffer', 'volunteer', 'put_up', 'declare_oneself', 'tender', 'extend', 'pass', 'bid', 'offer', 'offering']",Handbook of Federal Aids to Communities. U.S. Department of
ability,"['ability', 'power']",Handbook of Federal Aids to Communities. U.S. Department of
Government,"['regime', 'administration', 'governance', 'government', 'governing', 'government_activity', 'authorities', 'political_science', 'politics']",Handbook of Federal Aids to Communities. U.S. Department of
weekly,"['hebdomadally', 'each_week', 'every_week', 'hebdomadary', 'hebdomadal', 'weekly']",Handbook of Federal Aids to Communities. U.S. Department of
prospects,"['prospect', 'outlook', 'scene', 'expectation', 'candidate', 'view', 'aspect', 'prognosis', 'chance', 'medical_prognosis', 'panorama', 'vista']",Handbook of Federal Aids to Communities. U.S. Department of
courses,"['course_of_instruction', 'row', 'course_of_action', 'form', 'grade', 'feed', 'trend', 'course', 'line', 'track', 'path', 'class', 'course_of_study', 'run', 'flow']",Handbook of Federal Aids to Communities. U.S. Department of
location,"['position', 'localization', 'fix', 'location', 'placement', 'positioning', 'emplacement', 'localisation', 'locating']",Handbook of Federal Aids to Communities. U.S. Department of
New,"['unexampled', 'newfangled', 'young', 'freshly', 'fresh', 'New', 'newly', 'novel', 'new', 'raw', 'Modern']",Handbook of Federal Aids to Communities. U.S. Department of
specified,"['qualify', 'specialize', 'narrow', 'delimit', 'pin_down', 'specify', 'limit', 'condition', 'fix', 'particularize', 'specified', 'nail_down', 'particularise', 'intend', 'narrow_down', 'determine', 'delineate', 'set_apart', 'designate', 'peg_down', 'define', 'stipulate', 'destine', 'specialise', 'delimitate', 'assign', 'set']",Handbook of Federal Aids to Communities. U.S. Department of
Cleveland,"['Stephen_Grover_Cleveland', 'President_Cleveland', 'Cleveland', 'Grover_Cleveland']",Handbook of Federal Aids to Communities. U.S. Department of
conversion,"['spiritual_rebirth', 'conversion', 'rebirth', 'changeover', 'transition']",Handbook of Federal Aids to Communities. U.S. Department of
private,"['individual', 'buck_private', 'common_soldier', 'private', 'secret']",Handbook of Federal Aids to Communities. U.S. Department of
installments,"['instalment', 'installment', 'installation', 'installing', 'episode']",Handbook of Federal Aids to Communities. U.S. Department of
assistance,"['assist', 'assistance', 'aid', 'help']",Handbook of Federal Aids to Communities. U.S. Department of
areas,"['field', 'surface_area', 'area', 'expanse', 'orbit', 'arena', 'domain', 'region', 'country', 'sphere']",Handbook of Federal Aids to Communities. U.S. Department of
Exploration,"['exploration', 'geographic_expedition']",Handbook of Federal Aids to Communities. U.S. Department of
competitively,['competitively'],Handbook of Federal Aids to Communities. U.S. Department of
Documents,"['document', 'papers', 'text_file', 'written_document']",Handbook of Federal Aids to Communities. U.S. Department of
claims,"['title', 'call', 'take', 'arrogate', 'lay_claim', 'exact', 'claim']",Handbook of Federal Aids to Communities. U.S. Department of
relating,"['refer', 'link', 'connect', 'link_up', 'bear_on', 'come_to', 'touch', 'touch_on', 'have-to_doe_with', 'interrelate', 'concern', 'pertain', 'tie_in', 'relate', 'associate', 'colligate']",Handbook of Federal Aids to Communities. U.S. Department of
request,"['asking', 'postulation', 'petition', 'quest', 'request', 'call_for', 'bespeak']",Handbook of Federal Aids to Communities. U.S. Department of
serves,"['helot', 'wait_on', 'serve', 'help', 'assist', 'dish', 'swear_out', 'villein', 'dish_out', 'answer', 'dish_up', 'process', 'suffice', 'serve_up', 'do', 'function', 'serf', 'serve_well', 'attend', 'service', 'attend_to']",Handbook of Federal Aids to Communities. U.S. Department of
below,"['downstairs', 'infra', 'to_a_lower_place', 'under', 'down_the_stairs', 'below', 'on_a_lower_floor', 'beneath', 'at_a_lower_place']",Handbook of Federal Aids to Communities. U.S. Department of
