along,"[839, 37]",Northern Liberals and Southern Bourbons
neither,[10],Northern Liberals and Southern Bourbons
down,"[146, 0, 0, 20, 0, 0, 0, 0, 0, 5, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 9, 0]",Northern Liberals and Southern Bourbons
studied,"[0, 80, 10, 0, 21, 11, 0, 5, 0, 2, 24, 2, 4, 0]",Northern Liberals and Southern Bourbons
century,"[23, 13, 1, 0, 11]",Northern Liberals and Southern Bourbons
pre-World-War-,[],Northern Liberals and Southern Bourbons
tests,"[0, 18, 0, 10, 0, 0, 22, 3, 0, 2, 2, 0, 0, 0, 3, 43, 8]",Northern Liberals and Southern Bourbons
Bourbon,"[0, 0, 1]",Northern Liberals and Southern Bourbons
Poor,"[0, 0, 0, 0, 2, 28, 0, 1, 3, 0, 6, 8]",Northern Liberals and Southern Bourbons
independence,"[0, 0, 5]",Northern Liberals and Southern Bourbons
historians,"[0, 0]",Northern Liberals and Southern Bourbons
extreme,"[2, 6, 0, 0, 0]",Northern Liberals and Southern Bourbons
classic,"[0, 0, 0, 0, 1, 0, 3]",Northern Liberals and Southern Bourbons
includes,"[0, 9, 10]",Northern Liberals and Southern Bourbons
let,"[10, 492, 0, 5, 0, 0, 1, 1, 0, 0, 0, 51, 0, 12, 123]",Northern Liberals and Southern Bourbons
such,[107],Northern Liberals and Southern Bourbons
Nobody,"[0, 0, 7, 0]",Northern Liberals and Southern Bourbons
Georgia,"[0, 0, 14, 0, 0]",Northern Liberals and Southern Bourbons
1954,[],Northern Liberals and Southern Bourbons
analysis,"[0, 0, 7, 4]",Northern Liberals and Southern Bourbons
racists,"[0, 0]",Northern Liberals and Southern Bourbons
know,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]",Northern Liberals and Southern Bourbons
accents,"[2, 0, 0, 3, 0, 0, 4, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
ending,"[51, 7, 3, 0, 3, 2, 6, 27, 7, 18]",Northern Liberals and Southern Bourbons
serious,"[9, 0, 4, 6, 0, 8, 2, 0, 134]",Northern Liberals and Southern Bourbons
finds,"[0, 0, 0, 0, 3, 55, 0, 7, 0, 0, 2, 4, 8, 3, 37, 14, 123, 8, 7, 102, 1, 0, 17, 0, 2, 1, 0, 1, 5, 1]",Northern Liberals and Southern Bourbons
glad,"[0, 0, 0, 19, 4, 0]",Northern Liberals and Southern Bourbons
arrogant,"[0, 0, 0]",Northern Liberals and Southern Bourbons
royal,"[1, 0, 0, 1, 0, 4]",Northern Liberals and Southern Bourbons
power,"[10, 0, 0, 14, 16, 0, 58, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 81]",Northern Liberals and Southern Bourbons
certainly,"[16, 0, 9, 0, 0, 42, 0]",Northern Liberals and Southern Bourbons
fears,"[1, 0, 0, 10, 1, 0, 21, 0, 0, 5, 3]",Northern Liberals and Southern Bourbons
World,"[0, 0, 8, 96, 0, 22, 11, 4, 35, 20, 1, 0, 16, 1, 0, 1, 173, 9, 0, 0, 4, 0, 11, 0, 0, 0]",Northern Liberals and Southern Bourbons
give,"[13, 13, 3, 36, 4, 38, 0, 3, 0, 1, 0, 1, 0, 3, 0, 10, 1, 7, 1, 51, 6, 0, 17, 6, 0, 2, 0, 12, 0, 1, 19, 492, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11]",Northern Liberals and Southern Bourbons
too,"[0, 0, 2, 121, 118, 3, 1, 0]",Northern Liberals and Southern Bourbons
1,"[3, 29, 24, 5, 0, 321, 1, 786]",Northern Liberals and Southern Bourbons
embarrassment,"[0, 0, 2, 0]",Northern Liberals and Southern Bourbons
analyzed,"[0, 5, 0, 0, 0, 24, 2, 0, 0, 1, 0, 0]",Northern Liberals and Southern Bourbons
but,"[25, 211, 115, 11, 409]",Northern Liberals and Southern Bourbons
running,"[30, 23, 1, 0, 74, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 15, 0, 0, 127, 2, 0, 9, 0, 0, 9, 0, 7, 0, 21, 0, 6, 0, 4, 90, 1, 0, 3, 2, 0, 12, 0, 20, 43, 6, 9, 5, 2, 0, 0, 17, 1, 0, 11, 7, 0, 19, 0]",Northern Liberals and Southern Bourbons
cement,"[0, 0]",Northern Liberals and Southern Bourbons
means,"[27, 2, 0, 65, 1, 2, 2, 0, 0, 0, 37, 2, 0, 123]",Northern Liberals and Southern Bourbons
lived,"[49, 0, 1, 0, 0, 90, 0, 722, 129, 0, 0, 83, 26, 5, 6, 2]",Northern Liberals and Southern Bourbons
called,"[6, 0, 0, 12, 2, 31, 0, 9, 1, 4, 0, 1, 8, 0, 4, 10, 0, 0, 0, 25, 11, 0, 5, 0, 0, 2]",Northern Liberals and Southern Bourbons
reason,"[9, 21, 4, 30, 1, 0, 0, 5, 0, 18, 2]",Northern Liberals and Southern Bourbons
coerce,"[5, 14, 1, 0, 10]",Northern Liberals and Southern Bourbons
Mr.,"[4, 70, 0]",Northern Liberals and Southern Bourbons
Court's,[],Northern Liberals and Southern Bourbons
grievances,"[9, 2, 0]",Northern Liberals and Southern Bourbons
mother,"[0, 0, 21, 0, 19, 0, 0, 0, 0, 0, 123]",Northern Liberals and Southern Bourbons
seems,"[3, 59, 26]",Northern Liberals and Southern Bourbons
on,"[839, 37]",Northern Liberals and Southern Bourbons
taken,"[6, 2, 0, 6, 0, 5, 21, 1, 0, 1, 0, 0, 7, 1, 3, 0, 18, 1, 1, 0, 5, 0, 0, 9, 0, 2, 0, 4, 1, 54, 7, 20, 6, 123, 22, 0, 80, 10, 3, 5, 0, 17, 5, 5, 9, 3, 16, 20, 10, 492, 2, 0, 5, 14, 0, 7, 4, 3, 24, 11, 0, 113, 0, 4, 3, 1, 28, 1]",Northern Liberals and Southern Bourbons
It,"[0, 0]",Northern Liberals and Southern Bourbons
artists,"[9, 0]",Northern Liberals and Southern Bourbons
enemy,"[5, 1, 0, 14]",Northern Liberals and Southern Bourbons
differences,"[7, 2, 2, 1, 3, 16, 0, 0]",Northern Liberals and Southern Bourbons
imagine,"[0, 0, 14, 65, 12, 0, 12, 0, 0]",Northern Liberals and Southern Bourbons
for,[],Northern Liberals and Southern Bourbons
write,"[1, 4, 0, 14, 3, 0, 0, 1]",Northern Liberals and Southern Bourbons
publicity,"[1, 0, 0, 3]",Northern Liberals and Southern Bourbons
faults,"[4, 7, 0, 13, 0, 6, 0, 0, 3, 0, 0, 5]",Northern Liberals and Southern Bourbons
their,[],Northern Liberals and Southern Bourbons
realizing,"[1, 17, 0, 0, 0, 8, 102, 0, 0, 5, 113, 0, 0, 0, 0, 0, 26, 5]",Northern Liberals and Southern Bourbons
a,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]",Northern Liberals and Southern Bourbons
accounts,"[40, 0, 1, 4, 0, 6, 0, 0, 0, 13, 6, 9, 0, 31, 0, 8, 0]",Northern Liberals and Southern Bourbons
wrecking,"[1, 0, 2, 0, 1, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
could,[],Northern Liberals and Southern Bourbons
conceal,"[0, 1, 6, 0]",Northern Liberals and Southern Bourbons
modern,"[25, 0, 0, 0, 36, 0, 0, 0, 4, 0, 4]",Northern Liberals and Southern Bourbons
developed,"[10, 12, 13, 0, 0, 0, 0, 12, 3, 0, 18, 0, 1, 123, 0, 0, 3, 0, 7, 0, 0, 1, 16, 0, 0]",Northern Liberals and Southern Bourbons
here,"[0, 96, 0, 12]",Northern Liberals and Southern Bourbons
of,[],Northern Liberals and Southern Bourbons
considerable,[6],Northern Liberals and Southern Bourbons
But,"[25, 211, 115, 11, 409]",Northern Liberals and Southern Bourbons
As,"[0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 828, 4, 147, 0, 0, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
dislike,"[1, 0, 0, 1]",Northern Liberals and Southern Bourbons
Democrats,"[5, 0, 0]",Northern Liberals and Southern Bourbons
Whatever,"[14, 0, 168]",Northern Liberals and Southern Bourbons
Korean,[1],Northern Liberals and Southern Bourbons
no,"[0, 50, 0, 266, 0]",Northern Liberals and Southern Bourbons
do,"[1, 0, 3, 0, 0, 0, 9, 18, 0, 0, 84, 0, 5, 0, 0, 1, 6, 22, 0, 6, 25, 0, 0, 1, 163, 0, 0, 3, 113, 46]",Northern Liberals and Southern Bourbons
therefore,"[3, 22, 0, 228, 1, 12]",Northern Liberals and Southern Bourbons
large,"[30, 0, 0, 0, 18, 61, 53, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",Northern Liberals and Southern Bourbons
understatement,[0],Northern Liberals and Southern Bourbons
minor,"[0, 0, 17, 1, 0, 0, 0, 4, 67, 1, 0, 0, 1, 4, 0, 0, 4, 0, 0, 0]",Northern Liberals and Southern Bourbons
happily,"[2, 1, 2, 1, 0, 0]",Northern Liberals and Southern Bourbons
unreconstructed,[0],Northern Liberals and Southern Bourbons
than,[],Northern Liberals and Southern Bourbons
agree,"[3, 2, 6, 0, 17, 8, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0]",Northern Liberals and Southern Bourbons
or,"[0, 0, 0, 1, 1, 0, 0]",Northern Liberals and Southern Bourbons
remain,"[2, 13, 16, 16, 0, 13]",Northern Liberals and Southern Bourbons
how,[],Northern Liberals and Southern Bourbons
uncooperative,"[0, 0]",Northern Liberals and Southern Bourbons
irritations,"[1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0]",Northern Liberals and Southern Bourbons
resident,"[0, 0, 0, 0, 0, 1]",Northern Liberals and Southern Bourbons
had,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 18, 0, 4, 123, 80, 51, 17, 0, 6, 1, 3, 492, 4, 1, 0, 113, 2, 6]",Northern Liberals and Southern Bourbons
think,"[65, 14, 0, 0, 0, 0, 0, 12, 0, 37, 10, 12, 2, 31, 15, 5, 0, 0, 0]",Northern Liberals and Southern Bourbons
sentiment,"[4, 1, 17, 1, 67]",Northern Liberals and Southern Bourbons
long-settled,[],Northern Liberals and Southern Bourbons
simply,"[2, 25, 211, 115, 11, 409]",Northern Liberals and Southern Bourbons
main,"[0, 13, 9, 12, 15, 7, 5]",Northern Liberals and Southern Bourbons
Deep,"[0, 0, 15, 9, 0, 7, 0, 4, 0, 0, 30, 13, 0, 0, 3]",Northern Liberals and Southern Bourbons
to,[],Northern Liberals and Southern Bourbons
valued,"[1, 1, 1, 17, 17, 7, 2, 0, 1, 1, 0, 0, 3, 8, 13]",Northern Liberals and Southern Bourbons
doubtful,"[1, 0, 2, 0, 2]",Northern Liberals and Southern Bourbons
Virginia,"[0, 3, 0, 9]",Northern Liberals and Southern Bourbons
friends,"[1, 0, 0, 1, 1, 1, 0, 8, 1, 0]",Northern Liberals and Southern Bourbons
characters,"[0, 12, 16, 47, 0, 0, 0, 9, 7, 0, 35, 0, 0, 0, 3, 0, 0, 0]",Northern Liberals and Southern Bourbons
heart,"[0, 0, 15, 5, 1, 0, 0, 0, 0, 20, 0, 0, 2, 23, 2, 0, 0, 1, 14, 0, 3, 0, 0, 0, 1, 2, 1, 0, 3, 2, 0, 11]",Northern Liberals and Southern Bourbons
faced,"[36, 41, 59, 0, 62, 0, 10]",Northern Liberals and Southern Bourbons
spite,"[0, 16, 0, 2, 2, 1, 0, 1, 0, 3, 0, 0, 0]",Northern Liberals and Southern Bourbons
persists,"[0, 2, 0, 16, 1, 13, 0, 0, 0, 0, 43]",Northern Liberals and Southern Bourbons
Waist-High,"[0, 0]",Northern Liberals and Southern Bourbons
New,"[0, 0, 38, 1, 5, 36, 3, 12, 92, 4, 4]",Northern Liberals and Southern Bourbons
chiefly,"[3, 2, 0, 3, 1]",Northern Liberals and Southern Bourbons
care,"[0, 0, 8, 8, 1, 0, 10, 17, 17, 21, 20, 0, 1, 10, 1, 7, 2, 3, 5, 176, 0]",Northern Liberals and Southern Bourbons
felt,"[49, 8, 0, 1, 0, 0, 40, 55, 0, 37, 49, 0, 0]",Northern Liberals and Southern Bourbons
little,"[0, 0, 3, 67, 0, 0, 0, 0, 28, 0, 1, 3, 99, 0]",Northern Liberals and Southern Bourbons
areas,"[34, 0, 32, 0, 1, 0, 1, 9, 28, 1]",Northern Liberals and Southern Bourbons
presence,"[0, 0, 41, 3, 4]",Northern Liberals and Southern Bourbons
invasion,"[0, 3, 1]",Northern Liberals and Southern Bourbons
Carolina,"[0, 4]",Northern Liberals and Southern Bourbons
take,"[6, 2, 0, 6, 13, 0, 21, 5, 1, 0, 1, 0, 0, 7, 1, 3, 0, 18, 1, 1, 0, 5, 0, 0, 9, 0, 2, 0, 0, 4, 0, 1, 54, 7, 20, 6, 123, 22, 0, 0, 80, 10, 3, 5, 0, 17, 5, 5, 9, 3, 16, 20, 10, 492, 2, 0, 5, 14, 0, 7, 16, 4, 6, 24, 0, 113, 0, 11, 4, 3, 1, 1]",Northern Liberals and Southern Bourbons
welfare,"[0, 0, 0, 5, 0, 0, 2, 0, 7]",Northern Liberals and Southern Bourbons
So,"[177, 0, 0, 17, 3, 0, 22, 0, 0, 228, 0, 12]",Northern Liberals and Southern Bourbons
counted,"[0, 29, 10, 5, 59, 0, 7, 1, 42, 0, 4, 0]",Northern Liberals and Southern Bourbons
they,[],Northern Liberals and Southern Bourbons
hypocrisy,"[0, 0]",Northern Liberals and Southern Bourbons
United,"[0, 5, 2, 3, 0, 0, 3, 4, 0, 5]",Northern Liberals and Southern Bourbons
false,"[0, 5, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0]",Northern Liberals and Southern Bourbons
roughly,"[6, 237, 2, 85, 0, 4, 0, 182, 0, 0]",Northern Liberals and Southern Bourbons
especially,"[11, 0, 0, 14]",Northern Liberals and Southern Bourbons
executives,"[0, 1, 5]",Northern Liberals and Southern Bourbons
reply,"[8, 3, 1, 25]",Northern Liberals and Southern Bourbons
conscious,"[0, 11]",Northern Liberals and Southern Bourbons
imposed,"[0, 1, 0, 0, 8, 0, 0]",Northern Liberals and Southern Bourbons
older,"[79, 0, 3, 1, 0, 0, 0, 9, 10, 2, 0, 1, 0, 0, 0, 0, 10, 11]",Northern Liberals and Southern Bourbons
enclaves,[0],Northern Liberals and Southern Bourbons
time,"[0, 1, 1, 0, 0, 0, 3, 0, 188]",Northern Liberals and Southern Bourbons
western,"[2, 3, 0, 0, 0]",Northern Liberals and Southern Bourbons
hard,"[33, 0, 0, 5, 0, 7, 0, 0, 0, 0, 2, 0, 18, 0, 0, 0, 7, 0, 0, 0, 0, 17, 2, 25]",Northern Liberals and Southern Bourbons
years,"[33, 0, 0, 0, 133, 12, 0, 36, 61, 0, 0]",Northern Liberals and Southern Bourbons
line,"[1, 0, 6, 24, 0, 74, 0, 0, 3, 0, 0, 0, 7, 7, 0, 0, 0, 0, 31, 1, 0, 0, 0, 5, 0, 9, 0, 0, 0, 0, 0, 2, 0, 0, 0, 39, 0, 0, 0, 0, 0, 1, 1, 0, 6, 0, 0, 0, 0, 0, 3, 3, 0, 0, 26, 2, 0, 36, 0, 9, 0, 2, 0, 0, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
remaining,"[41, 2, 0, 13, 16, 0, 16, 2, 0, 13, 0, 6]",Northern Liberals and Southern Bourbons
region,"[32, 47, 2, 9, 7]",Northern Liberals and Southern Bourbons
atmosphere,"[0, 0, 0, 13, 0, 0, 26, 0, 0]",Northern Liberals and Southern Bourbons
pure,"[0, 0, 22, 0, 3, 0, 0, 6, 6, 12, 9, 0, 0, 0, 0, 2, 0, 2, 1]",Northern Liberals and Southern Bourbons
habits,"[2, 66, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
effect,"[0, 6, 5, 8, 16, 3, 14, 3, 27, 2, 27, 0, 0, 6, 0]",Northern Liberals and Southern Bourbons
ranged,"[34, 0, 0, 0, 0, 0, 17, 0, 1, 3, 21, 2, 0, 1, 72, 0, 43, 0, 0, 0, 12, 0, 4, 6, 7, 3]",Northern Liberals and Southern Bourbons
dispatch,"[0, 2, 0, 0, 21, 3, 0, 0, 0, 1, 102, 22, 0, 2, 0, 7]",Northern Liberals and Southern Bourbons
alone,"[3, 3, 0, 1, 0, 3, 211, 11, 0, 10, 17, 2, 13, 0]",Northern Liberals and Southern Bourbons
saints,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4]",Northern Liberals and Southern Bourbons
deal,"[6, 18, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 3, 0, 0, 0, 8, 2, 10, 0, 0, 0, 0, 21, 0, 0, 20, 1, 1, 0, 0, 1, 10, 80, 0, 0, 0, 0, 0, 0, 0, 12, 4, 0, 2, 12, 0, 0, 4, 0, 4, 0, 0, 16, 0, 2, 50, 3, 0, 2, 4, 0, 0, 2]",Northern Liberals and Southern Bourbons
following,"[12, 2, 0, 0, 47, 0, 2, 2, 4, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 1, 0, 0, 3, 3, 0, 0, 2, 11, 0, 722, 0, 0]",Northern Liberals and Southern Bourbons
over,"[163, 0, 0, 0, 1, 22, 6]",Northern Liberals and Southern Bourbons
words,"[37, 0, 0, 0, 2, 0, 0, 3, 4, 1, 0, 0, 0, 2, 1, 4, 25, 0, 7, 1, 0, 4, 1, 3, 18, 11, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
subject,"[34, 7, 1, 2, 38, 5, 29, 0, 1, 8, 25, 0, 0, 0, 5, 16, 7, 24, 0, 35, 0, 7]",Northern Liberals and Southern Bourbons
go,"[0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 83, 1, 26, 0, 3, 0, 127, 0, 0, 0, 1, 0, 0, 8, 0, 0, 0, 0, 0, 123, 0, 0, 3, 3, 33, 0, 0, 90, 0, 0, 0, 0, 3, 0, 37, 0, 0, 0, 12, 11, 20, 6, 19, 0, 43, 6, 1, 0, 0, 0, 6, 19, 0, 0, 2, 25, 0, 19, 1, 17, 5, 11]",Northern Liberals and Southern Bourbons
authoritarian,"[0, 0, 1, 1, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
now,"[12, 28, 12, 0, 0, 0, 0, 1, 3, 0, 129, 0, 2]",Northern Liberals and Southern Bourbons
have,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 18, 0, 4, 123, 80, 51, 17, 0, 6, 0, 1, 0, 3, 492, 4, 1, 0, 113, 2, 6]",Northern Liberals and Southern Bourbons
effort,"[0, 0, 1, 0, 16, 22, 0, 0, 11, 7, 0, 11, 10, 18, 0, 5]",Northern Liberals and Southern Bourbons
rich,"[0, 1, 0, 3, 3, 6, 15, 1, 0, 0, 0, 13, 0]",Northern Liberals and Southern Bourbons
married,"[0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 3, 16]",Northern Liberals and Southern Bourbons
call,"[6, 0, 0, 3, 0, 0, 12, 2, 31, 0, 9, 1, 4, 0, 0, 0, 0, 1, 7, 0, 8, 10, 4, 0, 0, 0, 0, 0, 0, 25, 11, 0, 5, 0, 0, 0, 2]",Northern Liberals and Southern Bourbons
delude,"[0, 0, 0, 0]",Northern Liberals and Southern Bourbons
humbled,"[3, 10, 0, 0, 20, 0, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
flowering,"[0, 2, 1, 0, 0, 0, 1, 0, 0, 0]",Northern Liberals and Southern Bourbons
fight,"[0, 4, 0, 2, 7, 8, 5, 5, 0, 0, 0, 5, 7, 3, 0, 10, 0, 0, 11]",Northern Liberals and Southern Bourbons
Virginians,[0],Northern Liberals and Southern Bourbons
poll,"[0, 0, 5, 0, 0, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
country,"[32, 0, 11, 0, 28, 49, 32, 0, 0]",Northern Liberals and Southern Bourbons
unsympathetic,"[21, 0, 0, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
allies,"[0, 8, 0, 0]",Northern Liberals and Southern Bourbons
all,"[28, 2, 2, 24, 6, 352, 13]",Northern Liberals and Southern Bourbons
resentment,"[0, 0, 3, 0, 4]",Northern Liberals and Southern Bourbons
strong,"[33, 0, 11, 3, 1, 3, 0, 0, 0, 14, 11, 25, 0]",Northern Liberals and Southern Bourbons
coastal,[0],Northern Liberals and Southern Bourbons
minority,"[0, 2]",Northern Liberals and Southern Bourbons
immediately,"[12, 12, 0, 0, 0, 1, 3, 0, 129, 0]",Northern Liberals and Southern Bourbons
surrender,"[3, 2, 0, 0, 2, 0, 20, 2, 6]",Northern Liberals and Southern Bourbons
Thomas,"[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
quaint,"[0, 0, 0]",Northern Liberals and Southern Bourbons
my,[],Northern Liberals and Southern Bourbons
history,"[40, 13, 31, 0]",Northern Liberals and Southern Bourbons
direction,"[5, 0, 8, 1, 0, 4, 0, 4, 1, 0, 0, 2, 8, 0, 123, 3]",Northern Liberals and Southern Bourbons
rebel,"[10, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
attaches,"[0, 3, 0, 0, 2, 0, 1, 0, 0, 2]",Northern Liberals and Southern Bourbons
lack,"[51, 10, 3, 2]",Northern Liberals and Southern Bourbons
Wars,"[2, 31, 0]",Northern Liberals and Southern Bourbons
anachronisms,"[0, 0, 0]",Northern Liberals and Southern Bourbons
economic,"[0, 5]",Northern Liberals and Southern Bourbons
Northern,"[1, 0, 1]",Northern Liberals and Southern Bourbons
usually,"[18, 0, 1, 1, 0]",Northern Liberals and Southern Bourbons
question,"[0, 33, 0, 0, 0, 0, 0, 14, 73, 0, 3, 11, 0, 0, 0, 2, 6]",Northern Liberals and Southern Bourbons
overcome,"[0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0]",Northern Liberals and Southern Bourbons
eighteenth,"[0, 0]",Northern Liberals and Southern Bourbons
opposite,"[5, 0, 4, 0, 0, 0, 0, 9, 8, 0, 1, 0, 0]",Northern Liberals and Southern Bourbons
certain,"[1, 42, 42]",Northern Liberals and Southern Bourbons
ante-bellum,[],Northern Liberals and Southern Bourbons
though,[56],Northern Liberals and Southern Bourbons
intelligent,"[5, 0, 4, 15, 0, 25, 0, 0]",Northern Liberals and Southern Bourbons
Alabama,"[3, 1, 0, 0, 0]",Northern Liberals and Southern Bourbons
deny,"[0, 3, 4, 0]",Northern Liberals and Southern Bourbons
every,[49],Northern Liberals and Southern Bourbons
shoot,"[0, 0, 0, 3, 1, 3, 8, 2, 0, 3, 0, 1, 0, 0, 0, 2, 80, 0, 5, 2, 0, 21, 0, 1, 0, 0, 5, 2, 0, 0]",Northern Liberals and Southern Bourbons
maintain,"[4, 17, 0, 3, 2, 35, 0, 0, 1, 5, 2, 1, 0, 1]",Northern Liberals and Southern Bourbons
Regardless,"[3, 0, 1, 0, 0, 1]",Northern Liberals and Southern Bourbons
less,"[0, 68, 0, 0]",Northern Liberals and Southern Bourbons
it,"[0, 0]",Northern Liberals and Southern Bourbons
once,"[0, 0, 0, 53, 0, 0, 0]",Northern Liberals and Southern Bourbons
tenaciously,"[1, 0]",Northern Liberals and Southern Bourbons
courtesy,"[0, 0]",Northern Liberals and Southern Bourbons
Or,"[0, 0, 0, 1, 1, 0, 0]",Northern Liberals and Southern Bourbons
outsider,"[0, 0]",Northern Liberals and Southern Bourbons
to-day,[],Northern Liberals and Southern Bourbons
appropriate,"[6, 3, 0, 0, 1, 0, 12, 2]",Northern Liberals and Southern Bourbons
apart,"[0, 1, 6, 7, 1]",Northern Liberals and Southern Bourbons
majority,"[0, 1, 5, 0]",Northern Liberals and Southern Bourbons
concepts,"[2, 0, 7]",Northern Liberals and Southern Bourbons
partly,"[6, 47, 6]",Northern Liberals and Southern Bourbons
caused,"[1, 113, 0, 492, 18, 163, 123]",Northern Liberals and Southern Bourbons
likes,"[17, 0, 0, 21, 0, 176]",Northern Liberals and Southern Bourbons
counties,[17],Northern Liberals and Southern Bourbons
precious,"[0, 2, 0, 1, 36, 3, 2]",Northern Liberals and Southern Bourbons
hope,"[0, 3, 0, 0, 7, 16, 9, 22]",Northern Liberals and Southern Bourbons
derives,"[0, 0, 84, 0, 0, 1, 0, 5]",Northern Liberals and Southern Bourbons
prejudice,"[0, 0, 0, 0]",Northern Liberals and Southern Bourbons
method,"[0, 11]",Northern Liberals and Southern Bourbons
learned,"[0, 12, 21, 3, 0, 0, 0, 14, 4, 0, 12, 5, 0, 4, 80, 1, 102, 1, 0, 0, 1, 3, 0, 15, 6, 0, 0, 24, 0, 0, 0]",Northern Liberals and Southern Bourbons
drew,"[0, 0, 24, 1, 0, 0, 0, 0, 1, 5, 0, 0, 0, 14, 3, 0, 0, 4, 9, 1, 7, 0, 0, 123, 4, 6, 0, 0, 0, 0, 3, 12, 43, 5, 0, 0, 0, 4, 0, 0, 2, 113, 0]",Northern Liberals and Southern Bourbons
accepted,"[0, 6, 80, 0, 11, 11, 0, 2, 0, 0, 9, 10, 6, 0, 492]",Northern Liberals and Southern Bourbons
unpatriotic,"[0, 0]",Northern Liberals and Southern Bourbons
being,"[2, 3, 0, 11, 0, 1, 722, 0, 12, 21, 100, 20, 0, 26, 6, 6]",Northern Liberals and Southern Bourbons
roomful,[0],Northern Liberals and Southern Bourbons
Southern,"[0, 3]",Northern Liberals and Southern Bourbons
wife,"[34, 0]",Northern Liberals and Southern Bourbons
need,"[22, 0, 6, 80, 51, 0, 0, 6, 0, 5, 0, 0, 54, 8, 0, 14]",Northern Liberals and Southern Bourbons
year,"[0, 61, 12, 0]",Northern Liberals and Southern Bourbons
support,"[0, 0, 0, 0, 0, 35, 5, 0, 2, 3, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 13, 0, 0, 17, 0, 0, 0, 19, 3, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 162, 2, 0, 2, 1, 6, 0, 0, 3, 0]",Northern Liberals and Southern Bourbons
economy,"[2, 2, 0, 0]",Northern Liberals and Southern Bourbons
national,"[8, 25, 54, 0, 4]",Northern Liberals and Southern Bourbons
American,"[0, 0, 39]",Northern Liberals and Southern Bourbons
sit,"[0, 8, 10, 1, 0, 12, 0, 9, 0]",Northern Liberals and Southern Bourbons
feeling,"[49, 3, 40, 0, 55, 0, 6, 8, 11, 37, 6, 23, 14, 0, 0, 4, 0, 0, 2, 59, 6, 6]",Northern Liberals and Southern Bourbons
spirit,"[0, 14, 23, 2, 59, 0, 0, 6, 0, 0, 0, 37, 1, 6, 98, 0, 0, 20]",Northern Liberals and Southern Bourbons
suppose,"[0, 65, 14, 12, 0, 0, 0, 70, 0, 0, 12, 0, 0, 0, 0]",Northern Liberals and Southern Bourbons
hot,"[1, 0, 0, 12, 0, 26]",Northern Liberals and Southern Bourbons
when,[],Northern Liberals and Southern Bourbons
often,"[0, 1, 3, 47, 111, 0, 0]",Northern Liberals and Southern Bourbons
memory,"[0, 8, 0, 0, 0, 2, 13, 0, 1, 0]",Northern Liberals and Southern Bourbons
nature,[32],Northern Liberals and Southern Bourbons
stamp,"[0, 0, 0, 3, 3, 4, 1, 0, 0, 0, 2, 0, 1, 0, 3, 0, 0, 0]",Northern Liberals and Southern Bourbons
South,"[0, 0, 0, 6, 1, 0, 0, 23, 11, 0, 0, 0]",Northern Liberals and Southern Bourbons
personal,[25],Northern Liberals and Southern Bourbons
Most,"[237, 18, 23, 66, 0, 104, 3, 0, 0]",Northern Liberals and Southern Bourbons
