w,vector_uso
City,"[0, 0, 44]",Handbook of Federal Aids to Communities. U.S. Department of
such,[107],Handbook of Federal Aids to Communities. U.S. Department of
until,[],Handbook of Federal Aids to Communities. U.S. Department of
civic,"[1, 2]",Handbook of Federal Aids to Communities. U.S. Department of
established,"[59, 0, 3, 3, 4, 0, 1, 10, 13, 0, 0, 21, 51, 44, 5, 0, 1, 0, 1, 113, 3, 3, 9, 8, 0]",Handbook of Federal Aids to Communities. U.S. Department of
terms,"[17, 17, 27, 0, 8, 0, 0, 3, 0]",Handbook of Federal Aids to Communities. U.S. Department of
depends,"[5, 59, 0, 7, 0, 4]",Handbook of Federal Aids to Communities. U.S. Department of
analysis,"[0, 0, 7, 4]",Handbook of Federal Aids to Communities. U.S. Department of
operated,"[0, 127, 90, 1, 3, 0, 0, 38, 0, 0, 43, 6, 0]",Handbook of Federal Aids to Communities. U.S. Department of
unavailable,[1],Handbook of Federal Aids to Communities. U.S. Department of
wholesalers,"[0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
phase,"[4, 0, 39, 11]",Handbook of Federal Aids to Communities. U.S. Department of
staff,"[2, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
part,"[0, 9, 12, 1, 0, 13, 17, 6, 12, 1, 16, 0, 5, 0, 4, 5, 11, 47, 0, 7, 30, 0, 0, 0, 19, 0, 6, 0, 0, 1, 0, 4, 3, 6, 3, 0]",Handbook of Federal Aids to Communities. U.S. Department of
period,"[37, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18]",Handbook of Federal Aids to Communities. U.S. Department of
1,"[3, 29, 24, 5, 0, 321, 1, 786]",Handbook of Federal Aids to Communities. U.S. Department of
Commodity,"[0, 0, 134]",Handbook of Federal Aids to Communities. U.S. Department of
Kansas,"[0, 0, 7, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
proposed,"[11, 3, 0, 0, 0, 1, 0, 6, 5, 11, 2]",Handbook of Federal Aids to Communities. U.S. Department of
expansion,"[1, 0, 1, 2]",Handbook of Federal Aids to Communities. U.S. Department of
Credit,"[0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 5, 9, 2]",Handbook of Federal Aids to Communities. U.S. Department of
forms,"[0, 0, 74, 13, 0, 0, 10, 0, 127, 0, 1, 1, 0, 0, 0, 0, 0, 12, 0, 0, 4, 1, 0, 1, 22, 0, 0, 0, 0, 19, 3, 0, 0, 57, 39, 8, 12, 5, 4, 113, 0, 6, 0, 0, 18, 3, 9, 1]",Handbook of Federal Aids to Communities. U.S. Department of
but,"[25, 211, 115, 11, 409]",Handbook of Federal Aids to Communities. U.S. Department of
develops,"[10, 12, 13, 0, 0, 0, 0, 12, 3, 0, 0, 1, 123, 0, 0, 3, 0, 7, 0, 1, 16, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
application,"[0, 0, 1, 0, 7, 0, 0, 3]",Handbook of Federal Aids to Communities. U.S. Department of
supplement,"[0, 0, 0, 0, 0, 3, 0, 0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
on,"[839, 37]",Handbook of Federal Aids to Communities. U.S. Department of
It,"[0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
independent,"[0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 5]",Handbook of Federal Aids to Communities. U.S. Department of
list,"[1, 42, 31, 2, 1, 1, 2, 2, 21]",Handbook of Federal Aids to Communities. U.S. Department of
outlook,"[5, 0, 0, 3, 2, 1, 1]",Handbook of Federal Aids to Communities. U.S. Department of
for,[],Handbook of Federal Aids to Communities. U.S. Department of
inventories,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 36]",Handbook of Federal Aids to Communities. U.S. Department of
provide,"[1, 0, 0, 16, 0, 32, 0, 1, 0, 3, 11, 12]",Handbook of Federal Aids to Communities. U.S. Department of
facts,[74],Handbook of Federal Aids to Communities. U.S. Department of
Management,"[3, 8]",Handbook of Federal Aids to Communities. U.S. Department of
farm,"[12, 7, 16, 48]",Handbook of Federal Aids to Communities. U.S. Department of
their,[],Handbook of Federal Aids to Communities. U.S. Department of
requirements,"[0, 3, 0, 13, 18, 4, 14]",Handbook of Federal Aids to Communities. U.S. Department of
loan,"[1, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
a,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
together,"[0, 0, 30]",Handbook of Federal Aids to Communities. U.S. Department of
three,"[0, 0, 0, 0, 0, 0, 0, 56, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
rate,"[12, 17, 0, 17, 34, 72, 5, 3, 21]",Handbook of Federal Aids to Communities. U.S. Department of
able,"[0, 7, 29]",Handbook of Federal Aids to Communities. U.S. Department of
industries,"[0, 1, 14, 0]",Handbook of Federal Aids to Communities. U.S. Department of
works,"[0, 0, 0, 1, 23, 0, 13, 1, 0, 0, 0, 18, 0, 127, 0, 0, 0, 13, 0, 0, 0, 0, 5, 1, 1, 22, 0, 0, 0, 1, 0, 0, 22, 90, 0, 0, 3, 12, 12, 37, 2, 0, 0, 6, 43, 0, 39, 6, 0, 24, 113, 0, 0, 3, 9]",Handbook of Federal Aids to Communities. U.S. Department of
of,[],Handbook of Federal Aids to Communities. U.S. Department of
Funds,"[8, 4, 0, 0, 0, 0, 0, 0, 10, 0, 0, 36]",Handbook of Federal Aids to Communities. U.S. Department of
takes,"[6, 2, 0, 6, 13, 0, 21, 5, 1, 0, 1, 0, 0, 7, 1, 3, 0, 18, 1, 1, 0, 5, 0, 0, 9, 0, 2, 0, 0, 4, 0, 1, 54, 7, 20, 6, 123, 22, 0, 0, 80, 10, 3, 5, 0, 17, 5, 5, 9, 3, 16, 20, 10, 492, 2, 0, 5, 14, 0, 7, 16, 4, 6, 24, 0, 113, 0, 11, 4, 3, 1, 1]",Handbook of Federal Aids to Communities. U.S. Department of
cooperatives,"[0, 2]",Handbook of Federal Aids to Communities. U.S. Department of
As,"[0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 828, 4, 147, 0, 0, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Printing,"[3, 0, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
no,"[0, 50, 0, 266, 0]",Handbook of Federal Aids to Communities. U.S. Department of
firm,"[0, 5, 0, 0, 14, 3, 1, 0, 0, 0, 0, 0, 0, 11, 1, 0, 19, 74, 4, 0, 25]",Handbook of Federal Aids to Communities. U.S. Department of
5,"[0, 18, 0, 0, 0, 0, 35, 0, 0, 0, 1, 7, 0]",Handbook of Federal Aids to Communities. U.S. Department of
large,"[30, 0, 0, 0, 18, 61, 53, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Sales,"[0, 0, 12, 0, 4, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
contact,"[0, 3, 1, 0, 0, 0, 3, 0, 11, 0, 19, 0, 11, 0, 3, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Agriculture,"[0, 1, 0, 0, 0, 11, 0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
or,"[0, 0, 0, 1, 1, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
how,[],Handbook of Federal Aids to Communities. U.S. Department of
undertake,"[0, 6, 0, 2, 7, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
to,[],Handbook of Federal Aids to Communities. U.S. Department of
offers,"[0, 0, 3, 2, 16, 0, 90, 0, 0, 1, 0, 0, 1, 0, 12, 4, 11, 4]",Handbook of Federal Aids to Communities. U.S. Department of
ability,"[10, 58]",Handbook of Federal Aids to Communities. U.S. Department of
Government,"[3, 8, 0, 13, 4, 0, 3, 0, 3]",Handbook of Federal Aids to Communities. U.S. Department of
weekly,"[0, 0, 0, 0, 0, 4]",Handbook of Federal Aids to Communities. U.S. Department of
prospects,"[3, 5, 12, 2, 6, 17, 8, 1, 17, 0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
courses,"[0, 2, 0, 39, 12, 6, 4, 74, 24, 4, 9, 12, 0, 43, 2]",Handbook of Federal Aids to Communities. U.S. Department of
location,"[19, 0, 1, 4, 1, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
New,"[0, 0, 38, 1, 5, 36, 3, 12, 92, 4, 4]",Handbook of Federal Aids to Communities. U.S. Department of
specified,"[7, 0, 10, 0, 0, 0, 2, 17, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 46]",Handbook of Federal Aids to Communities. U.S. Department of
Cleveland,"[0, 0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
conversion,"[0, 2, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
private,"[28, 0, 0, 10, 19]",Handbook of Federal Aids to Communities. U.S. Department of
installments,"[0, 0, 0, 0, 2]",Handbook of Federal Aids to Communities. U.S. Department of
assistance,"[1, 3, 7, 41]",Handbook of Federal Aids to Communities. U.S. Department of
areas,"[34, 0, 32, 0, 1, 0, 1, 9, 28, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Exploration,"[2, 0]",Handbook of Federal Aids to Communities. U.S. Department of
competitively,[0],Handbook of Federal Aids to Communities. U.S. Department of
Documents,"[1, 3, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
claims,"[4, 25, 80, 0, 0, 2, 7]",Handbook of Federal Aids to Communities. U.S. Department of
relating,"[3, 3, 0, 0, 0, 0, 11, 0, 0, 0, 5, 1, 0, 1, 2, 0]",Handbook of Federal Aids to Communities. U.S. Department of
request,"[11, 0, 4, 6, 2, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
serves,"[0, 0, 9, 41, 1, 1, 0, 0, 0, 25, 0, 12, 1, 0, 163, 6, 0, 0, 4, 19, 0]",Handbook of Federal Aids to Communities. U.S. Department of
below,"[2, 0, 0, 71, 0, 10, 0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Washington,"[0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
including,"[0, 9, 10]",Handbook of Federal Aids to Communities. U.S. Department of
especially,"[11, 0, 0, 14]",Handbook of Federal Aids to Communities. U.S. Department of
indirectly,[3],Handbook of Federal Aids to Communities. U.S. Department of
closely,"[27, 4, 18, 1, 5]",Handbook of Federal Aids to Communities. U.S. Department of
Mass.,[],Handbook of Federal Aids to Communities. U.S. Department of
record,"[0, 0, 21, 12, 0, 0, 0, 0, 0, 0, 44, 1, 0, 12, 0, 0, 1, 19, 0, 0, 2]",Handbook of Federal Aids to Communities. U.S. Department of
information,"[0, 4, 16, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
making,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 0, 127, 0, 0, 0, 1, 1, 0, 0, 0, 9, 0, 9, 0, 0, 123, 1, 80, 0, 51, 17, 6, 1, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 35, 113, 11, 1, 0, 16, 0, 21, 0, 9, 0]",Handbook of Federal Aids to Communities. U.S. Department of
sale,"[0, 0, 4, 0]",Handbook of Federal Aids to Communities. U.S. Department of
cities,"[0, 0, 44]",Handbook of Federal Aids to Communities. U.S. Department of
5-1/2,[],Handbook of Federal Aids to Communities. U.S. Department of
materials,"[0, 16, 2, 0, 5]",Handbook of Federal Aids to Communities. U.S. Department of
subjects,"[34, 1, 5, 29, 0, 1, 8, 25, 0, 0, 0, 5, 16, 7, 24, 0, 35, 0, 7]",Handbook of Federal Aids to Communities. U.S. Department of
Through,"[125, 32, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
field,"[34, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 25, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 5, 32, 7, 0, 0, 0, 24, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
currently,"[4, 3]",Handbook of Federal Aids to Communities. U.S. Department of
sufficient,[3],Handbook of Federal Aids to Communities. U.S. Department of
time,"[0, 1, 1, 0, 0, 0, 3, 0, 188]",Handbook of Federal Aids to Communities. U.S. Department of
concerns,"[8, 33, 0, 0, 31, 1, 0, 3, 0, 0, 0, 0, 11, 21, 1, 10, 0, 0, 1, 5]",Handbook of Federal Aids to Communities. U.S. Department of
firms,"[0, 11, 74, 0]",Handbook of Federal Aids to Communities. U.S. Department of
years,"[33, 0, 0, 0, 133, 12, 0, 36, 61, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
useful,"[0, 6, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Selling,"[4, 2, 16, 0, 5, 1, 20]",Handbook of Federal Aids to Communities. U.S. Department of
composed,"[1, 14, 0, 5, 3, 4, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
region,"[32, 47, 2, 9, 7]",Handbook of Federal Aids to Communities. U.S. Department of
cost,"[0, 17, 722, 21, 1]",Handbook of Federal Aids to Communities. U.S. Department of
percent,"[0, 1, 4, 0]",Handbook of Federal Aids to Communities. U.S. Department of
complete,"[3, 0, 0, 0, 0, 22, 0, 6, 4, 0, 3, 6, 12, 9, 2, 1, 0, 163, 3, 0, 0, 1, 0, 2, 0, 2, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Contact,"[0, 3, 1, 0, 0, 0, 3, 0, 11, 0, 19, 0, 11, 0, 3, 0]",Handbook of Federal Aids to Communities. U.S. Department of
owns,"[492, 4, 111]",Handbook of Federal Aids to Communities. U.S. Department of
advice,[4],Handbook of Federal Aids to Communities. U.S. Department of
Evidence,"[15, 39, 3, 3, 1, 0, 44, 8, 5, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
limitations,"[1, 0, 2]",Handbook of Federal Aids to Communities. U.S. Department of
future,"[0, 0, 37, 47, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
located,"[0, 4, 2, 2, 6, 19, 72, 1, 0, 46]",Handbook of Federal Aids to Communities. U.S. Department of
repayable,[0],Handbook of Federal Aids to Communities. U.S. Department of
coordinates,"[0, 0, 0, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
long-,[],Handbook of Federal Aids to Communities. U.S. Department of
spent,"[0, 9, 0, 0, 0, 0, 12, 0, 12, 4, 0, 0, 5]",Handbook of Federal Aids to Communities. U.S. Department of
product,"[0, 0, 11, 8, 1, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
alone,"[3, 3, 0, 1, 0, 3, 211, 11, 0, 10, 17, 2, 13, 0]",Handbook of Federal Aids to Communities. U.S. Department of
effect,"[0, 6, 5, 8, 16, 3, 14, 3, 27, 2, 27, 0, 0, 6, 0]",Handbook of Federal Aids to Communities. U.S. Department of
maintains,"[4, 17, 0, 3, 2, 35, 0, 0, 1, 5, 2, 1, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
methods,"[0, 11]",Handbook of Federal Aids to Communities. U.S. Department of
approved,"[3, 3, 1, 2, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Tex.,[],Handbook of Federal Aids to Communities. U.S. Department of
per,[],Handbook of Federal Aids to Communities. U.S. Department of
bank,"[0, 0, 0, 0, 7, 7, 0, 0, 0, 1, 0, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Division,"[47, 0, 0, 12, 0, 0, 0, 12, 0, 0, 3, 0]",Handbook of Federal Aids to Communities. U.S. Department of
analyzes,"[0, 5, 0, 0, 0, 24, 2, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
chance,"[3, 0, 0, 1, 3, 2, 0, 3, 15, 2, 55, 7, 3, 14, 10, 0, 17, 2]",Handbook of Federal Aids to Communities. U.S. Department of
have,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 18, 0, 4, 123, 80, 51, 17, 0, 6, 0, 1, 0, 3, 492, 4, 1, 0, 113, 2, 6]",Handbook of Federal Aids to Communities. U.S. Department of
available,"[18, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
substantially,"[0, 5, 82]",Handbook of Federal Aids to Communities. U.S. Department of
volume,"[11, 1, 4, 12, 0, 7]",Handbook of Federal Aids to Communities. U.S. Department of
trade,"[0, 4, 6, 0, 16, 3, 0, 0, 7, 0, 0, 20, 0]",Handbook of Federal Aids to Communities. U.S. Department of
regional,[4],Handbook of Federal Aids to Communities. U.S. Department of
agriculture,"[0, 1, 0, 0, 0, 11, 0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
principally,"[3, 2, 0, 3, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Commerce,"[0, 2, 0, 0, 0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
York,"[20, 0]",Handbook of Federal Aids to Communities. U.S. Department of
undertook,"[0, 6, 0, 2, 7, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
each,"[0, 81, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
all,"[28, 2, 2, 24, 6, 352, 13]",Handbook of Federal Aids to Communities. U.S. Department of
personalized,"[2, 0, 0, 0, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
purchase,"[2, 21, 0]",Handbook of Federal Aids to Communities. U.S. Department of
determined,"[12, 9, 1, 13, 0, 55, 0, 2, 1, 0, 4, 0, 4, 1, 102, 1, 0, 12, 0, 6, 0, 6, 8, 0, 3, 46]",Handbook of Federal Aids to Communities. U.S. Department of
continuing,"[5, 16, 0, 35, 0, 0, 1, 8, 0, 0, 1, 0, 0, 13, 0, 0, 0, 13, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
contributing,"[0, 51, 1, 0, 9, 0, 0, 0, 20, 0, 0, 1, 18, 0, 4, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Chambers,"[0, 0, 6, 0, 0, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
enterprises,"[0, 0, 2, 0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Services,"[0, 1, 0, 3, 0, 0, 0, 19, 0, 8, 0, 0, 0, 9, 0, 41, 0]",Handbook of Federal Aids to Communities. U.S. Department of
$4,[],Handbook of Federal Aids to Communities. U.S. Department of
Purchasing,"[21, 2, 1, 4]",Handbook of Federal Aids to Communities. U.S. Department of
operating,"[0, 127, 2, 90, 0, 1, 3, 0, 4, 0, 38, 0, 0, 43, 6, 0]",Handbook of Federal Aids to Communities. U.S. Department of
establish,"[59, 0, 3, 3, 0, 1, 13, 0, 21, 51, 44, 0, 1, 1, 113, 3, 9, 8, 0]",Handbook of Federal Aids to Communities. U.S. Department of
bid,"[25, 23, 1, 17, 0, 1, 0, 0, 4, 2, 1, 8, 11, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
economic,"[0, 5]",Handbook of Federal Aids to Communities. U.S. Department of
general,"[1, 0, 0, 0, 0, 1, 0, 9, 32]",Handbook of Federal Aids to Communities. U.S. Department of
usually,"[18, 0, 1, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
properties,"[0, 9, 1, 72, 10, 2, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Angeles,[],Handbook of Federal Aids to Communities. U.S. Department of
Cooperatives,"[0, 2]",Handbook of Federal Aids to Communities. U.S. Department of
cover,"[6, 1, 0, 0, 29, 3, 1, 0, 0, 0, 2, 0, 5, 1, 0, 1, 0, 0, 8, 10, 0, 0, 0, 0, 2, 8, 3, 20, 0, 0, 0, 13, 0, 4, 3, 1, 0, 0, 6, 0, 0, 0, 0, 6, 0, 162, 1, 2, 0, 0, 4]",Handbook of Federal Aids to Communities. U.S. Department of
wish,"[0, 51, 0, 0, 17, 11, 21, 1, 176, 4]",Handbook of Federal Aids to Communities. U.S. Department of
Under,"[71, 10, 0]",Handbook of Federal Aids to Communities. U.S. Department of
opportunity,"[7, 17]",Handbook of Federal Aids to Communities. U.S. Department of
ordinarily,"[18, 0, 1, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
helpful,[3],Handbook of Federal Aids to Communities. U.S. Department of
program,"[0, 0, 0, 2, 0, 2, 0, 27, 0, 0, 0, 15]",Handbook of Federal Aids to Communities. U.S. Department of
certain,"[1, 42, 42]",Handbook of Federal Aids to Communities. U.S. Department of
Small,"[3, 67, 4, 0, 0, 20, 4, 4, 1, 0, 99, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Available,"[18, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
small,"[3, 67, 4, 0, 0, 20, 4, 4, 1, 0, 99, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
maturity,"[0, 2, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
criteria,"[10, 8, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
outlined,"[0, 0, 0, 1, 1, 2, 2, 7]",Handbook of Federal Aids to Communities. U.S. Department of
applies,"[0, 7, 0, 66, 51, 17, 6, 0, 0, 0, 1, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
through,"[125, 32, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
obtained,"[1, 17, 55, 5, 7, 2, 123]",Handbook of Federal Aids to Communities. U.S. Department of
36-A,[],Handbook of Federal Aids to Communities. U.S. Department of
either,[29],Handbook of Federal Aids to Communities. U.S. Department of
minerals,[1],Handbook of Federal Aids to Communities. U.S. Department of
aid,"[1, 0, 0, 0, 17, 21, 3, 7, 41]",Handbook of Federal Aids to Communities. U.S. Department of
cooperative,"[0, 0, 0, 0, 2, 2]",Handbook of Federal Aids to Communities. U.S. Department of
Va.,[],Handbook of Federal Aids to Communities. U.S. Department of
applied,"[0, 7, 0, 66, 51, 17, 6, 0, 0, 0, 1, 0, 0, 7]",Handbook of Federal Aids to Communities. U.S. Department of
Participation,"[0, 1, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
regulations,"[8, 0, 0, 0, 3, 0]",Handbook of Federal Aids to Communities. U.S. Department of
working,"[0, 1, 23, 13, 18, 127, 0, 0, 0, 0, 0, 0, 5, 1, 1, 0, 1, 0, 0, 22, 90, 0, 0, 3, 12, 37, 12, 2, 2, 43, 6, 9, 39, 17, 6, 0, 113, 0, 0, 3, 0]",Handbook of Federal Aids to Communities. U.S. Department of
capital,"[0, 0, 0, 61, 0, 3, 0, 15, 0, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
it,"[0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
appropriate,"[6, 3, 0, 0, 1, 0, 12, 2]",Handbook of Federal Aids to Communities. U.S. Department of
development,"[23, 13, 0, 0, 0, 8, 1, 0, 3]",Handbook of Federal Aids to Communities. U.S. Department of
Atlanta,"[8, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
borrowed,"[0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
prospective,[3],Handbook of Federal Aids to Communities. U.S. Department of
Property,"[0, 9, 1, 72, 10, 2, 1]",Handbook of Federal Aids to Communities. U.S. Department of
changes,"[5, 6, 34, 1, 7, 0, 3, 0, 5, 10, 0, 1, 0, 10, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Administrative,[1],Handbook of Federal Aids to Communities. U.S. Department of
installations,"[0, 0, 0, 0, 2, 3, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Government's,[],Handbook of Federal Aids to Communities. U.S. Department of
year,"[0, 61, 12, 0]",Handbook of Federal Aids to Communities. U.S. Department of
locating,"[19, 0, 0, 1, 4, 1, 4, 2, 2, 0, 0, 72, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Francisco,[],Handbook of Federal Aids to Communities. U.S. Department of
job,"[39, 0, 1, 0, 0, 5, 24, 0, 7, 0, 36, 0, 0, 31]",Handbook of Federal Aids to Communities. U.S. Department of
economy,"[2, 2, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
kept,"[0, 35, 7, 4, 0, 1, 0, 0, 0, 0, 28, 4, 13, 17, 1, 5, 0, 0, 0, 0, 1, 2, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
10-year,[],Handbook of Federal Aids to Communities. U.S. Department of
national,"[8, 25, 54, 0, 4]",Handbook of Federal Aids to Communities. U.S. Department of
registered,"[2, 3, 0, 21, 1, 19, 44]",Handbook of Federal Aids to Communities. U.S. Department of
purchasing,"[21, 2, 1, 4]",Handbook of Federal Aids to Communities. U.S. Department of
serving,"[0, 9, 41, 1, 1, 4, 0, 0, 1, 0, 25, 0, 12, 1, 0, 163, 6, 0, 4, 19, 4, 0]",Handbook of Federal Aids to Communities. U.S. Department of
when,[],Handbook of Federal Aids to Communities. U.S. Department of
often,"[0, 1, 3, 47, 111, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
disposal,"[0, 0, 2, 8, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Ohio,"[0, 0, 2, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Direct,"[6, 0, 12, 73, 0, 0, 0, 10, 0, 2, 0, 4, 0, 80, 3, 0, 72, 16, 20, 0, 5, 0, 4, 0, 37, 7, 0, 0, 16, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
operate,"[0, 127, 90, 1, 3, 0, 0, 38, 0, 0, 43, 6, 0]",Handbook of Federal Aids to Communities. U.S. Department of
enough,"[0, 9, 4, 76, 12]",Handbook of Federal Aids to Communities. U.S. Department of
personal,[25],Handbook of Federal Aids to Communities. U.S. Department of
certifies,"[15, 4, 3, 3, 0, 1, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
intended,"[0, 65, 0, 1, 2, 1, 37, 0, 10]",Handbook of Federal Aids to Communities. U.S. Department of
competitive,"[3, 0, 0, 2, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Act,"[23, 3, 0, 6, 127, 0, 42, 0, 1, 22, 0, 37, 0, 0, 163, 24, 0, 5, 19, 0]",Handbook of Federal Aids to Communities. U.S. Department of
form,"[0, 0, 74, 13, 0, 0, 10, 0, 127, 0, 1, 1, 0, 0, 0, 0, 0, 12, 0, 0, 4, 1, 0, 1, 22, 0, 0, 0, 0, 19, 3, 0, 0, 57, 39, 8, 12, 5, 4, 113, 0, 6, 0, 0, 18, 3, 9, 1]",Handbook of Federal Aids to Communities. U.S. Department of
arise,"[0, 0, 10, 0, 12, 1, 2, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
"$350,000",[],Handbook of Federal Aids to Communities. U.S. Department of
nothing,"[0, 0, 0, 0, 0, 0, 0, 38, 3, 0, 0, 13, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
adaptable,[0],Handbook of Federal Aids to Communities. U.S. Department of
sound,"[0, 0, 0, 4, 0, 18, 0, 1, 0, 4, 4, 90, 30, 0, 0, 0, 11, 0, 25, 0, 0, 0, 134]",Handbook of Federal Aids to Communities. U.S. Department of
farmers',[],Handbook of Federal Aids to Communities. U.S. Department of
with,[],Handbook of Federal Aids to Communities. U.S. Department of
encourage,"[1, 18, 0, 3, 2]",Handbook of Federal Aids to Communities. U.S. Department of
concern,"[8, 33, 0, 0, 31, 1, 0, 3, 0, 0, 0, 0, 11, 21, 1, 10, 0, 0, 1, 5]",Handbook of Federal Aids to Communities. U.S. Department of
