horizon,"[0, 0, 17, 0, 7, 0, 0, 0]",Stranger in a Strange Land.
l'Osservatore,[],Stranger in a Strange Land.
know,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]",Stranger in a Strange Land.
spot-promoted,[],Stranger in a Strange Land.
Man,"[0, 8, 0, 96, 0, 4, 7, 0, 0, 11, 0, 1, 0, 49, 0, 173, 0, 0, 0, 0, 6, 11]",Stranger in a Strange Land.
hour,"[0, 15, 0, 0, 5]",Stranger in a Strange Land.
party,"[15, 0, 14]",Stranger in a Strange Land.
Antares,[1],Stranger in a Strange Land.
entirely,"[3, 28, 2, 3, 2, 24, 211, 6, 17, 352, 13]",Stranger in a Strange Land.
Muslim,"[0, 0, 1]",Stranger in a Strange Land.
reported,"[6, 8, 13, 8, 12]",Stranger in a Strange Land.
brush,"[0, 9, 0, 0, 0, 0, 3, 1, 0, 0, 0]",Stranger in a Strange Land.
we'll,[],Stranger in a Strange Land.
free,"[1, 0, 4, 0, 0, 0, 0, 7, 4, 0, 0, 2, 1, 22, 0, 3, 0, 5, 7, 0, 2, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 4]",Stranger in a Strange Land.
Heaven,"[0, 0, 2, 1, 0, 0, 1]",Stranger in a Strange Land.
too,"[0, 0, 2, 121, 118, 3, 1, 0]",Stranger in a Strange Land.
four,"[0, 24, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Stranger in a Strange Land.
jewel,"[0, 1, 1, 0]",Stranger in a Strange Land.
seeing,"[0, 12, 0, 49, 8, 17, 3, 0, 0, 55, 0, 0, 11, 2, 6, 4, 0, 5, 38, 4, 0, 1, 4, 0, 3, 0, 0, 13, 0, 1, 8, 0, 0, 7, 10, 0, 102, 7, 1, 0, 13, 0, 0, 0, 22, 20, 2, 0, 0, 0, 0, 17, 15, 6, 19, 59, 4, 0, 0, 0]",Stranger in a Strange Land.
period,"[37, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18]",Stranger in a Strange Land.
Are,"[3, 11, 0, 1, 722, 0, 12, 0, 21, 479, 0, 26, 6, 6]",Stranger in a Strange Land.
ancient,"[8, 0]",Stranger in a Strange Land.
Food,"[0, 13, 1, 0, 0]",Stranger in a Strange Land.
struggling,"[5, 0, 10, 0, 7, 0, 1, 5, 0, 0]",Stranger in a Strange Land.
crime,"[0, 0, 0, 0, 0, 4]",Stranger in a Strange Land.
but,"[25, 211, 115, 11, 409]",Stranger in a Strange Land.
answered,"[1, 25, 1, 3, 1, 9, 163]",Stranger in a Strange Land.
hesitated,"[3, 0, 0, 2]",Stranger in a Strange Land.
called,"[6, 0, 0, 12, 2, 31, 0, 9, 1, 4, 0, 1, 8, 0, 4, 10, 0, 0, 0, 25, 11, 0, 5, 0, 0, 2]",Stranger in a Strange Land.
face,"[0, 41, 0, 1, 0, 0, 0, 36, 14, 0, 61, 0, 8, 0, 59, 5, 35, 62, 3, 0]",Stranger in a Strange Land.
Mr.,"[4, 70, 0]",Stranger in a Strange Land.
patience,"[0, 0, 0, 4]",Stranger in a Strange Land.
on,"[839, 37]",Stranger in a Strange Land.
Everest,"[0, 1, 0]",Stranger in a Strange Land.
It,"[0, 0]",Stranger in a Strange Land.
grokked,[],Stranger in a Strange Land.
friendly,"[1, 0, 7]",Stranger in a Strange Land.
list,"[1, 42, 31, 2, 1, 1, 2, 2, 21]",Stranger in a Strange Land.
age,"[33, 0, 2, 0, 0, 0, 0, 133, 0, 0, 0]",Stranger in a Strange Land.
Mars,"[1, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 21]",Stranger in a Strange Land.
for,[],Stranger in a Strange Land.
asked,"[22, 0, 80, 1, 0, 5, 0, 15, 0, 54, 6, 14]",Stranger in a Strange Land.
calm,"[0, 0, 6, 0, 0, 0, 0, 0, 0, 103, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11, 4]",Stranger in a Strange Land.
Kiss,"[0, 0, 1, 0, 0, 0]",Stranger in a Strange Land.
ignored,"[20, 0, 0, 5, 0, 1, 1, 0, 0, 0, 0, 3, 0]",Stranger in a Strange Land.
usually,"[18, 0, 1, 1, 0]",Stranger in a Strange Land.
their,[],Stranger in a Strange Land.
word,"[37, 0, 0, 0, 0, 3, 4, 1, 0, 0, 2, 1, 4, 7, 0, 4, 1, 11, 0, 0, 2, 1, 0, 0, 0, 0]",Stranger in a Strange Land.
barefoot,"[1, 0, 0]",Stranger in a Strange Land.
you're,[],Stranger in a Strange Land.
seen,"[0, 12, 0, 49, 8, 17, 3, 0, 0, 55, 0, 0, 11, 2, 6, 4, 0, 5, 38, 4, 1, 4, 0, 3, 0, 0, 13, 1, 8, 0, 7, 10, 0, 102, 7, 1, 0, 0, 0, 22, 20, 2, 0, 0, 0, 0, 17, 15, 6, 19, 59, 4, 0, 0, 0]",Stranger in a Strange Land.
a,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]",Stranger in a Strange Land.
ahead,"[0, 0, 123, 1, 0, 0, 9, 0, 0, 0, 0, 9, 14]",Stranger in a Strange Land.
together,"[0, 0, 30]",Stranger in a Strange Land.
approaching,"[0, 11, 23, 0, 0, 0, 0, 3, 26, 0, 0, 0, 0, 6]",Stranger in a Strange Land.
trip,"[0, 0, 0, 12, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 4, 0, 6, 0, 0]",Stranger in a Strange Land.
outside,"[0, 29, 4, 0, 8, 5, 0, 0, 0, 1, 40, 2]",Stranger in a Strange Land.
three,"[0, 0, 0, 0, 0, 0, 0, 56, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
could,[],Stranger in a Strange Land.
cusp,"[0, 2]",Stranger in a Strange Land.
actions,"[0, 0, 0, 1, 0, 0, 0, 0, 52, 0, 0, 12, 0, 0, 0, 8, 1, 0]",Stranger in a Strange Land.
identical,"[0, 0, 5, 0, 0, 81]",Stranger in a Strange Land.
ABC,"[1, 0, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
finished,"[51, 0, 0, 10, 0, 0, 0, 3, 0, 0, 0, 2, 22, 0, 18]",Stranger in a Strange Land.
arrive,"[84, 3, 0, 0, 0, 123]",Stranger in a Strange Land.
here,"[0, 96, 0, 12]",Stranger in a Strange Land.
able,"[0, 7, 29]",Stranger in a Strange Land.
off,"[0, 2, 0, 1, 21, 0, 0, 9, 1, 40, 54, 102, 7]",Stranger in a Strange Land.
of,[],Stranger in a Strange Land.
said,"[1, 0, 12, 39, 21, 0, 70, 0, 34, 0, 0, 0, 49, 0, 0, 316, 0]",Stranger in a Strange Land.
But,"[25, 211, 115, 11, 409]",Stranger in a Strange Land.
Dawn,"[0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
stood,"[0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 5, 3, 6, 0, 0, 0, 13]",Stranger in a Strange Land.
wings,"[3, 1, 0, 0, 0, 3, 2, 0, 0, 5]",Stranger in a Strange Land.
she,[],Stranger in a Strange Land.
bothered,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]",Stranger in a Strange Land.
As,"[0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 828, 4, 147, 0, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
Hills,"[6, 0, 0, 0, 3, 0, 2, 0]",Stranger in a Strange Land.
Thou,"[5, 5, 10, 0, 3, 0, 0, 0, 4, 0]",Stranger in a Strange Land.
square,"[0, 0, 0, 0, 1, 1, 0, 0, 16, 0, 8, 2, 14, 0, 1]",Stranger in a Strange Land.
student,"[0, 3, 0, 0, 14, 0]",Stranger in a Strange Land.
miracle,[2],Stranger in a Strange Land.
no,"[0, 50, 0, 266, 0]",Stranger in a Strange Land.
do,"[1, 0, 3, 0, 0, 0, 9, 18, 0, 0, 84, 0, 5, 0, 0, 1, 6, 22, 0, 6, 25, 0, 0, 1, 163, 0, 0, 3, 113, 46]",Stranger in a Strange Land.
BCD,[],Stranger in a Strange Land.
self,"[2, 7]",Stranger in a Strange Land.
parlor,"[0, 0, 0, 4, 0, 0]",Stranger in a Strange Land.
Sunday,"[0, 0, 10, 0, 0, 1]",Stranger in a Strange Land.
rolling,"[0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 21, 11, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0, 4, 12, 3, 0, 0, 7, 3]",Stranger in a Strange Land.
than,[],Stranger in a Strange Land.
poet,[5],Stranger in a Strange Land.
fool,"[0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0]",Stranger in a Strange Land.
worship,"[1, 0, 0, 0, 0, 4]",Stranger in a Strange Land.
or,"[0, 0, 0, 1, 1, 0, 0]",Stranger in a Strange Land.
how,[],Stranger in a Strange Land.
Beverly,[],Stranger in a Strange Land.
came,"[0, 1, 0, 12, 0, 3, 0, 84, 42, 3, 3, 0, 123, 0, 20, 22, 0, 163, 0, 11]",Stranger in a Strange Land.
room,"[123, 15, 31, 0]",Stranger in a Strange Land.
had,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 18, 0, 4, 123, 80, 51, 17, 0, 6, 1, 3, 492, 4, 1, 0, 113, 2, 6]",Stranger in a Strange Land.
think,"[65, 14, 0, 0, 0, 0, 0, 12, 0, 37, 10, 12, 2, 31, 15, 5, 0, 0, 0]",Stranger in a Strange Land.
grok,"[5, 1, 3, 0, 1, 0, 0, 0]",Stranger in a Strange Land.
brothers,"[16, 1, 0, 1, 0, 1, 0, 0, 0]",Stranger in a Strange Land.
simply,"[2, 25, 211, 115, 11, 409]",Stranger in a Strange Land.
tears,"[0, 5, 4, 8, 3, 0, 1, 0, 0, 1, 1, 7, 0, 0, 5, 2, 1, 1, 0, 0, 2, 0, 0]",Stranger in a Strange Land.
to,[],Stranger in a Strange Land.
knew,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]",Stranger in a Strange Land.
gave,"[13, 13, 3, 36, 4, 38, 0, 3, 0, 1, 0, 1, 0, 3, 10, 1, 7, 1, 51, 6, 0, 17, 6, 0, 2, 0, 12, 0, 1, 492, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11]",Stranger in a Strange Land.
earlier,"[0, 183, 123, 4, 10, 41, 3, 17, 4, 0, 0]",Stranger in a Strange Land.
Tibetan,[1],Stranger in a Strange Land.
duck,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
heart,"[0, 0, 15, 5, 1, 0, 0, 0, 0, 20, 0, 0, 2, 23, 2, 0, 0, 1, 14, 0, 3, 0, 0, 0, 1, 2, 1, 0, 3, 2, 0, 11]",Stranger in a Strange Land.
match,"[2, 14, 0, 0, 0, 4, 3, 0, 0, 12, 8, 11, 0, 0, 2, 1, 0, 0, 2, 0, 3, 6, 19, 11, 1, 2, 0, 0, 0]",Stranger in a Strange Land.
tiny,"[0, 0, 0, 10, 0, 0, 0]",Stranger in a Strange Land.
submit,"[5, 80, 0, 1, 1, 25, 0, 0, 0, 0, 49, 1, 36, 0, 0, 0, 0]",Stranger in a Strange Land.
Now,"[12, 28, 12, 0, 0, 0, 0, 1, 3, 0, 129, 0, 2]",Stranger in a Strange Land.
listened,"[50, 15, 0, 5, 0]",Stranger in a Strange Land.
blue,"[0, 1, 3, 5, 146, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 31, 1, 0, 0, 1, 0, 0, 0, 0]",Stranger in a Strange Land.
angelic,"[0, 0, 0, 2, 0, 4, 0, 0, 1]",Stranger in a Strange Land.
Fine,"[0, 22, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0]",Stranger in a Strange Land.
many,[94],Stranger in a Strange Land.
On,"[839, 37]",Stranger in a Strange Land.
felt,"[49, 8, 0, 1, 0, 0, 40, 55, 0, 37, 49, 0, 0]",Stranger in a Strange Land.
little,"[0, 0, 3, 67, 0, 0, 0, 0, 28, 0, 1, 3, 99, 0]",Stranger in a Strange Land.
Jubal's,[],Stranger in a Strange Land.
immediate,"[9, 1, 0, 13, 1]",Stranger in a Strange Land.
underwater,"[0, 0, 0, 0, 2]",Stranger in a Strange Land.
delighted,"[0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 1, 0, 1, 0, 5, 3]",Stranger in a Strange Land.
take,"[6, 2, 0, 6, 13, 0, 21, 5, 1, 0, 1, 0, 0, 7, 1, 3, 0, 18, 1, 1, 0, 5, 0, 0, 9, 0, 2, 0, 0, 4, 0, 1, 54, 7, 20, 6, 123, 22, 0, 0, 80, 10, 3, 5, 0, 17, 5, 5, 9, 3, 16, 20, 10, 492, 2, 0, 5, 14, 0, 7, 16, 4, 6, 24, 0, 113, 0, 11, 4, 3, 1, 1]",Stranger in a Strange Land.
India,"[3, 0, 0]",Stranger in a Strange Land.
meditations,"[1, 1]",Stranger in a Strange Land.
answer,"[10, 27, 1, 25, 1, 8, 3, 1, 0, 8, 9, 163]",Stranger in a Strange Land.
request,"[11, 0, 4, 6, 2, 0, 0]",Stranger in a Strange Land.
midnight,[7],Stranger in a Strange Land.
they,[],Stranger in a Strange Land.
United,"[0, 5, 2, 3, 0, 0, 3, 4, 0, 5]",Stranger in a Strange Land.
left,"[0, 0, 218, 0, 16, 0, 2, 2, 9, 0, 12, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 20, 0, 1, 0, 0, 6, 41, 32, 0]",Stranger in a Strange Land.
cast,"[0, 3, 0, 0, 13, 0, 6, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 9, 0, 0, 2, 21, 0, 0, 2, 51, 0, 1, 0, 6, 0, 1, 0, 1, 0, 39, 9, 5, 4, 0, 0, 0, 1, 3, 0, 7, 3, 0]",Stranger in a Strange Land.
sooner,"[1, 0, 3, 17, 40, 0]",Stranger in a Strange Land.
me,"[0, 0, 0]",Stranger in a Strange Land.
asleep,"[0, 0, 0, 0, 8, 4, 25, 0]",Stranger in a Strange Land.
halo,"[0, 5, 12, 0, 0, 2, 0, 0, 0, 0]",Stranger in a Strange Land.
stepped,"[0, 0, 12, 1, 0, 0, 0, 5]",Stranger in a Strange Land.
Record,"[0, 0, 21, 12, 0, 0, 0, 0, 0, 0, 44, 1, 0, 12, 0, 0, 1, 19, 0, 0, 2]",Stranger in a Strange Land.
suspicion,"[0, 0, 0, 0, 5, 0, 0]",Stranger in a Strange Land.
time,"[0, 1, 1, 0, 0, 0, 3, 0, 188]",Stranger in a Strange Land.
field,"[34, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 25, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 5, 32, 7, 0, 0, 0, 24, 0, 0, 0, 0]",Stranger in a Strange Land.
then,"[177, 228, 0, 0]",Stranger in a Strange Land.
troubled,"[1, 0, 0, 32, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 20, 0, 4, 0, 0, 0, 0, 3, 0]",Stranger in a Strange Land.
shall,[],Stranger in a Strange Land.
Mike,"[1, 0]",Stranger in a Strange Land.
fine,"[0, 22, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0]",Stranger in a Strange Land.
militant,"[3, 0, 0, 2, 0, 1, 0, 0]",Stranger in a Strange Land.
legal,"[0, 4, 25]",Stranger in a Strange Land.
Taught,"[4, 4, 0]",Stranger in a Strange Land.
Martians,[4],Stranger in a Strange Land.
Presently,"[4, 0, 2, 3, 20]",Stranger in a Strange Land.
defend,"[3, 0, 4, 17, 10, 0, 0, 2, 1, 5, 6, 13]",Stranger in a Strange Land.
Happy,"[1, 4, 0, 19]",Stranger in a Strange Land.
differently,"[0, 3, 5]",Stranger in a Strange Land.
AB,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
Her,[],Stranger in a Strange Land.
crystal,"[0, 1, 0, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
future,"[0, 0, 37, 47, 0, 0, 0]",Stranger in a Strange Land.
spent,"[0, 9, 0, 0, 0, 0, 12, 0, 12, 4, 0, 0, 5]",Stranger in a Strange Land.
oxygen,"[0, 4, 2]",Stranger in a Strange Land.
alone,"[3, 3, 0, 1, 0, 3, 211, 11, 0, 10, 17, 2, 13, 0]",Stranger in a Strange Land.
table,"[0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 15, 0, 0]",Stranger in a Strange Land.
just,"[4, 4, 25, 5, 211, 13, 1, 1, 11, 115, 7, 11, 0, 134, 409, 15]",Stranger in a Strange Land.
Miss,"[0, 9, 0, 51, 10, 0, 1, 3, 1, 0, 0, 0, 0, 0, 7, 8, 9, 0]",Stranger in a Strange Land.
purses,"[2, 1, 0, 1, 0]",Stranger in a Strange Land.
Times,"[29, 0, 1, 1, 0, 0, 0, 3, 0, 0, 188]",Stranger in a Strange Land.
plan,"[18, 0, 0, 0, 27, 6, 0, 15]",Stranger in a Strange Land.
following,"[12, 2, 0, 0, 47, 0, 2, 2, 4, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 1, 0, 0, 3, 3, 0, 0, 2, 11, 0, 722, 0, 0]",Stranger in a Strange Land.
over,"[163, 0, 0, 0, 1, 22, 6]",Stranger in a Strange Land.
Oh,"[0, 2, 0]",Stranger in a Strange Land.
arms,"[0, 3, 0, 1, 19, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 2, 18, 0]",Stranger in a Strange Land.
words,"[37, 0, 0, 0, 2, 0, 0, 3, 4, 1, 0, 0, 0, 2, 1, 4, 25, 0, 7, 1, 0, 4, 1, 3, 18, 11, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
attraction,"[0, 0, 0, 1, 0, 9, 0, 0, 0]",Stranger in a Strange Land.
go,"[0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 83, 1, 26, 0, 3, 0, 127, 0, 0, 0, 1, 0, 0, 8, 0, 0, 0, 0, 0, 123, 0, 0, 3, 3, 33, 0, 0, 90, 0, 0, 0, 0, 3, 0, 37, 0, 0, 0, 12, 11, 20, 6, 19, 0, 43, 6, 1, 0, 0, 0, 6, 19, 0, 0, 2, 25, 0, 19, 1, 17, 5, 11]",Stranger in a Strange Land.
flowers,"[4, 1, 0, 1, 0, 1, 0, 0]",Stranger in a Strange Land.
idea,"[0, 1, 50, 0, 31, 0, 7, 67, 3]",Stranger in a Strange Land.
subject,"[34, 7, 1, 2, 38, 5, 29, 0, 1, 8, 25, 0, 0, 0, 5, 16, 7, 24, 0, 35, 0, 7]",Stranger in a Strange Land.
floods,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2]",Stranger in a Strange Land.
assume,"[6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 80, 9, 3, 7, 0, 0, 0, 6, 0, 0]",Stranger in a Strange Land.
now,"[12, 28, 12, 0, 0, 0, 0, 1, 3, 0, 129, 0, 2]",Stranger in a Strange Land.
have,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 18, 0, 4, 123, 80, 51, 17, 0, 6, 0, 1, 0, 3, 492, 4, 1, 0, 113, 2, 6]",Stranger in a Strange Land.
yoga,[1],Stranger in a Strange Land.
male,"[0, 0, 2, 0, 0, 0, 0]",Stranger in a Strange Land.
lights,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 2, 0, 20, 0, 3, 47, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
her,[],Stranger in a Strange Land.
lay,"[19, 51, 8, 1, 16, 2, 29, 0, 0, 1, 0, 0, 72, 0, 46, 0, 0]",Stranger in a Strange Land.
I'm,[],Stranger in a Strange Land.
God,"[0, 4, 0, 0, 59, 2, 0, 1]",Stranger in a Strange Land.
each,"[0, 81, 0, 0, 0]",Stranger in a Strange Land.
quiet,"[1, 0, 6, 0, 2, 0, 0, 1, 0, 6, 0, 0, 103, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 10, 11]",Stranger in a Strange Land.
kissed,"[0, 0, 0, 1]",Stranger in a Strange Land.
events,"[6, 5, 8, 16, 27, 35, 27, 0]",Stranger in a Strange Land.
all,"[28, 2, 2, 24, 6, 352, 13]",Stranger in a Strange Land.
announced,"[0, 0, 0, 0, 1, 3, 1, 0, 14]",Stranger in a Strange Land.
strong,"[33, 0, 11, 3, 1, 3, 0, 0, 0, 14, 11, 25, 0]",Stranger in a Strange Land.
comfortable,"[0, 1, 0, 0, 1, 0, 0, 16, 5]",Stranger in a Strange Land.
elevation,"[0, 2, 4, 2, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",Stranger in a Strange Land.
whom,[],Stranger in a Strange Land.
First,"[0, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 169, 20, 0, 1, 19, 4, 0, 0, 0]",Stranger in a Strange Land.
my,[],Stranger in a Strange Land.
he'll,[],Stranger in a Strange Land.
promoted,"[1, 18, 7, 0, 0, 3, 4, 0, 0, 0, 0, 2]",Stranger in a Strange Land.
Otherwise,"[0, 3, 5]",Stranger in a Strange Land.
nests,"[0, 0, 0, 0, 0, 1]",Stranger in a Strange Land.
didn't,[],Stranger in a Strange Land.
secret,"[2, 0, 0, 1, 1, 19, 2, 0, 0, 0, 0, 10, 0, 3, 0, 0, 0, 0, 0, 4, 2, 0, 0, 1]",Stranger in a Strange Land.
jumping,"[10, 1, 0, 0, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 19, 19, 0, 0, 7]",Stranger in a Strange Land.
beautiful,[16],Stranger in a Strange Land.
saved,"[2, 0, 14, 0, 1, 35, 6, 0, 0, 0, 6, 4, 5, 0, 0, 0, 1, 0, 0, 0, 0, 1]",Stranger in a Strange Land.
denunciations,"[0, 1]",Stranger in a Strange Land.
question,"[0, 33, 0, 0, 0, 0, 0, 14, 73, 0, 3, 11, 0, 0, 0, 2, 6]",Stranger in a Strange Land.
examined,"[18, 0, 102, 0, 5, 22, 0, 24, 2, 1, 3, 0, 8]",Stranger in a Strange Land.
ago,"[39, 0]",Stranger in a Strange Land.
Universe,"[4, 7, 0, 96, 20, 0, 0, 22]",Stranger in a Strange Land.
corporate,"[0, 2, 3, 0, 0, 1, 1]",Stranger in a Strange Land.
workers,"[0, 0, 0, 0, 4]",Stranger in a Strange Land.
deep,"[0, 0, 15, 9, 0, 7, 0, 4, 0, 0, 30, 13, 0, 0, 3]",Stranger in a Strange Land.
bother,"[0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 3, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3]",Stranger in a Strange Land.
grow,"[2, 10, 0, 12, 1, 7, 0, 48, 12, 37, 3, 16, 0, 0, 123]",Stranger in a Strange Land.
chain,"[0, 0, 0, 0, 1, 0, 3, 0, 4, 21, 0, 0, 0]",Stranger in a Strange Land.
lavishly,"[0, 2, 2]",Stranger in a Strange Land.
helpful,[3],Stranger in a Strange Land.
preliminary,"[0, 4, 0, 0]",Stranger in a Strange Land.
certain,"[1, 42, 42]",Stranger in a Strange Land.
quickening,"[1, 0, 1, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 14, 1]",Stranger in a Strange Land.
Short,"[0, 0, 1, 8, 0, 20, 0, 2, 0, 0, 99, 6, 2, 47, 0, 0, 0, 0, 0, 28, 4, 0, 27, 0]",Stranger in a Strange Land.
Repeating,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 13, 0, 1, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
date,"[0, 7, 102, 0, 3, 0, 0, 0, 0, 0]",Stranger in a Strange Land.
shifting,"[1, 1, 6, 34, 2, 0, 7, 0, 0, 0, 0, 1, 2, 0, 0, 1, 3, 0]",Stranger in a Strange Land.
through,"[125, 32, 0, 0]",Stranger in a Strange Land.
breathlessly,[1],Stranger in a Strange Land.
colossal,"[1, 0, 0]",Stranger in a Strange Land.
forward,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 9, 0, 0, 9, 14, 0]",Stranger in a Strange Land.
language,"[0, 0, 25, 0, 0, 0, 1, 1, 0, 0, 3, 18, 0]",Stranger in a Strange Land.
discipline,"[0, 34, 7, 17, 25, 6, 24, 0, 0, 0, 8, 0, 0, 5]",Stranger in a Strange Land.
wasn't,[],Stranger in a Strange Land.
setup,"[2, 2, 0]",Stranger in a Strange Land.
Shadow,"[0, 0, 3, 31, 0, 0, 3, 0, 0, 1, 3, 0, 0, 1, 0, 0, 8]",Stranger in a Strange Land.
temperature,[2],Stranger in a Strange Land.
eyes,"[0, 0, 15, 70, 0, 23, 0, 11, 20]",Stranger in a Strange Land.
less,"[0, 68, 0, 0]",Stranger in a Strange Land.
interrupted,"[0, 1, 0, 13, 0, 3, 1, 0, 0]",Stranger in a Strange Land.
it,"[0, 0]",Stranger in a Strange Land.
campaign,"[0, 16, 0, 0, 10, 11, 8, 11, 4, 0, 1, 0, 10, 18, 0, 43]",Stranger in a Strange Land.
unexplained,[1],Stranger in a Strange Land.
once,"[0, 0, 0, 53, 0, 0, 0]",Stranger in a Strange Land.
advanced,"[0, 2, 0, 0, 0, 0, 0, 25, 16, 0, 0, 0, 3, 0, 3, 0, 0, 0, 1, 18, 0, 0, 6, 0, 0, 0, 0, 0, 0, 5, 0, 7, 0, 4, 2, 0]",Stranger in a Strange Land.
chelas,"[0, 0, 0, 0]",Stranger in a Strange Land.
explain,"[5, 7, 0]",Stranger in a Strange Land.
bet,"[23, 5, 0, 59, 7, 0, 0, 0, 4, 2]",Stranger in a Strange Land.
Day,"[1, 1, 56, 0, 0, 0, 0, 0, 0, 0, 7, 0]",Stranger in a Strange Land.
jackass,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",Stranger in a Strange Land.
Or,"[0, 0, 0, 1, 1, 0, 0]",Stranger in a Strange Land.
growing,"[10, 23, 13, 48, 12, 0, 2, 0, 12, 0, 123, 0, 8, 0, 37, 3, 1, 7, 1, 16, 0]",Stranger in a Strange Land.
incompletely,[1],Stranger in a Strange Land.
Check,"[12, 0, 4, 0, 0, 16, 0, 0, 13, 0, 0, 10, 0, 0, 0, 5, 38, 3, 0, 1, 3, 17, 0, 0, 8, 4, 0, 1, 1, 0, 7, 0, 1, 0, 1, 0, 0, 0, 3, 2, 102, 0, 0, 17, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 18, 5, 7, 4, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",Stranger in a Strange Land.
pending,[1],Stranger in a Strange Land.
nirvana,"[0, 0, 1, 0, 0, 1, 0]",Stranger in a Strange Land.
cosmic,[9],Stranger in a Strange Land.
