gash,"[0, 0, 20, 0]",Trail of the Tattered Star
bayonet,[0],Trail of the Tattered Star
cavalry,"[12, 0, 0]",Trail of the Tattered Star
clung,"[1, 0, 1, 0, 6, 3]",Trail of the Tattered Star
About,"[104, 2, 0, 23, 18, 0, 237, 182, 66, 85, 0, 0, 0, 3, 0, 0, 6]",Trail of the Tattered Star
panted,"[0, 0, 0, 0]",Trail of the Tattered Star
rifles,"[8, 90, 0, 1, 0, 0, 0, 17, 0, 0]",Trail of the Tattered Star
knees,"[6, 0, 0, 0, 0, 0]",Trail of the Tattered Star
wall,"[0, 0, 1, 0, 0, 0, 14, 12]",Trail of the Tattered Star
found,"[13, 0, 3, 3, 0, 7, 123, 3, 2, 1, 1, 7, 0, 21, 59, 3, 0, 1, 37, 5, 55, 0, 0, 0, 17, 102, 8, 0, 8, 1, 0, 1, 4, 14, 0, 0]",Trail of the Tattered Star
fell,"[0, 84, 0, 2, 0, 4, 6, 0, 0, 13, 1, 20, 0, 5, 3, 0, 3, 0, 1, 1, 0, 2, 1, 0, 47, 9, 20, 0, 1, 12, 0, 0, 0, 0]",Trail of the Tattered Star
This,[],Trail of the Tattered Star
Lew,[],Trail of the Tattered Star
built,"[0, 0, 0, 0, 9, 6, 0, 3, 11, 113]",Trail of the Tattered Star
duty,"[4, 0, 0, 3]",Trail of the Tattered Star
barricade,"[0, 1, 0, 0, 0, 15, 12, 18, 0]",Trail of the Tattered Star
An,"[0, 0]",Trail of the Tattered Star
safety,"[0, 13, 0, 4, 0, 8, 4, 0, 2]",Trail of the Tattered Star
erupted,"[0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 0, 0]",Trail of the Tattered Star
scuttled,"[0, 0, 0, 0]",Trail of the Tattered Star
Guerrillas,"[0, 0, 0, 0]",Trail of the Tattered Star
Favor,"[0, 0, 3, 7, 5, 0]",Trail of the Tattered Star
suddenly,"[0, 0, 28, 20, 0, 4, 27]",Trail of the Tattered Star
vicinity,"[7, 0, 0, 1, 3]",Trail of the Tattered Star
running,"[0, 2, 7, 0, 6, 0, 2, 1, 0, 0, 21, 0, 1, 0, 0, 7, 0, 3, 9, 2, 0, 0, 0, 0, 11, 0, 0, 1, 0, 19, 0, 5, 0, 43, 0, 0, 30, 17, 2, 4, 0, 74, 0, 9, 1, 9, 2, 127, 90, 0, 1, 0, 23, 12, 0, 20, 0, 2, 6, 15]",Trail of the Tattered Star
repeated,"[0, 0, 1, 5, 0, 0, 0, 1, 0, 0, 13, 0, 0, 11, 0, 0, 1, 0, 0]",Trail of the Tattered Star
and,[],Trail of the Tattered Star
Mike,"[1, 0]",Trail of the Tattered Star
fort,"[0, 1, 1, 0, 0]",Trail of the Tattered Star
Fiske,[],Trail of the Tattered Star
Are,"[479, 6, 21, 6, 0, 722, 12, 11, 0, 3, 26, 1, 0, 0]",Trail of the Tattered Star
go,"[5, 0, 0, 2, 6, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 11, 123, 0, 3, 0, 1, 0, 33, 26, 37, 83, 6, 0, 0, 19, 19, 0, 3, 0, 17, 0, 0, 43, 25, 0, 0, 0, 0, 1, 0, 0, 6, 0, 0, 11, 19, 127, 3, 90, 0, 0, 0, 12, 20, 13, 0, 0, 1, 0, 0]",Trail of the Tattered Star
ludicrous,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 4]",Trail of the Tattered Star
partially,"[47, 6, 6]",Trail of the Tattered Star
taken,"[2, 10, 1, 21, 1, 0, 20, 0, 80, 0, 4, 14, 0, 7, 3, 0, 7, 9, 1, 22, 113, 6, 2, 24, 1, 123, 18, 5, 0, 0, 6, 5, 3, 6, 5, 0, 11, 4, 1, 16, 0, 492, 10, 1, 3, 0, 9, 54, 5, 0, 5, 17, 0, 4, 0, 3, 28, 7, 20, 0, 1, 0, 5, 3, 0, 2, 0, 1]",Trail of the Tattered Star
rearing,"[3, 1, 4, 2, 0, 0, 10, 0, 7, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]",Trail of the Tattered Star
resisted,"[0, 5, 0, 1, 0, 0, 0, 0, 19, 0, 0, 2, 3, 1]",Trail of the Tattered Star
halted,"[0, 0, 17, 11, 0, 1, 15, 0, 18]",Trail of the Tattered Star
leaned,"[1, 1, 43, 2, 0, 1, 2, 1, 21, 1]",Trail of the Tattered Star
set,"[0, 0, 0, 6, 0, 0, 13, 1, 0, 1, 10, 72, 2, 0, 0, 0, 6, 0, 8, 0, 0, 0, 7, 0, 0, 0, 10, 2, 0, 0, 7, 0, 2, 0, 0, 19, 163, 0, 1, 0, 21, 12, 0, 0, 19, 0, 2, 8, 0, 0, 0, 46, 0, 0, 1, 0, 51, 4, 1, 9, 29]",Trail of the Tattered Star
with,[],Trail of the Tattered Star
upon,[],Trail of the Tattered Star
fiercely,"[1, 0]",Trail of the Tattered Star
an,"[0, 0]",Trail of the Tattered Star
darted,"[0, 2, 0, 5, 0, 0, 3, 0, 0]",Trail of the Tattered Star
His,[],Trail of the Tattered Star
its,"[0, 0]",Trail of the Tattered Star
lax,"[2, 4, 0]",Trail of the Tattered Star
them,[],Trail of the Tattered Star
stride,"[12, 0, 3, 1, 5]",Trail of the Tattered Star
guerrilla,"[0, 0, 0, 0]",Trail of the Tattered Star
can't,[],Trail of the Tattered Star
blood,"[24, 7, 0, 0, 0, 0, 0, 3, 0, 3, 36, 0, 1, 0, 1, 0, 0, 0]",Trail of the Tattered Star
racing,"[0, 30, 43, 0, 0, 4, 0, 0, 14, 1, 0, 0, 0, 0]",Trail of the Tattered Star
said,"[49, 0, 0, 21, 0, 0, 0, 1, 70, 39, 12, 0, 0, 316, 0, 0, 34]",Trail of the Tattered Star
Try,"[8, 0, 1, 15, 0, 4, 10, 7, 3, 9, 1, 22, 0, 18, 0, 7, 12, 0, 2, 0, 1]",Trail of the Tattered Star
Then,"[0, 177, 228, 0]",Trail of the Tattered Star
Shouldering,[5],Trail of the Tattered Star
new,"[5, 0, 92, 0, 4, 1, 12, 4, 36, 3, 38]",Trail of the Tattered Star
tested,"[21, 2, 8, 0, 0, 0, 0, 22, 0, 6, 2, 18, 3]",Trail of the Tattered Star
Enfield,[],Trail of the Tattered Star
handed,"[0, 0, 50, 12, 51, 6, 11]",Trail of the Tattered Star
getting,"[0, 49, 0, 84, 0, 2, 1, 1, 0, 0, 1, 80, 0, 0, 0, 0, 0, 12, 3, 0, 113, 6, 0, 0, 18, 123, 7, 18, 2, 0, 0, 23, 9, 0, 33, 2, 0, 18, 3, 19, 0, 3, 11, 0, 0, 0, 0, 0, 0, 492, 8, 0, 19, 5, 55, 6, 0, 0, 0, 0, 4, 51, 16, 90, 0, 0, 12, 21, 1, 0, 3, 1]",Trail of the Tattered Star
frame,"[1, 0, 3, 6, 2, 0, 0, 1, 0, 0, 13, 5, 1, 0, 0, 0, 9, 4, 0, 0, 1, 22, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 51, 0]",Trail of the Tattered Star
first,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 169, 19, 0, 0, 0, 4, 0, 20, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]",Trail of the Tattered Star
away,"[102, 309, 7, 497, 9, 29, 40]",Trail of the Tattered Star
man's,[],Trail of the Tattered Star
backed,"[1, 0, 13, 0, 0, 13, 0, 0, 2, 162, 0, 40, 0, 3]",Trail of the Tattered Star
body,"[0, 50, 2, 0, 0, 3, 1, 0, 0, 0, 0]",Trail of the Tattered Star
had,"[49, 2, 1, 4, 80, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 51, 17, 0]",Trail of the Tattered Star
Who's,[],Trail of the Tattered Star
dabbing,"[0, 0, 0, 0]",Trail of the Tattered Star
area,"[1, 1, 9, 0, 1, 0, 32, 28, 0, 34]",Trail of the Tattered Star
parried,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 15, 0, 0, 0]",Trail of the Tattered Star
naked,"[8, 0, 5, 4, 5, 0]",Trail of the Tattered Star
guard,"[0, 1, 0, 13, 17, 0, 0, 0, 2, 0, 4]",Trail of the Tattered Star
cut,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 6, 1, 0, 4, 3, 1, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 1, 0, 0, 0, 4, 0, 1, 0, 20, 0, 0, 1, 0, 2, 0, 16, 0, 0, 2, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",Trail of the Tattered Star
Running,"[0, 2, 7, 0, 6, 0, 2, 1, 0, 0, 21, 0, 1, 0, 0, 7, 0, 3, 9, 2, 0, 0, 0, 0, 11, 0, 0, 1, 0, 19, 0, 5, 0, 43, 0, 0, 30, 17, 2, 4, 0, 74, 0, 9, 1, 9, 2, 127, 90, 0, 1, 0, 23, 12, 0, 20, 0, 2, 6, 15]",Trail of the Tattered Star
demanded,"[6, 5, 54, 0, 80, 0, 14, 22, 2, 0]",Trail of the Tattered Star
chance,"[2, 2, 7, 2, 3, 3, 17, 15, 0, 0, 55, 3, 1, 0, 3, 14, 0, 10]",Trail of the Tattered Star
crawled,"[1, 0, 0, 1, 0, 0]",Trail of the Tattered Star
corner,"[4, 1, 0, 0, 17, 0, 1, 0, 12, 0]",Trail of the Tattered Star
savage,"[10, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 20, 5, 3, 0, 2, 0, 1, 0, 0, 1, 2, 0, 0]",Trail of the Tattered Star
down,"[1, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 20, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 13, 5, 0]",Trail of the Tattered Star
then,"[0, 177, 228, 0]",Trail of the Tattered Star
weary,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 2, 0, 0, 0]",Trail of the Tattered Star
decide,"[4, 0, 1, 6, 0, 1]",Trail of the Tattered Star
Stay,"[0, 1, 0, 0, 0, 1, 2, 0, 1, 18, 0, 0, 0, 13, 0, 16, 6, 16, 1, 0, 13, 1, 0, 6]",Trail of the Tattered Star
able,"[7, 29, 0]",Trail of the Tattered Star
Run,"[0, 2, 0, 7, 10, 0, 0, 0, 6, 0, 3, 2, 1, 0, 0, 21, 0, 1, 0, 7, 0, 3, 9, 2, 0, 0, 0, 0, 11, 0, 0, 0, 2, 1, 0, 0, 5, 19, 0, 43, 0, 0, 30, 2, 0, 0, 74, 0, 18, 9, 2, 1, 0, 9, 127, 90, 0, 1, 0, 0, 23, 0, 2, 12, 20, 0, 0, 0, 6]",Trail of the Tattered Star
tethered,"[0, 0]",Trail of the Tattered Star
wanted,"[6, 16, 36, 54, 1, 51, 2, 3]",Trail of the Tattered Star
guarding,"[2, 17, 0, 4]",Trail of the Tattered Star
later,"[0, 0, 0, 0, 11, 89, 33, 1, 10, 30, 4, 15, 3, 0, 1]",Trail of the Tattered Star
held,"[7, 0, 0, 10, 2, 0, 0, 36, 13, 1, 3, 0, 0, 80, 0, 51, 1, 2, 35, 3, 113, 0, 6, 0, 6, 3, 1, 0, 0, 6, 1, 0, 0, 0, 0, 4, 0, 492, 5, 5, 4, 1, 0, 0, 38, 1, 9, 3, 1, 0, 17, 2, 1, 2, 0, 12]",Trail of the Tattered Star
We'll,[],Trail of the Tattered Star
seized,"[6, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 1, 9, 0]",Trail of the Tattered Star
pistols,"[3, 0, 3, 0]",Trail of the Tattered Star
others,[],Trail of the Tattered Star
projected,"[0, 0, 0, 0, 2, 0, 1, 1, 2, 18, 0, 6, 0, 13, 20, 15, 4, 4, 6, 2, 1, 22, 0, 0, 0, 102, 1, 0, 0]",Trail of the Tattered Star
screeched,"[0, 0, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
enough,"[12, 9, 0, 4, 76]",Trail of the Tattered Star
explode,"[0, 0, 7, 0, 1, 0, 0, 0]",Trail of the Tattered Star
beat,"[0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 2, 27, 0, 0, 0, 0, 123, 0, 0, 23, 0, 0, 6, 1, 2, 0, 0, 6, 0, 0, 0, 0, 3, 0, 1, 0, 6, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
own,"[0, 111, 492, 4]",Trail of the Tattered Star
truth,"[0, 1, 4, 0, 12, 0, 0, 0]",Trail of the Tattered Star
also,"[2, 0, 118, 3, 121]",Trail of the Tattered Star
reach,"[1, 1, 0, 1, 0, 1, 0, 0, 51, 5, 21, 113, 0, 0, 7, 11, 3, 5, 1, 0, 4, 0, 0, 11, 50, 0, 1, 12, 0, 21, 1]",Trail of the Tattered Star
carrying,"[0, 7, 80, 3, 2, 2, 7, 0, 0, 6, 0, 15, 0, 0, 4, 43, 1, 0, 0, 0, 9, 0, 17, 1, 0, 0, 36, 1]",Trail of the Tattered Star
feet,"[0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 3, 0]",Trail of the Tattered Star
her,[],Trail of the Tattered Star
do,"[0, 84, 0, 0, 25, 0, 0, 3, 0, 0, 1, 6, 113, 18, 0, 6, 5, 1, 163, 3, 0, 0, 22, 0, 0, 0, 9, 0, 1, 46]",Trail of the Tattered Star
push,"[0, 0, 4, 8, 3, 0, 0, 14, 8, 11, 0, 7, 0, 11, 0, 4, 0, 0, 24, 10, 0, 1]",Trail of the Tattered Star
that,[],Trail of the Tattered Star
talking,"[2, 4, 0, 0, 0, 0, 0, 0, 14, 0, 0, 1, 26, 0, 14, 0, 0, 14]",Trail of the Tattered Star
wick,"[0, 0]",Trail of the Tattered Star
Both,[76],Trail of the Tattered Star
Be,"[6, 21, 6, 0, 722, 0, 11, 0, 4, 3, 26, 1, 12, 0, 0, 0]",Trail of the Tattered Star
shadows,"[0, 1, 0, 3, 8, 0, 0, 0, 0, 0, 3, 0, 0, 31, 3, 0, 1]",Trail of the Tattered Star
pierced,"[0, 1, 0, 0, 0, 1]",Trail of the Tattered Star
swarming,"[0, 1, 0, 0, 5]",Trail of the Tattered Star
pillar,"[3, 0, 0, 4]",Trail of the Tattered Star
Why,"[40, 0]",Trail of the Tattered Star
ammunition,"[0, 1]",Trail of the Tattered Star
Calhoun,[],Trail of the Tattered Star
shoulder,"[5, 0, 0, 0]",Trail of the Tattered Star
became,"[123, 90, 33, 37, 7]",Trail of the Tattered Star
answered,"[163, 9, 25, 1, 1, 3, 1]",Trail of the Tattered Star
dozen,"[0, 4, 14, 5, 0]",Trail of the Tattered Star
east,"[1, 32, 0, 0, 0, 8, 0]",Trail of the Tattered Star
orderly,"[4, 0, 5]",Trail of the Tattered Star
brilliantly,"[2, 6, 0]",Trail of the Tattered Star
deserted,"[2, 0, 5, 3, 1, 4, 0, 0]",Trail of the Tattered Star
moment,"[0, 5, 24, 3, 45, 6, 0, 0, 40, 13]",Trail of the Tattered Star
cheek,"[0, 0, 5, 62, 3, 0, 0, 0]",Trail of the Tattered Star
At,"[0, 0, 580, 35]",Trail of the Tattered Star
terms,"[17, 3, 0, 0, 27, 8, 17, 0, 0]",Trail of the Tattered Star
burning,"[0, 0, 29, 1, 0, 0, 1, 0, 3, 7, 1, 0, 0, 0, 0, 0, 0, 20]",Trail of the Tattered Star
spring,"[3, 0, 4, 0, 19, 4, 0, 0, 51, 0, 0, 0, 7, 0, 0, 0, 0, 39, 0, 0, 0, 0, 3]",Trail of the Tattered Star
buildings,"[0, 0, 0, 0, 9, 6, 10, 3, 0, 8, 113]",Trail of the Tattered Star
felling,"[9, 0, 20, 0, 0, 2]",Trail of the Tattered Star
when,[],Trail of the Tattered Star
stable,"[1, 1, 0, 0, 4]",Trail of the Tattered Star
chewing,"[0, 1, 0, 0, 0, 0, 4]",Trail of the Tattered Star
bring,"[0, 0, 0, 127, 9, 123, 18, 32, 1, 1, 4, 0, 23, 80, 0, 1, 1]",Trail of the Tattered Star
She,[],Trail of the Tattered Star
Evidently,"[2, 7, 10, 0, 0, 9, 3]",Trail of the Tattered Star
whether,[],Trail of the Tattered Star
ride,"[0, 0, 0, 0, 10, 1, 0, 1, 0, 0, 9, 0, 0, 2, 0, 11, 0, 0, 0, 0]",Trail of the Tattered Star
ladies,"[0, 0, 1, 8, 1, 0, 12, 0]",Trail of the Tattered Star
lifted,"[3, 0, 0, 0, 0, 12, 0, 2, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 0, 7, 1, 0, 4, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
poured,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 5]",Trail of the Tattered Star
snatched,"[2, 0, 0, 0, 0, 0]",Trail of the Tattered Star
within,"[38, 25]",Trail of the Tattered Star
bodily,"[0, 0, 1, 2]",Trail of the Tattered Star
clothing,"[0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0]",Trail of the Tattered Star
protested,"[5, 2, 0]",Trail of the Tattered Star
panic,"[0, 0, 4, 1]",Trail of the Tattered Star
snap,"[15, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 5, 0, 0, 0, 1, 3, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 3, 2, 0, 0, 1, 0]",Trail of the Tattered Star
explosion,"[7, 2, 0, 0, 0]",Trail of the Tattered Star
coach,"[0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",Trail of the Tattered Star
ready,"[0, 9, 21, 0, 1, 4, 46, 0, 113]",Trail of the Tattered Star
meant,"[2, 2, 0, 0, 65, 0, 1, 37, 0]",Trail of the Tattered Star
pouches,"[0, 0, 7, 0, 1, 0]",Trail of the Tattered Star
deep,"[0, 0, 13, 30, 3, 15, 0, 7, 4, 0, 0, 0, 9, 0, 0]",Trail of the Tattered Star
tethers,"[0, 20, 0]",Trail of the Tattered Star
can,"[12, 0, 3, 0, 0, 0, 38, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 29, 0, 1, 0, 1, 1, 4, 3, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 235, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0]",Trail of the Tattered Star
attempt,"[7, 0, 12, 22, 10, 0, 1, 0, 9, 3, 0]",Trail of the Tattered Star
Thank,"[0, 0]",Trail of the Tattered Star
met,"[0, 2, 0, 0, 3, 8, 3, 0, 0, 7, 3, 0, 0, 19, 3, 0, 0, 0, 1, 0, 1, 0, 11, 102, 23, 7, 0]",Trail of the Tattered Star
aside,"[0, 6, 0, 0, 0, 7, 497, 40]",Trail of the Tattered Star
kept,"[2, 35, 0, 4, 0, 0, 1, 13, 5, 0, 0, 17, 1, 1, 0, 0, 0, 0, 0, 7, 0, 28, 4, 1]",Trail of the Tattered Star
Bullets,"[5, 0, 0, 0, 5, 7, 0]",Trail of the Tattered Star
questions,"[0, 6, 0, 14, 0, 0, 11, 0, 0, 0, 33, 73, 0, 0, 3, 2, 0]",Trail of the Tattered Star
there,"[0, 0, 0, 0, 0, 276]",Trail of the Tattered Star
supply,"[1, 2, 16, 9, 0, 1, 0, 16, 0, 1, 3]",Trail of the Tattered Star
straightened,"[0, 2, 0, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
man,"[0, 173, 11, 0, 1, 0, 0, 96, 0, 4, 6, 0, 7, 0, 49, 0, 0, 11, 8, 0, 0, 0]",Trail of the Tattered Star
It,"[0, 0]",Trail of the Tattered Star
we've,[],Trail of the Tattered Star
say,"[49, 0, 0, 21, 0, 0, 1, 70, 39, 12, 0, 0, 0, 34]",Trail of the Tattered Star
case,"[16, 0, 0, 0, 35, 0, 0, 1, 0, 0, 18, 23, 0, 7, 0, 6, 0, 0, 0, 0, 25, 10, 0, 8, 0, 0, 0, 12, 0, 62, 0, 0]",Trail of the Tattered Star
I'd,[],Trail of the Tattered Star
startled,"[0, 4, 0, 19, 4, 0]",Trail of the Tattered Star
something,[],Trail of the Tattered Star
grub,"[1, 0, 0, 0, 3, 0, 0, 0]",Trail of the Tattered Star
uniformed,"[6, 0]",Trail of the Tattered Star
evidently,"[2, 7, 10, 0, 0, 9, 3]",Trail of the Tattered Star
over,"[163, 0, 0, 1, 22, 0, 6]",Trail of the Tattered Star
problem,"[36, 20, 39]",Trail of the Tattered Star
goes,"[5, 0, 0, 2, 6, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 11, 123, 0, 3, 0, 1, 0, 33, 26, 37, 83, 6, 0, 0, 19, 19, 0, 3, 0, 17, 0, 0, 43, 25, 0, 0, 0, 0, 1, 0, 0, 6, 0, 0, 11, 19, 127, 3, 90, 0, 0, 0, 12, 20, 13, 0, 0, 1, 0, 0]",Trail of the Tattered Star
water,"[0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
of,[],Trail of the Tattered Star
uproar,"[0, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
being,"[6, 2, 21, 6, 20, 722, 0, 0, 11, 100, 3, 0, 26, 1, 12, 0]",Trail of the Tattered Star
rolling,"[0, 0, 0, 12, 0, 21, 0, 0, 0, 0, 3, 0, 0, 1, 0, 10, 11, 7, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 2, 0]",Trail of the Tattered Star
took,"[2, 10, 1, 21, 1, 0, 20, 0, 80, 0, 4, 14, 0, 7, 0, 7, 9, 1, 22, 113, 6, 2, 24, 1, 123, 18, 5, 0, 0, 6, 5, 3, 6, 5, 0, 11, 4, 1, 16, 0, 492, 10, 1, 3, 0, 9, 54, 5, 0, 5, 17, 0, 4, 0, 3, 7, 20, 0, 1, 0, 5, 3, 0, 2, 0, 1]",Trail of the Tattered Star
hang,"[1, 0, 0, 20, 2, 0, 0, 4, 0, 2, 3, 0]",Trail of the Tattered Star
sorry,"[0, 1, 0, 0, 31, 0, 0, 3, 0, 0, 2, 0, 0, 19, 0, 1, 5, 0, 0, 1, 0, 0, 1, 13]",Trail of the Tattered Star
mudwagon,[],Trail of the Tattered Star
They,[],Trail of the Tattered Star
began,"[0, 123, 0, 0, 8, 0, 0, 19, 0]",Trail of the Tattered Star
These,[],Trail of the Tattered Star
slouch,"[0, 2]",Trail of the Tattered Star
veer,"[20, 2, 4, 2, 0, 0, 1, 1]",Trail of the Tattered Star
Apaches,"[0, 0]",Trail of the Tattered Star
using,"[0, 7, 0, 66, 6, 0, 13, 1, 0, 0, 0, 0]",Trail of the Tattered Star
added,"[9, 0, 18, 1, 1, 4, 5, 0, 0, 2, 22, 1, 1, 0, 0, 0, 0, 3]",Trail of the Tattered Star
trouble,"[0, 0, 0, 3, 0, 0, 32, 4, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 20, 7, 8, 3, 0]",Trail of the Tattered Star
standing,"[8, 0, 0, 0, 5, 6, 13, 0, 0, 0, 19, 0, 2, 0, 0, 3, 0, 0]",Trail of the Tattered Star
Later,"[0, 0, 0, 0, 11, 89, 33, 1, 10, 30, 4, 15, 3, 0, 1]",Trail of the Tattered Star
heavily,"[7, 33, 0, 18, 0]",Trail of the Tattered Star
lighter,"[0, 0, 0, 18, 0, 16, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 26, 0, 0, 0, 47, 3, 28, 3, 0, 0, 0, 4, 0]",Trail of the Tattered Star
flight,"[7, 5, 13, 0, 0, 0, 1]",Trail of the Tattered Star
house,"[2, 11, 0, 0, 0, 0, 74, 0, 13, 54, 0, 52, 0, 0, 3, 0]",Trail of the Tattered Star
total,"[84, 9, 1, 0, 2, 5, 24, 0, 0, 22, 1, 42, 0, 12, 14, 0, 0, 1]",Trail of the Tattered Star
same,"[0, 0, 0, 176, 3, 88, 0, 0]",Trail of the Tattered Star
talk,"[0, 1, 0, 2, 0, 0, 0, 14, 0, 0, 14, 0, 14, 4, 0, 0, 0, 26, 0, 0]",Trail of the Tattered Star
gushed,"[0, 0, 3, 0, 0, 0]",Trail of the Tattered Star
used,"[0, 7, 0, 43, 1, 0, 0, 0, 0, 66, 6, 1, 1, 0, 0]",Trail of the Tattered Star
sentry's,[],Trail of the Tattered Star
beneath,"[1, 10, 0, 0]",Trail of the Tattered Star
belt,"[0, 1, 7, 1, 0, 0, 1, 0, 0, 2, 0, 0]",Trail of the Tattered Star
join,"[3, 0, 0, 5, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 15]",Trail of the Tattered Star
But,"[409, 25, 115, 211, 11]",Trail of the Tattered Star
along,"[37, 839]",Trail of the Tattered Star
bandage,"[1, 1, 1]",Trail of the Tattered Star
You,[],Trail of the Tattered Star
life,"[0, 98, 0, 0, 0, 1, 0, 0, 0, 0, 33, 0, 14, 1]",Trail of the Tattered Star
making,"[0, 9, 0, 0, 1, 1, 1, 0, 0, 80, 0, 1, 8, 0, 51, 5, 3, 0, 113, 0, 0, 0, 0, 35, 18, 123, 31, 0, 0, 0, 0, 9, 6, 0, 4, 0, 4, 11, 163, 0, 0, 26, 0, 0, 0, 492, 9, 1, 0, 21, 0, 0, 0, 0, 0, 16, 0, 17, 127, 39, 0, 0, 0, 0, 0, 21, 1, 1, 0, 0, 0]",Trail of the Tattered Star
snorted,"[0, 0, 0]",Trail of the Tattered Star
There,"[0, 0, 0, 0, 0, 276]",Trail of the Tattered Star
bawled,"[0, 0, 0]",Trail of the Tattered Star
Mike's,[],Trail of the Tattered Star
stockade,"[0, 0]",Trail of the Tattered Star
rifle,"[8, 90, 0, 1, 0, 0, 0, 17, 0, 0]",Trail of the Tattered Star
from,[],Trail of the Tattered Star
dragged,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 9, 0, 0, 0, 0, 1, 0, 0]",Trail of the Tattered Star
hurt,"[0, 32, 3, 2, 4, 3, 3, 2, 1, 0, 1, 16, 0, 0, 5, 2, 0, 2, 1, 1, 1]",Trail of the Tattered Star
dumped,"[4, 4, 2, 23, 0, 0, 0, 0]",Trail of the Tattered Star
nearest,"[0, 0, 0, 0, 2, 8, 134, 0, 1, 27, 0, 23]",Trail of the Tattered Star
guard's,[],Trail of the Tattered Star
dragging,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 9, 0, 0, 0, 0, 1, 1, 0, 0]",Trail of the Tattered Star
war,"[0, 2, 31]",Trail of the Tattered Star
available,"[0, 0, 18, 0]",Trail of the Tattered Star
wagons,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0]",Trail of the Tattered Star
way,"[27, 0, 31, 3, 8, 6, 0, 15, 2, 9, 0, 123, 8]",Trail of the Tattered Star
so,"[0, 0, 0, 17, 177, 3, 0, 0, 22, 228, 0, 12]",Trail of the Tattered Star
all,"[2, 13, 28, 24, 6, 352, 2]",Trail of the Tattered Star
Up,"[4, 0, 0, 3, 307, 0]",Trail of the Tattered Star
stealin',[],Trail of the Tattered Star
telling,"[0, 70, 1, 0, 2, 5, 0, 49, 15, 0, 39, 2, 34, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 8, 0, 0, 1, 2, 4, 9]",Trail of the Tattered Star
