asserted,"[0, 0, 0, 0, 0, 0, 5, 0, 2, 1, 3, 3]",Toward a Concept of National Responsibility
depression,"[0, 0, 3, 20, 0, 4, 0, 0, 0, 0, 2]",Toward a Concept of National Responsibility
aptly,"[0, 0, 0, 0]",Toward a Concept of National Responsibility
distress,"[16, 5, 0, 2, 0]",Toward a Concept of National Responsibility
and,[],Toward a Concept of National Responsibility
worse,"[53, 0, 0, 0, 2, 5, 0, 5, 0, 0, 0, 1, 0, 0, 7, 7, 19]",Toward a Concept of National Responsibility
pace,"[12, 0, 0, 5, 17, 3, 1, 1, 5]",Toward a Concept of National Responsibility
approximately,"[2, 0, 182, 6, 85, 0, 0, 0, 237]",Toward a Concept of National Responsibility
while,"[11, 77, 1, 1]",Toward a Concept of National Responsibility
remain,"[13, 13, 2, 16, 16, 0]",Toward a Concept of National Responsibility
Court,"[0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 0, 0, 0]",Toward a Concept of National Responsibility
brief,"[10, 0, 0]",Toward a Concept of National Responsibility
resisted,"[0, 5, 0, 1, 0, 0, 0, 0, 19, 0, 0, 2, 3, 1]",Toward a Concept of National Responsibility
upon,[],Toward a Concept of National Responsibility
with,[],Toward a Concept of National Responsibility
social,"[15, 0, 0, 0]",Toward a Concept of National Responsibility
efforts,"[5, 7, 0, 0, 0, 18, 16, 22, 1, 10, 11, 0, 0, 0, 0, 11]",Toward a Concept of National Responsibility
set,"[0, 0, 0, 6, 0, 0, 13, 1, 0, 1, 10, 72, 2, 0, 0, 0, 6, 0, 8, 0, 0, 0, 7, 0, 0, 0, 10, 2, 0, 0, 7, 0, 2, 0, 0, 19, 163, 0, 1, 0, 21, 12, 0, 0, 19, 0, 2, 8, 0, 0, 0, 46, 0, 0, 1, 0, 51, 4, 1, 9, 29]",Toward a Concept of National Responsibility
include,"[0, 10, 9]",Toward a Concept of National Responsibility
entity,[1],Toward a Concept of National Responsibility
anarchical,"[0, 0, 0]",Toward a Concept of National Responsibility
Thirty,"[5, 7, 0, 0]",Toward a Concept of National Responsibility
sole,"[4, 2, 3, 1, 0, 0, 0, 211]",Toward a Concept of National Responsibility
desirable,"[1, 3, 3]",Toward a Concept of National Responsibility
view,"[1, 12, 8, 17, 11, 12, 4, 3, 1, 0, 0, 1, 0, 2, 19, 10, 7, 4, 67, 18, 0, 4, 102, 0, 0]",Toward a Concept of National Responsibility
an,"[0, 0]",Toward a Concept of National Responsibility
time-span,[],Toward a Concept of National Responsibility
Complementing,[1],Toward a Concept of National Responsibility
principle,"[14, 0, 8, 0]",Toward a Concept of National Responsibility
security,"[0, 0, 0, 6, 0, 5, 0, 1]",Toward a Concept of National Responsibility
His,[],Toward a Concept of National Responsibility
antiquity,"[0, 0]",Toward a Concept of National Responsibility
its,"[0, 0]",Toward a Concept of National Responsibility
Thus,"[0, 0, 0, 0, 3, 22, 228, 0, 12]",Toward a Concept of National Responsibility
fragmentation,"[0, 1, 0]",Toward a Concept of National Responsibility
prevail,"[43, 0, 17, 3, 1, 8, 2, 1, 5, 0, 1, 0]",Toward a Concept of National Responsibility
changes,"[0, 5, 0, 7, 0, 34, 10, 1, 10, 0, 1, 5, 0, 6, 3]",Toward a Concept of National Responsibility
socialist,"[0, 0]",Toward a Concept of National Responsibility
suggests,"[5, 7, 0, 0, 1, 1, 2, 3]",Toward a Concept of National Responsibility
new,"[5, 0, 92, 0, 4, 1, 12, 4, 36, 3, 38]",Toward a Concept of National Responsibility
said,"[49, 0, 0, 21, 0, 0, 0, 1, 70, 39, 12, 0, 0, 316, 0, 0, 34]",Toward a Concept of National Responsibility
surplus,"[0, 0, 0, 2, 0, 0, 2, 0, 5, 6]",Toward a Concept of National Responsibility
delegates,"[0, 0, 0, 1]",Toward a Concept of National Responsibility
recent,"[0, 1, 30, 15, 0, 0]",Toward a Concept of National Responsibility
first,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 169, 19, 0, 0, 0, 4, 0, 20, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]",Toward a Concept of National Responsibility
ill-starred,"[0, 1, 0, 2, 1]",Toward a Concept of National Responsibility
near,"[0, 8, 0, 27, 0, 0, 104, 0, 0, 1, 3, 23, 0, 18, 134, 66, 0, 11, 0, 0, 237]",Toward a Concept of National Responsibility
dignity,"[0, 0, 0, 0, 0, 6]",Toward a Concept of National Responsibility
surely,"[9, 42, 16, 0, 0, 0, 0]",Toward a Concept of National Responsibility
basis,"[26, 0, 0, 0, 1, 21, 3, 0]",Toward a Concept of National Responsibility
body,"[0, 50, 2, 0, 0, 3, 1, 0, 0, 0, 0]",Toward a Concept of National Responsibility
astonished,"[0, 0, 0, 0, 0, 0, 0, 2]",Toward a Concept of National Responsibility
furthered,"[18, 0, 1, 2, 2, 3]",Toward a Concept of National Responsibility
Bodin,[],Toward a Concept of National Responsibility
judicial,"[0, 0, 0, 0]",Toward a Concept of National Responsibility
had,"[49, 2, 1, 4, 80, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 51, 17, 0]",Toward a Concept of National Responsibility
subject,"[35, 0, 5, 24, 2, 7, 0, 1, 0, 29, 8, 1, 38, 0, 25, 7, 16, 5, 0, 7, 0, 34]",Toward a Concept of National Responsibility
:,[],Toward a Concept of National Responsibility
characterized,"[7, 0, 1]",Toward a Concept of National Responsibility
switch,"[0, 0, 1, 5, 0, 0, 0, 6, 0, 1, 4, 0, 0, 0, 0, 6, 3, 7, 0, 34, 0, 0]",Toward a Concept of National Responsibility
degree,"[22, 37, 0, 0, 14, 11, 12]",Toward a Concept of National Responsibility
e.g.,"[0, 2, 0]",Toward a Concept of National Responsibility
1952,[],Toward a Concept of National Responsibility
shift,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 1, 0, 6, 1, 2, 0, 0, 7, 3, 0, 34, 13, 1, 0]",Toward a Concept of National Responsibility
Republican,"[2, 0, 0]",Toward a Concept of National Responsibility
longer,"[0, 0, 28, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
corner,"[4, 1, 0, 0, 17, 0, 1, 0, 12, 0]",Toward a Concept of National Responsibility
While,"[11, 77, 1, 1]",Toward a Concept of National Responsibility
down,"[1, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 20, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 13, 5, 0]",Toward a Concept of National Responsibility
then,"[0, 177, 228, 0]",Toward a Concept of National Responsibility
reasons,"[4, 2, 0, 1, 18, 30, 5, 0, 9, 21, 0]",Toward a Concept of National Responsibility
ventured,"[0, 2, 2, 0, 12, 4, 2, 0]",Toward a Concept of National Responsibility
day,"[0, 0, 1, 0, 0, 0, 56, 7, 0, 0, 1, 0]",Toward a Concept of National Responsibility
alteration,"[0, 2, 0, 34, 0]",Toward a Concept of National Responsibility
Sir,"[3, 6]",Toward a Concept of National Responsibility
reflection,"[0, 0, 14, 1, 0, 0, 4, 0, 0, 1, 0]",Toward a Concept of National Responsibility
able,"[7, 29, 0]",Toward a Concept of National Responsibility
nebulous,"[1, 1, 1, 0, 0]",Toward a Concept of National Responsibility
later,"[0, 0, 0, 0, 11, 89, 33, 1, 10, 30, 4, 15, 3, 0, 1]",Toward a Concept of National Responsibility
validating,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
greater,"[53, 0, 30, 0, 21, 0, 0, 0, 61, 1, 0, 5, 3, 4, 2, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 18]",Toward a Concept of National Responsibility
finance,[0],Toward a Concept of National Responsibility
hurricane,[3],Toward a Concept of National Responsibility
number,"[84, 0, 42, 12, 0, 0, 0, 0, 37, 21, 0, 5, 0, 22, 22, 16, 24, 7, 22, 0]",Toward a Concept of National Responsibility
immersion,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
others,[],Toward a Concept of National Responsibility
effect,"[8, 16, 2, 3, 0, 0, 6, 6, 0, 0, 27, 14, 3, 27, 5]",Toward a Concept of National Responsibility
common,"[0, 2, 8, 3, 8, 0, 0, 2, 0, 20, 0, 1, 2]",Toward a Concept of National Responsibility
Jean,"[0, 0, 0, 0]",Toward a Concept of National Responsibility
domestic,"[4, 0, 0, 0]",Toward a Concept of National Responsibility
enough,"[12, 9, 0, 4, 76]",Toward a Concept of National Responsibility
interval,"[1, 0, 0, 0]",Toward a Concept of National Responsibility
assumption,"[0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
taxation,"[0, 0, 0, 0, 0, 11]",Toward a Concept of National Responsibility
other,"[10, 41, 183]",Toward a Concept of National Responsibility
finally,"[3, 0, 7, 18, 0, 0, 0, 83, 0]",Toward a Concept of National Responsibility
unannounced,"[0, 0, 0]",Toward a Concept of National Responsibility
technological,"[11, 1]",Toward a Concept of National Responsibility
also,"[2, 0, 118, 3, 121]",Toward a Concept of National Responsibility
nations,"[0, 49, 0, 32, 11, 1, 28, 0, 0, 0]",Toward a Concept of National Responsibility
national,"[54, 25, 4, 0, 8]",Toward a Concept of National Responsibility
obvious,[11],Toward a Concept of National Responsibility
do,"[0, 84, 0, 0, 25, 0, 0, 3, 0, 0, 1, 6, 113, 18, 0, 6, 5, 1, 163, 3, 0, 0, 22, 0, 0, 0, 9, 0, 1, 46]",Toward a Concept of National Responsibility
sovereign,"[0, 0, 3, 0, 0, 0, 5]",Toward a Concept of National Responsibility
that,[],Toward a Concept of National Responsibility
permanent,"[5, 0, 0, 2]",Toward a Concept of National Responsibility
clarification,"[0, 0, 0, 2]",Toward a Concept of National Responsibility
levy,"[0, 7, 0, 0, 2]",Toward a Concept of National Responsibility
Both,[76],Toward a Concept of National Responsibility
dissipating,"[0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0]",Toward a Concept of National Responsibility
state's-responsibility,[],Toward a Concept of National Responsibility
afflicted,"[0, 1, 0, 0, 1]",Toward a Concept of National Responsibility
significant,"[1, 14, 21, 2, 32]",Toward a Concept of National Responsibility
1959,[],Toward a Concept of National Responsibility
scholar,"[0, 3, 14, 0, 0, 0]",Toward a Concept of National Responsibility
Meeting,"[0, 0, 2, 0, 18, 0, 3, 8, 3, 0, 0, 7, 3, 0, 0, 19, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 11, 102, 23, 7, 0, 0]",Toward a Concept of National Responsibility
became,"[123, 90, 33, 37, 7]",Toward a Concept of National Responsibility
maintained,"[0, 0, 2, 1, 17, 1, 0, 0, 2, 3, 1, 0, 5, 2, 35, 4, 3, 2]",Toward a Concept of National Responsibility
era,"[0, 0, 1, 0, 0]",Toward a Concept of National Responsibility
firmly,"[1, 0, 11, 33, 0, 5]",Toward a Concept of National Responsibility
score,"[9, 0, 2, 2, 0, 0, 113, 0, 0, 10, 21, 0, 13, 0, 12]",Toward a Concept of National Responsibility
aspects,"[1, 0, 8, 17, 3, 14, 0, 62, 0, 12, 59]",Toward a Concept of National Responsibility
precision,"[0, 2]",Toward a Concept of National Responsibility
safeguard,"[0, 0, 1, 4]",Toward a Concept of National Responsibility
States,"[0, 32, 70, 0, 21, 7, 49, 0, 39, 0, 0, 0, 11, 28, 0, 0, 0, 5, 0, 0]",Toward a Concept of National Responsibility
promote,"[18, 0, 0, 1, 7, 2, 4, 0, 0, 0, 3, 0]",Toward a Concept of National Responsibility
anachronism,"[0, 0, 0]",Toward a Concept of National Responsibility
rapidly,"[6, 0, 0, 11, 0]",Toward a Concept of National Responsibility
unfortunately,"[1, 0, 1, 0]",Toward a Concept of National Responsibility
At,"[0, 0, 580, 35]",Toward a Concept of National Responsibility
nation-state,[],Toward a Concept of National Responsibility
terms,"[17, 3, 0, 0, 27, 8, 17, 0, 0]",Toward a Concept of National Responsibility
answer,"[8, 10, 0, 163, 9, 8, 25, 27, 3, 1, 1, 1]",Toward a Concept of National Responsibility
Court-packing,[],Toward a Concept of National Responsibility
exist,"[6, 5, 0, 722, 26]",Toward a Concept of National Responsibility
Does,"[0, 84, 25, 0, 3, 0, 0, 1, 6, 113, 18, 0, 0, 0, 0, 6, 0, 5, 163, 3, 0, 0, 22, 0, 0, 9, 0, 1, 46]",Toward a Concept of National Responsibility
when,[],Toward a Concept of National Responsibility
substantively,[],Toward a Concept of National Responsibility
ago,"[39, 0]",Toward a Concept of National Responsibility
during,[],Toward a Concept of National Responsibility
legislative,[3],Toward a Concept of National Responsibility
whether,[],Toward a Concept of National Responsibility
occurred,"[0, 84, 0, 0, 12, 0, 0, 0, 14, 3]",Toward a Concept of National Responsibility
roots,"[1, 0, 0, 0, 0, 0, 4, 0, 11, 0, 2, 0, 8, 20, 0, 3, 0, 4, 4, 0, 0, 7, 0, 0]",Toward a Concept of National Responsibility
geography,"[0, 0]",Toward a Concept of National Responsibility
within,"[38, 25]",Toward a Concept of National Responsibility
Since,[],Toward a Concept of National Responsibility
guide,"[0, 4, 0, 0, 0, 80, 73, 0, 2, 37, 0, 0, 9, 5, 0, 1, 43, 16, 0, 0, 0, 12, 20]",Toward a Concept of National Responsibility
consensus,[0],Toward a Concept of National Responsibility
duties,"[4, 0, 0, 3]",Toward a Concept of National Responsibility
called,"[1, 0, 0, 1, 25, 11, 0, 31, 2, 4, 0, 0, 0, 2, 9, 12, 0, 0, 4, 6, 5, 0, 10, 0, 0, 8]",Toward a Concept of National Responsibility
Reference,"[0, 3, 0, 0, 0, 2, 0, 0, 3, 4, 9, 0, 0, 5, 6, 0, 0, 12, 0, 0]",Toward a Concept of National Responsibility
help,"[19, 3, 3, 41, 7, 9, 0, 0, 0, 1, 0, 1]",Toward a Concept of National Responsibility
arena,"[1, 4, 1, 0, 0, 1, 32, 0, 0, 34]",Toward a Concept of National Responsibility
structure,"[0, 0, 0, 0, 0, 0, 0, 0, 8, 8]",Toward a Concept of National Responsibility
can,"[12, 0, 3, 0, 0, 0, 38, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 29, 0, 1, 0, 1, 1, 4, 3, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 235, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
Roman,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
economy,"[2, 0, 2, 0]",Toward a Concept of National Responsibility
1946,[],Toward a Concept of National Responsibility
population,"[22, 7]",Toward a Concept of National Responsibility
remember,"[1, 1, 0, 5, 0, 0, 65, 15, 0, 0, 0]",Toward a Concept of National Responsibility
version,"[10, 0, 22, 1, 0, 1, 7, 0, 1, 1]",Toward a Concept of National Responsibility
aside,"[0, 6, 0, 0, 0, 7, 497, 40]",Toward a Concept of National Responsibility
External,"[29, 2, 5, 0]",Toward a Concept of National Responsibility
illustrative,"[0, 0, 0]",Toward a Concept of National Responsibility
questions,"[0, 6, 0, 14, 0, 0, 11, 0, 0, 0, 33, 73, 0, 0, 3, 2, 0]",Toward a Concept of National Responsibility
there,"[0, 0, 0, 0, 0, 276]",Toward a Concept of National Responsibility
free,"[0, 1, 0, 1, 3, 0, 4, 0, 7, 0, 3, 1, 0, 4, 0, 0, 0, 1, 1, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 4, 5, 22]",Toward a Concept of National Responsibility
decisions,"[11, 1, 1, 7]",Toward a Concept of National Responsibility
response,"[8, 1, 25, 1, 28]",Toward a Concept of National Responsibility
Holy,"[5, 0, 0]",Toward a Concept of National Responsibility
requirement,"[13, 3, 18, 4, 14, 0, 0]",Toward a Concept of National Responsibility
led,"[0, 80, 73, 4, 0, 2, 0, 0, 8, 29, 5, 0, 43, 16, 32, 0, 90, 12, 20, 27]",Toward a Concept of National Responsibility
It,"[0, 0]",Toward a Concept of National Responsibility
civilizational,[],Toward a Concept of National Responsibility
behind,"[12, 3, 38, 0, 0, 0, 5, 1, 1, 4, 3, 0, 0, 0, 0, 0, 0, 13, 0, 0, 235, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0]",Toward a Concept of National Responsibility
say,"[49, 0, 0, 21, 0, 0, 1, 70, 39, 12, 0, 0, 0, 34]",Toward a Concept of National Responsibility
term,"[0, 0, 8, 17, 0]",Toward a Concept of National Responsibility
something,[],Toward a Concept of National Responsibility
expanded,"[0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
over,"[163, 0, 0, 1, 22, 0, 6]",Toward a Concept of National Responsibility
state,"[0, 32, 70, 0, 21, 7, 49, 0, 39, 0, 0, 0, 11, 28, 0, 0, 0, 5, 0, 0]",Toward a Concept of National Responsibility
played,"[0, 0, 4, 0, 18, 3, 0, 0, 0, 19, 0, 0, 43, 6, 0, 22, 0, 0, 127, 0, 1, 0, 23, 4, 0]",Toward a Concept of National Responsibility
growing,"[0, 0, 12, 2, 0, 23, 123, 37, 0, 0, 3, 10, 8, 7, 0, 48, 1, 1, 16, 13, 12]",Toward a Concept of National Responsibility
altered,"[0, 4, 0, 3, 0, 3, 34, 5, 0, 0, 0, 0]",Toward a Concept of National Responsibility
unchanging,"[1, 4, 1]",Toward a Concept of National Responsibility
served,"[19, 0, 163, 12, 0, 41, 0, 9, 1, 0, 6, 25, 4, 1, 0, 1, 0, 0]",Toward a Concept of National Responsibility
of,[],Toward a Concept of National Responsibility
being,"[6, 2, 21, 6, 20, 722, 0, 0, 11, 100, 3, 0, 26, 1, 12, 0]",Toward a Concept of National Responsibility
analogous,"[0, 1]",Toward a Concept of National Responsibility
includes,"[0, 10, 9]",Toward a Concept of National Responsibility
does,"[0, 84, 25, 0, 3, 0, 0, 1, 6, 113, 18, 0, 0, 0, 0, 6, 0, 5, 163, 3, 0, 0, 22, 0, 0, 9, 0, 1, 46]",Toward a Concept of National Responsibility
insure,"[0, 1, 102, 3, 0, 0, 2, 5, 2, 6, 8, 38]",Toward a Concept of National Responsibility
compensate,"[0, 0, 0, 0, 0, 8, 0, 0, 0, 4, 19, 84, 8, 0, 0, 0, 0]",Toward a Concept of National Responsibility
equal,"[3, 0, 11, 722, 0, 0, 9, 0, 12, 0, 2]",Toward a Concept of National Responsibility
Roosevelt's,[],Toward a Concept of National Responsibility
yes,[10],Toward a Concept of National Responsibility
picture,"[0, 0, 0, 0, 2, 12, 0, 1, 0, 0, 0, 0, 13, 44, 20, 0, 0, 1, 1, 0, 4, 0, 2, 6, 22, 0, 3, 0, 0, 0, 102, 1, 0, 0, 0, 1, 3, 13]",Toward a Concept of National Responsibility
ties,"[1, 0, 0, 0, 0, 9, 0, 3, 1, 2, 3, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 3]",Toward a Concept of National Responsibility
competition,"[0, 0, 4, 2, 0, 1, 0, 2]",Toward a Concept of National Responsibility
Nevertheless,"[0, 1, 0, 6, 35, 47, 0, 103, 3]",Toward a Concept of National Responsibility
important,"[0, 14, 32, 0, 4]",Toward a Concept of National Responsibility
pertinent,"[2, 0, 1]",Toward a Concept of National Responsibility
These,[],Toward a Concept of National Responsibility
ideal,"[0, 0, 0, 4, 0, 0, 0, 4]",Toward a Concept of National Responsibility
short,"[0, 0, 0, 0, 8, 27, 0, 99, 0, 0, 6, 0, 2, 0, 0, 20, 4, 47, 1, 0, 28, 0, 2, 0]",Toward a Concept of National Responsibility
provision,"[1, 1, 2, 8, 0, 4, 3]",Toward a Concept of National Responsibility
monarch,"[0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
President,"[3, 0, 14, 0, 4, 0, 8, 0, 0, 0]",Toward a Concept of National Responsibility
i.e.,"[0, 0, 14]",Toward a Concept of National Responsibility
may,"[2, 167, 0, 0, 0, 0]",Toward a Concept of National Responsibility
prevailing,"[43, 0, 17, 3, 1, 0, 8, 2, 3, 0, 2, 0, 1, 5, 0, 1, 0]",Toward a Concept of National Responsibility
certainty,"[0, 0, 6]",Toward a Concept of National Responsibility
impartial,"[0, 0]",Toward a Concept of National Responsibility
same,"[0, 0, 0, 176, 3, 88, 0, 0]",Toward a Concept of National Responsibility
tribunal,"[6, 0, 0]",Toward a Concept of National Responsibility
satisfied,"[1, 0, 0, 0, 0, 7, 1, 2, 19, 0]",Toward a Concept of National Responsibility
Kennedy,"[0, 0, 0, 0, 0, 5, 0, 0]",Toward a Concept of National Responsibility
generally,"[12, 0, 0, 2, 0, 1, 0, 6, 0]",Toward a Concept of National Responsibility
Whether,[],Toward a Concept of National Responsibility
support,"[0, 0, 0, 0, 2, 5, 13, 0, 0, 0, 0, 35, 0, 0, 0, 3, 1, 0, 0, 6, 0, 19, 0, 0, 0, 0, 2, 3, 0, 1, 0, 0, 0, 0, 3, 0, 33, 0, 3, 0, 0, 0, 0, 0, 0, 0, 17, 2, 0, 162]",Toward a Concept of National Responsibility
interests,"[5, 1, 8, 1, 3, 0, 0, 33, 2, 0, 2, 0]",Toward a Concept of National Responsibility
reexamination,"[1, 0, 0, 0, 0]",Toward a Concept of National Responsibility
But,"[409, 25, 115, 211, 11]",Toward a Concept of National Responsibility
affairs,"[1, 0, 0, 1, 0, 0, 6, 5, 5, 0, 29, 53, 1, 0, 0]",Toward a Concept of National Responsibility
today's,[],Toward a Concept of National Responsibility
concept,"[2, 7, 0]",Toward a Concept of National Responsibility
perilous,"[0, 0, 1, 0]",Toward a Concept of National Responsibility
writing,"[11, 6, 1, 14, 0, 0, 0, 0, 0, 1, 3, 0, 0, 4, 0]",Toward a Concept of National Responsibility
making,"[0, 9, 0, 0, 1, 1, 1, 0, 0, 80, 0, 1, 8, 0, 51, 5, 3, 0, 113, 0, 0, 0, 0, 35, 18, 123, 31, 0, 0, 0, 0, 9, 6, 0, 4, 0, 4, 11, 163, 0, 0, 26, 0, 0, 0, 492, 9, 1, 0, 21, 0, 0, 0, 0, 0, 16, 0, 17, 127, 39, 0, 0, 0, 0, 0, 21, 1, 1, 0, 0, 0]",Toward a Concept of National Responsibility
Rule,"[24, 14, 1, 1, 0, 1, 1, 3, 0, 2, 8, 0, 55, 0, 1, 0, 2, 8, 5, 0]",Toward a Concept of National Responsibility
true,"[0, 16, 0, 4, 0, 0, 0, 0, 24, 0, 1, 0, 0, 9, 1, 0]",Toward a Concept of National Responsibility
dominates,"[0, 0, 0, 1, 8, 0, 1, 9, 1, 2, 0]",Toward a Concept of National Responsibility
negative,"[0, 0, 0, 1, 1, 0, 6, 0]",Toward a Concept of National Responsibility
doubtless,"[2, 2, 0]",Toward a Concept of National Responsibility
replaced,"[0, 5, 0, 4, 0, 3, 0, 0, 0]",Toward a Concept of National Responsibility
Already,[27],Toward a Concept of National Responsibility
from,[],Toward a Concept of National Responsibility
incidentally,"[2, 1, 0, 0, 0]",Toward a Concept of National Responsibility
Deal,"[0, 0, 0, 0, 20, 0, 0, 1, 80, 0, 8, 1, 2, 2, 4, 17, 0, 2, 16, 0, 0, 0, 0, 4, 0, 0, 0, 10, 3, 0, 0, 0, 0, 0, 0, 4, 0, 2, 1, 3, 10, 4, 12, 1, 0, 0, 0, 0, 6, 0, 12, 0, 3, 0, 2, 18, 50, 0, 0, 0, 0, 0, 0, 0, 21]",Toward a Concept of National Responsibility
difficult,"[17, 33, 0]",Toward a Concept of National Responsibility
representative,"[23, 2, 0, 0, 1, 30, 10, 1, 0]",Toward a Concept of National Responsibility
quite,"[40, 0, 28, 0]",Toward a Concept of National Responsibility
contemplated,"[0, 2, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
shore,"[0, 0, 32, 0, 3, 0, 0]",Toward a Concept of National Responsibility
consider,"[0, 24, 17, 11, 1, 7, 0, 102, 10, 20, 0, 80, 3, 65, 4, 0, 31, 0]",Toward a Concept of National Responsibility
politics,"[13, 0, 0, 3, 0]",Toward a Concept of National Responsibility
revolution,"[0, 0, 5]",Toward a Concept of National Responsibility
beneficial,"[1, 134]",Toward a Concept of National Responsibility
way,"[27, 0, 31, 3, 8, 6, 0, 15, 2, 9, 0, 123, 8]",Toward a Concept of National Responsibility
so,"[0, 0, 0, 17, 177, 3, 0, 0, 22, 228, 0, 12]",Toward a Concept of National Responsibility
all,"[2, 13, 28, 24, 6, 352, 2]",Toward a Concept of National Responsibility
light,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 16, 1, 1, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 47, 3, 0, 28, 3, 0, 20, 0, 0, 2, 0, 0, 4, 0, 0]",Toward a Concept of National Responsibility
local,"[0, 0, 0, 0, 20]",Toward a Concept of National Responsibility
centuries,"[11, 0, 13, 23, 1]",Toward a Concept of National Responsibility
derived,"[84, 1, 0, 0, 0, 0, 0, 5, 1]",Toward a Concept of National Responsibility
need,"[6, 5, 54, 6, 8, 22, 0, 0, 80, 51, 14, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
quirks,"[0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
what,[],Toward a Concept of National Responsibility
imprimatur,"[1, 0, 0, 1, 3, 1]",Toward a Concept of National Responsibility
won,"[0, 0, 0, 0, 0, 3, 0, 8, 0, 0, 5, 16, 0, 3, 3]",Toward a Concept of National Responsibility
factor,"[0, 0, 1, 0, 0, 5, 1, 0, 0, 8, 0, 8]",Toward a Concept of National Responsibility
night-watchman,[],Toward a Concept of National Responsibility
loose,"[9, 2, 0, 0, 16, 0, 3, 0, 7, 0, 0, 38, 0, 0, 47, 22, 0, 0, 0, 7, 0, 0, 0, 4, 1]",Toward a Concept of National Responsibility
victory,"[3, 5]",Toward a Concept of National Responsibility
historically,[1],Toward a Concept of National Responsibility
proposition,"[3, 5, 0, 5]",Toward a Concept of National Responsibility
reality,"[0, 9, 96, 5]",Toward a Concept of National Responsibility
burgeoning,[0],Toward a Concept of National Responsibility
Within,"[38, 25]",Toward a Concept of National Responsibility
boundaries,"[1, 2, 2, 6, 7]",Toward a Concept of National Responsibility
court,"[0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 0, 0, 0]",Toward a Concept of National Responsibility
the,[],Toward a Concept of National Responsibility
well,"[20, 5, 0, 0, 1, 134, 2, 1, 4, 82, 0]",Toward a Concept of National Responsibility
reputed,"[0, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
John,"[0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 3, 0, 0, 0, 0, 235, 0, 5, 0]",Toward a Concept of National Responsibility
payment,"[0, 0, 0, 0]",Toward a Concept of National Responsibility
conflict,"[0, 7, 16, 10, 7, 0, 0, 2, 0, 0, 5]",Toward a Concept of National Responsibility
;,[],Toward a Concept of National Responsibility
Reduced,"[8, 0, 0, 0, 0, 0, 0, 6, 1, 0, 1, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 20, 1, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 1, 0]",Toward a Concept of National Responsibility
rather,"[1, 40, 28, 0, 0, 0, 3, 23]",Toward a Concept of National Responsibility
men,"[0, 173, 11, 0, 1, 0, 51, 0, 63, 96, 0, 0, 4, 6, 0, 0, 7, 0, 49, 0, 0, 11, 8, 0, 0, 0, 0]",Toward a Concept of National Responsibility
Jurists,"[1, 9, 9, 0]",Toward a Concept of National Responsibility
