found,"[13, 0, 3, 3, 0, 7, 123, 3, 2, 1, 1, 7, 0, 21, 59, 3, 0, 1, 37, 5, 55, 0, 0, 0, 17, 102, 8, 0, 8, 1, 0, 1, 4, 14, 0, 0]","An Act for International Development, A Summary Presentation"
This,[],"An Act for International Development, A Summary Presentation"
Moreover,"[1, 1, 0]","An Act for International Development, A Summary Presentation"
conditional,[0],"An Act for International Development, A Summary Presentation"
worked,"[0, 0, 0, 0, 0, 6, 12, 0, 3, 113, 0, 0, 12, 18, 0, 0, 0, 2, 3, 1, 5, 37, 13, 0, 0, 43, 22, 1, 127, 90, 39, 1, 6, 23, 0]","An Act for International Development, A Summary Presentation"
allocation,"[0, 0, 0, 0, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
erupted,"[0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 0, 0]","An Act for International Development, A Summary Presentation"
raise,"[3, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2, 29, 0, 0, 0, 0, 0, 3, 10, 1, 7, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 1, 4, 0, 0, 16, 2, 1, 0, 12, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
adopting,"[0, 0, 0, 11, 0, 0, 80, 0, 2, 0, 0, 0, 9, 0, 3]","An Act for International Development, A Summary Presentation"
nor,[],"An Act for International Development, A Summary Presentation"
Meantime,"[1, 0, 2, 1, 0]","An Act for International Development, A Summary Presentation"
personal,[25],"An Act for International Development, A Summary Presentation"
program,"[0, 15, 0, 0, 0, 2, 0, 0, 0, 27, 0, 2]","An Act for International Development, A Summary Presentation"
recently,"[0, 30, 8, 2, 0]","An Act for International Development, A Summary Presentation"
and,[],"An Act for International Development, A Summary Presentation"
scale,"[0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 0, 0, 7]","An Act for International Development, A Summary Presentation"
agriculture,"[0, 0, 11, 0, 0, 1, 0, 0, 1]","An Act for International Development, A Summary Presentation"
while,"[11, 77, 1, 1]","An Act for International Development, A Summary Presentation"
sectors,"[1, 0]","An Act for International Development, A Summary Presentation"
go,"[5, 0, 0, 2, 6, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 11, 123, 0, 3, 0, 1, 0, 33, 26, 37, 83, 6, 0, 0, 19, 19, 0, 3, 0, 17, 0, 0, 43, 25, 0, 0, 0, 0, 1, 0, 0, 6, 0, 0, 11, 19, 127, 3, 90, 0, 0, 0, 12, 20, 13, 0, 0, 1, 0, 0]","An Act for International Development, A Summary Presentation"
conceived,"[0, 0, 0, 10, 65, 31, 0]","An Act for International Development, A Summary Presentation"
policies,"[5, 0, 6]","An Act for International Development, A Summary Presentation"
taken,"[2, 10, 1, 21, 1, 0, 20, 0, 80, 0, 4, 14, 0, 7, 3, 0, 7, 9, 1, 22, 113, 6, 2, 24, 1, 123, 18, 5, 0, 0, 6, 5, 3, 6, 5, 0, 11, 4, 1, 16, 0, 492, 10, 1, 3, 0, 9, 54, 5, 0, 5, 17, 0, 4, 0, 3, 28, 7, 20, 0, 1, 0, 5, 3, 0, 2, 0, 1]","An Act for International Development, A Summary Presentation"
damaging,"[0, 0, 3, 0, 0, 6]","An Act for International Development, A Summary Presentation"
upon,[],"An Act for International Development, A Summary Presentation"
with,[],"An Act for International Development, A Summary Presentation"
set,"[0, 0, 0, 6, 0, 0, 13, 1, 0, 1, 10, 72, 2, 0, 0, 0, 6, 0, 8, 0, 0, 0, 7, 0, 0, 0, 10, 2, 0, 0, 7, 0, 2, 0, 0, 19, 163, 0, 1, 0, 21, 12, 0, 0, 19, 0, 2, 8, 0, 0, 0, 46, 0, 0, 1, 0, 51, 4, 1, 9, 29]","An Act for International Development, A Summary Presentation"
incentives,"[0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
efforts,"[5, 7, 0, 0, 0, 18, 16, 22, 1, 10, 11, 0, 0, 0, 0, 11]","An Act for International Development, A Summary Presentation"
social,"[15, 0, 0, 0]","An Act for International Development, A Summary Presentation"
developmental,[0],"An Act for International Development, A Summary Presentation"
resources,"[0, 0, 15]","An Act for International Development, A Summary Presentation"
training,"[9, 1, 1, 2, 69, 0, 80, 7, 12, 0, 5, 0, 3, 17, 0, 16, 0, 1, 4, 19, 0, 6, 3, 0]","An Act for International Development, A Summary Presentation"
D,"[0, 0, 0, 3, 13, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
view,"[1, 12, 8, 17, 11, 12, 4, 3, 1, 0, 0, 1, 0, 2, 19, 10, 7, 4, 67, 18, 0, 4, 102, 0, 0]","An Act for International Development, A Summary Presentation"
an,"[0, 0]","An Act for International Development, A Summary Presentation"
recognized,"[0, 2, 11, 0, 129, 8, 0, 2, 0, 0, 0, 5, 11, 0, 0, 0, 0, 6, 0]","An Act for International Development, A Summary Presentation"
depart,"[0, 47, 0, 0, 4, 0, 0, 0, 19, 0, 32, 0, 5, 0, 0, 90, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
established,"[13, 8, 10, 51, 4, 3, 3, 113, 5, 0, 0, 0, 21, 59, 3, 44, 3, 1, 9, 1, 0, 0, 0, 0, 1]","An Act for International Development, A Summary Presentation"
assessment,"[0, 0, 0, 4]","An Act for International Development, A Summary Presentation"
Thus,"[0, 0, 0, 0, 3, 22, 228, 0, 12]","An Act for International Development, A Summary Presentation"
its,"[0, 0]","An Act for International Development, A Summary Presentation"
factories,"[3, 0, 0, 3]","An Act for International Development, A Summary Presentation"
them,[],"An Act for International Development, A Summary Presentation"
threefold,"[0, 0, 0, 2, 13, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
entire,"[0, 24, 1, 22, 14, 1]","An Act for International Development, A Summary Presentation"
interdependent,"[2, 0, 0]","An Act for International Development, A Summary Presentation"
persuaded,"[9, 1, 0]","An Act for International Development, A Summary Presentation"
exceed,"[0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 29, 0, 0]","An Act for International Development, A Summary Presentation"
sentiment,"[67, 17, 1, 1, 4]","An Act for International Development, A Summary Presentation"
considerable,[6],"An Act for International Development, A Summary Presentation"
new,"[5, 0, 92, 0, 4, 1, 12, 4, 36, 3, 38]","An Act for International Development, A Summary Presentation"
broad,"[24, 0, 0, 0, 0, 3, 4, 0, 16, 7, 0, 0, 3, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
effective,"[0, 0, 0, 134, 0, 7, 2]","An Act for International Development, A Summary Presentation"
basis,"[26, 0, 0, 0, 1, 21, 3, 0]","An Act for International Development, A Summary Presentation"
India,"[0, 3, 0]","An Act for International Development, A Summary Presentation"
run,"[0, 2, 0, 7, 10, 0, 0, 0, 6, 0, 3, 2, 1, 0, 0, 21, 0, 1, 0, 7, 0, 3, 9, 2, 0, 0, 0, 0, 11, 0, 0, 0, 2, 1, 0, 0, 5, 19, 0, 43, 0, 0, 30, 2, 0, 0, 74, 0, 18, 9, 2, 1, 0, 9, 127, 90, 0, 1, 0, 0, 23, 0, 2, 12, 20, 0, 0, 0, 6]","An Act for International Development, A Summary Presentation"
Neither,[10],"An Act for International Development, A Summary Presentation"
multi-year,[],"An Act for International Development, A Summary Presentation"
statements,"[7, 0, 0, 8, 0, 2, 3, 4]","An Act for International Development, A Summary Presentation"
capital,"[61, 0, 0, 0, 1, 3, 0, 0, 15, 0, 0, 0]","An Act for International Development, A Summary Presentation"
subject,"[35, 0, 5, 24, 2, 7, 0, 1, 0, 29, 8, 1, 38, 0, 25, 7, 16, 5, 0, 7, 0, 34]","An Act for International Development, A Summary Presentation"
:,[],"An Act for International Development, A Summary Presentation"
longrun,[],"An Act for International Development, A Summary Presentation"
fiscal,"[0, 2]","An Act for International Development, A Summary Presentation"
On,"[37, 839]","An Act for International Development, A Summary Presentation"
reasons,"[4, 2, 0, 1, 18, 30, 5, 0, 9, 21, 0]","An Act for International Development, A Summary Presentation"
decide,"[4, 0, 1, 6, 0, 1]","An Act for International Development, A Summary Presentation"
able,"[7, 29, 0]","An Act for International Development, A Summary Presentation"
greatly,[7],"An Act for International Development, A Summary Presentation"
forms,"[0, 0, 0, 3, 1, 19, 0, 6, 3, 57, 113, 0, 1, 0, 0, 0, 0, 0, 0, 13, 5, 0, 0, 0, 0, 9, 4, 8, 74, 22, 0, 0, 18, 127, 0, 4, 0, 39, 1, 0, 0, 10, 0, 1, 0, 12, 1, 12]","An Act for International Development, A Summary Presentation"
administrative,[1],"An Act for International Development, A Summary Presentation"
surveying,"[0, 1, 1, 0, 11, 0, 2]","An Act for International Development, A Summary Presentation"
regulatory,"[0, 1]","An Act for International Development, A Summary Presentation"
honesty,"[0, 0, 1, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
diversion,"[1, 0, 1, 0, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
calls,"[0, 1, 0, 0, 0, 0, 7, 0, 0, 1, 25, 11, 0, 2, 31, 4, 3, 0, 0, 0, 2, 0, 9, 12, 0, 0, 0, 4, 6, 5, 0, 0, 10, 0, 0, 8, 0]","An Act for International Development, A Summary Presentation"
section,"[2, 12, 0, 0, 47, 4, 3, 0, 1, 0]","An Act for International Development, A Summary Presentation"
number,"[84, 0, 42, 12, 0, 0, 0, 0, 37, 21, 0, 5, 0, 22, 22, 16, 24, 7, 22, 0]","An Act for International Development, A Summary Presentation"
likely,"[0, 27, 0, 6, 0, 13, 7]","An Act for International Development, A Summary Presentation"
others,[],"An Act for International Development, A Summary Presentation"
winning,"[0, 0, 18, 0, 0, 5, 0, 0, 3, 0, 0, 0, 4, 16, 3, 3]","An Act for International Development, A Summary Presentation"
common,"[0, 2, 8, 3, 8, 0, 0, 2, 0, 20, 0, 1, 2]","An Act for International Development, A Summary Presentation"
excessive,"[0, 2, 2, 1, 0, 1, 0]","An Act for International Development, A Summary Presentation"
mobilizing,"[3, 0, 0, 0, 0, 0, 2]","An Act for International Development, A Summary Presentation"
enterprise,"[2, 0, 0, 0, 1, 0]","An Act for International Development, A Summary Presentation"
other,"[10, 41, 183]","An Act for International Development, A Summary Presentation"
providing,"[11, 0, 32, 12, 1, 0, 0, 0, 16, 0, 1, 3]","An Act for International Development, A Summary Presentation"
skillful,"[0, 11, 134, 1, 3, 0, 0, 1]","An Act for International Development, A Summary Presentation"
own,"[0, 111, 492, 4]","An Act for International Development, A Summary Presentation"
cooperation,[4],"An Act for International Development, A Summary Presentation"
technological,"[11, 1]","An Act for International Development, A Summary Presentation"
also,"[2, 0, 118, 3, 121]","An Act for International Development, A Summary Presentation"
monetary,"[0, 0]","An Act for International Development, A Summary Presentation"
confronted,"[0, 36, 0, 62]","An Act for International Development, A Summary Presentation"
foreseeing,"[0, 1, 0, 0, 0, 1, 2]","An Act for International Development, A Summary Presentation"
show,"[8, 21, 3, 7, 1, 19, 0, 15, 37, 36, 2, 44, 3, 0, 1, 20, 0, 1, 6, 7, 1, 0, 0, 0, 6, 1]","An Act for International Development, A Summary Presentation"
obvious,[11],"An Act for International Development, A Summary Presentation"
do,"[0, 84, 0, 0, 25, 0, 0, 3, 0, 0, 1, 6, 113, 18, 0, 6, 5, 1, 163, 3, 0, 0, 22, 0, 0, 0, 9, 0, 1, 46]","An Act for International Development, A Summary Presentation"
tunnel,"[0, 0]","An Act for International Development, A Summary Presentation"
that,[],"An Act for International Development, A Summary Presentation"
push,"[0, 0, 4, 8, 3, 0, 0, 14, 8, 11, 0, 7, 0, 11, 0, 4, 0, 0, 24, 10, 0, 1]","An Act for International Development, A Summary Presentation"
supporting,"[0, 0, 0, 2, 5, 13, 0, 0, 3, 0, 0, 0, 3, 1, 0, 0, 6, 0, 19, 0, 2, 1, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 17, 2, 0, 162]","An Act for International Development, A Summary Presentation"
Encouraging,"[18, 0, 1, 2, 3, 3, 3]","An Act for International Development, A Summary Presentation"
vary,"[0, 0, 0, 34, 0, 0, 5, 3]","An Act for International Development, A Summary Presentation"
major,"[0, 0, 0, 1, 18]","An Act for International Development, A Summary Presentation"
substantially,"[82, 5, 0]","An Act for International Development, A Summary Presentation"
C,"[0, 0, 0, 0, 0, 0, 0, 23, 13, 0, 0, 13, 0, 0, 0, 0, 0, 6, 1, 0, 11, 0, 0]","An Act for International Development, A Summary Presentation"
barely,"[4, 1, 115, 7, 11, 0]","An Act for International Development, A Summary Presentation"
significant,"[1, 14, 21, 2, 32]","An Act for International Development, A Summary Presentation"
dealing,"[0, 0, 20, 0, 80, 0, 8, 2, 1, 17, 2, 16, 0, 0, 4, 0, 1, 0, 10, 0, 0, 0, 4, 3, 0, 10, 0, 12, 0, 0, 6, 0, 3, 3, 0, 0, 0, 0, 21]","An Act for International Development, A Summary Presentation"
underdeveloped,"[0, 0, 3]","An Act for International Development, A Summary Presentation"
rapid,"[0, 4]","An Act for International Development, A Summary Presentation"
threshold,"[0, 0, 36, 1, 0, 0, 0, 2, 0]","An Act for International Development, A Summary Presentation"
skilled,[2],"An Act for International Development, A Summary Presentation"
systematic,"[0, 1, 0]","An Act for International Development, A Summary Presentation"
recipient,"[0, 0, 0]","An Act for International Development, A Summary Presentation"
aspects,"[1, 0, 8, 17, 3, 14, 0, 62, 0, 12, 59]","An Act for International Development, A Summary Presentation"
promote,"[18, 0, 0, 1, 7, 2, 4, 0, 0, 0, 3, 0]","An Act for International Development, A Summary Presentation"
technical,"[0, 11, 0, 3, 1]","An Act for International Development, A Summary Presentation"
States,"[0, 32, 70, 0, 21, 7, 49, 0, 39, 0, 0, 0, 11, 28, 0, 0, 0, 5, 0, 0]","An Act for International Development, A Summary Presentation"
appraise,"[1, 0, 1, 17, 1, 8, 2]","An Act for International Development, A Summary Presentation"
At,"[0, 0, 580, 35]","An Act for International Development, A Summary Presentation"
completed,"[14, 0, 0, 0, 5, 1, 22, 3, 2, 4, 3, 0]","An Act for International Development, A Summary Presentation"
officialdom,"[0, 0]","An Act for International Development, A Summary Presentation"
information,"[0, 4, 0, 0, 16]","An Act for International Development, A Summary Presentation"
exist,"[6, 5, 0, 722, 26]","An Act for International Development, A Summary Presentation"
margin,"[0, 3, 0, 0, 0, 1, 0, 0, 2]","An Act for International Development, A Summary Presentation"
assistance,"[41, 7, 1, 3]","An Act for International Development, A Summary Presentation"
bring,"[0, 0, 0, 127, 9, 123, 18, 32, 1, 1, 4, 0, 23, 80, 0, 1, 1]","An Act for International Development, A Summary Presentation"
commence,"[0, 0, 123, 0, 0, 8, 0, 0, 19, 0, 0]","An Act for International Development, A Summary Presentation"
U.S.,"[0, 0, 0, 0, 0, 0, 17, 14, 0, 0, 0]","An Act for International Development, A Summary Presentation"
balance-of-payments,[],"An Act for International Development, A Summary Presentation"
within,"[38, 25]","An Act for International Development, A Summary Presentation"
countries,"[0, 49, 32, 0, 11, 32, 28, 0, 0]","An Act for International Development, A Summary Presentation"
things,"[0, 29, 53, 50]","An Act for International Development, A Summary Presentation"
increasingly,"[0, 0, 4]","An Act for International Development, A Summary Presentation"
help,"[19, 3, 3, 41, 7, 9, 0, 0, 0, 1, 0, 1]","An Act for International Development, A Summary Presentation"
self-sustaining,"[0, 0, 0]","An Act for International Development, A Summary Presentation"
ready,"[0, 9, 21, 0, 1, 4, 46, 0, 113]","An Act for International Development, A Summary Presentation"
establishing,"[13, 8, 51, 3, 113, 0, 0, 21, 59, 3, 44, 3, 1, 9, 1, 0, 0, 0, 1]","An Act for International Development, A Summary Presentation"
project,"[0, 0, 0, 0, 0, 18, 6, 0, 13, 1, 7, 20, 15, 4, 4, 6, 2, 22, 0, 0, 0, 24, 102, 1, 0, 0]","An Act for International Development, A Summary Presentation"
reports,"[6, 0, 24, 17, 8, 0, 3, 0, 6, 8, 0, 7, 31, 13]","An Act for International Development, A Summary Presentation"
can,"[12, 0, 3, 0, 0, 0, 38, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 29, 0, 1, 0, 1, 1, 4, 3, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 235, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
attempt,"[7, 0, 12, 22, 10, 0, 1, 0, 9, 3, 0]","An Act for International Development, A Summary Presentation"
development,"[0, 0, 8, 23, 0, 13, 3, 1, 0]","An Act for International Development, A Summary Presentation"
economy,"[2, 0, 2, 0]","An Act for International Development, A Summary Presentation"
despite,"[0, 6, 3, 1]","An Act for International Development, A Summary Presentation"
integral,"[1, 0, 1, 0, 14, 1, 0]","An Act for International Development, A Summary Presentation"
correct,"[0, 84, 0, 5, 0, 0, 0, 0, 2, 0, 4, 0, 0, 2, 0, 8, 0, 46, 0, 0]","An Act for International Development, A Summary Presentation"
preceding,"[0, 0, 0, 0, 2, 3, 0, 39, 20, 1, 3, 0, 0, 0]","An Act for International Development, A Summary Presentation"
population,"[22, 7]","An Act for International Development, A Summary Presentation"
responding,"[4, 25, 3, 1]","An Act for International Development, A Summary Presentation"
met,"[0, 2, 0, 0, 3, 8, 3, 0, 0, 7, 3, 0, 0, 19, 3, 0, 0, 0, 1, 0, 1, 0, 11, 102, 23, 7, 0]","An Act for International Development, A Summary Presentation"
lead,"[0, 0, 0, 7, 0, 0, 80, 0, 12, 73, 3, 4, 0, 0, 0, 2, 0, 0, 3, 1, 0, 8, 0, 29, 5, 0, 0, 43, 16, 32, 4, 9, 0, 0, 0, 0, 90, 12, 20, 27]","An Act for International Development, A Summary Presentation"
transition,"[6, 2, 0, 1, 2]","An Act for International Development, A Summary Presentation"
dramatic,"[6, 3, 3]","An Act for International Development, A Summary Presentation"
provide,"[11, 0, 32, 12, 1, 0, 0, 0, 16, 0, 1, 3]","An Act for International Development, A Summary Presentation"
External,"[29, 2, 5, 0]","An Act for International Development, A Summary Presentation"
supply,"[1, 2, 16, 9, 0, 1, 0, 16, 0, 1, 3]","An Act for International Development, A Summary Presentation"
free,"[0, 1, 0, 1, 3, 0, 4, 0, 7, 0, 3, 1, 0, 4, 0, 0, 0, 1, 1, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 4, 5, 22]","An Act for International Development, A Summary Presentation"
decisions,"[11, 1, 1, 7]","An Act for International Development, A Summary Presentation"
there,"[0, 0, 0, 0, 0, 276]","An Act for International Development, A Summary Presentation"
entered,"[0, 0, 2, 0, 19, 0, 0, 1, 3, 0, 12, 0, 0, 0, 0, 22, 2, 0, 0, 0]","An Act for International Development, A Summary Presentation"
requirement,"[13, 3, 18, 4, 14, 0, 0]","An Act for International Development, A Summary Presentation"
It,"[0, 0]","An Act for International Development, A Summary Presentation"
nearing,"[0, 0, 0, 0, 23, 0, 11]","An Act for International Development, A Summary Presentation"
attain,"[1, 0, 0, 1, 0, 0, 1, 7, 21, 0, 0, 0, 5, 3, 0, 11, 113]","An Act for International Development, A Summary Presentation"
objectives,"[4, 8, 0, 0, 3, 5, 0]","An Act for International Development, A Summary Presentation"
case,"[16, 0, 0, 0, 35, 0, 0, 1, 0, 0, 18, 23, 0, 7, 0, 6, 0, 0, 0, 0, 25, 10, 0, 8, 0, 0, 0, 12, 0, 62, 0, 0]","An Act for International Development, A Summary Presentation"
goal,"[3, 51, 3, 1]","An Act for International Development, A Summary Presentation"
done,"[0, 84, 125, 25, 0, 32, 3, 0, 0, 1, 6, 113, 18, 0, 6, 5, 0, 163, 3, 0, 22, 0, 0, 9, 0, 1, 46]","An Act for International Development, A Summary Presentation"
institutions,"[4, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2]","An Act for International Development, A Summary Presentation"
meeting,"[0, 0, 2, 0, 18, 0, 3, 8, 3, 0, 0, 7, 3, 0, 0, 19, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 11, 102, 23, 7, 0, 0]","An Act for International Development, A Summary Presentation"
expanded,"[0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
over,"[163, 0, 0, 1, 22, 0, 6]","An Act for International Development, A Summary Presentation"
goals,"[3, 51, 3, 1]","An Act for International Development, A Summary Presentation"
plans,"[15, 18, 0, 0, 27, 6, 0, 0]","An Act for International Development, A Summary Presentation"
of,[],"An Act for International Development, A Summary Presentation"
being,"[6, 2, 21, 6, 20, 722, 0, 0, 11, 100, 3, 0, 26, 1, 12, 0]","An Act for International Development, A Summary Presentation"
includes,"[0, 10, 9]","An Act for International Development, A Summary Presentation"
image,"[0, 0, 0, 0, 0, 21, 0, 0, 0, 13, 0, 20, 0, 13, 4, 0, 6, 22, 1, 0, 102, 1, 0, 0]","An Act for International Development, A Summary Presentation"
orders,"[0, 0, 0, 1, 0, 70, 0, 11, 21, 0, 0, 0, 0, 72, 0, 0, 39, 0, 1, 0, 1, 34, 3, 0, 0, 0, 17, 11, 1, 0, 1, 0, 51, 0, 0, 0, 0, 0, 0, 12, 0, 0]","An Act for International Development, A Summary Presentation"
move,"[0, 1, 0, 0, 16, 1, 0, 19, 0, 6, 7, 43, 0, 0, 0, 1, 6, 1, 0, 22, 90, 1]","An Act for International Development, A Summary Presentation"
spectrum,[0],"An Act for International Development, A Summary Presentation"
collected,"[2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 1, 0, 0]","An Act for International Development, A Summary Presentation"
Nevertheless,"[0, 1, 0, 6, 35, 47, 0, 103, 3]","An Act for International Development, A Summary Presentation"
They,[],"An Act for International Development, A Summary Presentation"
important,"[0, 14, 32, 0, 4]","An Act for International Development, A Summary Presentation"
These,[],"An Act for International Development, A Summary Presentation"
Pakistan,"[0, 0, 0]","An Act for International Development, A Summary Presentation"
responsible,"[0, 9, 0]","An Act for International Development, A Summary Presentation"
requires,"[6, 5, 2, 54, 0, 80, 0, 14, 15, 51, 22, 0]","An Act for International Development, A Summary Presentation"
sources,"[4, 1, 3, 4, 3, 0, 0, 1, 20, 5, 0, 1]","An Act for International Development, A Summary Presentation"
schemes,"[0, 0, 0, 1, 23, 0, 1, 1, 0]","An Act for International Development, A Summary Presentation"
short,"[0, 0, 0, 0, 8, 27, 0, 99, 0, 0, 6, 0, 2, 0, 0, 20, 4, 47, 1, 0, 28, 0, 2, 0]","An Act for International Development, A Summary Presentation"
so-called,"[3, 10, 1]","An Act for International Development, A Summary Presentation"
vitally,[0],"An Act for International Development, A Summary Presentation"
may,"[2, 167, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
evaluation,"[1, 0, 2]","An Act for International Development, A Summary Presentation"
infant,"[0, 17, 3]","An Act for International Development, A Summary Presentation"
bulk,"[5, 0, 4, 1, 11]","An Act for International Development, A Summary Presentation"
same,"[0, 0, 0, 176, 3, 88, 0, 0]","An Act for International Development, A Summary Presentation"
withhold,"[0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
E,"[1, 0, 0, 0, 0, 0, 8, 0, 0, 0]","An Act for International Development, A Summary Presentation"
inflation,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
ultimately,"[3, 0, 18, 0, 0]","An Act for International Development, A Summary Presentation"
luxury,"[2, 0, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
Cuba,"[0, 0]","An Act for International Development, A Summary Presentation"
support,"[0, 0, 0, 0, 2, 5, 13, 0, 0, 0, 0, 35, 0, 0, 0, 3, 1, 0, 0, 6, 0, 19, 0, 0, 0, 0, 2, 3, 0, 1, 0, 0, 0, 0, 3, 0, 33, 0, 3, 0, 0, 0, 0, 0, 0, 0, 17, 2, 0, 162]","An Act for International Development, A Summary Presentation"
practices,"[7, 163, 0, 0, 1, 0, 0, 66, 6, 8, 0, 5, 0]","An Act for International Development, A Summary Presentation"
But,"[409, 25, 115, 211, 11]","An Act for International Development, A Summary Presentation"
defects,"[1, 3, 0, 0, 5, 0, 0]","An Act for International Development, A Summary Presentation"
reform,"[0, 0, 0, 0, 1, 0]","An Act for International Development, A Summary Presentation"
concept,"[2, 7, 0]","An Act for International Development, A Summary Presentation"
Only,"[409, 25, 3, 4, 115, 13, 3, 1, 0, 211, 17, 3, 0, 0, 11]","An Act for International Development, A Summary Presentation"
There,"[0, 0, 0, 0, 0, 276]","An Act for International Development, A Summary Presentation"
rarely,"[3, 6]","An Act for International Development, A Summary Presentation"
making,"[0, 9, 0, 0, 1, 1, 1, 0, 0, 80, 0, 1, 8, 0, 51, 5, 3, 0, 113, 0, 0, 0, 0, 35, 18, 123, 31, 0, 0, 0, 0, 9, 6, 0, 4, 0, 4, 11, 163, 0, 0, 26, 0, 0, 0, 492, 9, 1, 0, 21, 0, 0, 0, 0, 0, 16, 0, 17, 127, 39, 0, 0, 0, 0, 0, 21, 1, 1, 0, 0, 0]","An Act for International Development, A Summary Presentation"
like,"[17, 0, 1, 176, 0, 15, 88, 2, 5, 0, 21]","An Act for International Development, A Summary Presentation"
limit,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 1, 0, 0, 0, 0, 7, 5, 1, 1, 0, 46]","An Act for International Development, A Summary Presentation"
tool,"[0, 0, 0, 2, 0, 1, 2, 0, 1, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
true,"[0, 16, 0, 4, 0, 0, 0, 0, 24, 0, 1, 0, 0, 9, 1, 0]","An Act for International Development, A Summary Presentation"
tapping,"[2, 0, 6, 0, 1, 0, 0, 1, 1, 3, 1, 0, 0]","An Act for International Development, A Summary Presentation"
5,"[0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 18, 35, 0]","An Act for International Development, A Summary Presentation"
considerably,"[82, 5, 0]","An Act for International Development, A Summary Presentation"
therefore,"[0, 3, 1, 22, 228, 12]","An Act for International Development, A Summary Presentation"
commitments,"[0, 0, 0, 0, 0, 2, 0]","An Act for International Development, A Summary Presentation"
from,[],"An Act for International Development, A Summary Presentation"
difficult,"[17, 33, 0]","An Act for International Development, A Summary Presentation"
tailored,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 20, 1]","An Act for International Development, A Summary Presentation"
traced,"[3, 3, 24, 2, 11, 0, 9, 6, 0, 0]","An Act for International Development, A Summary Presentation"
designing,"[15, 18, 1, 0, 6, 0]","An Act for International Development, A Summary Presentation"
available,"[0, 0, 18, 0]","An Act for International Development, A Summary Presentation"
successes,"[0, 10, 0, 0]","An Act for International Development, A Summary Presentation"
all,"[2, 13, 28, 24, 6, 352, 2]","An Act for International Development, A Summary Presentation"
so,"[0, 0, 0, 17, 177, 3, 0, 0, 22, 228, 0, 12]","An Act for International Development, A Summary Presentation"
staff,"[1, 2, 0]","An Act for International Development, A Summary Presentation"
light,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 16, 1, 1, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 47, 3, 0, 28, 3, 0, 20, 0, 0, 2, 0, 0, 4, 0, 0]","An Act for International Development, A Summary Presentation"
local,"[0, 0, 0, 0, 20]","An Act for International Development, A Summary Presentation"
immediate,"[0, 1, 9, 1, 13]","An Act for International Development, A Summary Presentation"
thought,"[0, 14, 0, 17, 65, 31, 0, 31, 4, 5, 1, 12, 0, 0, 1, 0, 37, 10, 0, 0, 12, 0, 2, 67, 15, 0, 0, 0, 15, 0]","An Act for International Development, A Summary Presentation"
need,"[6, 5, 54, 6, 8, 22, 0, 0, 80, 51, 14, 0, 0, 0, 0, 0]","An Act for International Development, A Summary Presentation"
monolithic,"[0, 7, 0]","An Act for International Development, A Summary Presentation"
what,[],"An Act for International Development, A Summary Presentation"
