near,"[0, 8, 0, 27, 0, 0, 104, 0, 0, 1, 3, 23, 0, 18, 134, 66, 0, 11, 0, 0, 237]",Proceedings of the 1961 Heat
thermocouple,"[0, 0]",Proceedings of the 1961 Heat
low,"[0, 10, 0, 0, 3, 0, 1, 0, 0, 0, 4, 0, 0, 0, 169, 0, 2, 0, 0, 0, 20, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 146, 13, 0, 67, 0]",Proceedings of the 1961 Heat
had,"[49, 2, 1, 4, 80, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 51, 17, 0]",Proceedings of the 1961 Heat
compared,"[0, 1, 0]",Proceedings of the 1961 Heat
depending,"[7, 5, 4, 0, 0, 59]",Proceedings of the 1961 Heat
area,"[1, 1, 9, 0, 1, 0, 32, 28, 0, 34]",Proceedings of the 1961 Heat
investigators,"[0, 1, 1, 1, 0, 0]",Proceedings of the 1961 Heat
:,[],Proceedings of the 1961 Heat
porous,"[0, 0, 0]",Proceedings of the 1961 Heat
test,"[0, 43, 2, 10, 8, 0, 0, 0, 22, 0, 3, 0, 2, 18, 3, 0, 0]",Proceedings of the 1961 Heat
spacing,"[43, 0, 0]",Proceedings of the 1961 Heat
piece,"[0, 0, 0, 173, 0, 0, 47, 0, 0, 1, 0, 1, 0, 0, 9, 6, 77, 24, 11, 0, 1, 0, 0]",Proceedings of the 1961 Heat
then,"[0, 177, 228, 0]",Proceedings of the 1961 Heat
higher,"[0, 0, 0, 0, 12, 61, 2, 0]",Proceedings of the 1961 Heat
cycle,"[11, 0, 0, 0, 0, 0, 3, 0, 5, 3, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
cylindrical,"[0, 0]",Proceedings of the 1961 Heat
reflection,"[0, 0, 14, 1, 0, 0, 4, 0, 0, 1, 0]",Proceedings of the 1961 Heat
tungsten,"[0, 2, 0, 0]",Proceedings of the 1961 Heat
holder,"[0, 0]",Proceedings of the 1961 Heat
axial,"[0, 0]",Proceedings of the 1961 Heat
Table,"[0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0]",Proceedings of the 1961 Heat
section,"[2, 12, 0, 0, 47, 4, 3, 0, 1, 0]",Proceedings of the 1961 Heat
voltmeter,[0],Proceedings of the 1961 Heat
number,"[84, 0, 42, 12, 0, 0, 0, 0, 37, 21, 0, 5, 0, 22, 22, 16, 24, 7, 22, 0]",Proceedings of the 1961 Heat
effect,"[8, 16, 2, 3, 0, 0, 6, 6, 0, 0, 27, 14, 3, 27, 5]",Proceedings of the 1961 Heat
enthalpy,"[0, 2, 0, 0]",Proceedings of the 1961 Heat
constant,"[8, 0, 3, 0, 2, 0, 1, 0, 0, 0, 0, 1]",Proceedings of the 1961 Heat
providing,"[11, 0, 32, 12, 1, 0, 0, 0, 16, 0, 1, 3]",Proceedings of the 1961 Heat
also,"[2, 0, 118, 3, 121]",Proceedings of the 1961 Heat
edge,"[0, 3, 3, 1, 0, 0, 2, 1, 6, 7, 1, 0]",Proceedings of the 1961 Heat
show,"[8, 21, 3, 7, 1, 19, 0, 15, 37, 36, 2, 44, 3, 0, 1, 20, 0, 1, 6, 7, 1, 0, 0, 0, 6, 1]",Proceedings of the 1961 Heat
cooled,"[4, 0, 3, 0]",Proceedings of the 1961 Heat
reach,"[1, 1, 0, 1, 0, 1, 0, 0, 51, 5, 21, 113, 0, 0, 7, 11, 3, 5, 1, 0, 4, 0, 0, 11, 50, 0, 1, 12, 0, 21, 1]",Proceedings of the 1961 Heat
**ye,[],Proceedings of the 1961 Heat
plus,"[6, 0, 21, 12, 0]",Proceedings of the 1961 Heat
that,[],Proceedings of the 1961 Heat
strike,"[1, 1, 80, 1, 0, 3, 9, 0, 0, 0, 0, 0, 0, 0, 19, 1, 7, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 20, 0, 0, 0, 0, 21, 0, 0, 0]",Proceedings of the 1961 Heat
electrode,[0],Proceedings of the 1961 Heat
severe,"[0, 33, 1, 7, 0, 9, 8, 0, 2, 7, 2, 0, 0, 6]",Proceedings of the 1961 Heat
difficulty,"[7, 20, 0]",Proceedings of the 1961 Heat
tools,"[0, 0, 0, 2, 0, 1, 2, 0, 1, 0, 0, 0, 0]",Proceedings of the 1961 Heat
rapid,"[0, 4]",Proceedings of the 1961 Heat
processes,"[6, 3, 0, 52, 1, 0, 0, 12, 0, 6, 0, 1, 0, 0, 0, 0, 127, 9, 0, 0]",Proceedings of the 1961 Heat
negligible,"[0, 0, 0]",Proceedings of the 1961 Heat
error,"[0, 3, 6, 0, 4, 0, 0, 0]",Proceedings of the 1961 Heat
became,"[123, 90, 33, 37, 7]",Proceedings of the 1961 Heat
generators,"[1, 4, 3]",Proceedings of the 1961 Heat
surfaces,"[0, 38, 0, 10, 0, 0, 0, 0, 0, 0, 18, 0, 4, 0]",Proceedings of the 1961 Heat
injection,"[1, 15, 0]",Proceedings of the 1961 Heat
velocity,"[3, 14]",Proceedings of the 1961 Heat
lengths,"[16, 0, 9]",Proceedings of the 1961 Heat
technical,"[0, 11, 0, 3, 1]",Proceedings of the 1961 Heat
somewhat,"[19, 0, 0, 0, 0, 12, 3, 0, 6, 17]",Proceedings of the 1961 Heat
assuming,"[2, 0, 80, 0, 0, 0, 9, 6, 0, 0, 0, 6, 3, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
At,"[0, 0, 580, 35]",Proceedings of the 1961 Heat
burning,"[0, 0, 29, 1, 0, 0, 1, 0, 3, 7, 1, 0, 0, 0, 0, 0, 0, 20]",Proceedings of the 1961 Heat
exist,"[6, 5, 0, 722, 26]",Proceedings of the 1961 Heat
chamber,"[1, 0, 6, 0, 0]",Proceedings of the 1961 Heat
temperature,[2],Proceedings of the 1961 Heat
during,[],Proceedings of the 1961 Heat
variable,"[0, 0, 4, 2]",Proceedings of the 1961 Heat
often,"[0, 3, 1, 111, 0, 47, 0]",Proceedings of the 1961 Heat
fed,"[0, 0, 43, 1, 0, 0, 3, 2, 0, 74, 0, 0, 6, 51, 8, 0, 0]",Proceedings of the 1961 Heat
occurred,"[0, 84, 0, 0, 12, 0, 0, 0, 14, 3]",Proceedings of the 1961 Heat
occurring,"[0, 84, 0, 0, 12, 0, 0, 0, 14, 3]",Proceedings of the 1961 Heat
cooling,"[0, 0, 1, 3, 1, 4, 0, 0]",Proceedings of the 1961 Heat
gap,"[0, 0, 11, 13, 0, 11, 0, 0, 3]",Proceedings of the 1961 Heat
within,"[38, 25]",Proceedings of the 1961 Heat
axially,[0],Proceedings of the 1961 Heat
due,"[0, 0, 0, 9]",Proceedings of the 1961 Heat
average,"[15, 10, 0, 0, 8, 1, 0, 0, 2, 21, 37, 0]",Proceedings of the 1961 Heat
improve,"[0, 57, 0, 0, 8]",Proceedings of the 1961 Heat
Temperatures,[2],Proceedings of the 1961 Heat
figure,"[0, 0, 6, 42, 0, 3, 0, 1, 0, 0, 31, 0, 18, 0, 13, 0, 0, 0, 5, 13, 0, 12, 1, 0, 20, 0, 0, 9, 4, 8, 6, 22, 0, 0, 0, 39, 102, 1, 1, 0, 0]",Proceedings of the 1961 Heat
can,"[12, 0, 3, 0, 0, 0, 38, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 29, 0, 1, 0, 1, 1, 4, 3, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 235, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
attempt,"[7, 0, 12, 22, 10, 0, 1, 0, 9, 3, 0]",Proceedings of the 1961 Heat
prevented,"[1, 7, 0, 0, 0, 35]",Proceedings of the 1961 Heat
eye,"[11, 23, 0, 0, 0, 15, 20, 0]",Proceedings of the 1961 Heat
Figure,"[0, 0, 6, 42, 0, 3, 0, 1, 0, 0, 31, 0, 18, 0, 13, 0, 0, 0, 5, 13, 0, 12, 1, 0, 20, 0, 0, 9, 4, 8, 6, 22, 0, 0, 0, 39, 102, 1, 1, 0, 0]",Proceedings of the 1961 Heat
necessitate,"[6, 5, 54, 0, 80, 0, 14, 22, 0]",Proceedings of the 1961 Heat
50%,[],Proceedings of the 1961 Heat
aim,"[80, 7, 72, 4, 11, 123, 37, 18, 7, 0, 0, 11, 8, 16, 4, 1, 2, 3, 5, 0, 0, 3, 0, 0]",Proceedings of the 1961 Heat
exact,"[80, 14, 7, 3, 0, 2]",Proceedings of the 1961 Heat
Three,"[0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
free,"[0, 1, 0, 1, 3, 0, 4, 0, 7, 0, 3, 1, 0, 4, 0, 0, 0, 1, 1, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 4, 5, 22]",Proceedings of the 1961 Heat
indicated,"[5, 7, 2, 37, 1, 4, 0, 44, 0]",Proceedings of the 1961 Heat
It,"[0, 0]",Proceedings of the 1961 Heat
temperatures,[2],Proceedings of the 1961 Heat
0.5,[],Proceedings of the 1961 Heat
fluxes,"[0, 5, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
Instrument,"[0, 0, 2, 0, 2, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
drawn,"[3, 0, 7, 5, 0, 1, 11, 0, 113, 0, 1, 123, 3, 1, 4, 0, 0, 9, 14, 0, 5, 2, 24, 0, 43, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 6, 1, 5, 0, 0, 4]",Proceedings of the 1961 Heat
over,"[163, 0, 0, 1, 22, 0, 6]",Proceedings of the 1961 Heat
goals,"[3, 51, 3, 1]",Proceedings of the 1961 Heat
water,"[0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
detail,"[37, 3, 6, 1, 20]",Proceedings of the 1961 Heat
of,[],Proceedings of the 1961 Heat
Amp,"[0, 147, 0, 0, 0, 0]",Proceedings of the 1961 Heat
served,"[19, 0, 163, 12, 0, 41, 0, 9, 1, 0, 6, 25, 4, 1, 0, 1, 0, 0]",Proceedings of the 1961 Heat
holders,"[0, 0]",Proceedings of the 1961 Heat
being,"[6, 2, 21, 6, 20, 722, 0, 0, 11, 100, 3, 0, 26, 1, 12, 0]",Proceedings of the 1961 Heat
Feedback,[1],Proceedings of the 1961 Heat
disk,"[0, 19, 0, 0, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
kinetic,"[0, 0, 0]",Proceedings of the 1961 Heat
V,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 18, 35, 0, 0]",Proceedings of the 1961 Heat
copper,"[2, 2, 5, 0, 0, 0, 0, 4]",Proceedings of the 1961 Heat
picture,"[0, 0, 0, 0, 2, 12, 0, 1, 0, 0, 0, 0, 13, 44, 20, 0, 0, 1, 1, 0, 4, 0, 2, 6, 22, 0, 3, 0, 0, 0, 102, 1, 0, 0, 0, 1, 3, 13]",Proceedings of the 1961 Heat
They,[],Proceedings of the 1961 Heat
thoriated,"[0, 0, 0]",Proceedings of the 1961 Heat
may,"[2, 167, 0, 0, 0, 0]",Proceedings of the 1961 Heat
far,"[0, 0, 57, 0, 0, 0]",Proceedings of the 1961 Heat
total,"[84, 9, 1, 0, 2, 5, 24, 0, 0, 22, 1, 42, 0, 12, 14, 0, 0, 1]",Proceedings of the 1961 Heat
efficiency,[3],Proceedings of the 1961 Heat
determine,"[12, 1, 12, 1, 4, 0, 0, 3, 4, 2, 0, 13, 0, 0, 0, 55, 102, 0, 1, 6, 46, 6]",Proceedings of the 1961 Heat
terminals,"[0, 0, 1, 51, 0]",Proceedings of the 1961 Heat
dotted,"[0, 0, 0, 12, 0, 2, 0, 1, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
superimposed,"[0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
used,"[0, 7, 0, 43, 1, 0, 0, 0, 0, 66, 6, 1, 1, 0, 0]",Proceedings of the 1961 Heat
reduced,"[8, 0, 0, 0, 0, 0, 0, 6, 1, 0, 1, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 20, 1, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 1, 0]",Proceedings of the 1961 Heat
receiving,"[4, 49, 123, 7, 2, 3, 492, 5, 55, 19, 1, 0, 0]",Proceedings of the 1961 Heat
along,"[37, 839]",Proceedings of the 1961 Heat
Qualitative,[2],Proceedings of the 1961 Heat
stagnation,"[0, 0, 1]",Proceedings of the 1961 Heat
ripple,"[3, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
life,"[0, 98, 0, 0, 0, 1, 0, 0, 0, 0, 33, 0, 14, 1]",Proceedings of the 1961 Heat
procedure,"[6, 12, 6, 6, 5, 0, 0]",Proceedings of the 1961 Heat
limit,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 1, 0, 0, 0, 0, 7, 5, 1, 1, 0, 46]",Proceedings of the 1961 Heat
NC,"[0, 0, 0, 0]",Proceedings of the 1961 Heat
thermal,"[0, 0, 0]",Proceedings of the 1961 Heat
therefore,"[0, 3, 1, 22, 228, 12]",Proceedings of the 1961 Heat
blowing,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
reaction,"[0, 8, 28]",Proceedings of the 1961 Heat
contact,"[1, 3, 0, 0, 0, 0, 11, 0, 0, 0, 19, 0, 0, 3, 11, 3]",Proceedings of the 1961 Heat
drive,"[0, 0, 0, 80, 7, 3, 18, 0, 123, 16, 10, 9, 14, 11, 1, 11, 0, 4, 0, 0, 0, 5, 24, 0, 0, 0, 3, 5]",Proceedings of the 1961 Heat
from,[],Proceedings of the 1961 Heat
200,"[4, 0, 0]",Proceedings of the 1961 Heat
jet,"[0, 0, 4, 0, 0, 0, 0, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
pictures,"[0, 0, 0, 0, 2, 12, 0, 1, 0, 0, 0, 0, 13, 44, 20, 0, 0, 1, 1, 0, 4, 0, 2, 6, 22, 0, 3, 0, 0, 0, 102, 1, 0, 0, 0, 1, 3, 13]",Proceedings of the 1961 Heat
computed,"[22, 0, 1, 0, 0, 0, 0]",Proceedings of the 1961 Heat
towards,[],Proceedings of the 1961 Heat
coolant,[0],Proceedings of the 1961 Heat
available,"[0, 0, 18, 0]",Proceedings of the 1961 Heat
all,"[2, 13, 28, 24, 6, 352, 2]",Proceedings of the 1961 Heat
local,"[0, 0, 0, 0, 20]",Proceedings of the 1961 Heat
disks,"[0, 19, 0, 0, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
inch,"[3, 0, 6, 2255]",Proceedings of the 1961 Heat
0.5'',[],Proceedings of the 1961 Heat
see,"[49, 12, 0, 17, 11, 0, 4, 8, 0, 1, 0, 3, 15, 0, 7, 0, 3, 0, 17, 2, 7, 5, 13, 0, 0, 19, 0, 20, 0, 0, 10, 4, 4, 55, 6, 22, 38, 0, 59, 0, 4, 2, 0, 102, 0, 1, 0, 0, 1, 8, 6, 0, 0, 0, 0]",Proceedings of the 1961 Heat
comparisons,"[5, 0, 1, 0, 1]",Proceedings of the 1961 Heat
inserted,"[0, 2, 0, 0, 0, 0, 0, 3, 0, 12, 0]",Proceedings of the 1961 Heat
prevent,"[1, 7, 0, 0, 0, 35]",Proceedings of the 1961 Heat
successfully,[2],Proceedings of the 1961 Heat
Two,"[0, 0, 26, 0, 158]",Proceedings of the 1961 Heat
output,"[0, 6, 1, 0, 0, 0, 11]",Proceedings of the 1961 Heat
Its,"[0, 0]",Proceedings of the 1961 Heat
parts,"[12, 16, 0, 4, 12, 4, 47, 6, 0, 0, 0, 17, 5, 1, 0, 0, 0, 0, 1, 19, 7, 0, 0, 3, 3, 0, 9, 11, 12, 0, 5, 13, 30, 1, 0]",Proceedings of the 1961 Heat
lower,"[0, 10, 0, 6, 0, 0, 3, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 20, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 146, 13, 67, 0]",Proceedings of the 1961 Heat
reality,"[0, 9, 96, 5]",Proceedings of the 1961 Heat
mounted,"[10, 4, 0, 0, 0, 0, 0, 2, 0, 9, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
1/16,[],Proceedings of the 1961 Heat
the,[],Proceedings of the 1961 Heat
inner,"[25, 0, 3, 4, 3, 0]",Proceedings of the 1961 Heat
well,"[20, 5, 0, 0, 1, 134, 2, 1, 4, 82, 0]",Proceedings of the 1961 Heat
direction,"[2, 4, 4, 1, 0, 0, 8, 5, 0, 0, 0, 1, 123, 8, 3, 0]",Proceedings of the 1961 Heat
pore,"[23, 0, 0, 0, 0, 5, 0, 2]",Proceedings of the 1961 Heat
ballast,"[0, 0, 0, 0]",Proceedings of the 1961 Heat
modify,"[7, 34, 3, 0]",Proceedings of the 1961 Heat
heated,"[1, 0, 1, 0, 5, 0, 0, 0, 0, 2, 0, 0]",Proceedings of the 1961 Heat
mind,"[50, 5, 1, 0, 0, 14, 0, 4, 0, 0, 0, 0, 0, 73, 31, 0]",Proceedings of the 1961 Heat
;,[],Proceedings of the 1961 Heat
30,"[5, 7, 0, 0]",Proceedings of the 1961 Heat
modifies,"[7, 34, 3, 0]",Proceedings of the 1961 Heat
giving,"[7, 53, 0, 0, 6, 51, 1, 2, 0, 4, 0, 3, 113, 3, 7, 13, 36, 1, 0, 13, 0, 6, 0, 0, 11, 38, 0, 6, 492, 32, 1, 19, 0, 10, 0, 0, 0, 0, 17, 1, 50, 0, 0, 3, 12, 13, 6, 0, 2, 1]",Proceedings of the 1961 Heat
Hence,"[0, 3, 22, 228, 12]",Proceedings of the 1961 Heat
start,"[0, 0, 0, 0, 4, 0, 3, 47, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 20, 169, 19, 0, 0, 1, 0, 0, 8, 0, 1, 0, 0, 90, 0, 0, 0, 0, 0, 1]",Proceedings of the 1961 Heat
arrangement,"[8, 0, 0, 23, 1, 11, 0, 4, 4]",Proceedings of the 1961 Heat
effects,"[8, 16, 2, 0, 3, 0, 0, 6, 6, 0, 0, 27, 14, 3, 27, 14, 5]",Proceedings of the 1961 Heat
The,[],Proceedings of the 1961 Heat
Ref.,[],Proceedings of the 1961 Heat
stability,"[1, 0, 0]",Proceedings of the 1961 Heat
electron,"[0, 0]",Proceedings of the 1961 Heat
into,[],Proceedings of the 1961 Heat
Introduction,"[4, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 2, 2]",Proceedings of the 1961 Heat
past,"[0, 0, 3, 39, 0, 497, 0]",Proceedings of the 1961 Heat
measure,"[0, 12, 0, 0, 0, 1, 0, 4, 10, 12, 0, 23, 1, 0, 0, 1, 0, 17, 1, 12, 0, 0, 8, 0, 1, 4]",Proceedings of the 1961 Heat
",",[],Proceedings of the 1961 Heat
equally,"[0, 0, 4, 828]",Proceedings of the 1961 Heat
cathode,[0],Proceedings of the 1961 Heat
unstable,"[0, 0, 1, 4, 1]",Proceedings of the 1961 Heat
region,"[9, 7, 47, 2, 32]",Proceedings of the 1961 Heat
halfways,"[0, 15, 3, 23]",Proceedings of the 1961 Heat
leaving,"[0, 0, 51, 9, 0, 0, 0, 3, 32, 0, 0, 0, 0, 0, 71, 0, 1, 9, 0, 20, 27, 0, 0, 218, 16, 12]",Proceedings of the 1961 Heat
decrease,"[0, 20, 0, 0, 8, 1, 0, 0, 2, 0, 0]",Proceedings of the 1961 Heat
according,"[0, 0, 0, 2, 0, 1, 1, 15, 0, 0]",Proceedings of the 1961 Heat
depends,"[7, 5, 4, 0, 0, 59]",Proceedings of the 1961 Heat
electrons,"[0, 0]",Proceedings of the 1961 Heat
results,"[0, 8, 10, 6, 16, 1, 0, 6, 0, 32, 8, 25, 20, 27, 0, 0, 27, 5]",Proceedings of the 1961 Heat
small,"[4, 0, 0, 0, 1, 20, 99, 3, 0, 4, 4, 0, 67]",Proceedings of the 1961 Heat
applied,"[0, 7, 0, 0, 7, 17, 66, 6, 0, 1, 0, 51, 0, 0]",Proceedings of the 1961 Heat
no,"[50, 266, 0, 0, 0]",Proceedings of the 1961 Heat
requirements,"[13, 3, 18, 4, 14, 0, 0]",Proceedings of the 1961 Heat
heat,"[3, 0, 5, 2, 0, 2, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Proceedings of the 1961 Heat
air,"[0, 0, 0, 0, 0, 26, 1, 10, 0, 2, 0, 0, 2, 0, 0, 24, 5, 0, 13, 0, 0, 2, 0, 2, 0, 2]",Proceedings of the 1961 Heat
long,"[0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0]",Proceedings of the 1961 Heat
than,[],Proceedings of the 1961 Heat
D.,[],Proceedings of the 1961 Heat
any,"[168, 14, 0]",Proceedings of the 1961 Heat
different,"[24, 1, 0]",Proceedings of the 1961 Heat
present,"[0, 0, 6, 51, 0, 0, 2, 0, 2, 36, 0, 3, 44, 3, 6, 11, 5, 0, 2, 0, 62, 6]",Proceedings of the 1961 Heat
dependence,"[0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
stand,"[0, 5, 13, 1, 0, 0, 0, 0, 3, 0, 1, 0, 6, 0, 19, 3, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
locations,"[0, 0, 19, 0, 0, 0, 1, 4, 1]",Proceedings of the 1961 Heat
Model,"[0, 0, 0, 0, 0, 8, 0, 10, 3, 23, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 1]",Proceedings of the 1961 Heat
received,"[4, 49, 123, 7, 2, 3, 492, 10, 5, 55, 19, 13, 1, 0, 0]",Proceedings of the 1961 Heat
our,[],Proceedings of the 1961 Heat
mean,"[65, 0, 1, 0, 0, 2, 0, 0, 3, 37, 10, 2, 0, 0, 0, 5, 0, 0, 0]",Proceedings of the 1961 Heat
reduce,"[0, 0, 0, 0, 0, 0, 6, 1, 0, 1, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 20, 1, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 1]",Proceedings of the 1961 Heat
loss,"[0, 3, 7, 0, 71, 7, 0, 10, 0, 0, 3]",Proceedings of the 1961 Heat
phenomena,[5],Proceedings of the 1961 Heat
measurement,"[8, 0, 0, 1]",Proceedings of the 1961 Heat
peak,"[0, 0, 3, 1, 0, 4, 1, 0, 0, 0, 0, 0, 4, 0, 37, 1, 1, 2, 29, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",Proceedings of the 1961 Heat
conducted,"[9, 0, 2, 2, 16, 0, 1, 6, 20, 0, 20, 80, 0, 3, 0, 5, 1]",Proceedings of the 1961 Heat
adjusted,"[0, 0, 0, 0, 8, 0, 4, 0, 5, 46, 2]",Proceedings of the 1961 Heat
upstream,"[0, 0]",Proceedings of the 1961 Heat
rate,"[3, 12, 17, 0, 17, 72, 21, 34, 5]",Proceedings of the 1961 Heat
by,"[497, 39, 7, 40]",Proceedings of the 1961 Heat
usable,"[2, 2, 0, 18, 0, 0]",Proceedings of the 1961 Heat
electric,"[4, 0, 0, 3, 0, 0, 1]",Proceedings of the 1961 Heat
Heat,"[3, 0, 5, 2, 0, 2, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Proceedings of the 1961 Heat
experimental,"[0, 0, 10]",Proceedings of the 1961 Heat
ablation,"[0, 0, 0, 0]",Proceedings of the 1961 Heat
back,"[0, 3, 0, 13, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 40, 0, 1, 0, 0, 0, 2, 0, 0, 1, 5, 0, 0, 0, 162, 13]",Proceedings of the 1961 Heat
carbon,"[0, 0, 0, 1, 0]",Proceedings of the 1961 Heat
radiated,"[0, 0, 1, 0, 0, 1]",Proceedings of the 1961 Heat
geometry,[0],Proceedings of the 1961 Heat
operation,"[6, 1, 12, 0, 0, 0, 6, 0, 0, 2, 0, 0, 8, 0, 0]",Proceedings of the 1961 Heat
natural,"[25, 0, 13, 1, 0, 1, 4, 0]",Proceedings of the 1961 Heat
diameter,"[0, 0]",Proceedings of the 1961 Heat
investigated,"[0, 3, 1, 0]",Proceedings of the 1961 Heat
As,"[2793, 69, 0, 828, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
exclude,"[0, 5, 0, 0, 0, 0, 0, 19, 0, 1, 1, 0, 12, 0, 0, 0]",Proceedings of the 1961 Heat
1/2,[],Proceedings of the 1961 Heat
rod,"[0, 0, 0, 1, 1, 0]",Proceedings of the 1961 Heat
material,"[16, 1, 2, 0, 0, 33, 5, 0]",Proceedings of the 1961 Heat
study,"[21, 7, 0, 0, 80, 4, 0, 5, 24, 0, 0, 8, 5, 0, 2, 0, 2, 0, 10, 0, 25, 127, 2, 0, 0, 34]",Proceedings of the 1961 Heat
argon,"[0, 0, 0]",Proceedings of the 1961 Heat
shielded,"[0, 0, 2, 3, 1]",Proceedings of the 1961 Heat
evidence,"[3, 15, 8, 5, 0, 0, 39, 1, 0, 44, 3]",Proceedings of the 1961 Heat
Argon,"[0, 0, 0]",Proceedings of the 1961 Heat
15%,[],Proceedings of the 1961 Heat
60,"[0, 0, 3, 2, 0]",Proceedings of the 1961 Heat
column,"[0, 0, 3, 3, 4, 0]",Proceedings of the 1961 Heat
such,[107],Proceedings of the 1961 Heat
plotted,"[7, 1, 1, 0, 3, 0]",Proceedings of the 1961 Heat
frequency,"[0, 0, 0, 0, 4]",Proceedings of the 1961 Heat
apparatus,"[2, 2]",Proceedings of the 1961 Heat
photographic,[0],Proceedings of the 1961 Heat
For,[],Proceedings of the 1961 Heat
adjacent,"[6, 0, 0, 0, 47, 0]",Proceedings of the 1961 Heat
line,"[0, 7, 31, 0, 3, 0, 0, 6, 0, 0, 26, 1, 0, 0, 0, 1, 2, 7, 2, 0, 9, 0, 0, 3, 3, 0, 9, 0, 39, 1, 5, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 36, 0]",Proceedings of the 1961 Heat
against,[],Proceedings of the 1961 Heat
source,"[4, 1, 3, 4, 3, 0, 0, 1, 20, 5, 0, 1]",Proceedings of the 1961 Heat
experiments,"[8, 0, 4]",Proceedings of the 1961 Heat
currently,"[3, 4]",Proceedings of the 1961 Heat
should,[],Proceedings of the 1961 Heat
flow,"[14, 43, 0, 20, 0, 0, 2, 3, 0, 0, 0, 3, 8, 74, 0, 5, 0, 6]",Proceedings of the 1961 Heat
schematic,"[2, 0, 5, 0]",Proceedings of the 1961 Heat
authors,"[1, 5, 4, 3]",Proceedings of the 1961 Heat
partly,"[47, 6, 6]",Proceedings of the 1961 Heat
or,"[1, 0, 0, 0, 0, 1, 0]",Proceedings of the 1961 Heat
transpiration,[0],Proceedings of the 1961 Heat
