first,"[1, 20, 0, 1, 1, 4, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
reduce,"[0, 0, 5, 0, 20, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0]",The Chances of Accidental War
Pandora's,[],The Chances of Accidental War
X-ray-proof,[],The Chances of Accidental War
how,[],The Chances of Accidental War
Among,[],The Chances of Accidental War
jet,"[0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0]",The Chances of Accidental War
generals,"[0, 32, 0]",The Chances of Accidental War
psychologists,[1],The Chances of Accidental War
answer,"[1, 1, 8, 0, 10, 163, 1, 3, 25, 27, 8, 9]",The Chances of Accidental War
seals,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
done,"[0, 113, 163, 22, 3, 0, 1, 1, 5, 6, 25, 6, 32, 46, 0, 0, 0, 125, 0, 0, 0, 9, 0, 18, 84, 3, 0]",The Chances of Accidental War
pushers,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
made,"[0, 123, 8, 51, 0, 113, 11, 163, 0, 4, 1, 0, 9, 0, 1, 31, 4, 21, 0, 0, 0, 0, 16, 1, 0, 0, 1, 0, 117, 0, 5, 0, 1, 0, 0, 0, 0, 26, 17, 0, 0, 0, 80, 0, 3, 0, 0, 0, 0, 0, 127, 21, 0, 0, 0, 6, 18, 39, 9, 0, 0, 0, 9, 0, 1, 0, 0, 492]",The Chances of Accidental War
launched,"[59, 2, 0, 1, 0, 3]",The Chances of Accidental War
reflect,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
United,"[0, 4, 3, 0, 3, 5, 5, 0, 0, 2]",The Chances of Accidental War
certainly,"[9, 0, 16, 42, 0, 0, 0]",The Chances of Accidental War
charged,"[8, 6, 1, 0, 2, 0, 1, 9, 5, 5, 0, 3, 14, 0, 4, 0, 0, 0, 0, 5, 37, 10, 2, 0, 1, 0, 0, 0, 4, 0, 0]",The Chances of Accidental War
Wyoming,"[0, 1, 0]",The Chances of Accidental War
starts,"[1, 0, 3, 123, 0, 0, 0, 47, 0, 4, 0, 3, 0, 1, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 20, 0, 0, 19, 0, 8, 0, 1, 0, 0, 0, 0]",The Chances of Accidental War
Springs,"[51, 4, 0, 0, 0, 4, 3, 7, 0, 0, 0, 0, 3, 0, 0, 0, 19, 0, 39, 0, 0, 0, 0]",The Chances of Accidental War
after,"[0, 0, 3, 89, 33, 0]",The Chances of Accidental War
inhabit,"[26, 1, 0, 2]",The Chances of Accidental War
telephone,"[0, 12, 25, 11, 0, 10, 0]",The Chances of Accidental War
result,"[5, 0, 1, 8, 16, 10, 0, 0, 0, 6, 6, 32, 25, 20, 27, 0, 8, 27]",The Chances of Accidental War
quick,"[9, 0, 11, 1, 5, 1, 2, 0, 1, 19, 11, 13, 0, 21]",The Chances of Accidental War
Thule,"[0, 0]",The Chances of Accidental War
orders,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 34, 0, 11, 0, 3, 11, 0, 12, 51, 72, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 70, 0, 1, 0, 17, 1, 39, 0, 21, 0, 0]",The Chances of Accidental War
boxes,"[0, 4, 0, 0, 4, 17, 0]",The Chances of Accidental War
Are,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 479, 0, 1]",The Chances of Accidental War
had,"[123, 51, 113, 3, 4, 4, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",The Chances of Accidental War
partly,"[6, 6, 47]",The Chances of Accidental War
deepest,"[4, 15, 0, 0, 13, 3, 9, 0, 0, 0, 0]",The Chances of Accidental War
convince,"[1, 0, 0]",The Chances of Accidental War
accident,"[4, 0, 5, 0]",The Chances of Accidental War
removed,"[8, 1, 0, 8, 0, 2, 5, 21, 0, 7, 0, 0, 0, 80, 1, 0, 1, 12, 102]",The Chances of Accidental War
B-52's,[],The Chances of Accidental War
under,"[0, 71, 10]",The Chances of Accidental War
down,"[20, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 5, 0, 0, 0, 0, 0, 13, 0, 0, 9, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 146, 0, 0, 0, 0, 0]",The Chances of Accidental War
match,"[3, 0, 0, 0, 2, 0, 2, 11, 4, 11, 0, 2, 0, 19, 0, 6, 0, 0, 1, 0, 2, 0, 8, 12, 0, 0, 3, 14, 1]",The Chances of Accidental War
are,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 479, 0, 1]",The Chances of Accidental War
sources,"[1, 3, 0, 3, 20, 0, 4, 1, 4, 0, 1, 5]",The Chances of Accidental War
President's,[],The Chances of Accidental War
intercontinental,[0],The Chances of Accidental War
contents,"[1, 0, 0, 25, 0, 0, 2, 0, 0, 8, 5, 7]",The Chances of Accidental War
discussed,"[2, 0, 3, 0, 0]",The Chances of Accidental War
War,"[0, 2, 31]",The Chances of Accidental War
ships,"[0, 0, 17, 10]",The Chances of Accidental War
command,"[0, 0, 1, 0, 8, 2, 0, 4, 4, 6, 4, 38, 0]",The Chances of Accidental War
assistants,"[0, 0, 41, 3]",The Chances of Accidental War
possible,"[41, 6]",The Chances of Accidental War
does,"[0, 0, 0, 113, 163, 22, 3, 0, 1, 1, 5, 6, 0, 0, 0, 25, 6, 46, 0, 0, 0, 0, 0, 9, 0, 18, 84, 3, 0]",The Chances of Accidental War
destruction,"[69, 0, 51, 0, 1, 4]",The Chances of Accidental War
extreme,"[0, 6, 2, 0, 0]",The Chances of Accidental War
more,"[0, 0, 271, 7, 0, 0]",The Chances of Accidental War
register,"[19, 44, 1, 0, 0, 2, 21, 0]",The Chances of Accidental War
launch-control,[],The Chances of Accidental War
tasks,"[6, 11, 0, 7, 24, 1, 39]",The Chances of Accidental War
goes,"[1, 6, 123, 6, 0, 0, 6, 11, 0, 0, 19, 5, 0, 0, 0, 37, 25, 3, 0, 0, 0, 0, 2, 0, 43, 1, 0, 0, 12, 0, 0, 0, 0, 0, 13, 3, 17, 0, 0, 0, 0, 90, 0, 0, 83, 0, 0, 0, 0, 33, 0, 0, 8, 19, 11, 127, 19, 3, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 20, 26, 0, 1]",The Chances of Accidental War
marked,"[0, 2, 0, 1, 0, 3, 0, 9, 0, 3, 10, 0, 8, 3, 12, 46, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 8, 0]",The Chances of Accidental War
meet,"[1, 0, 0, 1, 0, 23, 3, 11, 3, 0, 0, 0, 19, 2, 7, 0, 0, 8, 0, 102, 0, 0, 7, 0, 1, 3, 0, 3, 0]",The Chances of Accidental War
practice,"[66, 0, 5, 8, 1, 0, 0, 0, 0, 163, 0, 7, 6]",The Chances of Accidental War
Now,"[129, 0, 12, 12, 0, 0, 1, 0, 3, 2, 0, 28, 0]",The Chances of Accidental War
Air,"[0, 0, 0, 0, 0, 5, 0, 2, 0, 13, 0, 0, 1, 24, 0, 10, 2, 0, 0, 2, 26, 2, 2, 0, 0, 0]",The Chances of Accidental War
radar,"[3, 0, 0, 0]",The Chances of Accidental War
ingeniously,[0],The Chances of Accidental War
let,"[0, 51, 123, 0, 492, 1, 0, 1, 0, 12, 0, 0, 10, 5, 0]",The Chances of Accidental War
drop,"[0, 3, 1, 20, 0, 0, 2, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]",The Chances of Accidental War
Administration,"[8, 8, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 3, 0, 13]",The Chances of Accidental War
national,"[4, 25, 8, 54, 0]",The Chances of Accidental War
steady,"[10, 3, 0, 3, 6, 3, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 11, 0, 0]",The Chances of Accidental War
Command,"[0, 0, 1, 0, 8, 2, 0, 4, 4, 6, 4, 38, 0]",The Chances of Accidental War
unthinkable,[0],The Chances of Accidental War
details,"[20, 3, 6, 0, 9, 37, 1]",The Chances of Accidental War
were,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The Chances of Accidental War
portions,"[4, 47, 0, 0, 13, 3, 1, 8, 1, 0, 17, 0, 12, 1, 4, 0, 0, 0, 4, 10, 0]",The Chances of Accidental War
aboard,"[0, 2, 5, 0]",The Chances of Accidental War
still,"[9, 6, 2, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 35, 2, 6, 4, 0, 47, 3, 0, 0, 0, 103, 1, 6, 0, 0, 0, 0, 0, 0, 1, 115, 11]",The Chances of Accidental War
take,"[0, 0, 3, 0, 123, 0, 9, 0, 16, 0, 113, 16, 0, 5, 1, 0, 5, 0, 2, 11, 10, 0, 5, 0, 0, 1, 24, 0, 0, 3, 1, 1, 6, 0, 0, 14, 7, 1, 6, 10, 18, 3, 9, 5, 20, 17, 4, 6, 80, 13, 3, 6, 2, 0, 7, 21, 1, 0, 0, 54, 0, 1, 7, 1, 22, 20, 5, 2, 4, 4, 5, 492]",The Chances of Accidental War
I'd,[],The Chances of Accidental War
near,"[0, 3, 27, 0, 11, 0, 237, 0, 0, 0, 0, 8, 104, 23, 0, 0, 134, 66, 0, 18, 1]",The Chances of Accidental War
Ballistic,[0],The Chances of Accidental War
green,"[0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 20, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
U.S.,"[14, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
one,"[5, 29, 0, 0, 0, 0, 321, 0, 786, 24, 0, 1, 0, 0, 0, 3, 0]",The Chances of Accidental War
Already,[27],The Chances of Accidental War
fail-safe,[0],The Chances of Accidental War
world,"[16, 4, 0, 0, 0, 4, 1, 0, 0, 8, 173, 35, 0, 0, 0, 20, 0, 1, 11, 9, 1, 11, 0, 22, 96, 0]",The Chances of Accidental War
Early,"[0, 10, 41, 0, 0, 183, 0]",The Chances of Accidental War
know,"[0, 1, 5, 0, 0, 2, 3, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 49, 0, 26, 0, 129, 49, 0]",The Chances of Accidental War
contain,"[3, 0, 0, 3, 9, 17, 4, 6, 80, 0, 0, 0, 38, 0, 6, 18]",The Chances of Accidental War
behavior,"[13, 0, 0, 0, 2, 0, 0]",The Chances of Accidental War
secret,"[19, 0, 3, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 2, 10, 1, 1, 0]",The Chances of Accidental War
No,"[50, 0, 266, 0, 0]",The Chances of Accidental War
agree,"[0, 2, 17, 2, 0, 1, 0, 0, 1, 0, 0, 3, 0, 8, 1, 6]",The Chances of Accidental War
antiseptic,[1],The Chances of Accidental War
circuits,"[2, 0, 3, 0, 0, 3, 0, 10]",The Chances of Accidental War
maps,"[6, 0, 1, 1, 6, 0, 0]",The Chances of Accidental War
commander,"[0, 0, 0, 1]",The Chances of Accidental War
It's,[],The Chances of Accidental War
Offutt,[],The Chances of Accidental War
stretches,"[0, 0, 0, 0, 1, 0, 0, 9, 5, 11, 0, 0, 0, 0, 0, 1]",The Chances of Accidental War
Bill,"[0, 0, 0, 0, 0, 8, 13, 0, 0, 1, 9, 0, 8, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0]",The Chances of Accidental War
Joint,"[6, 0, 4, 0, 0, 0, 0, 0, 2, 1, 0, 0]",The Chances of Accidental War
there,"[0, 0, 0, 0, 0, 276]",The Chances of Accidental War
new,"[1, 5, 12, 4, 38, 4, 36, 0, 3, 0, 92]",The Chances of Accidental War
Virginia,"[3, 0, 0, 9]",The Chances of Accidental War
land,"[0, 2, 16, 8, 0, 0, 32, 5, 0, 0, 1, 0, 0, 0, 18, 21, 0, 0, 3, 3, 0, 0, 0, 11, 28, 1, 11, 0, 146, 2, 49, 0]",The Chances of Accidental War
sending,"[8, 16, 1, 0, 3, 0, 0, 0, 72, 0, 10, 2, 7, 17, 14, 26, 0, 1, 0, 0]",The Chances of Accidental War
continents,"[2, 5]",The Chances of Accidental War
Kennedy,"[0, 0, 0, 0, 5, 0, 0, 0]",The Chances of Accidental War
front,"[0, 0, 59, 16, 0, 0, 0, 0, 1, 0, 4, 41, 0, 0, 62, 0]",The Chances of Accidental War
secrets,"[19, 0, 2, 0, 1]",The Chances of Accidental War
Is,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The Chances of Accidental War
message,"[2, 7, 0, 8]",The Chances of Accidental War
Alternate,"[6, 0, 0, 0, 0, 0, 1, 4, 1, 4, 0, 13, 0, 3]",The Chances of Accidental War
go-to-war,[],The Chances of Accidental War
also,"[0, 3, 2, 118, 121]",The Chances of Accidental War
happen,"[17, 0, 1, 0, 0, 0, 0, 0, 0, 3, 55, 0, 12, 3, 0, 0, 14]",The Chances of Accidental War
submarine,"[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
psychiatrist,"[0, 1, 1]",The Chances of Accidental War
simultaneously,"[5, 0]",The Chances of Accidental War
interpretation,"[10, 1, 22, 7, 0, 0]",The Chances of Accidental War
coworkers,[],The Chances of Accidental War
;,[],The Chances of Accidental War
context,"[0, 2, 0, 5, 2]",The Chances of Accidental War
exist,"[6, 722, 5, 26, 0]",The Chances of Accidental War
that,[],The Chances of Accidental War
intelligence,"[0, 1, 11, 37, 0, 0, 2, 0, 0]",The Chances of Accidental War
NATO,"[0, 0]",The Chances of Accidental War
little,"[3, 0, 0, 0, 3, 67, 0, 0, 99, 28, 0, 0, 0, 1]",The Chances of Accidental War
gold,"[0, 1, 0, 0, 3, 0, 0, 0]",The Chances of Accidental War
nonprofit,"[0, 0, 0, 0]",The Chances of Accidental War
would,[],The Chances of Accidental War
operating,"[90, 3, 43, 0, 0, 6, 0, 0, 2, 0, 0, 4, 1, 38, 127, 0]",The Chances of Accidental War
work,"[0, 23, 6, 113, 13, 12, 22, 37, 0, 0, 1, 5, 1, 43, 0, 0, 24, 1, 6, 18, 90, 3, 0, 2, 0, 0, 0, 0, 3, 127, 0, 0, 39, 0, 0, 9, 0, 0, 0, 0, 12]",The Chances of Accidental War
getting,"[3, 0, 0, 123, 0, 113, 0, 55, 3, 3, 0, 4, 0, 1, 0, 0, 11, 0, 21, 16, 0, 0, 3, 5, 0, 1, 2, 12, 1, 0, 0, 0, 0, 0, 18, 51, 23, 90, 0, 0, 0, 7, 6, 0, 80, 33, 19, 0, 1, 0, 0, 0, 18, 8, 0, 2, 6, 18, 2, 0, 1, 84, 0, 9, 0, 0, 19, 0, 0, 12, 49, 492]",The Chances of Accidental War
General,"[0, 32, 0, 1, 1, 9, 0, 0, 0]",The Chances of Accidental War
right,"[2, 1, 4, 0, 0, 0, 0, 3, 0, 4, 3, 0, 0, 8, 0, 0, 84, 0, 134, 0, 10, 0, 0, 0, 0, 3, 9, 0]",The Chances of Accidental War
discussions,"[4, 2, 37, 8, 0]",The Chances of Accidental War
Colorado,"[0, 0, 0, 0]",The Chances of Accidental War
wall,"[12, 14, 1, 0, 0, 0, 0, 0]",The Chances of Accidental War
Greenland,"[0, 0, 0]",The Chances of Accidental War
--,[],The Chances of Accidental War
centered,"[0, 2, 0, 0, 23, 0, 0, 0, 0, 0, 5, 0]",The Chances of Accidental War
every,[49],The Chances of Accidental War
disaster,"[1, 0, 8, 1, 1]",The Chances of Accidental War
In,"[0, 2, 152, 3, 0, 0, 0, 0, 2255, 1]",The Chances of Accidental War
purported,"[0, 2, 11, 3]",The Chances of Accidental War
silent,"[12, 0, 0, 1, 0, 0, 103, 6, 1]",The Chances of Accidental War
frequencies,"[0, 0, 4, 0, 0]",The Chances of Accidental War
red,"[10, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 0, 0, 4, 0, 5, 0, 0, 0, 5, 0, 0, 1, 2]",The Chances of Accidental War
controls,"[0, 0, 1, 2, 0, 4, 0, 5, 0, 4, 38, 0, 6, 0, 0, 17, 0, 9, 1, 3, 102, 3, 0, 0, 0, 1, 0, 4]",The Chances of Accidental War
before,"[0, 14, 17, 123]",The Chances of Accidental War
installed,"[0, 0, 0, 1, 3]",The Chances of Accidental War
assured,"[102, 5, 0, 1, 9, 1, 2, 3, 39, 0, 2, 0, 38, 6]",The Chances of Accidental War
six,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 24, 0, 0, 0]",The Chances of Accidental War
targets,"[1, 3, 0, 72, 10, 1, 0, 4, 0, 16, 5, 37, 8]",The Chances of Accidental War
inside,"[25, 0, 0, 1, 0, 1, 0, 38, 0, 3, 0]",The Chances of Accidental War
trigger,"[0, 4, 0, 0, 12, 0, 2, 0, 1, 3, 0, 0]",The Chances of Accidental War
singlehandedly,[],The Chances of Accidental War
senior,"[10, 3, 2, 1, 0, 0]",The Chances of Accidental War
may,"[0, 0, 2, 0, 167, 0]",The Chances of Accidental War
we,[],The Chances of Accidental War
subs,"[0, 0, 4, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
said,"[70, 34, 0, 12, 0, 0, 0, 39, 0, 0, 0, 0, 49, 0, 316, 21, 1]",The Chances of Accidental War
crammed,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
recently,"[0, 8, 0, 30, 2]",The Chances of Accidental War
several,"[16, 4, 41]",The Chances of Accidental War
varied,"[3, 1, 5, 0, 34, 0, 0, 0, 0, 0]",The Chances of Accidental War
wing,"[5, 0, 0, 0, 0, 2, 3, 0, 1]",The Chances of Accidental War
systematic,"[1, 0, 0]",The Chances of Accidental War
absolutely,"[3, 8, 9, 27]",The Chances of Accidental War
kinds,"[57, 39, 10, 18]",The Chances of Accidental War
point,"[3, 0, 3, 44, 8, 0, 1, 6, 0, 0, 0, 0, 16, 11, 0, 18, 1, 0, 14, 5, 0, 0, 0, 0, 7, 0, 0, 72, 2, 0, 0, 0, 2, 37, 0, 4, 0, 0, 6, 22, 0, 0, 0, 0, 0, 73, 14]",The Chances of Accidental War
screeching,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0]",The Chances of Accidental War
start,"[1, 0, 3, 123, 0, 0, 0, 47, 0, 4, 0, 3, 0, 1, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 20, 0, 0, 19, 0, 8, 0, 1, 0, 0, 0, 0]",The Chances of Accidental War
tried,"[7, 4, 0, 3, 2, 7, 8, 0, 0, 0, 9, 0, 22, 0, 1, 18, 15, 1, 21, 0, 1, 6, 12]",The Chances of Accidental War
answers,"[1, 1, 8, 0, 10, 163, 1, 3, 25, 27, 8, 9]",The Chances of Accidental War
armed,"[4, 18, 0, 0, 0]",The Chances of Accidental War
connected,"[0, 8, 0, 0, 0, 4, 1, 0, 2, 3, 0, 0, 2, 1, 0, 0, 0, 0]",The Chances of Accidental War
another,"[61, 0]",The Chances of Accidental War
concentrated,"[5, 2, 0, 0, 2, 0, 0, 6, 0, 33, 0, 23, 5, 0, 0, 0, 0]",The Chances of Accidental War
proceed,"[90, 13, 0, 1, 0, 35, 0, 19, 0]",The Chances of Accidental War
Hundreds,"[0, 1, 23, 11, 13]",The Chances of Accidental War
causes,"[123, 113, 11, 163, 5, 11, 0, 0, 1, 0, 10, 16, 0, 35, 7, 0, 18, 0, 30, 492]",The Chances of Accidental War
nerve,"[0, 0, 5, 0, 3, 20, 0, 0, 62, 5]",The Chances of Accidental War
including,"[9, 10, 0]",The Chances of Accidental War
with,[],The Chances of Accidental War
Wisman,[],The Chances of Accidental War
off,"[21, 0, 1, 9, 0, 0, 7, 54, 0, 40, 102, 1, 2]",The Chances of Accidental War
Fred,[],The Chances of Accidental War
should,[],The Chances of Accidental War
directly,"[129, 0, 12, 10, 12, 0, 0, 1, 0, 16, 16, 3, 0]",The Chances of Accidental War
look,"[37, 6, 59, 0, 26, 8, 2, 7, 10, 6, 23, 15, 41, 4, 0, 0, 0, 4, 7, 5, 14, 23, 0, 0, 102, 0, 14, 62, 3]",The Chances of Accidental War
asked,"[54, 0, 0, 15, 0, 80, 22, 1, 6, 5, 14, 0]",The Chances of Accidental War
recent,"[0, 30, 0, 0, 15, 1]",The Chances of Accidental War
not,"[602, 0]",The Chances of Accidental War
thinkers,"[0, 0, 50]",The Chances of Accidental War
false,"[0, 0, 0, 0, 0, 6, 5, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
measures,"[12, 0, 0, 17, 0, 0, 10, 8, 1, 0, 0, 4, 1, 0, 23, 4, 0, 12, 0, 12, 0, 0, 1, 1, 0, 1]",The Chances of Accidental War
procedures,"[0, 6, 6, 6, 5, 0, 12]",The Chances of Accidental War
Why,"[40, 0]",The Chances of Accidental War
represented,"[23, 22, 11, 1, 0, 2, 13, 722, 0, 1, 3, 6, 1, 1, 0, 0, 0, 2, 0, 0, 36, 2]",The Chances of Accidental War
irrational,"[0, 0]",The Chances of Accidental War
codes,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 9, 2]",The Chances of Accidental War
beyond,[18],The Chances of Accidental War
sequences,"[0, 1, 0, 0, 2, 0]",The Chances of Accidental War
motions,"[0, 5, 0, 0, 6, 16, 0, 33, 19]",The Chances of Accidental War
making,"[0, 123, 8, 51, 0, 113, 0, 163, 11, 0, 4, 1, 1, 0, 9, 0, 1, 31, 4, 21, 0, 0, 0, 0, 16, 1, 0, 0, 1, 0, 35, 0, 5, 0, 1, 0, 0, 0, 0, 26, 17, 0, 0, 0, 0, 80, 0, 3, 0, 0, 0, 0, 0, 127, 21, 0, 0, 0, 6, 18, 39, 9, 0, 0, 0, 9, 0, 1, 0, 0, 492]",The Chances of Accidental War
affectionately,"[8, 0, 0]",The Chances of Accidental War
security,"[5, 0, 0, 0, 0, 1, 0, 6]",The Chances of Accidental War
next,"[47, 0, 37, 0, 0, 20]",The Chances of Accidental War
crew,"[0, 4, 8, 1, 8]",The Chances of Accidental War
the,[],The Chances of Accidental War
Pacific,"[0, 0, 0, 2]",The Chances of Accidental War
Let,"[0, 51, 123, 0, 492, 1, 0, 1, 0, 12, 0, 0, 10, 5, 0]",The Chances of Accidental War
safety,"[2, 13, 0, 0, 0, 0, 4, 8, 4]",The Chances of Accidental War
follow,"[0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 722, 2, 0, 0, 0, 0, 0, 4, 11, 0, 0, 3, 12, 2, 0, 84, 0]",The Chances of Accidental War
bombers,"[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
word,"[0, 4, 7, 0, 0, 4, 0, 0, 1, 0, 0, 1, 11, 0, 0, 37, 1, 2, 0, 0, 2, 4, 0, 3, 1, 0]",The Chances of Accidental War
SAC,"[0, 7, 0, 0, 0, 0, 1]",The Chances of Accidental War
help,"[0, 3, 7, 1, 0, 0, 19, 1, 0, 41, 3, 9]",The Chances of Accidental War
send,"[8, 16, 1, 0, 0, 0, 0, 72, 0, 10, 2, 7, 17, 14, 26, 0, 1, 0, 0]",The Chances of Accidental War
portion,"[4, 47, 0, 0, 13, 3, 1, 8, 1, 0, 17, 0, 12, 1, 4, 0, 0, 0, 4, 10, 0]",The Chances of Accidental War
unleash,"[0, 0, 4]",The Chances of Accidental War
Chinese,"[0, 0, 11]",The Chances of Accidental War
see,"[11, 0, 59, 8, 0, 1, 55, 0, 4, 0, 2, 7, 0, 0, 2, 10, 5, 0, 0, 1, 13, 0, 19, 0, 0, 4, 6, 0, 0, 6, 0, 4, 4, 0, 20, 1, 15, 0, 7, 102, 12, 0, 22, 17, 0, 8, 0, 17, 0, 3, 3, 0, 0, 49, 38]",The Chances of Accidental War
button,"[0, 0, 4, 7, 0, 4]",The Chances of Accidental War
experts,[3],The Chances of Accidental War
nuclear,"[13, 11]",The Chances of Accidental War
thus,"[0, 0, 12, 0, 228, 3, 22, 0, 0]",The Chances of Accidental War
launch,"[59, 0, 0, 2, 1, 0, 3]",The Chances of Accidental War
large,"[0, 0, 0, 4, 0, 0, 0, 18, 30, 0, 0, 0, 53, 61, 0, 0, 0]",The Chances of Accidental War
break,"[0, 0, 11, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 0, 1, 1, 4, 0, 0, 0, 47, 0, 3, 0, 7, 3, 0, 1, 0, 0, 0, 1, 0, 1, 7, 0, 0, 13, 0, 0, 0, 0, 1, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 12, 0, 0, 0, 7, 0, 18, 0, 3, 0, 0, 0, 0, 0, 0, 6, 0, 6, 5, 0, 1, 3, 1, 0]",The Chances of Accidental War
like,"[88, 15, 0, 2, 0, 21, 0, 176, 1, 5, 17]",The Chances of Accidental War
job,"[0, 0, 24, 0, 0, 31, 0, 7, 1, 0, 0, 39, 36, 5]",The Chances of Accidental War
hardware,"[3, 0, 0]",The Chances of Accidental War
has,"[123, 51, 113, 3, 0, 4, 4, 0, 1, 0, 1, 0, 2, 51, 0, 17, 7, 80, 6, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",The Chances of Accidental War
Aj,[],The Chances of Accidental War
signals,"[1, 0, 0, 2, 0, 37, 7, 0, 13]",The Chances of Accidental War
All,"[28, 13, 2, 352, 2, 6, 24]",The Chances of Accidental War
speech,"[0, 0, 0, 0, 6, 0, 3, 1, 1, 0, 0, 18, 0, 25]",The Chances of Accidental War
Nebraska,"[0, 0, 0]",The Chances of Accidental War
approaching,"[0, 0, 0, 0, 0, 0, 11, 6, 0, 3, 26, 23, 0, 0]",The Chances of Accidental War
possession,"[0, 1, 0, 2, 0, 0, 0, 0, 0]",The Chances of Accidental War
forced,"[5, 11, 10, 0, 0, 3, 9, 1, 0, 15, 0, 14, 4, 0, 0, 7, 4]",The Chances of Accidental War
each,"[0, 81, 0, 0, 0]",The Chances of Accidental War
might,"[0, 58, 81]",The Chances of Accidental War
contained,"[3, 0, 0, 3, 9, 17, 4, 6, 80, 0, 0, 0, 3, 38, 0, 6, 18]",The Chances of Accidental War
permitted,"[51, 0, 1, 10, 12]",The Chances of Accidental War
