w,vector_uso
provide,"[0, 0, 0, 3, 16, 1, 32, 0, 1, 0, 11, 12]",The Christian Science Monitor
after,"[0, 0, 3, 89, 33, 0]",The Christian Science Monitor
Morton,"[10, 0, 0]",The Christian Science Monitor
solemnly,[3],The Christian Science Monitor
groups,"[0, 0, 30, 1, 0, 0]",The Christian Science Monitor
trend,"[20, 0, 16, 0, 0, 74, 3, 2, 1, 8, 1, 2, 0, 4]",The Christian Science Monitor
Mr.,"[70, 4, 0]",The Christian Science Monitor
individual,"[7, 0, 28, 14, 10, 24, 4, 4, 19, 0]",The Christian Science Monitor
court,"[0, 5, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0]",The Christian Science Monitor
had,"[123, 51, 113, 3, 4, 4, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",The Christian Science Monitor
federal,"[3, 0, 5, 6, 0, 0, 0]",The Christian Science Monitor
down,"[20, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 5, 0, 0, 0, 0, 0, 13, 0, 0, 9, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 146, 0, 0, 0, 0, 0]",The Christian Science Monitor
alone,"[211, 13, 2, 1, 3, 11, 3, 17, 10, 0, 0, 3, 0, 0]",The Christian Science Monitor
under,"[0, 71, 10]",The Christian Science Monitor
harsh,"[0, 4, 3, 0]",The Christian Science Monitor
are,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 479, 0, 1]",The Christian Science Monitor
President's,[],The Christian Science Monitor
appear,"[0, 59, 0, 26, 3]",The Christian Science Monitor
erred,"[0, 0, 3, 0, 6]",The Christian Science Monitor
energy,"[7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 4]",The Christian Science Monitor
discussed,"[2, 0, 3, 0, 0]",The Christian Science Monitor
facto,[],The Christian Science Monitor
Juvenile,"[1, 0, 0, 4, 0]",The Christian Science Monitor
Economic,"[0, 5]",The Christian Science Monitor
Senate,"[0, 7, 0, 0, 0]",The Christian Science Monitor
relaxation,"[0, 3, 16, 0, 1, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
few,[71],The Christian Science Monitor
Kentucky,"[0, 2, 0]",The Christian Science Monitor
parts,"[7, 47, 6, 0, 12, 0, 0, 3, 9, 12, 5, 0, 0, 1, 0, 0, 30, 0, 17, 5, 1, 16, 0, 4, 19, 0, 1, 0, 11, 0, 4, 13, 3, 0, 12]",The Christian Science Monitor
working,"[23, 6, 113, 13, 12, 22, 17, 2, 37, 0, 0, 1, 5, 1, 43, 0, 0, 1, 6, 18, 9, 90, 3, 0, 2, 0, 1, 0, 0, 0, 3, 127, 0, 39, 0, 0, 0, 0, 0, 0, 12]",The Christian Science Monitor
does,"[0, 0, 0, 113, 163, 22, 3, 0, 1, 1, 5, 6, 0, 0, 0, 25, 6, 46, 0, 0, 0, 0, 0, 9, 0, 18, 84, 3, 0]",The Christian Science Monitor
obligations,"[3, 0, 0, 0, 4, 0]",The Christian Science Monitor
David,"[17, 0, 0, 0]",The Christian Science Monitor
distance,"[16, 0, 0, 9, 0, 43]",The Christian Science Monitor
Cuban,[1],The Christian Science Monitor
attachment,"[0, 3, 0, 0, 0, 0, 0]",The Christian Science Monitor
L.,[],The Christian Science Monitor
more,"[0, 0, 271, 7, 0, 0]",The Christian Science Monitor
trade,"[6, 0, 7, 20, 0, 4, 0, 0, 3, 0, 0, 16, 0]",The Christian Science Monitor
caused,"[18, 123, 492, 113, 163, 1, 0]",The Christian Science Monitor
burglary,[0],The Christian Science Monitor
Until,[],The Christian Science Monitor
hoc,[],The Christian Science Monitor
Berlin,"[2, 0, 0, 0, 0]",The Christian Science Monitor
neutral,"[1, 1, 0, 0, 0, 3]",The Christian Science Monitor
let,"[0, 51, 123, 0, 492, 1, 0, 1, 0, 12, 0, 0, 10, 5, 0]",The Christian Science Monitor
foreign,"[7, 12, 7, 0]",The Christian Science Monitor
allied,"[3, 1, 0, 0, 0]",The Christian Science Monitor
unchanged,"[0, 2]",The Christian Science Monitor
repeated,"[0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 11, 0, 1, 0, 0, 0, 13, 1]",The Christian Science Monitor
blended,"[0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 1, 0]",The Christian Science Monitor
once,"[0, 53, 0, 0, 0, 0, 0]",The Christian Science Monitor
revamped,"[0, 0]",The Christian Science Monitor
important,"[14, 32, 4, 0, 0]",The Christian Science Monitor
national,"[4, 25, 8, 54, 0]",The Christian Science Monitor
were,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The Christian Science Monitor
take,"[0, 0, 3, 0, 123, 0, 9, 0, 16, 0, 113, 16, 0, 5, 1, 0, 5, 0, 2, 11, 10, 0, 5, 0, 0, 1, 24, 0, 0, 3, 1, 1, 6, 0, 0, 14, 7, 1, 6, 10, 18, 3, 9, 5, 20, 17, 4, 6, 80, 13, 3, 6, 2, 0, 7, 21, 1, 0, 0, 54, 0, 1, 7, 1, 22, 20, 5, 2, 4, 4, 5, 492]",The Christian Science Monitor
freer,"[0, 5, 7, 2, 4, 1, 1, 0, 4, 0, 22, 0, 1]",The Christian Science Monitor
feeds,"[1, 0, 0, 51, 0, 43, 74, 0, 6, 8, 0, 2]",The Christian Science Monitor
setback,"[1, 0, 6, 2, 4]",The Christian Science Monitor
react,"[4, 3, 3]",The Christian Science Monitor
Youth,"[0, 0, 0, 38, 0, 0, 13, 0]",The Christian Science Monitor
troubles,"[32, 7, 0, 0, 36, 0, 0, 3, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 8, 0, 3, 4, 0]",The Christian Science Monitor
deterrent,"[1, 0, 0, 0, 0, 0, 0, 6]",The Christian Science Monitor
animated,"[1, 0, 0, 0, 0, 2, 1, 0, 16, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]",The Christian Science Monitor
one,"[5, 29, 0, 0, 0, 0, 321, 0, 786, 24, 0, 1, 0, 0, 0, 3, 0]",The Christian Science Monitor
State,"[0, 0, 32, 0, 0, 5, 0, 70, 28, 11, 0, 21, 0, 0, 39, 0, 7, 49, 0, 0]",The Christian Science Monitor
raising,"[0, 0, 0, 2, 0, 2, 48, 0, 0, 2, 0, 0, 8, 1, 0, 0, 0, 2, 16, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 1, 7, 0, 0, 29, 3, 0, 0, 0, 1, 4, 3, 0, 1, 0, 1, 1, 0]",The Christian Science Monitor
all-out,"[1, 0]",The Christian Science Monitor
world,"[16, 4, 0, 0, 0, 4, 1, 0, 0, 8, 173, 35, 0, 0, 0, 20, 0, 1, 11, 9, 1, 11, 0, 22, 96, 0]",The Christian Science Monitor
present,"[44, 51, 2, 11, 0, 3, 3, 2, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 2, 36, 62, 6]",The Christian Science Monitor
held,"[0, 2, 51, 9, 113, 1, 0, 0, 1, 4, 1, 0, 12, 0, 5, 1, 1, 0, 38, 6, 0, 0, 1, 10, 0, 35, 17, 4, 3, 1, 80, 0, 0, 6, 0, 3, 6, 0, 13, 2, 2, 3, 0, 7, 0, 0, 1, 5, 0, 0, 2, 0, 36, 3, 0, 492]",The Christian Science Monitor
Oslo,"[0, 0, 0]",The Christian Science Monitor
warning,"[0, 0, 0, 2, 5, 0, 0, 2, 0, 0, 0, 0]",The Christian Science Monitor
Organization,"[1, 8, 8, 5, 0, 0, 0, 23, 4, 0, 3]",The Christian Science Monitor
Department,"[4, 12]",The Christian Science Monitor
absence,"[0, 12]",The Christian Science Monitor
completely,"[28, 13, 2, 352, 2, 6, 24]",The Christian Science Monitor
mutual,"[5, 2, 20]",The Christian Science Monitor
modifications,"[1, 0, 0, 0, 34, 1]",The Christian Science Monitor
problem,"[39, 36, 20]",The Christian Science Monitor
bloc,"[0, 0]",The Christian Science Monitor
there,"[0, 0, 0, 0, 0, 276]",The Christian Science Monitor
new,"[1, 5, 12, 4, 38, 4, 36, 0, 3, 0, 92]",The Christian Science Monitor
countries,"[32, 28, 11, 0, 0, 32, 0, 49, 0]",The Christian Science Monitor
very,"[33, 0, 40, 81, 1, 5]",The Christian Science Monitor
contingency,"[0, 1, 1]",The Christian Science Monitor
exile,"[0, 0, 0, 1, 3, 0, 0, 0]",The Christian Science Monitor
geographical,"[0, 1]",The Christian Science Monitor
Gallup,[0],The Christian Science Monitor
circumstances,"[5, 8, 2, 17, 2, 12, 2, 13, 10, 3, 1, 4]",The Christian Science Monitor
Kennedy,"[0, 0, 0, 0, 5, 0, 0, 0]",The Christian Science Monitor
1959,[],The Christian Science Monitor
firmly,"[5, 11, 33, 1, 0, 0]",The Christian Science Monitor
verification,"[4, 0, 6, 0]",The Christian Science Monitor
also,"[0, 3, 2, 118, 121]",The Christian Science Monitor
Explosion,"[2, 0, 0, 7, 0]",The Christian Science Monitor
optimism,[3],The Christian Science Monitor
hoped,"[0, 22, 0, 7, 0, 16, 0]",The Christian Science Monitor
;,[],The Christian Science Monitor
spring,"[51, 4, 0, 0, 0, 4, 3, 7, 0, 0, 0, 0, 3, 0, 0, 0, 19, 0, 39, 0, 0, 0, 0]",The Christian Science Monitor
that,[],The Christian Science Monitor
count,"[29, 42, 59, 10, 0, 2, 0, 1, 4, 0, 7, 5, 0, 0, 0, 0, 0]",The Christian Science Monitor
NATO,"[0, 0]",The Christian Science Monitor
Republicans,"[0, 2, 0]",The Christian Science Monitor
little,"[3, 0, 0, 0, 3, 67, 0, 0, 99, 28, 0, 0, 0, 1]",The Christian Science Monitor
would,[],The Christian Science Monitor
previous,"[79, 30, 10, 11, 1]",The Christian Science Monitor
General,"[0, 32, 0, 1, 1, 9, 0, 0, 0]",The Christian Science Monitor
R,"[0, 6, 0, 0, 0, 0]",The Christian Science Monitor
discussions,"[4, 2, 37, 8, 0]",The Christian Science Monitor
Brandeis,[],The Christian Science Monitor
Africa,[2],The Christian Science Monitor
well,"[0, 134, 0, 82, 2, 20, 4, 1, 0, 5, 1]",The Christian Science Monitor
Massachusetts,"[0, 1, 0, 0, 0, 0]",The Christian Science Monitor
respected,"[3, 1, 0, 1, 0, 17, 0, 0, 0, 13, 4]",The Christian Science Monitor
restrained,"[1, 0, 1, 7, 0, 1, 0, 0, 0, 2, 0, 35, 17, 0, 0, 0, 0, 0, 0, 5, 11]",The Christian Science Monitor
--,[],The Christian Science Monitor
neighboring,"[0, 0, 0, 6, 0, 3]",The Christian Science Monitor
intellectually,[0],The Christian Science Monitor
participating,"[12, 0, 0, 3, 2]",The Christian Science Monitor
In,"[0, 2, 152, 3, 0, 0, 0, 0, 2255, 1]",The Christian Science Monitor
steamed,"[2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",The Christian Science Monitor
Assembly,"[0, 2, 0, 0, 3, 0]",The Christian Science Monitor
between,"[0, 83, 0]",The Christian Science Monitor
get,"[3, 0, 0, 123, 0, 113, 0, 55, 3, 3, 0, 4, 0, 1, 0, 0, 11, 0, 21, 16, 0, 0, 3, 5, 0, 1, 2, 12, 1, 0, 0, 0, 0, 0, 18, 51, 23, 90, 0, 0, 0, 7, 6, 0, 80, 33, 19, 0, 1, 0, 0, 0, 8, 0, 2, 6, 18, 2, 0, 84, 0, 9, 0, 0, 19, 0, 0, 12, 49, 492]",The Christian Science Monitor
greatest,"[5, 4, 0, 0, 0, 0, 0, 0, 0, 2, 18, 0, 61, 0, 4, 0, 0, 0, 3, 0, 3, 2, 1, 0, 30, 0, 53, 0]",The Christian Science Monitor
before,"[0, 14, 17, 123]",The Christian Science Monitor
Former,"[0, 79, 30, 10, 41, 0, 1, 11, 183, 0, 0]",The Christian Science Monitor
coordinate,"[0, 0, 1, 0, 0, 0]",The Christian Science Monitor
juvenile,"[1, 0, 0, 4, 0]",The Christian Science Monitor
performing,"[0, 1, 5, 6, 163, 2, 0]",The Christian Science Monitor
greater,"[5, 0, 0, 0, 0, 21, 0, 2, 18, 0, 61, 0, 4, 0, 0, 0, 3, 0, 3, 2, 1, 0, 30, 0, 53, 0]",The Christian Science Monitor
six,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 24, 0, 0, 0]",The Christian Science Monitor
outside,"[0, 2, 0, 8, 0, 5, 40, 0, 29, 1, 4, 0]",The Christian Science Monitor
official,"[6, 0, 0]",The Christian Science Monitor
inside,"[25, 0, 0, 1, 0, 1, 0, 38, 0, 3, 0]",The Christian Science Monitor
allies,"[8, 0, 0, 0]",The Christian Science Monitor
combating,"[7, 5]",The Christian Science Monitor
Asian,"[1, 0]",The Christian Science Monitor
may,"[0, 0, 2, 0, 167, 0]",The Christian Science Monitor
positions,"[6, 0, 0, 0, 1, 29, 46, 51, 72, 18, 16, 0, 19, 7, 1, 43, 0, 0, 17, 0, 0, 1, 1, 4, 4, 0, 0, 61]",The Christian Science Monitor
better,"[3, 2, 0, 0, 8, 20, 4, 0, 9, 0, 24, 0, 5, 5, 0, 25, 57, 1, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 8, 23, 1, 36, 0, 84, 0, 0, 134, 0, 82, 5, 115, 7, 0, 0, 13, 8, 2, 8]",The Christian Science Monitor
said,"[70, 34, 0, 12, 0, 0, 0, 39, 0, 0, 0, 0, 49, 0, 316, 21, 1]",The Christian Science Monitor
This,[],The Christian Science Monitor
cornerstone,"[0, 26, 3, 0, 0, 1]",The Christian Science Monitor
political,[15],The Christian Science Monitor
several,"[16, 4, 41]",The Christian Science Monitor
observer,"[3, 0, 0, 0, 0]",The Christian Science Monitor
when,[],The Christian Science Monitor
Souvanna,[],The Christian Science Monitor
tolerated,"[0, 0, 13, 0, 0, 5, 0, 0, 19, 3, 0, 10, 6, 12]",The Christian Science Monitor
explain,"[0, 5, 7]",The Christian Science Monitor
assertion,"[8, 3, 0, 0, 0]",The Christian Science Monitor
add,"[22, 3, 0, 0, 1, 1, 0, 0, 2, 0, 18, 4, 9, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 5]",The Christian Science Monitor
courteous,"[11, 0, 1]",The Christian Science Monitor
helped,"[1, 7, 0, 1, 0, 41, 9]",The Christian Science Monitor
age,"[0, 0, 0, 0, 0, 0, 2, 33, 0, 133, 0]",The Christian Science Monitor
tougher,"[0, 1, 19, 0, 33, 3, 0, 7, 1, 0, 1, 2]",The Christian Science Monitor
areas,"[28, 0, 9, 32, 0, 1, 1, 1, 0, 34]",The Christian Science Monitor
ratified,"[0, 13, 1, 0]",The Christian Science Monitor
support,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 33, 3, 0, 0, 1, 3, 0, 2, 0, 0, 35, 17, 0, 0, 5, 19, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 13, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 162]",The Christian Science Monitor
another,"[61, 0]",The Christian Science Monitor
clearly,"[0, 14, 1, 0, 26]",The Christian Science Monitor
meetings,"[0, 0, 0, 1, 0, 23, 3, 11, 3, 0, 0, 0, 19, 2, 7, 0, 0, 0, 0, 8, 0, 102, 0, 0, 18, 7, 0, 1, 3, 0, 3, 0]",The Christian Science Monitor
proceed,"[90, 13, 0, 1, 0, 35, 0, 19, 0]",The Christian Science Monitor
clash,"[1, 9, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1]",The Christian Science Monitor
disposal,"[8, 0, 2, 0, 0]",The Christian Science Monitor
affirmation,"[0, 8, 3, 0, 0]",The Christian Science Monitor
days,"[1, 0, 0, 0, 7, 0, 56, 0, 36, 0, 1, 0, 0, 133]",The Christian Science Monitor
with,[],The Christian Science Monitor
main,"[15, 5, 7, 9, 13, 0, 12]",The Christian Science Monitor
called,"[0, 4, 0, 1, 2, 0, 0, 31, 0, 0, 0, 25, 6, 11, 0, 0, 0, 12, 2, 10, 0, 5, 8, 9, 4, 1]",The Christian Science Monitor
Asia,[3],The Christian Science Monitor
exacerbated,"[0, 0, 0, 0]",The Christian Science Monitor
should,[],The Christian Science Monitor
asked,"[54, 0, 0, 15, 0, 80, 22, 1, 6, 5, 14, 0]",The Christian Science Monitor
social,"[0, 15, 0, 0]",The Christian Science Monitor
Richard,[],The Christian Science Monitor
reported,"[8, 13, 8, 12, 6]",The Christian Science Monitor
Senator,[0],The Christian Science Monitor
not,"[602, 0]",The Christian Science Monitor
efforts,"[0, 0, 0, 10, 18, 0, 11, 16, 0, 0, 22, 11, 1, 0, 7, 5]",The Christian Science Monitor
pricking,"[1, 1, 0, 0, 1, 0, 0, 0, 0]",The Christian Science Monitor
Hackett,[],The Christian Science Monitor
invasion,"[0, 3, 1]",The Christian Science Monitor
over,"[0, 22, 0, 6, 1, 163, 0]",The Christian Science Monitor
neutralized,"[0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
why,"[40, 0]",The Christian Science Monitor
Education,"[0, 0, 19, 0, 3, 0, 3, 9, 1, 4, 0]",The Christian Science Monitor
here,"[96, 0, 0, 12]",The Christian Science Monitor
risk,"[6, 0, 0, 17, 0, 0, 0, 0, 2, 0, 0, 0, 15, 0, 0, 2]",The Christian Science Monitor
totalitarian,"[0, 0]",The Christian Science Monitor
SEATO,[],The Christian Science Monitor
understanding,"[8, 0, 0, 0, 1, 0, 2, 0, 9, 0, 0, 1, 21, 11, 1, 102, 17, 30, 4, 0]",The Christian Science Monitor
manifestations,"[0, 0, 0, 14, 1, 3, 0]",The Christian Science Monitor
dominated,"[1, 2, 0, 1, 0, 1, 8, 2, 0, 9, 0, 0, 0]",The Christian Science Monitor
tremendous,"[4, 4, 6, 1, 0, 3, 1, 7, 2, 1, 1, 1, 4, 12]",The Christian Science Monitor
the,[],The Christian Science Monitor
line,"[39, 0, 0, 0, 0, 0, 0, 9, 0, 3, 0, 1, 0, 0, 0, 1, 0, 3, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 24, 1, 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 2, 0, 26, 7, 1, 0, 0, 6, 0, 74, 0, 7, 2, 0, 0, 0, 0, 0, 9, 0, 5]",The Christian Science Monitor
learn,"[1, 0, 0, 0, 0, 0, 24, 3, 1, 0, 6, 0, 0, 0, 4, 80, 15, 4, 21, 102, 12, 0, 3]",The Christian Science Monitor
topics,"[29, 1, 25, 16, 7]",The Christian Science Monitor
power,"[81, 0, 6, 10, 12, 0, 0, 0, 58, 16, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0]",The Christian Science Monitor
stems,"[0, 0, 0, 0, 0, 0, 11, 4, 1, 0, 1, 1, 3, 0, 7]",The Christian Science Monitor
Detente,[0],The Christian Science Monitor
European,[3],The Christian Science Monitor
situation,"[43, 72, 1, 6, 0, 7, 0, 16, 19, 2]",The Christian Science Monitor
element,"[8, 0, 0, 1, 8, 0]",The Christian Science Monitor
attending,"[0, 1, 102, 59, 0, 1, 0, 0, 17, 0, 3, 4, 0, 9, 0, 2]",The Christian Science Monitor
see,"[11, 0, 59, 8, 0, 1, 55, 0, 4, 0, 2, 7, 0, 0, 2, 10, 5, 0, 0, 1, 13, 0, 19, 0, 0, 4, 6, 0, 0, 6, 0, 4, 4, 0, 20, 1, 15, 0, 7, 102, 12, 0, 22, 17, 0, 8, 0, 17, 0, 3, 3, 0, 0, 49, 38]",The Christian Science Monitor
nuclear,"[13, 11]",The Christian Science Monitor
firm,"[25, 74, 1, 1, 19, 3, 0, 5, 0, 0, 0, 0, 4, 0, 14, 0, 0, 0, 11, 0, 0]",The Christian Science Monitor
met,"[0, 0, 1, 23, 3, 11, 3, 0, 0, 0, 19, 2, 7, 0, 0, 8, 0, 102, 0, 0, 7, 0, 1, 3, 0, 3, 0]",The Christian Science Monitor
thus,"[0, 0, 12, 0, 228, 3, 22, 0, 0]",The Christian Science Monitor
hopes,"[0, 0, 22, 0, 3, 9, 0, 0, 0, 16, 7]",The Christian Science Monitor
spokesmen,[2],The Christian Science Monitor
Southeast,"[2, 0, 0, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
year,"[0, 12, 0, 61]",The Christian Science Monitor
has,"[123, 51, 113, 3, 0, 4, 4, 0, 1, 0, 1, 0, 2, 51, 0, 17, 7, 80, 6, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",The Christian Science Monitor
profound,"[0, 0, 0, 18, 6, 4, 25, 0]",The Christian Science Monitor
state,"[0, 0, 32, 0, 0, 5, 0, 70, 28, 11, 0, 21, 0, 0, 39, 0, 7, 49, 0, 0]",The Christian Science Monitor
concluded,"[0, 2, 0, 22, 0, 30, 1, 6, 1, 27, 163]",The Christian Science Monitor
NATO's,[],The Christian Science Monitor
educators,"[0, 0, 0]",The Christian Science Monitor
Detroit,"[1, 0, 0]",The Christian Science Monitor
speech,"[0, 0, 0, 0, 6, 0, 3, 1, 1, 0, 0, 18, 0, 25]",The Christian Science Monitor
did,"[0, 113, 163, 22, 3, 0, 1, 1, 5, 6, 25, 6, 46, 0, 0, 0, 0, 0, 9, 0, 18, 84, 3, 0]",The Christian Science Monitor
prevent,"[1, 35, 7, 0, 0, 0]",The Christian Science Monitor
M.,[],The Christian Science Monitor
informed,"[11, 1]",The Christian Science Monitor
each,"[0, 81, 0, 0, 0]",The Christian Science Monitor
legislation,"[0, 0, 1, 0]",The Christian Science Monitor
locomotive,"[0, 13, 0, 0, 0]",The Christian Science Monitor
alternative,"[0, 4, 1, 11, 13]",The Christian Science Monitor
They,[],The Christian Science Monitor
",",[],The Christian Science Monitor
themselves,[],The Christian Science Monitor
Kennedy's,[],The Christian Science Monitor
hastened,"[0, 30, 4, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 14, 0, 0]",The Christian Science Monitor
reiterated,"[0, 5, 0, 0, 0, 0]",The Christian Science Monitor
disagreed,"[0, 0, 0, 0, 0, 5]",The Christian Science Monitor
order,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 34, 0, 11, 0, 3, 11, 0, 12, 51, 72, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 70, 0, 1, 0, 17, 1, 39, 0, 21, 0, 0]",The Christian Science Monitor
Union,"[0, 0, 9, 0, 0, 1, 1, 0, 5, 15, 0, 0, 0, 0, 1, 0, 9, 4, 2, 0, 3, 5, 0]",The Christian Science Monitor
given,"[51, 113, 11, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0, 32, 2, 41, 12, 38, 0, 3, 6, 1, 4, 19, 17, 0, 0, 2, 13, 6, 3, 0, 0, 10, 50, 6, 1, 2, 1, 1, 7, 1, 0, 13, 0, 36, 0, 6, 492]",The Christian Science Monitor
frame,"[0, 0, 3, 0, 0, 13, 1, 0, 9, 0, 1, 2, 0, 0, 0, 1, 5, 0, 51, 0, 6, 4, 0, 0, 22, 39, 0, 1, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
sense,"[37, 6, 0, 0, 0, 0, 0, 0, 0, 40, 3, 0, 1, 0]",The Christian Science Monitor
grants,"[0, 0, 0, 51, 12, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0]",The Christian Science Monitor
appointment,"[1, 0, 0, 0, 0, 0, 3, 7]",The Christian Science Monitor
constructive,[1],The Christian Science Monitor
great,"[5, 0, 0, 0, 0, 0, 2, 18, 0, 61, 0, 4, 0, 0, 0, 3, 0, 3, 2, 1, 0, 30, 0, 53, 0]",The Christian Science Monitor
directions,"[2, 1, 4, 8, 8, 0, 3, 0, 4, 0, 0, 0, 5, 0, 1, 123]",The Christian Science Monitor
cease-fire,"[0, 0, 0]",The Christian Science Monitor
wisdom,"[8, 0, 0, 0, 0, 1]",The Christian Science Monitor
place,"[0, 3, 6, 0, 16, 7, 0, 0, 1, 34, 0, 29, 3, 0, 43, 46, 12, 51, 72, 4, 12, 16, 0, 4, 37, 2, 19, 10, 7, 14, 43, 0, 1, 54, 1, 10, 0, 17, 0, 1, 21, 0, 2]",The Christian Science Monitor
candor,"[2, 0, 0, 0, 0, 1, 0, 0]",The Christian Science Monitor
States,"[0, 0, 32, 0, 0, 5, 0, 70, 28, 11, 0, 21, 0, 0, 39, 0, 7, 49, 0, 0]",The Christian Science Monitor
relations,"[0, 5, 0, 8, 0, 9, 0, 8, 0, 0, 13, 0, 0, 0, 0, 0, 1]",The Christian Science Monitor
whom,[],The Christian Science Monitor
regime,"[3, 3, 13, 0]",The Christian Science Monitor
most,"[0, 237, 0, 66, 0, 18, 104, 23, 3]",The Christian Science Monitor
assistant,"[0, 0, 41, 3, 0]",The Christian Science Monitor
than,[],The Christian Science Monitor
told,"[70, 15, 2, 0, 34, 0, 0, 1, 5, 39, 0, 0, 49, 0, 0, 0, 0, 0]",The Christian Science Monitor
Army,"[0, 0, 3, 0, 0, 0, 0, 7]",The Christian Science Monitor
provocation,"[0, 0, 0, 0, 0]",The Christian Science Monitor
went,"[6, 123, 6, 0, 6, 11, 0, 0, 19, 5, 0, 0, 0, 25, 0, 0, 0, 0, 0, 43, 1, 0, 0, 12, 0, 0, 0, 0, 13, 17, 0, 0, 90, 0, 83, 0, 0, 0, 0, 33, 0, 8, 19, 3, 127, 3, 0, 0, 0, 1, 0, 0, 0, 20, 26, 0, 1]",The Christian Science Monitor
interested,"[14, 12, 0, 8, 5, 33, 1]",The Christian Science Monitor
cope,"[0, 2, 0, 0, 0, 20, 3, 0, 0, 0]",The Christian Science Monitor
constantly,"[4, 0, 3, 46, 7, 0]",The Christian Science Monitor
executive,"[5, 1, 0]",The Christian Science Monitor
programs,"[0, 2, 0, 0, 27, 0, 0, 0, 2, 0, 15, 0]",The Christian Science Monitor
Institute,"[59, 18, 0, 13, 3, 1]",The Christian Science Monitor
back,"[0, 40, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 2, 0, 13, 0, 0, 13, 0, 8, 1, 162, 0]",The Christian Science Monitor
particularly,"[0, 14, 0, 11, 0]",The Christian Science Monitor
period,"[0, 0, 0, 0, 0, 0, 37, 0, 14, 0, 2, 0, 18]",The Christian Science Monitor
seek,"[3, 0, 22, 12, 7, 7, 0]",The Christian Science Monitor
setbacks,"[1, 0, 6, 2, 4]",The Christian Science Monitor
aided,"[0, 1, 7, 41, 1]",The Christian Science Monitor
government,"[8, 0, 3, 0, 3, 0, 4, 3, 13]",The Christian Science Monitor
feel,"[37, 6, 6, 23, 59, 0, 0, 14, 55, 40, 0, 2, 49, 8]",The Christian Science Monitor
concerned,"[12, 14, 0, 1, 1, 1, 8, 0, 0, 11, 5, 33, 0, 1, 3]",The Christian Science Monitor
serious,"[8, 134, 0, 9, 0, 4, 6, 2, 0]",The Christian Science Monitor
actions,"[1, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 52, 12]",The Christian Science Monitor
which,[],The Christian Science Monitor
Even,"[0, 14, 1, 103, 47, 0, 10, 0, 8, 115, 1, 14]",The Christian Science Monitor
ministers,"[7, 0, 0, 0, 0, 3, 9, 0]",The Christian Science Monitor
emerge,"[0, 0, 16, 1, 0, 0]",The Christian Science Monitor
council,[3],The Christian Science Monitor
detente,[0],The Christian Science Monitor
Strenuous,"[1, 1, 0]",The Christian Science Monitor
realization,"[0, 4, 0, 0, 0, 0]",The Christian Science Monitor
inclination,"[0, 0, 0, 0, 0, 21, 3, 1, 0, 2, 0, 2, 2, 0]",The Christian Science Monitor
involved,"[11, 7, 5, 7, 0, 0, 0, 0, 0, 6, 14, 1, 2, 80, 0, 0, 0, 54, 22]",The Christian Science Monitor
