w,vector_uso
many,[94],Principles of Inertial Navigation
servo,"[0, 0, 0, 0]",Principles of Inertial Navigation
amplifier,[0],Principles of Inertial Navigation
difficult,"[33, 17, 0]",Principles of Inertial Navigation
Af,[],Principles of Inertial Navigation
),[],Principles of Inertial Navigation
human,"[173, 0, 49, 0]",Principles of Inertial Navigation
raised,"[0, 8, 2, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 1, 0, 0, 0, 48, 3, 1, 0, 7, 1, 14, 0, 3, 0, 0, 0, 12, 1, 0, 16]",Principles of Inertial Navigation
little,"[0, 1, 3, 3, 0, 99, 28, 67, 0, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
accelerometer,[0],Principles of Inertial Navigation
pickoff,[],Principles of Inertial Navigation
observer,"[0, 0, 3, 0, 0]",Principles of Inertial Navigation
placed,"[37, 0, 0, 4, 34, 0, 3, 7, 14, 46, 0, 29, 2, 1, 10, 72, 51, 17, 6, 3, 0, 1, 16, 4, 19, 1, 12, 19, 21, 2]",Principles of Inertial Navigation
Information,"[4, 0, 16, 0, 0]",Principles of Inertial Navigation
both,[76],Principles of Inertial Navigation
output,"[0, 0, 6, 0, 1, 11, 0]",Principles of Inertial Navigation
applying,"[0, 0, 0, 51, 1, 6, 0, 0, 0, 66, 0, 17, 7]",Principles of Inertial Navigation
circuit,"[3, 0, 0, 0, 10, 3, 0, 2]",Principles of Inertial Navigation
superimposed,"[0, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
Autocollimator,[],Principles of Inertial Navigation
--,[],Principles of Inertial Navigation
Manual,"[0, 1]",Principles of Inertial Navigation
compared,"[1, 0, 0]",Principles of Inertial Navigation
polarities,"[0, 0, 13]",Principles of Inertial Navigation
associated,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 1]",Principles of Inertial Navigation
period,"[0, 37, 0, 2, 18, 14, 0, 0, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
factor,"[0, 0, 8, 0, 8, 0, 0, 1, 0, 0, 1, 5]",Principles of Inertial Navigation
by-product,"[1, 0, 0]",Principles of Inertial Navigation
scale,"[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7]",Principles of Inertial Navigation
portion,"[0, 0, 0, 1, 13, 47, 4, 1, 0, 4, 4, 12, 0, 10, 3, 8, 0, 0, 0, 1, 17]",Principles of Inertial Navigation
off-level,[],Principles of Inertial Navigation
filters,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
will,"[0, 0, 218, 0, 32]",Principles of Inertial Navigation
orienting,"[0, 37, 0, 0, 0, 0]",Principles of Inertial Navigation
termed,[8],Principles of Inertial Navigation
included,"[0, 10, 9, 9]",Principles of Inertial Navigation
momentum,"[1, 4]",Principles of Inertial Navigation
plane,"[0, 0, 0, 14, 0, 4, 0, 18, 12, 0, 10, 0]",Principles of Inertial Navigation
resulting,"[27, 0, 20, 32]",Principles of Inertial Navigation
place,"[37, 1, 0, 0, 4, 0, 34, 7, 0, 3, 14, 46, 0, 7, 1, 29, 2, 0, 1, 10, 72, 10, 43, 51, 17, 6, 3, 0, 0, 1, 54, 0, 16, 4, 19, 16, 0, 12, 12, 0, 43, 21, 2]",Principles of Inertial Navigation
filtering,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
no,"[0, 0, 266, 50, 0]",Principles of Inertial Navigation
described,"[24, 31, 4, 3, 14, 3, 6, 0, 0, 9, 2, 8, 0, 13, 6]",Principles of Inertial Navigation
until,[],Principles of Inertial Navigation
angle,"[1, 1, 2, 0, 2, 13, 5, 1]",Principles of Inertial Navigation
used,"[0, 0, 6, 1, 0, 0, 0, 43, 1, 66, 0, 0, 1, 0, 7]",Principles of Inertial Navigation
bias,"[0, 0, 0, 0, 0]",Principles of Inertial Navigation
spin,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0]",Principles of Inertial Navigation
replaced,"[0, 5, 0, 4, 0, 0, 0, 0, 3]",Principles of Inertial Navigation
headed,"[37, 16, 73, 20, 0, 0, 5, 0, 0, 0, 0, 0, 18]",Principles of Inertial Navigation
stationary,[1],Principles of Inertial Navigation
simpler,"[3, 0, 0, 15, 5, 0, 0, 6, 0, 0, 0, 1, 0]",Principles of Inertial Navigation
voltage,"[0, 0, 0, 0, 6, 0, 0]",Principles of Inertial Navigation
high-level,"[0, 0, 0, 0]",Principles of Inertial Navigation
practice,"[8, 0, 163, 6, 0, 0, 7, 0, 66, 1, 5, 0, 0]",Principles of Inertial Navigation
per,[],Principles of Inertial Navigation
component,"[47, 4, 0, 8, 8, 0, 0, 1]",Principles of Inertial Navigation
replaces,"[0, 5, 0, 4, 0, 0, 0, 0, 3]",Principles of Inertial Navigation
can,"[0, 0, 1, 0, 1, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 3, 7, 0, 0, 1, 1, 0, 4, 29, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 38, 0, 0, 0, 12, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 235, 0, 0, 0]",Principles of Inertial Navigation
so,"[0, 3, 12, 22, 0, 17, 0, 177, 0, 228, 0, 0]",Principles of Inertial Navigation
torquer,[],Principles of Inertial Navigation
image,"[13, 6, 0, 0, 22, 4, 0, 0, 0, 0, 1, 0, 13, 0, 0, 0, 0, 20, 0, 21, 1, 0, 102, 0]",Principles of Inertial Navigation
components,"[47, 4, 0, 8, 8, 0, 0, 1]",Principles of Inertial Navigation
between,"[83, 0, 0]",Principles of Inertial Navigation
restrained,"[7, 1, 0, 11, 0, 0, 17, 0, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 35, 0, 1]",Principles of Inertial Navigation
addition,"[0, 0, 0, 12, 5, 13, 0, 6]",Principles of Inertial Navigation
properly,"[84, 3, 0, 0, 4, 1, 0]",Principles of Inertial Navigation
remains,"[16, 2, 13, 2, 13, 1, 3, 6, 16, 1, 0]",Principles of Inertial Navigation
approximately,"[2, 0, 0, 0, 237, 6, 0, 85, 182]",Principles of Inertial Navigation
.,[],Principles of Inertial Navigation
platform-controller,[],Principles of Inertial Navigation
Y-gyro,[],Principles of Inertial Navigation
However,"[1, 47, 0, 3, 6, 103, 35, 0, 0]",Principles of Inertial Navigation
earth,"[21, 0, 0, 0, 32, 0, 0, 16, 11, 96, 1]",Principles of Inertial Navigation
conditions,"[1, 0, 0, 2, 0, 0, 17, 13, 7, 7, 15, 8, 8, 0, 0, 2, 5, 0, 6]",Principles of Inertial Navigation
combination,"[0, 0, 11]",Principles of Inertial Navigation
noise,"[0, 0, 2, 0, 0, 0, 1, 0, 1, 3]",Principles of Inertial Navigation
maintained,"[1, 3, 0, 1, 1, 2, 35, 0, 2, 0, 0, 3, 17, 0, 2, 5, 2, 4]",Principles of Inertial Navigation
each,"[81, 0, 0, 0, 0]",Principles of Inertial Navigation
requires,"[0, 5, 54, 2, 80, 0, 15, 22, 6, 14, 0, 51]",Principles of Inertial Navigation
supplied,"[1, 16, 0, 0, 9, 3, 16, 1, 0]",Principles of Inertial Navigation
from,[],Principles of Inertial Navigation
approach,"[6, 0, 3, 0, 0, 9, 0, 0, 0, 0, 0, 26, 11, 0, 0, 0, 23, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
up,"[0, 4, 0, 3, 307, 0]",Principles of Inertial Navigation
G,"[0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 5, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
solution,"[25, 10, 0, 27, 4, 8]",Principles of Inertial Navigation
available,"[0, 0, 18, 0]",Principles of Inertial Navigation
axes,"[0, 0, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
gusts,"[2, 6, 0]",Principles of Inertial Navigation
neglected,"[9, 0, 3, 0, 0, 3, 1, 0, 0, 0, 5, 1, 1, 0, 3]",Principles of Inertial Navigation
raise,"[0, 8, 2, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 48, 0, 0, 0, 0, 3, 4, 1, 0, 7, 1, 0, 0, 0, 0, 12, 1, 0, 16]",Principles of Inertial Navigation
time,"[1, 0, 3, 188, 0, 0, 0, 0, 1]",Principles of Inertial Navigation
accurately,[2],Principles of Inertial Navigation
alignment,"[1, 0, 0, 0, 0]",Principles of Inertial Navigation
stand,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 13, 0, 2, 0, 0, 0, 0, 0, 5, 1, 1, 1, 0, 3, 0, 6, 0, 0, 19, 0]",Principles of Inertial Navigation
amount,"[84, 42, 0, 8, 4, 0, 12, 0, 5, 22]",Principles of Inertial Navigation
parallel,"[0, 2, 0, 0, 0, 0, 0, 3, 0]",Principles of Inertial Navigation
appropriate,"[3, 0, 12, 0, 2, 0, 1, 6]",Principles of Inertial Navigation
aligned,"[0, 0, 0, 0, 2, 0, 0, 1]",Principles of Inertial Navigation
**yl,[],Principles of Inertial Navigation
Electrical,"[4, 3]",Principles of Inertial Navigation
has,"[7, 49, 4, 4, 0, 17, 1, 0, 0, 1, 51, 51, 6, 2, 6, 0, 111, 0, 113, 18, 0, 3, 6, 0, 123, 2, 0, 80, 492]",Principles of Inertial Navigation
and,[],Principles of Inertial Navigation
three-axis,[],Principles of Inertial Navigation
definition,[4],Principles of Inertial Navigation
operation,"[0, 6, 8, 0, 2, 0, 0, 1, 0, 6, 0, 0, 0, 0, 12]",Principles of Inertial Navigation
**ye,[],Principles of Inertial Navigation
around,"[2, 0, 3, 0, 0, 237, 6, 0, 85, 182]",Principles of Inertial Navigation
also,"[121, 2, 3, 0, 118]",Principles of Inertial Navigation
contact,"[11, 0, 3, 1, 3, 0, 0, 11, 3, 0, 0, 0, 0, 0, 0, 19]",Principles of Inertial Navigation
level,"[37, 0, 31, 0, 0, 0, 0, 0, 14, 11, 8, 23, 18, 0, 115, 0, 1, 0, 8, 10, 1, 0, 22, 12, 0, 0, 0, 0]",Principles of Inertial Navigation
includes,"[0, 10, 9]",Principles of Inertial Navigation
height,"[2, 2, 0, 3, 29, 0, 0, 0, 2, 0, 0, 0, 0]",Principles of Inertial Navigation
sensitive,"[0, 1, 21, 9, 4, 2, 3]",Principles of Inertial Navigation
This,[],Principles of Inertial Navigation
delivered,"[1, 4, 0, 4, 0, 13, 6, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 3, 6, 2, 3, 492, 1]",Principles of Inertial Navigation
where,[],Principles of Inertial Navigation
mathematical,"[0, 1]",Principles of Inertial Navigation
it,"[0, 0]",Principles of Inertial Navigation
requirements,"[13, 3, 0, 18, 0, 4, 14]",Principles of Inertial Navigation
realized,"[0, 8, 0, 0, 0, 5, 0, 0, 14, 0, 113, 17, 0, 4, 5, 26, 1, 5, 0, 0, 102, 0]",Principles of Inertial Navigation
operate,"[6, 0, 3, 0, 0, 38, 1, 0, 0, 127, 90, 43, 0]",Principles of Inertial Navigation
continually,[1],Principles of Inertial Navigation
terms,"[17, 17, 27, 8, 3, 0, 0, 0, 0]",Principles of Inertial Navigation
problem,"[39, 36, 20]",Principles of Inertial Navigation
loop,"[0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0]",Principles of Inertial Navigation
decreasing,"[0, 0, 20, 0, 0, 1]",Principles of Inertial Navigation
preflight,[],Principles of Inertial Navigation
;,[],Principles of Inertial Navigation
establishing,"[0, 8, 13, 44, 0, 1, 3, 1, 51, 59, 0, 113, 1, 3, 3, 9, 0, 21, 0]",Principles of Inertial Navigation
i.e.,"[0, 14, 0]",Principles of Inertial Navigation
high,"[2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 61, 0, 0, 0, 0, 1]",Principles of Inertial Navigation
too,"[1, 121, 2, 3, 0, 0, 118, 0]",Principles of Inertial Navigation
usually,"[0, 1, 1, 18, 0]",Principles of Inertial Navigation
use,"[3, 0, 1, 66, 7, 6, 2, 0, 1, 0, 0, 0, 0, 0, 1, 5, 0, 0, 6, 0, 9, 11, 7]",Principles of Inertial Navigation
minimizes,"[0, 0, 0, 0, 1, 0, 0]",Principles of Inertial Navigation
instrument,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 0]",Principles of Inertial Navigation
pickoffs,[],Principles of Inertial Navigation
by,"[7, 497, 39, 40]",Principles of Inertial Navigation
axis,"[0, 0, 0, 0, 0]",Principles of Inertial Navigation
light,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 28, 3, 0, 18, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 47, 1, 0, 0, 0, 0, 0, 4, 0, 1, 0, 20, 0, 0, 0, 0, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8]",Principles of Inertial Navigation
earth's,[],Principles of Inertial Navigation
considerations,"[0, 0, 17, 2, 2, 0]",Principles of Inertial Navigation
true,"[4, 0, 0, 1, 24, 0, 0, 1, 0, 0, 0, 0, 0, 16, 0, 9]",Principles of Inertial Navigation
spinning,"[0, 0, 0, 0, 0, 0, 0, 2, 0]",Principles of Inertial Navigation
**yf,[],Principles of Inertial Navigation
with,[],Principles of Inertial Navigation
horizontal,[0],Principles of Inertial Navigation
drift,"[2, 16, 0, 0, 4, 3, 4, 0, 6, 0, 0, 4, 0, 7, 1, 0, 0, 3, 0, 0, 0, 0, 21, 0]",Principles of Inertial Navigation
rotate,"[0, 0, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
rotated,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
certain,"[42, 1, 42]",Principles of Inertial Navigation
established,"[0, 8, 10, 13, 0, 44, 0, 1, 3, 1, 51, 3, 59, 0, 113, 1, 3, 3, 4, 9, 5, 0, 21, 0, 0]",Principles of Inertial Navigation
Figure,"[8, 13, 6, 42, 0, 5, 3, 0, 1, 0, 22, 0, 0, 0, 0, 13, 4, 0, 0, 6, 39, 12, 31, 1, 0, 0, 0, 1, 0, 0, 9, 0, 0, 0, 0, 20, 0, 0, 1, 18, 102]",Principles of Inertial Navigation
reached,"[11, 0, 1, 21, 3, 1, 51, 0, 0, 7, 113, 0, 1, 0, 0, 50, 11, 0, 1, 12, 5, 0, 0]",Principles of Inertial Navigation
fundamental,"[0, 3, 6, 0, 0, 4, 6, 14, 0, 0]",Principles of Inertial Navigation
increases,"[0, 12, 0, 5, 13, 8]",Principles of Inertial Navigation
large,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 0, 61, 53, 0, 0, 30, 0]",Principles of Inertial Navigation
7-4,[],Principles of Inertial Navigation
non-linear,[],Principles of Inertial Navigation
part,"[12, 3, 0, 6, 1, 7, 0, 6, 47, 4, 3, 6, 0, 9, 4, 0, 30, 0, 0, 0, 1, 0, 12, 11, 19, 0, 13, 5, 0, 16, 0, 0, 0, 1, 5, 17]",Principles of Inertial Navigation
generated,"[0, 19, 0, 21, 0, 6, 51, 0, 123, 13, 0, 1]",Principles of Inertial Navigation
launch,"[0, 1, 2, 3, 0, 59, 0]",Principles of Inertial Navigation
original,"[0, 4, 14, 0, 9]",Principles of Inertial Navigation
supply,"[1, 16, 0, 0, 9, 3, 2, 16, 1, 1, 0]",Principles of Inertial Navigation
angular,"[0, 1]",Principles of Inertial Navigation
must,"[0, 0, 115]",Principles of Inertial Navigation
introduced,"[3, 0, 0, 0, 0, 0, 36, 0, 12, 0, 2, 0, 2, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
proper,"[9, 84]",Principles of Inertial Navigation
response,"[25, 28, 8, 1, 1]",Principles of Inertial Navigation
wind,"[2, 3, 0, 0, 0, 1, 2, 0, 0, 1, 0, 20, 0, 0, 0, 0, 0, 0, 8, 9, 1, 12, 0, 0, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
90-degrees,[],Principles of Inertial Navigation
shows,"[37, 8, 0, 1, 0, 44, 21, 7, 1, 19, 36, 6, 0, 7, 1, 0, 6, 1, 3, 3, 0, 20, 2, 15, 0, 1]",Principles of Inertial Navigation
direct,"[37, 0, 0, 4, 0, 12, 0, 3, 2, 0, 0, 20, 0, 7, 10, 1, 72, 0, 73, 0, 0, 16, 6, 16, 5, 0, 0, 0, 0, 80, 4]",Principles of Inertial Navigation
that,[],Principles of Inertial Navigation
stator,"[0, 0]",Principles of Inertial Navigation
normally,"[0, 1, 1, 18, 0]",Principles of Inertial Navigation
precision,"[2, 0]",Principles of Inertial Navigation
space,"[16, 0, 43, 2, 2, 0, 0, 72]",Principles of Inertial Navigation
sight,"[0, 0, 0, 1, 0, 2, 1, 0, 2, 12, 3, 0, 0, 0, 12, 0, 0, 4, 0, 12, 1, 2, 0, 17, 0, 4, 0, 0, 0, 0, 20, 18, 2, 0]",Principles of Inertial Navigation
automatically,"[3, 1]",Principles of Inertial Navigation
have,"[7, 49, 4, 4, 0, 17, 1, 0, 1, 51, 51, 6, 2, 6, 0, 111, 0, 113, 0, 18, 0, 3, 6, 123, 2, 0, 0, 80, 492]",Principles of Inertial Navigation
random,[3],Principles of Inertial Navigation
consists,"[0, 2, 0, 8, 3]",Principles of Inertial Navigation
causes,"[5, 10, 0, 0, 30, 16, 1, 163, 0, 0, 113, 7, 0, 11, 18, 35, 123, 11, 0, 492]",Principles of Inertial Navigation
effect,"[5, 0, 27, 16, 2, 27, 0, 6, 3, 3, 0, 8, 14, 6, 0]",Principles of Inertial Navigation
these,[],Principles of Inertial Navigation
manually,[0],Principles of Inertial Navigation
consisting,"[0, 2, 0, 8, 3]",Principles of Inertial Navigation
east,"[0, 0, 1, 0, 32, 8, 0]",Principles of Inertial Navigation
lower,"[13, 0, 0, 67, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 146, 2, 0, 0, 0, 1, 10, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 3, 0, 0]",Principles of Inertial Navigation
line,"[1, 0, 31, 0, 0, 0, 5, 26, 0, 7, 24, 0, 0, 0, 3, 0, 3, 0, 0, 0, 6, 0, 0, 6, 0, 0, 0, 3, 0, 0, 1, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 74, 0, 0, 0, 36, 0, 0, 0, 2, 9, 0, 0, 1, 2, 0, 7, 0, 0, 9, 0, 0, 0, 0, 0, 0]",Principles of Inertial Navigation
Gyrocompass,[0],Principles of Inertial Navigation
necessary,"[13, 3, 18, 0, 4]",Principles of Inertial Navigation
responds,"[25, 4, 3, 1]",Principles of Inertial Navigation
not,"[602, 0]",Principles of Inertial Navigation
possible,"[6, 41]",Principles of Inertial Navigation
modified,"[10, 7, 0, 3, 34, 0]",Principles of Inertial Navigation
on-level,[],Principles of Inertial Navigation
include,"[0, 10, 9]",Principles of Inertial Navigation
darkened,"[2, 0]",Principles of Inertial Navigation
rigidly,"[0, 3, 2]",Principles of Inertial Navigation
sighting,"[18, 2, 1]",Principles of Inertial Navigation
coordinate,"[0, 0, 0, 0, 0, 1]",Principles of Inertial Navigation
days',[],Principles of Inertial Navigation
technique,"[1, 9]",Principles of Inertial Navigation
since,[],Principles of Inertial Navigation
enough,"[0, 9, 4, 12, 76]",Principles of Inertial Navigation
this,[],Principles of Inertial Navigation
integrate,"[0, 0, 0, 1]",Principles of Inertial Navigation
skill,"[1, 0, 11, 2, 8, 0]",Principles of Inertial Navigation
Also,"[121, 2, 3, 0, 118]",Principles of Inertial Navigation
practical,"[6, 0, 1, 0, 0]",Principles of Inertial Navigation
to,[],Principles of Inertial Navigation
degree,"[37, 14, 0, 22, 11, 12, 0]",Principles of Inertial Navigation
automatic,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 5]",Principles of Inertial Navigation
The,[],Principles of Inertial Navigation
accelerations,"[1, 1, 0]",Principles of Inertial Navigation
canceled,"[0, 1, 0, 2, 0, 0, 1, 0, 0]",Principles of Inertial Navigation
process,"[0, 0, 0, 6, 6, 0, 0, 127, 3, 9, 0, 52, 0, 0, 0, 0, 1, 0, 1, 12]",Principles of Inertial Navigation
determined,"[0, 0, 1, 3, 4, 8, 46, 12, 0, 13, 4, 0, 0, 1, 12, 2, 6, 55, 1, 0, 0, 0, 1, 6, 9, 102]",Principles of Inertial Navigation
designed,"[2, 18, 6, 15, 12, 0]",Principles of Inertial Navigation
Fig.,[],Principles of Inertial Navigation
sighted,"[18, 2, 0]",Principles of Inertial Navigation
always,"[0, 46, 3, 0, 59, 0, 4, 7]",Principles of Inertial Navigation
sensing,"[4, 37, 2, 6, 40, 0, 0]",Principles of Inertial Navigation
approximate,"[4, 23, 3, 0, 0, 0, 9, 0, 4, 12]",Principles of Inertial Navigation
vectors,"[0, 11]",Principles of Inertial Navigation
Transit,"[0, 0, 0, 3, 6, 0, 0, 0, 0]",Principles of Inertial Navigation
Practical,"[6, 0, 1, 0, 0]",Principles of Inertial Navigation
cutoff,"[0, 0, 0]",Principles of Inertial Navigation
does,"[0, 46, 163, 1, 3, 0, 0, 0, 0, 0, 0, 0, 22, 0, 9, 25, 113, 0, 6, 1, 5, 0, 0, 18, 84, 3, 6, 0, 0]",Principles of Inertial Navigation
base,"[11, 0, 0, 0, 0, 37, 0, 0, 3, 0, 1, 0, 0, 23, 59, 1, 0, 0, 0, 26, 3, 1, 0, 0, 4, 54, 0, 0, 0, 7, 2, 21, 0, 0, 0, 19, 0, 8, 3, 0]",Principles of Inertial Navigation
flight,"[13, 7, 0, 0, 0, 5, 1]",Principles of Inertial Navigation
Use,"[3, 0, 1, 66, 7, 6, 2, 0, 1, 0, 0, 0, 0, 0, 1, 5, 0, 0, 6, 0, 9, 11, 7]",Principles of Inertial Navigation
upon,[],Principles of Inertial Navigation
utilized,"[0, 1, 0, 0, 0, 66, 7]",Principles of Inertial Navigation
effective,"[134, 7, 0, 0, 0, 0, 2]",Principles of Inertial Navigation
present,"[3, 0, 0, 0, 44, 0, 62, 51, 11, 36, 0, 6, 2, 5, 3, 2, 6, 6, 0, 2, 0, 0]",Principles of Inertial Navigation
about,"[2, 0, 23, 0, 0, 0, 18, 0, 237, 6, 66, 0, 0, 85, 3, 104, 182]",Principles of Inertial Navigation
operates,"[6, 0, 3, 0, 0, 38, 1, 0, 0, 127, 90, 43, 0]",Principles of Inertial Navigation
leveling,"[37, 0, 0, 0, 0, 14, 8, 0, 0, 0, 115, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Principles of Inertial Navigation
due,"[0, 0, 9, 0]",Principles of Inertial Navigation
low,"[13, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 146, 2, 0, 0, 169, 1, 10, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 4, 0, 3]",Principles of Inertial Navigation
unit,"[5, 0, 0, 28, 0]",Principles of Inertial Navigation
inertial,[0],Principles of Inertial Navigation
when,[],Principles of Inertial Navigation
controlled,"[1, 17, 0, 9, 0, 0, 3, 3, 0, 5, 0, 1, 38, 0, 2, 0, 6, 4, 5, 102]",Principles of Inertial Navigation
such,[107],Principles of Inertial Navigation
velocity,"[3, 14]",Principles of Inertial Navigation
reference,"[0, 12, 4, 0, 0, 0, 0, 0, 3, 0, 5, 0, 0, 3, 6, 9, 2, 0, 0, 0]",Principles of Inertial Navigation
gyros,"[0, 0]",Principles of Inertial Navigation
respect,"[0, 0, 0, 3, 11, 2, 0, 17, 0, 13, 1, 4, 0]",Principles of Inertial Navigation
provides,"[1, 0, 0, 12, 3, 11, 32, 0, 16, 1, 0, 0]",Principles of Inertial Navigation
outputs,"[0, 0, 6, 0, 1, 11, 0]",Principles of Inertial Navigation
circuits,"[3, 0, 0, 0, 10, 3, 0, 2]",Principles of Inertial Navigation
techniques,"[1, 9]",Principles of Inertial Navigation
operator,"[1, 0, 0, 33]",Principles of Inertial Navigation
in,"[0, 0, 152, 0, 0, 2255, 1, 0, 2, 3]",Principles of Inertial Navigation
actuated,"[3, 0, 0, 19, 1, 0, 0, 0, 1, 0, 4, 0, 12, 0, 1]",Principles of Inertial Navigation
tilt,"[0, 0, 0, 7, 1, 0, 2, 2, 4, 3, 0, 17, 0, 21, 1, 2, 3, 0, 0, 0, 0, 7, 1, 2]",Principles of Inertial Navigation
motion,"[0, 0, 0, 5, 0, 16, 19, 33, 6]",Principles of Inertial Navigation
