w,vector_uso
miserable,"[0, 1, 3, 20, 5, 0, 0, 0, 0, 8, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0]",Newark Evening News
rise,"[0, 1, 0, 0, 0, 1, 0, 0, 7, 1, 2, 0, 12, 0, 4, 18, 1, 0, 0, 0, 0, 7, 12, 0, 0, 8, 0, 10, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3]",Newark Evening News
trip,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 12, 0, 0, 0, 0, 0, 6]",Newark Evening News
national,"[54, 4, 0, 25, 8]",Newark Evening News
it,"[0, 0]",Newark Evening News
Now,"[12, 28, 2, 1, 12, 0, 3, 0, 129, 0, 0, 0, 0]",Newark Evening News
disputes,"[0, 2, 7, 16, 1, 0, 0, 0, 0, 0, 3]",Newark Evening News
principal,"[12, 0, 0, 15, 20, 0, 13, 9, 2, 73, 1, 3, 7]",Newark Evening News
matter,"[1, 53, 0, 25, 1, 7, 16, 29]",Newark Evening News
fact,[74],Newark Evening News
between,"[0, 83, 0]",Newark Evening News
easier,"[5, 47, 0, 0, 16, 1, 3, 0, 0, 0, 0, 4, 0, 0, 1, 0, 6]",Newark Evening News
James,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 15, 0, 1, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Newark Evening News
spread,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 38, 6]",Newark Evening News
No,"[50, 0, 0, 266, 0]",Newark Evening News
study,"[2, 0, 8, 0, 5, 0, 0, 127, 0, 5, 34, 2, 0, 0, 0, 10, 24, 80, 21, 0, 7, 4, 25, 2, 0, 0]",Newark Evening News
bottom,"[1, 7, 12, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 1, 38, 235, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Newark Evening News
sign,"[2, 7, 1, 0, 0, 0, 0, 1, 0, 0, 0, 10, 1, 74, 0, 0, 0, 0, 1, 13, 0, 6, 0, 0, 0]",Newark Evening News
traditional,[8],Newark Evening News
above,"[20, 0, 0, 0, 0]",Newark Evening News
shorelines,[1],Newark Evening News
forecasters,"[0, 0, 0, 0]",Newark Evening News
start,"[0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 3, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 3, 0, 0, 0, 0, 47, 0, 90, 0, 0, 0, 0, 19, 1, 169]",Newark Evening News
Army,"[0, 0, 0, 3, 7, 0, 0, 0]",Newark Evening News
surprised,"[13, 6, 4]",Newark Evening News
two,"[158, 0, 0, 0, 26]",Newark Evening News
line,"[6, 24, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 74, 0, 31, 0, 3, 26, 0, 0, 2, 0, 36, 0, 0, 0, 7, 0, 0, 39, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 2, 1, 2, 0, 0, 0, 5, 0, 9, 7, 0, 3, 0, 0, 0]",Newark Evening News
shoreline,[1],Newark Evening News
trade,"[20, 0, 7, 4, 3, 0, 0, 16, 0, 0, 0, 6, 0]",Newark Evening News
grain,"[0, 0, 5, 0, 1, 0, 0, 0]",Newark Evening News
draw,"[6, 24, 0, 14, 113, 0, 9, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 1, 123, 1, 1, 4, 0, 0, 4, 0, 0, 2, 12, 7, 0, 1, 43, 0, 0, 0, 4, 0, 1, 1, 0, 5, 3, 0, 0]",Newark Evening News
secretary's,[],Newark Evening News
Hodges',[],Newark Evening News
odds,"[0, 1]",Newark Evening News
Society,"[0, 34, 1, 11, 0, 0, 1, 0, 0, 0, 0, 11, 0, 15]",Newark Evening News
farmers,"[9, 0, 0, 0, 0, 0, 0, 0]",Newark Evening News
is,"[1, 12, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0]",Newark Evening News
insure,"[2, 0, 2, 0, 0, 38, 8, 6, 102, 1, 3, 5]",Newark Evening News
their,[],Newark Evening News
year,"[0, 61, 12, 0]",Newark Evening News
coast,"[0, 1, 0, 0, 0, 6]",Newark Evening News
interests,"[1, 0, 0, 2, 1, 0, 3, 5, 2, 8, 0, 33]",Newark Evening News
apparent,"[4, 9, 3, 1, 0, 0, 7, 1]",Newark Evening News
posture,"[0, 1, 0, 8, 3, 0, 10, 0, 0, 0, 6, 18, 19]",Newark Evening News
competition,"[0, 2, 0, 2, 4, 0, 0, 1]",Newark Evening News
month,"[0, 8]",Newark Evening News
at,"[0, 35, 580, 0]",Newark Evening News
upward,"[307, 0, 4, 0]",Newark Evening News
understanding,"[1, 0, 4, 102, 0, 17, 0, 9, 11, 2, 0, 0, 0, 0, 30, 1, 1, 21, 0, 8]",Newark Evening News
told,"[0, 34, 70, 0, 0, 0, 0, 0, 5, 15, 0, 0, 39, 1, 49, 2, 0, 0]",Newark Evening News
fedora,"[0, 0, 0, 1, 0]",Newark Evening News
authoritarianism,"[0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0]",Newark Evening News
Communists,"[1, 1, 0]",Newark Evening News
say,"[34, 70, 0, 0, 0, 21, 0, 1, 12, 39, 0, 49, 0, 0]",Newark Evening News
were,"[1, 12, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0]",Newark Evening News
personal,[25],Newark Evening News
being,"[1, 20, 12, 100, 2, 0, 3, 21, 6, 0, 26, 722, 6, 0, 11, 0]",Newark Evening News
Jimmy,"[3, 0, 0, 0, 0, 1]",Newark Evening News
promised,"[0, 2, 9, 1, 0, 1, 0, 25]",Newark Evening News
much,"[0, 6, 111, 11, 47, 0, 0, 0]",Newark Evening News
level,"[0, 1, 31, 115, 11, 0, 0, 0, 0, 18, 0, 0, 8, 0, 37, 0, 14, 1, 10, 0, 22, 0, 0, 12, 0, 0, 23, 8]",Newark Evening News
capacity,"[0, 5, 1, 7, 0, 0]",Newark Evening News
fell,"[13, 1, 2, 0, 0, 5, 6, 4, 0, 0, 0, 0, 0, 0, 0, 1, 47, 0, 3, 1, 20, 0, 20, 9, 0, 2, 1, 12, 0, 0, 0, 1, 84, 3]",Newark Evening News
watching,"[0, 102, 0, 12, 4, 0, 0, 4, 0, 17, 10, 1, 6, 0, 4, 4, 0, 4, 11, 0]",Newark Evening News
patience,"[0, 0, 0, 4]",Newark Evening News
blue,"[0, 1, 0, 0, 146, 0, 5, 20, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 13, 1, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0]",Newark Evening News
natural,"[13, 0, 4, 0, 0, 1, 25, 1]",Newark Evening News
Federal,"[0, 3, 0, 6, 0, 0, 5]",Newark Evening News
said,"[34, 70, 0, 316, 0, 0, 0, 21, 0, 1, 12, 39, 0, 49, 0, 0, 0]",Newark Evening News
neighboring,"[0, 6, 0, 3, 0, 0]",Newark Evening News
saw,"[0, 49, 0, 0, 59, 0, 0, 22, 102, 0, 15, 19, 0, 0, 0, 5, 0, 0, 17, 12, 13, 0, 0, 2, 0, 55, 4, 3, 0, 8, 0, 0, 7, 0, 0, 0, 0, 17, 4, 1, 6, 1, 20, 11, 1, 4, 10, 3, 59, 7, 0, 1, 6, 8, 1, 38, 4, 2, 0, 0, 0]",Newark Evening News
higher,"[0, 0, 12, 0, 61, 0, 2, 0]",Newark Evening News
according,"[0, 0, 1, 1, 2, 15, 0, 0, 0, 0]",Newark Evening News
America,"[17, 0, 0, 0, 0, 14, 0, 0]",Newark Evening News
comfort,"[0, 0, 0, 0, 0, 0, 1, 12, 3, 0]",Newark Evening News
unimportant,"[2, 0]",Newark Evening News
commodity,"[0, 134, 0]",Newark Evening News
rivalry,"[0, 1, 2]",Newark Evening News
problems,"[20, 36, 39]",Newark Evening News
Ciudad,[],Newark Evening News
one,"[321, 29, 0, 786, 0, 0, 0, 0, 24, 0, 0, 3, 0, 0, 5, 1, 0]",Newark Evening News
probably,"[27, 0, 0, 13, 0, 0, 0, 1]",Newark Evening News
culture,"[0, 0, 2, 0, 3, 3, 0, 0]",Newark Evening News
stride,"[0, 5, 3, 12, 1]",Newark Evening News
30,"[0, 0, 5, 7]",Newark Evening News
successes,"[0, 0, 0, 10]",Newark Evening News
secretary,"[0, 1, 2, 0, 2, 0]",Newark Evening News
disagreement,"[0, 1, 0, 2, 0, 0]",Newark Evening News
concept,"[7, 0, 2]",Newark Evening News
else,[],Newark Evening News
Organizations,"[4, 0, 0, 0, 1, 23, 0, 8, 5, 3, 8]",Newark Evening News
established,"[0, 0, 113, 5, 3, 1, 10, 0, 1, 0, 9, 0, 4, 8, 59, 3, 44, 21, 13, 3, 0, 3, 0, 51, 1]",Newark Evening News
per,[],Newark Evening News
House,"[3, 0, 13, 2, 0, 0, 0, 54, 0, 0, 0, 0, 0, 52, 11, 74]",Newark Evening News
may,"[2, 0, 0, 0, 167, 0]",Newark Evening News
Interior,"[0, 0, 0, 25, 0, 3, 54, 4, 0, 1, 0, 8]",Newark Evening News
guess,"[0, 3, 0, 4, 2, 4, 0, 12, 15, 12, 0, 0, 0, 0, 4, 0, 9, 14, 0, 0, 0, 65, 0, 1]",Newark Evening News
idea,"[0, 1, 3, 0, 7, 67, 0, 50, 31]",Newark Evening News
class,"[39, 74, 0, 61, 18, 5, 0, 1, 0, 1, 0, 0, 0, 3, 52, 12, 0, 12]",Newark Evening News
making,"[0, 0, 0, 113, 0, 9, 0, 0, 0, 26, 0, 18, 21, 0, 0, 0, 1, 35, 1, 0, 4, 1, 0, 0, 492, 0, 9, 0, 21, 0, 163, 0, 0, 0, 0, 127, 123, 39, 6, 0, 1, 31, 1, 0, 9, 0, 4, 11, 0, 1, 0, 0, 0, 80, 0, 16, 5, 3, 1, 8, 0, 51, 0, 0, 17, 0, 0, 0, 0, 0, 0]",Newark Evening News
AFL-CIO,"[0, 0]",Newark Evening News
mostly,"[6, 12, 0, 0, 5, 0]",Newark Evening News
conflict,"[2, 10, 5, 7, 16, 0, 0, 0, 0, 0, 7]",Newark Evening News
Secretary,"[0, 1, 2, 0, 2, 0]",Newark Evening News
Nam,[],Newark Evening News
state,"[0, 0, 0, 0, 5, 0, 0, 0, 39, 7, 49, 70, 28, 0, 21, 32, 0, 11, 0, 0]",Newark Evening News
upturn,[0],Newark Evening News
another,"[0, 61]",Newark Evening News
removed,"[0, 21, 0, 0, 0, 102, 8, 12, 0, 0, 1, 0, 80, 2, 1, 5, 8, 1, 7]",Newark Evening News
prospective,[3],Newark Evening News
economic,"[5, 0]",Newark Evening News
new,"[0, 36, 1, 92, 3, 4, 4, 38, 0, 5, 12]",Newark Evening News
Outwardly,"[0, 0]",Newark Evening News
confronting,"[62, 36, 0, 0]",Newark Evening News
train,"[3, 0, 17, 3, 0, 0, 0, 1, 3, 69, 0, 0, 0, 1, 12, 0, 16, 5, 7, 6, 0, 4, 0, 2, 80, 0, 0]",Newark Evening News
rich,"[0, 0, 6, 0, 0, 15, 1, 13, 0, 3, 3, 1, 0]",Newark Evening News
increase,"[5, 8, 0, 13, 12, 0]",Newark Evening News
double,"[0, 0, 0, 13, 0, 5, 0, 0, 0, 0, 0, 0, 0, 13, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Newark Evening News
formidable,"[0, 0, 1]",Newark Evening News
sentiment,"[17, 67, 1, 1, 4]",Newark Evening News
orders,"[51, 21, 72, 11, 0, 0, 0, 0, 17, 0, 1, 0, 1, 0, 0, 39, 1, 0, 0, 0, 0, 0, 34, 0, 0, 70, 0, 1, 0, 3, 0, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11]",Newark Evening News
unilateral,"[0, 1]",Newark Evening News
automation,"[0, 0, 0]",Newark Evening News
produce,"[12, 123, 12, 0, 16, 113, 0, 0, 3, 0, 0, 0, 0, 48, 4, 7, 0]",Newark Evening News
assessment,"[0, 4, 0, 0]",Newark Evening News
special,"[1, 5, 24, 6, 0, 10, 20]",Newark Evening News
control,"[1, 0, 3, 2, 102, 0, 5, 4, 0, 1, 0, 9, 3, 0, 0, 0, 0, 6, 1, 4, 4, 0, 0, 38, 0, 0, 17, 0]",Newark Evening News
under,"[71, 10, 0]",Newark Evening News
Republic,"[0, 0, 0]",Newark Evening News
those,[],Newark Evening News
outlook,"[2, 1, 0, 5, 3, 1, 0]",Newark Evening News
Shriver,[],Newark Evening News
quarter,"[0, 0, 3, 0, 7, 0, 1, 3, 0, 0, 9, 0, 5, 0, 0]",Newark Evening News
lists,"[42, 2, 2, 1, 21, 31, 2, 1, 1]",Newark Evening News
taxes,"[11, 7, 0, 0, 0, 1]",Newark Evening News
breach,"[0, 0, 0, 0, 2, 13, 0, 0, 0, 0, 0, 0]",Newark Evening News
pacemaker,"[0, 0, 0, 0, 0, 0, 0]",Newark Evening News
Navy,"[0, 0, 0, 0, 0, 0, 0, 3]",Newark Evening News
if,[],Newark Evening News
Freeman's,[],Newark Evening News
boost,"[0, 1, 0, 1, 2, 0, 0, 18, 10, 0, 3]",Newark Evening News
optimistic,"[0, 2]",Newark Evening News
fiasco,"[0, 0]",Newark Evening News
also,"[3, 121, 2, 0, 118]",Newark Evening News
grace,"[0, 0, 0, 0, 0, 4, 6, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",Newark Evening News
powers,"[0, 0, 0, 14, 10, 0, 0, 0, 0, 0, 6, 0, 0, 0, 12, 16, 81, 58, 0, 0, 0]",Newark Evening News
rate,"[5, 21, 34, 0, 72, 17, 3, 17, 12]",Newark Evening News
issue,"[42, 13, 3, 0, 1, 0, 0, 1, 0, 1, 16, 0, 0, 0, 5, 6, 0, 0, 1, 0, 1, 2, 0, 0, 20, 7, 0, 0, 0, 0, 29, 6, 0, 80, 0, 27, 25, 8, 27, 0, 0]",Newark Evening News
enjoyment,"[1, 66, 1]",Newark Evening News
along,"[839, 37]",Newark Evening News
long,"[109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Newark Evening News
could,[],Newark Evening News
we,[],Newark Evening News
unions,"[9, 0, 0, 0, 9, 4, 1, 1, 0, 0, 15, 5, 0, 0, 0, 0, 1, 0, 2, 0, 5, 0]",Newark Evening News
reached,"[0, 113, 21, 0, 3, 0, 0, 0, 0, 1, 7, 12, 11, 0, 1, 50, 1, 0, 5, 51, 1, 11, 0]",Newark Evening News
His,[],Newark Evening News
led,"[0, 5, 4, 0, 73, 0, 32, 16, 29, 12, 0, 8, 43, 80, 20, 27, 2, 90, 0, 0]",Newark Evening News
while,"[1, 1, 11, 77]",Newark Evening News
business,"[24, 39, 5, 0, 3, 31, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]",Newark Evening News
green,"[0, 20, 0, 0, 0, 3, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]",Newark Evening News
shrinking,"[0, 3, 0, 0, 0, 0, 0, 5, 0, 6, 0, 0, 1, 0, 0]",Newark Evening News
goods,"[0, 4, 134, 0]",Newark Evening News
presses,"[0, 0, 0, 3, 0, 2, 10, 0, 1, 0, 0, 10, 5, 0, 1, 4, 0, 0, 0, 5, 0, 0, 8, 1, 0, 0, 5, 11, 6, 1, 0, 0, 0, 1, 4, 0, 0, 0]",Newark Evening News
do,"[113, 1, 0, 0, 18, 25, 3, 0, 0, 0, 0, 0, 163, 46, 5, 6, 6, 0, 0, 0, 0, 3, 1, 9, 0, 22, 1, 84, 0, 0]",Newark Evening News
head,"[0, 0, 0, 0, 12, 0, 5, 0, 1, 0, 0, 33, 0, 50, 73, 0, 0, 4, 0, 0, 0, 16, 0, 37, 0, 0, 0, 1, 0, 12, 7, 0, 0, 20, 0, 0, 0, 0, 14]",Newark Evening News
split,"[3, 0, 0, 0, 5, 0, 0, 0, 1, 2, 7, 1, 0, 13, 0, 5, 0, 0, 1, 3, 47, 0, 0]",Newark Evening News
delicate,"[0, 0, 0, 2, 0, 2, 6]",Newark Evening News
courage,"[0, 4, 0, 0]",Newark Evening News
11,"[5, 0, 9, 0]",Newark Evening News
without,[],Newark Evening News
foreign,"[7, 0, 7, 12]",Newark Evening News
forces,"[0, 0, 14, 9, 1, 7, 10, 5, 0, 4, 0, 5, 0, 0, 11, 6, 0, 0, 7, 0, 0, 58, 0, 4, 0, 27]",Newark Evening News
added,"[3, 1, 1, 9, 1, 22, 18, 4, 0, 0, 5, 0, 0, 0, 0, 2, 1, 0]",Newark Evening News
"8,100",[],Newark Evening News
applicants,"[0, 1]",Newark Evening News
confirmed,"[2, 0, 2, 2, 13, 0, 0, 0]",Newark Evening News
communism's,[],Newark Evening News
Bottom,"[1, 7, 12, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 1, 38, 235, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Newark Evening News
man,"[1, 0, 49, 11, 0, 0, 8, 0, 11, 4, 7, 0, 0, 6, 0, 173, 0, 96, 0, 0, 0, 0]",Newark Evening News
role,"[47, 12, 66, 7, 11, 16, 0, 0, 6]",Newark Evening News
Dillon,[],Newark Evening News
better,"[0, 9, 0, 20, 0, 0, 1, 1, 0, 0, 134, 0, 1, 0, 1, 0, 8, 8, 24, 3, 0, 0, 5, 5, 0, 0, 7, 4, 82, 13, 57, 23, 2, 0, 5, 36, 0, 8, 0, 8, 84, 115, 25, 2, 0, 3, 0, 0]",Newark Evening News
means,"[2, 0, 0, 2, 65, 1, 123, 0, 2, 0, 0, 27, 2, 37]",Newark Evening News
hopes,"[0, 3, 22, 9, 0, 7, 0, 0, 0, 0, 16]",Newark Evening News
Congress,"[1, 0, 0, 0, 9, 0, 0, 0, 8, 0, 0, 0, 0, 0, 5]",Newark Evening News
!,[],Newark Evening News
action,"[0, 52, 8, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",Newark Evening News
exchange,"[0, 0, 5, 3, 0, 2, 0, 14, 34, 0, 1, 4, 6, 10]",Newark Evening News
Board's,[],Newark Evening News
food,"[1, 13, 0, 0, 0]",Newark Evening News
It,"[0, 0]",Newark Evening News
State,"[0, 0, 0, 0, 5, 0, 0, 0, 39, 7, 49, 70, 28, 0, 21, 32, 0, 11, 0, 0]",Newark Evening News
Prosperity,"[2, 0]",Newark Evening News
training,"[3, 0, 0, 17, 3, 19, 0, 1, 69, 0, 4, 1, 12, 0, 16, 5, 7, 6, 0, 2, 80, 9, 0, 1]",Newark Evening News
task,"[24, 11, 39, 6, 0, 7, 1]",Newark Evening News
That,[],Newark Evening News
first,"[0, 20, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 4, 0, 19, 1, 169, 0]",Newark Evening News
puts,"[51, 0, 3, 29, 1, 72, 0, 34, 1, 4, 0, 0, 46, 0, 5, 0, 19]",Newark Evening News
otherwise,"[3, 0, 5]",Newark Evening News
clearer,"[0, 0, 47, 0, 0, 0, 0, 0, 2, 0, 0, 26, 18, 0, 0, 38, 0]",Newark Evening News
weeks,"[33, 0, 0, 0]",Newark Evening News
Goldberg,"[0, 0, 0]",Newark Evening News
Ultimately,"[0, 18, 0, 0, 3]",Newark Evening News
calm,"[1, 0, 0, 6, 0, 0, 0, 103, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0]",Newark Evening News
faction,"[0, 1, 0, 0, 1]",Newark Evening News
than,[],Newark Evening News
possibility,"[10, 9, 11, 4, 0, 0]",Newark Evening News
aside,"[7, 40, 6, 0, 0, 0, 497, 0]",Newark Evening News
conditions,"[17, 2, 8, 1, 0, 15, 0, 0, 0, 5, 7, 7, 6, 13, 8, 0, 0, 2, 0]",Newark Evening News
reduction,"[8, 0, 3, 0, 0, 0]",Newark Evening News
Prince,[0],Newark Evening News
have,"[2, 49, 0, 113, 0, 3, 0, 0, 18, 6, 111, 492, 1, 0, 0, 123, 6, 6, 1, 51, 0, 0, 4, 4, 80, 2, 51, 17, 7]",Newark Evening News
democratic,"[0, 7, 3]",Newark Evening News
hopeful,"[0, 2, 0, 0, 0, 2, 6]",Newark Evening News
recruits,"[12, 0, 0, 1, 0, 2, 0, 0, 7]",Newark Evening News
diet,"[0, 0]",Newark Evening News
Reserve,"[0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 12, 17, 0, 4, 3, 12]",Newark Evening News
Viet,[],Newark Evening News
Bosch,"[0, 0, 0]",Newark Evening News
concern,"[0, 0, 0, 1, 3, 21, 0, 31, 5, 8, 0, 0, 0, 1, 0, 33, 1, 10, 0, 11]",Newark Evening News
Deterrent,"[1, 0, 0, 6, 0, 0, 0, 0]",Newark Evening News
didn't,[],Newark Evening News
little,"[3, 0, 1, 0, 0, 99, 3, 28, 0, 0, 67, 0, 0, 0]",Newark Evening News
free,"[0, 0, 3, 0, 0, 3, 0, 7, 1, 1, 5, 4, 2, 0, 22, 0, 1, 7, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 1, 0, 2, 4]",Newark Evening News
threatened,"[0, 0, 0, 0, 1, 0, 0, 2]",Newark Evening News
opposition,"[0, 5, 1, 4, 0, 0, 1, 1, 9, 14]",Newark Evening News
labor,"[0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 2, 24, 0, 0, 0, 11, 0, 3, 0, 0, 0, 0, 2, 6, 0, 7, 0, 0, 0, 0]",Newark Evening News
assistants,"[0, 41, 0, 3]",Newark Evening News
promote,"[0, 1, 2, 0, 0, 0, 4, 18, 0, 0, 7, 3]",Newark Evening News
provide,"[16, 3, 0, 1, 1, 0, 0, 11, 0, 0, 12, 32]",Newark Evening News
get,"[0, 2, 49, 21, 0, 113, 18, 9, 0, 0, 3, 3, 18, 0, 0, 0, 12, 19, 0, 0, 6, 492, 0, 0, 3, 4, 55, 0, 2, 0, 0, 0, 12, 123, 0, 0, 0, 0, 0, 0, 1, 8, 11, 1, 0, 5, 0, 33, 51, 2, 0, 3, 1, 0, 1, 80, 23, 16, 0, 0, 6, 84, 90, 0, 0, 0, 19, 7, 0, 0]",Newark Evening News
struggle,"[0, 10, 7, 5, 1, 0, 0, 0, 0, 7, 7]",Newark Evening News
since,[],Newark Evening News
cut,"[0, 2, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 16, 4, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 20, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 5, 0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 0, 14, 4, 0]",Newark Evening News
Asia,[3],Newark Evening News
acres,"[0, 0, 0, 8, 0, 3, 3, 0, 32, 0]",Newark Evening News
going,"[1, 0, 0, 3, 0, 0, 1, 0, 0, 26, 11, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 9, 0, 0, 3, 127, 83, 0, 123, 0, 7, 0, 8, 7, 19, 0, 0, 71, 0, 13, 6, 0, 33, 12, 0, 0, 43, 0, 0, 0, 20, 0, 90, 25, 5, 0, 0, 0, 19, 17, 3, 0, 0, 6, 0]",Newark Evening News
The,[],Newark Evening News
show,"[1, 0, 0, 15, 1, 1, 0, 1, 7, 0, 0, 7, 19, 8, 37, 6, 0, 1, 2, 3, 44, 20, 6, 21, 3, 36]",Newark Evening News
source,"[5, 20, 3, 4, 0, 0, 0, 1, 4, 1, 1, 3]",Newark Evening News
neck,"[0, 18, 0, 0]",Newark Evening News
due,"[0, 0, 0, 9]",Newark Evening News
friction,"[1, 1, 0, 0]",Newark Evening News
lasted,"[0, 0, 0, 26, 90, 5, 0, 83]",Newark Evening News
are,"[1, 12, 479, 0, 21, 3, 6, 0, 26, 722, 0, 6, 11, 0]",Newark Evening News
allies,"[0, 0, 0, 8]",Newark Evening News
willing,"[0, 9, 0, 0, 0, 218, 32]",Newark Evening News
declared,"[9, 5, 1, 0, 17, 0]",Newark Evening News
ago,"[0, 39]",Newark Evening News
reason,"[1, 30, 0, 0, 0, 4, 9, 2, 18, 5, 21]",Newark Evening News
corpsman,[],Newark Evening News
part,"[0, 5, 4, 6, 12, 0, 4, 0, 6, 11, 6, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0, 7, 13, 16, 0, 5, 0, 0, 30, 9, 1, 47, 3, 19, 17, 3]",Newark Evening News
this,[],Newark Evening News
world,"[11, 0, 8, 0, 4, 0, 16, 1, 1, 0, 1, 0, 11, 173, 0, 0, 4, 20, 9, 22, 96, 35, 0, 0, 0, 0]",Newark Evening News
congressional,[1],Newark Evening News
his,[],Newark Evening News
policy,"[5, 0, 6]",Newark Evening News
Had,"[2, 49, 0, 113, 0, 3, 0, 18, 6, 111, 492, 1, 0, 0, 123, 6, 6, 1, 51, 0, 4, 4, 80, 2, 51, 17, 7]",Newark Evening News
recognize,"[0, 0, 0, 8, 6, 2, 0, 129, 2, 0, 0, 0, 5, 0, 0, 0]",Newark Evening News
desirability,"[0, 0, 0, 0]",Newark Evening News
surprise,"[0, 13, 4]",Newark Evening News
objective,"[0, 0, 5, 4, 0, 0, 8, 0, 3, 0]",Newark Evening News
jobs,"[24, 0, 39, 5, 36, 31, 0, 0, 7, 0, 1, 0, 0, 0]",Newark Evening News
convinced,"[4, 0, 21, 0, 3, 1]",Newark Evening News
recommendation,"[0, 0, 2, 0]",Newark Evening News
whole,"[0, 28, 0, 13, 352, 1, 5, 24, 2, 2, 6, 0, 14, 2]",Newark Evening News
force,"[0, 0, 14, 9, 1, 7, 10, 5, 0, 4, 0, 5, 0, 0, 11, 6, 0, 0, 7, 0, 0, 58, 0, 4, 0, 27]",Newark Evening News
needs,"[0, 16, 0, 14, 0, 0, 8, 51, 0, 5, 6, 6, 0, 80, 1, 6, 22, 0, 0, 54]",Newark Evening News
complex,"[0, 15, 0, 0]",Newark Evening News
imagination,"[0, 15, 0, 0, 12, 3, 0, 0]",Newark Evening News
age,"[0, 0, 0, 133, 0, 33, 2, 0, 0, 0, 0]",Newark Evening News
By,"[40, 497, 7, 39]",Newark Evening News
extends,"[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 11, 8, 9, 0, 12, 1, 43, 1, 20, 13, 0, 90, 0, 0, 0]",Newark Evening News
doesn't,[],Newark Evening News
benefits,"[5, 5, 1, 7, 0]",Newark Evening News
Stone,"[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 0, 0, 0, 1]",Newark Evening News
its,"[0, 0]",Newark Evening News
Commissioner,[0],Newark Evening News
off,"[9, 54, 0, 0, 102, 1, 2, 0, 40, 7, 21, 0, 1]",Newark Evening News
Conservation,"[2, 0]",Newark Evening News
fight,"[0, 5, 0, 0, 2, 0, 10, 7, 0, 4, 5, 8, 0, 5, 3, 0, 7, 11, 0]",Newark Evening News
observers,"[3, 0, 0, 0, 0]",Newark Evening News
likely,"[27, 0, 0, 13, 6, 0, 7]",Newark Evening News
tract,"[0, 0, 0, 2, 0, 0, 0, 0, 0]",Newark Evening News
over,"[0, 0, 0, 163, 1, 22, 6]",Newark Evening News
craft-industrial,[],Newark Evening News
hurricane,[3],Newark Evening News
