Man,"[0, 8, 0, 96, 0, 4, 7, 0, 0, 11, 0, 1, 0, 49, 0, 173, 0, 0, 0, 0, 6, 11]", A Cup of the Sun
know,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]", A Cup of the Sun
operated,"[0, 127, 90, 1, 3, 0, 0, 38, 0, 0, 43, 6, 0]", A Cup of the Sun
Puttana,[], A Cup of the Sun
evasive,[1], A Cup of the Sun
brushing,"[0, 0, 9]", A Cup of the Sun
gossip,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 3, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0]", A Cup of the Sun
rode,"[0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 0, 9, 0, 2, 0, 0, 0, 11, 1, 0]", A Cup of the Sun
part,"[0, 9, 12, 1, 0, 13, 17, 6, 12, 1, 16, 0, 5, 0, 4, 5, 11, 47, 0, 7, 30, 0, 0, 0, 19, 0, 6, 0, 0, 1, 0, 4, 3, 6, 3, 0]", A Cup of the Sun
bowing,"[0, 5, 1, 0, 1, 3, 0, 0, 1, 0, 0, 0]", A Cup of the Sun
trains,"[1, 12, 0, 3, 0, 17, 0, 0, 3, 4, 0, 69, 1, 2, 80, 3, 0, 0, 16, 0, 5, 7, 6, 0, 0, 0, 0]", A Cup of the Sun
give,"[13, 13, 3, 36, 4, 38, 0, 3, 0, 1, 0, 1, 0, 3, 0, 10, 1, 7, 1, 51, 6, 0, 17, 6, 0, 2, 0, 12, 0, 1, 19, 492, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11]", A Cup of the Sun
too,"[0, 0, 2, 121, 118, 3, 1, 0]", A Cup of the Sun
Romeo's,[], A Cup of the Sun
mysterious,"[0, 15, 0, 4, 0, 0, 3, 19, 0, 2, 0]", A Cup of the Sun
missed,"[9, 10, 1, 0, 1, 3, 6, 0, 0, 0, 7, 32, 9]", A Cup of the Sun
herself,[], A Cup of the Sun
pipe,"[0, 0, 0, 1, 2, 6, 0, 0, 0, 2]", A Cup of the Sun
but,"[25, 211, 115, 11, 409]", A Cup of the Sun
running,"[30, 23, 1, 0, 74, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 15, 0, 0, 127, 2, 0, 9, 0, 0, 9, 0, 7, 0, 21, 0, 6, 0, 4, 90, 1, 0, 3, 2, 0, 12, 0, 20, 43, 6, 9, 5, 2, 0, 0, 17, 1, 0, 11, 7, 0, 19, 0]", A Cup of the Sun
tips,"[29, 0, 0, 0, 2, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 37, 0, 0, 0, 12]", A Cup of the Sun
shooing,"[0, 0, 0]", A Cup of the Sun
lived,"[49, 0, 1, 0, 0, 90, 0, 722, 129, 0, 0, 83, 26, 5, 6, 2]", A Cup of the Sun
called,"[6, 0, 0, 12, 2, 31, 0, 9, 1, 4, 0, 1, 8, 0, 4, 10, 0, 0, 0, 25, 11, 0, 5, 0, 0, 2]", A Cup of the Sun
hand,"[0, 0, 0, 51, 0, 0, 0, 50, 11, 1, 0, 12, 0, 1, 20, 0]", A Cup of the Sun
vest,"[2, 0, 0, 1, 0, 0, 0]", A Cup of the Sun
face,"[0, 41, 0, 1, 0, 0, 0, 36, 14, 0, 61, 0, 8, 0, 59, 5, 35, 62, 3, 0]", A Cup of the Sun
sandals,[0], A Cup of the Sun
dived,"[0, 1, 2]", A Cup of the Sun
reach,"[1, 0, 1, 0, 1, 7, 11, 0, 0, 21, 0, 0, 1, 0, 1, 51, 1, 4, 12, 5, 0, 5, 0, 21, 3, 50, 11, 113, 1, 0, 0]", A Cup of the Sun
thighs,"[0, 2]", A Cup of the Sun
mother,"[0, 0, 21, 0, 19, 0, 0, 0, 0, 0, 123]", A Cup of the Sun
on,"[839, 37]", A Cup of the Sun
It,"[0, 0]", A Cup of the Sun
for,[], A Cup of the Sun
asked,"[22, 0, 80, 1, 0, 5, 0, 15, 0, 54, 6, 14]", A Cup of the Sun
ignored,"[20, 0, 0, 5, 0, 1, 1, 0, 0, 0, 0, 3, 0]", A Cup of the Sun
airs,"[0, 0, 0, 24, 0, 2, 0, 0, 10, 0, 2, 13, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 5, 0, 26, 0, 2]", A Cup of the Sun
head,"[0, 50, 73, 0, 0, 4, 0, 1, 33, 0, 0, 1, 0, 0, 12, 0, 0, 0, 0, 0, 12, 0, 20, 0, 16, 7, 5, 0, 0, 14, 37, 0, 0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
their,[], A Cup of the Sun
thrown,"[0, 3, 0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 51, 0, 17, 6, 0, 492, 6, 9, 4, 0, 113, 0, 0]", A Cup of the Sun
named,"[2, 3, 31, 0, 0, 0, 3, 1, 0, 4, 6, 0, 0, 6, 9, 0, 25, 113, 21]", A Cup of the Sun
seen,"[0, 12, 0, 49, 8, 17, 3, 0, 0, 55, 0, 0, 11, 2, 6, 4, 0, 5, 38, 4, 1, 4, 0, 3, 0, 0, 13, 1, 8, 0, 7, 10, 0, 102, 7, 1, 0, 0, 0, 22, 20, 2, 0, 0, 0, 0, 17, 15, 6, 19, 59, 4, 0, 0, 0]", A Cup of the Sun
a,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]", A Cup of the Sun
bees,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 6, 26, 0, 6]", A Cup of the Sun
miniature,"[0, 2, 0]", A Cup of the Sun
onto,[], A Cup of the Sun
intervals,"[0, 1, 0, 0]", A Cup of the Sun
teats,"[0, 0, 0, 0, 0, 0]", A Cup of the Sun
squirted,"[0, 0, 0, 0]", A Cup of the Sun
rotundity,"[0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
pound,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]", A Cup of the Sun
showroom,"[0, 0, 0]", A Cup of the Sun
could,[], A Cup of the Sun
smelled,"[40, 0, 6, 1, 0]", A Cup of the Sun
slant,"[1, 13, 1, 0, 2, 1, 2, 0, 3, 0]", A Cup of the Sun
expectantly,[0], A Cup of the Sun
clapping,"[0, 3, 0, 0, 0, 0, 0]", A Cup of the Sun
here,"[0, 96, 0, 12]", A Cup of the Sun
of,[], A Cup of the Sun
porch,[6], A Cup of the Sun
said,"[1, 0, 12, 39, 21, 0, 70, 0, 34, 0, 0, 0, 49, 0, 0, 316, 0]", A Cup of the Sun
But,"[25, 211, 115, 11, 409]", A Cup of the Sun
stuff,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 16, 0, 0, 15, 0, 0, 0, 0]", A Cup of the Sun
artfully,"[0, 0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
she,[], A Cup of the Sun
steps,"[0, 1, 0, 5, 0, 0, 0, 0, 12, 1, 3, 0, 10, 5, 0, 0, 0, 0, 0, 0, 0, 6, 8]", A Cup of the Sun
withered,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]", A Cup of the Sun
square,"[0, 0, 0, 0, 1, 1, 0, 0, 16, 0, 8, 2, 14, 0, 1]", A Cup of the Sun
fed,"[0, 0, 6, 51, 74, 3, 1, 0, 0, 8, 0, 0, 43, 0, 0, 2, 0]", A Cup of the Sun
beginning,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 123, 0, 0, 0, 169, 0, 20, 1, 19, 8, 0, 4, 4]", A Cup of the Sun
no,"[0, 50, 0, 266, 0]", A Cup of the Sun
do,"[1, 0, 3, 0, 0, 0, 9, 18, 0, 0, 84, 0, 5, 0, 0, 1, 6, 22, 0, 6, 25, 0, 0, 1, 163, 0, 0, 3, 113, 46]", A Cup of the Sun
Schuylkill,[], A Cup of the Sun
ain't,[], A Cup of the Sun
foot,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 3, 9]", A Cup of the Sun
Sunday,"[0, 0, 10, 0, 0, 1]", A Cup of the Sun
thin,"[2, 0, 3, 20, 2, 0, 0, 1, 0, 0, 0, 14, 0, 2, 3, 0, 5, 0]", A Cup of the Sun
than,[], A Cup of the Sun
or,"[0, 0, 0, 1, 1, 0, 0]", A Cup of the Sun
came,"[0, 1, 0, 12, 0, 3, 0, 84, 42, 3, 3, 0, 123, 0, 20, 22, 0, 163, 0, 11]", A Cup of the Sun
roof,"[1, 4, 8]", A Cup of the Sun
dreaming,"[0, 0, 5, 0, 1]", A Cup of the Sun
broken,"[0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 1, 0, 1, 90, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 2, 3, 0, 0, 0, 1, 0, 0, 1, 0, 47, 51, 1, 2, 0, 0, 0, 11, 0, 0, 57, 0, 1, 0, 4, 0, 3, 12, 20, 0, 0, 0, 6, 1, 5, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 10, 13, 1, 0, 0, 1, 0, 4, 18, 7, 7, 0, 0]", A Cup of the Sun
had,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 18, 0, 4, 123, 80, 51, 17, 0, 6, 1, 3, 492, 4, 1, 0, 113, 2, 6]", A Cup of the Sun
man's,[], A Cup of the Sun
to,[], A Cup of the Sun
order,"[0, 1, 1, 70, 34, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 0, 1, 3, 0, 21, 11, 0, 51, 0, 0, 72, 0, 11, 0, 0, 0, 0, 0, 39, 12, 0, 0, 0, 0, 0]", A Cup of the Sun
threw,"[0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 51, 0, 17, 6, 0, 492, 6, 9, 4, 0, 113, 0, 0]", A Cup of the Sun
knew,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]", A Cup of the Sun
gave,"[13, 13, 3, 36, 4, 38, 0, 3, 0, 1, 0, 1, 0, 3, 10, 1, 7, 1, 51, 6, 0, 17, 6, 0, 2, 0, 12, 0, 1, 492, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11]", A Cup of the Sun
chin,"[0, 0, 6, 0, 0, 0]", A Cup of the Sun
six,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 6, 0, 0]", A Cup of the Sun
childlike,"[0, 15, 0, 0, 0, 0]", A Cup of the Sun
stained,"[0, 0, 0, 1, 0, 0, 0]", A Cup of the Sun
tiny,"[0, 0, 0, 10, 0, 0, 0]", A Cup of the Sun
blue,"[0, 1, 3, 5, 146, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 31, 1, 0, 0, 1, 0, 0, 0, 0]", A Cup of the Sun
climbed,"[0, 10, 0, 0, 0, 4]", A Cup of the Sun
Pompeii's,[], A Cup of the Sun
care,"[0, 0, 8, 8, 1, 0, 10, 17, 17, 21, 20, 0, 1, 10, 1, 7, 2, 3, 5, 176, 0]", A Cup of the Sun
fifteen,"[0, 0, 6, 14]", A Cup of the Sun
rail,"[7, 0, 4, 2, 0, 0, 1, 0, 0, 0, 0, 2, 0]", A Cup of the Sun
examining,"[18, 0, 102, 0, 5, 22, 0, 24, 2, 1, 3, 0, 8]", A Cup of the Sun
sloping,"[1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 0, 1, 3, 2, 0, 0, 0, 0]", A Cup of the Sun
black,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 21, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0, 13, 2, 31, 0, 0, 0, 0, 0]", A Cup of the Sun
take,"[6, 2, 0, 6, 13, 0, 21, 5, 1, 0, 1, 0, 0, 7, 1, 3, 0, 18, 1, 1, 0, 5, 0, 0, 9, 0, 2, 0, 0, 4, 0, 1, 54, 7, 20, 6, 123, 22, 0, 0, 80, 10, 3, 5, 0, 17, 5, 5, 9, 3, 16, 20, 10, 492, 2, 0, 5, 14, 0, 7, 16, 4, 6, 24, 0, 113, 0, 11, 4, 3, 1, 1]", A Cup of the Sun
sallow,"[0, 0]", A Cup of the Sun
Not,"[602, 0]", A Cup of the Sun
goat,"[0, 0, 0, 0, 0, 0, 0, 1]", A Cup of the Sun
answer,"[10, 27, 1, 25, 1, 8, 3, 1, 0, 8, 9, 163]", A Cup of the Sun
bagpipe,[0], A Cup of the Sun
below,"[2, 0, 0, 71, 0, 10, 0, 1, 0]", A Cup of the Sun
they,[], A Cup of the Sun
whiskered,"[0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
taste,"[0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 7, 0, 0, 0, 1, 1]", A Cup of the Sun
stop,"[0, 0, 0, 16, 3, 13, 0, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 51, 14, 0, 0, 0, 0, 0, 0, 0, 12, 18, 15, 37, 4, 3, 4, 0, 6, 2, 0, 0, 0]", A Cup of the Sun
wood,"[0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 5]", A Cup of the Sun
left,"[0, 0, 218, 0, 16, 0, 2, 2, 9, 0, 12, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 20, 0, 1, 0, 0, 6, 41, 32, 0]", A Cup of the Sun
wall,"[1, 14, 0, 0, 12, 0, 0, 0]", A Cup of the Sun
day,"[1, 1, 56, 0, 0, 0, 0, 0, 0, 0, 7, 0]", A Cup of the Sun
children,"[1, 0, 0, 4, 0, 0, 0, 17, 4, 1, 0, 17, 0]", A Cup of the Sun
inside,"[0, 0, 25, 38, 3, 0, 0, 0, 1, 0, 1]", A Cup of the Sun
ash,"[0, 0]", A Cup of the Sun
making,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 0, 127, 0, 0, 0, 1, 1, 0, 0, 0, 9, 0, 9, 0, 0, 123, 1, 80, 0, 51, 17, 6, 1, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 35, 113, 11, 1, 0, 16, 0, 21, 0, 9, 0]", A Cup of the Sun
smoke,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 10, 0, 0, 4, 0, 5, 0]", A Cup of the Sun
time,"[0, 1, 1, 0, 0, 0, 3, 0, 188]", A Cup of the Sun
older,"[79, 0, 3, 1, 0, 0, 0, 9, 10, 2, 0, 1, 0, 0, 0, 0, 10, 11]", A Cup of the Sun
shrill,"[0, 14, 6, 0, 0, 2]", A Cup of the Sun
then,"[177, 228, 0, 0]", A Cup of the Sun
pocket,"[2, 7, 1, 0, 0, 0, 0, 0]", A Cup of the Sun
aloneness,"[0, 0, 0, 1]", A Cup of the Sun
hairs,"[0, 0, 0, 0, 0, 0, 0, 27]", A Cup of the Sun
Mauve-colored,[], A Cup of the Sun
confession,[5], A Cup of the Sun
outskirts,"[3, 0, 0]", A Cup of the Sun
glance,"[0, 3, 0, 0, 0]", A Cup of the Sun
sweeter,"[0, 0, 0, 5, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]", A Cup of the Sun
excitedly,[2], A Cup of the Sun
eight-thirty,[], A Cup of the Sun
Her,[], A Cup of the Sun
cemetery,"[0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
dream,"[0, 0, 0, 2, 0, 5, 0, 1]", A Cup of the Sun
spent,"[0, 9, 0, 0, 0, 0, 12, 0, 12, 4, 0, 0, 5]", A Cup of the Sun
table,"[0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 15, 0, 0]", A Cup of the Sun
just,"[4, 4, 25, 5, 211, 13, 1, 1, 11, 115, 7, 11, 0, 134, 409, 15]", A Cup of the Sun
climbing,"[0, 10, 0, 0, 1, 3, 0, 4]", A Cup of the Sun
Rose,"[10, 0, 0, 18, 12, 0, 0, 0, 0, 0, 0, 0, 2, 12, 0, 0, 0, 4, 3, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 4]", A Cup of the Sun
stable-garage,[], A Cup of the Sun
noon,"[0, 0, 0, 0, 3, 0]", A Cup of the Sun
stage,"[0, 4, 37, 7, 14, 0, 0, 36, 22, 6, 11]", A Cup of the Sun
licked,"[127, 0, 0, 3, 0, 1, 0, 3, 1, 2, 0, 1, 1, 0]", A Cup of the Sun
cane,"[0, 0, 3, 0]", A Cup of the Sun
over,"[163, 0, 0, 0, 1, 22, 6]", A Cup of the Sun
become,"[33, 90, 37, 7, 123]", A Cup of the Sun
arms,"[0, 3, 0, 1, 19, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 2, 18, 0]", A Cup of the Sun
ocher,"[1, 0]", A Cup of the Sun
Concetta's,[], A Cup of the Sun
now,"[12, 28, 12, 0, 0, 0, 0, 1, 3, 0, 129, 0, 2]", A Cup of the Sun
soutane,[0], A Cup of the Sun
softness,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]", A Cup of the Sun
contours,"[0, 39, 13, 0, 0, 3]", A Cup of the Sun
have,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 18, 0, 4, 123, 80, 51, 17, 0, 6, 0, 1, 0, 3, 492, 4, 1, 0, 113, 2, 6]", A Cup of the Sun
rich,"[0, 1, 0, 3, 3, 6, 15, 1, 0, 0, 0, 13, 0]", A Cup of the Sun
claret,"[0, 0]", A Cup of the Sun
ginkgo,"[0, 0, 0, 0]", A Cup of the Sun
expected,"[22, 10, 0, 9, 59, 15, 0, 6, 0, 2, 6, 20]", A Cup of the Sun
passion,"[3, 0, 0, 49, 5, 0, 2, 5, 0, 5]", A Cup of the Sun
lights,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 2, 0, 20, 0, 3, 47, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
her,[], A Cup of the Sun
sweet,"[0, 0, 0, 0, 5, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]", A Cup of the Sun
country,"[32, 0, 11, 0, 28, 49, 32, 0, 0]", A Cup of the Sun
each,"[0, 81, 0, 0, 0]", A Cup of the Sun
elevated,"[1, 0, 4, 0, 0, 14, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 3, 2, 0]", A Cup of the Sun
Without,[], A Cup of the Sun
straddled,"[0, 21]", A Cup of the Sun
bodies,"[0, 0, 0, 0, 1, 50, 3, 0, 0, 2, 0]", A Cup of the Sun
all,"[28, 2, 2, 24, 6, 352, 13]", A Cup of the Sun
second-story,[], A Cup of the Sun
Just,"[4, 4, 25, 5, 211, 13, 1, 1, 11, 115, 7, 11, 0, 134, 409, 15]", A Cup of the Sun
storm,"[0, 5, 14, 1, 0, 13, 4]", A Cup of the Sun
woman,"[48, 0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
tongue,"[2, 1, 0, 0, 5, 0, 0]", A Cup of the Sun
whom,[], A Cup of the Sun
remove,"[2, 0, 80, 0, 0, 21, 1, 0, 0, 0, 0, 1, 8, 1, 102, 7]", A Cup of the Sun
determined,"[12, 9, 1, 13, 0, 55, 0, 2, 1, 0, 4, 0, 4, 1, 102, 1, 0, 12, 0, 6, 0, 6, 8, 0, 3, 46]", A Cup of the Sun
bell,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]", A Cup of the Sun
direction,"[5, 0, 8, 1, 0, 4, 0, 4, 1, 0, 0, 2, 8, 0, 123, 3]", A Cup of the Sun
sake,"[0, 3, 0, 33]", A Cup of the Sun
bring,"[127, 0, 80, 0, 23, 1, 1, 9, 0, 0, 0, 1, 18, 32, 4, 1, 123]", A Cup of the Sun
didn't,[], A Cup of the Sun
rusted,"[8, 0, 1, 0]", A Cup of the Sun
fences,"[14, 3, 4, 0, 12, 0, 1, 0, 0]", A Cup of the Sun
dreams,"[0, 0, 0, 2, 0, 5, 0, 1]", A Cup of the Sun
aged,"[33, 2, 3, 1, 0, 0, 0, 1, 2, 1, 0, 10]", A Cup of the Sun
swept,"[3, 0, 9, 0, 6, 0, 4, 6, 5, 0, 1, 0, 0, 0, 0]", A Cup of the Sun
blocks,"[0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 12, 0, 18, 15, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
center,"[1, 0, 0, 5, 0, 15, 5, 0, 0, 0, 0, 0, 20, 0, 0, 0, 2, 11, 23, 0, 3, 2, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0]", A Cup of the Sun
lost,"[0, 0, 0, 0, 2, 0, 0, 1, 32, 0, 1, 0, 1, 6, 3, 0, 0, 2, 1, 0, 0, 0, 3, 0, 0, 9]", A Cup of the Sun
privacy,"[3, 1, 1, 5, 0]", A Cup of the Sun
blackness,"[21, 0, 0, 2, 0, 0]", A Cup of the Sun
morning,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 23, 0, 0, 0]", A Cup of the Sun
exhausted,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 12, 0, 5, 1, 0, 23, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
framed,"[0, 1, 0, 0, 1, 51, 0, 5, 4, 3, 0, 0, 0, 0]", A Cup of the Sun
though,[56], A Cup of the Sun
anyone,[], A Cup of the Sun
sister,"[6, 0, 1, 0, 17]", A Cup of the Sun
pales,"[0, 7, 0, 1, 0, 0, 0]", A Cup of the Sun
pleasure,"[0, 5, 6, 17]", A Cup of the Sun
small,"[3, 67, 4, 0, 0, 20, 4, 4, 1, 0, 99, 0, 0]", A Cup of the Sun
ground,"[59, 0, 3, 0, 0, 26, 24, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 21, 1, 0, 16, 0, 0, 2, 0, 0, 3, 32, 0, 0, 4, 0, 0, 0, 30, 8, 3, 0, 0, 2]", A Cup of the Sun
pressing,"[6, 0, 1, 0, 4, 4, 5, 1, 0, 1, 10, 0, 8, 0, 5, 1, 5, 0, 0, 0, 0, 0, 0, 1, 10, 11, 0, 0]", A Cup of the Sun
sullen,"[0, 1, 0, 0, 3, 18, 0, 31, 1, 0, 0, 0]", A Cup of the Sun
swollen,"[0, 0, 0, 0, 0, 0, 2, 82, 0, 1, 0, 2, 0, 2, 0]", A Cup of the Sun
unimportant,"[2, 0]", A Cup of the Sun
puckered,"[1, 0, 0, 0, 0, 0, 2, 0, 0]", A Cup of the Sun
through,"[125, 32, 0, 0]", A Cup of the Sun
sign,"[6, 0, 0, 1, 1, 0, 10, 0, 7, 0, 0, 0, 0, 0, 1, 2, 0, 0, 13, 0, 74, 0, 0, 0, 1]", A Cup of the Sun
either,[29], A Cup of the Sun
man,"[0, 8, 0, 96, 0, 4, 7, 0, 0, 11, 0, 1, 0, 49, 0, 173, 0, 0, 0, 0, 6, 11]", A Cup of the Sun
goat's,[], A Cup of the Sun
lawn,[1], A Cup of the Sun
corner,"[0, 0, 12, 0, 1, 17, 0, 4, 1, 0]", A Cup of the Sun
pretty,"[19, 17, 0, 0, 0, 3, 0, 6]", A Cup of the Sun
buzzing,"[2, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
grating,"[0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0]", A Cup of the Sun
clouded,"[0, 0, 2, 0, 0, 3, 6, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0]", A Cup of the Sun
eyes,"[0, 0, 15, 70, 0, 23, 0, 11, 20]", A Cup of the Sun
facade,"[0, 0, 0, 1]", A Cup of the Sun
evenings,"[1, 1, 14, 0, 14, 0, 115]", A Cup of the Sun
less,"[0, 68, 0, 0]", A Cup of the Sun
creek,"[1, 0, 0]", A Cup of the Sun
body,"[0, 0, 0, 0, 1, 50, 3, 0, 0, 2, 0]", A Cup of the Sun
wrapped,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 12, 0, 0, 7]", A Cup of the Sun
it,"[0, 0]", A Cup of the Sun
fig,"[0, 0, 0, 0, 0, 22, 0, 0, 0, 0]", A Cup of the Sun
interrupted,"[0, 1, 0, 13, 0, 3, 1, 0, 0]", A Cup of the Sun
once,"[0, 0, 0, 53, 0, 0, 0]", A Cup of the Sun
earthy,"[2, 1, 2, 2, 3]", A Cup of the Sun
wine,"[2, 0, 0, 0]", A Cup of the Sun
Or,"[0, 0, 0, 1, 1, 0, 0]", A Cup of the Sun
fingers,"[8, 0, 0, 0, 37, 1]", A Cup of the Sun
blind,"[2, 7, 2, 0, 0, 0]", A Cup of the Sun
ten,"[1, 18, 20, 0, 3, 0, 0]", A Cup of the Sun
women,"[48, 0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
behind,"[1, 0, 0, 1, 7, 38, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 13, 3, 0, 4, 0, 5, 235, 0, 0, 3, 0, 0, 0, 0]", A Cup of the Sun
shaded,"[0, 3, 0, 0, 0]", A Cup of the Sun
unusual,"[12, 9]", A Cup of the Sun
forked,"[0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 13, 0, 5, 0, 0]", A Cup of the Sun
yet,"[1, 3, 0, 1, 0, 115, 0, 47, 0, 35, 0, 0, 103, 0, 0, 0, 0, 6, 0]", A Cup of the Sun
rolled,"[0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 21, 11, 1, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0, 4, 12, 3, 0, 7, 3]", A Cup of the Sun
brief,"[10, 0, 0]", A Cup of the Sun
Well,"[1, 0, 0, 2, 82, 20, 1, 4, 5, 134, 0]", A Cup of the Sun
white,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0]", A Cup of the Sun
slapped,[0], A Cup of the Sun
Suddenly,"[20, 28, 4, 0, 0, 0, 27]", A Cup of the Sun
liked,"[9, 176, 21, 17]", A Cup of the Sun
idiot,"[0, 0, 1, 0, 0, 0, 0]", A Cup of the Sun
wife,"[34, 0]", A Cup of the Sun
Torino,"[0, 0]", A Cup of the Sun
swung,"[0, 9, 4, 0, 0, 0, 1, 0]", A Cup of the Sun
housed,"[0, 74, 0]", A Cup of the Sun
Once,"[0, 0, 0, 53, 0, 0, 0]", A Cup of the Sun
