w,vector_uso
public,"[96, 0, 35]",Christian Unity in England
them,[],Christian Unity in England
reclaim,"[0, 0, 0, 0, 0, 2, 1, 0, 0, 1]",Christian Unity in England
changes,"[0, 5, 0, 7, 0, 34, 10, 1, 10, 0, 1, 5, 0, 6, 3]",Christian Unity in England
gesture,"[0, 6, 5]",Christian Unity in England
vicar,[0],Christian Unity in England
research,"[7, 0, 7, 2, 0]",Christian Unity in England
considerable,[6],Christian Unity in England
new,"[5, 0, 92, 0, 4, 1, 12, 4, 36, 3, 38]",Christian Unity in England
said,"[49, 0, 0, 21, 0, 0, 0, 1, 70, 39, 12, 0, 0, 316, 0, 0, 34]",Christian Unity in England
chapels,"[0, 0]",Christian Unity in England
turn,"[0, 0, 0, 2, 0, 0, 3, 42, 3, 0, 1, 33, 4, 37, 0, 0, 0, 0, 4, 2, 5, 0, 12, 22, 0, 127, 0, 0, 90, 24, 7, 0, 0, 1, 12, 23, 0]",Christian Unity in England
first,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 169, 19, 0, 0, 0, 4, 0, 20, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]",Christian Unity in England
effective,"[0, 0, 0, 134, 0, 7, 2]",Christian Unity in England
usually,"[0, 0, 1, 1, 18]",Christian Unity in England
unite,"[3, 5, 4, 0, 3, 0, 0, 0]",Christian Unity in England
recent,"[0, 1, 30, 15, 0, 0]",Christian Unity in England
Universities,[7],Christian Unity in England
hierarchy,"[0, 0, 0]",Christian Unity in England
mother,"[0, 123, 0, 19, 21, 0, 0, 0, 0, 0, 0]",Christian Unity in England
had,"[49, 2, 1, 4, 80, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 51, 17, 0]",Christian Unity in England
:,[],Christian Unity in England
November,"[0, 4]",Christian Unity in England
though,[56],Christian Unity in England
chief,"[0, 12, 0, 1, 1, 15, 3, 7, 0, 13, 9, 73, 0, 0]",Christian Unity in England
longer,"[0, 0, 28, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0]",Christian Unity in England
Irishmen,[0],Christian Unity in England
On,"[37, 839]",Christian Unity in England
While,"[11, 77, 1, 1]",Christian Unity in England
mid-19th,[],Christian Unity in England
down,"[1, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 20, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 13, 5, 0]",Christian Unity in England
then,"[0, 177, 228, 0]",Christian Unity in England
day,"[0, 0, 1, 0, 0, 0, 56, 7, 0, 0, 1, 0]",Christian Unity in England
Leamington,[],Christian Unity in England
greatly,[7],Christian Unity in England
certainly,"[9, 42, 16, 0, 0, 0, 0]",Christian Unity in England
Universe,"[0, 4, 0, 20, 22, 96, 7, 0]",Christian Unity in England
professors,"[0, 1]",Christian Unity in England
reactions,"[0, 8, 28]",Christian Unity in England
October,"[3, 0]",Christian Unity in England
written,"[1, 14, 0, 0, 10, 0, 1, 3, 0, 4]",Christian Unity in England
responses,"[8, 1, 25, 1, 28]",Christian Unity in England
thee,[],Christian Unity in England
seen,"[49, 12, 0, 17, 11, 0, 4, 8, 0, 1, 0, 3, 15, 0, 7, 0, 3, 0, 17, 2, 7, 5, 13, 0, 0, 19, 0, 20, 0, 0, 10, 4, 4, 55, 6, 22, 38, 0, 59, 0, 4, 2, 0, 102, 0, 1, 0, 0, 1, 8, 6, 0, 0, 0, 0]",Christian Unity in England
votive,[0],Christian Unity in England
know,"[49, 0, 0, 2, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 5, 26, 0, 0, 0, 49, 1, 0, 3, 0, 0, 0, 12, 8, 0, 0, 0, 0]",Christian Unity in England
number,"[84, 0, 42, 12, 0, 0, 0, 0, 37, 21, 0, 5, 0, 22, 22, 16, 24, 7, 22, 0]",Christian Unity in England
others,[],Christian Unity in England
neither,[10],Christian Unity in England
news,"[37, 0, 1, 0, 2, 11, 0]",Christian Unity in England
mapping,"[0, 1, 0, 1, 6, 6, 0, 0]",Christian Unity in England
writer,"[1, 5]",Christian Unity in England
1850's,[],Christian Unity in England
protest,"[0, 5, 1, 0, 2]",Christian Unity in England
other,"[10, 41, 183]",Christian Unity in England
Anglicans,[0],Christian Unity in England
Fisher,"[0, 0, 3, 0, 0, 0]",Christian Unity in England
woman,"[0, 0, 48, 0, 0, 0, 0, 0]",Christian Unity in England
own,"[0, 111, 492, 4]",Christian Unity in England
Nonconformist,"[0, 0, 0, 0, 0, 0]",Christian Unity in England
also,"[2, 0, 118, 3, 121]",Christian Unity in England
December,"[1, 0]",Christian Unity in England
crowning,"[0, 0, 29, 0]",Christian Unity in England
do,"[0, 84, 0, 0, 25, 0, 0, 3, 0, 0, 1, 6, 113, 18, 0, 6, 5, 1, 163, 3, 0, 0, 22, 0, 0, 0, 9, 0, 1, 46]",Christian Unity in England
that,[],Christian Unity in England
Cornwall,[0],Christian Unity in England
27,"[0, 0, 0, 1]",Christian Unity in England
8,"[0, 0, 0, 13, 0, 12, 0, 0, 0, 0]",Christian Unity in England
Association,"[2, 0, 1, 0, 3, 5]",Christian Unity in England
nothing,"[0, 3, 0, 0, 0, 1, 0, 38, 0, 0, 0, 0, 13, 0]",Christian Unity in England
treated,"[12, 0, 20, 0, 0, 4, 0, 8, 2, 1, 0, 10, 6, 0]",Christian Unity in England
demolished,"[1, 0, 0, 0, 5, 0, 0, 0, 0]",Christian Unity in England
seminarians,"[0, 0]",Christian Unity in England
fold,"[0, 0, 1, 27, 0, 0, 3, 0, 0, 0, 3, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0]",Christian Unity in England
Archbishop,[0],Christian Unity in England
Son,"[27, 47, 1, 0, 1]",Christian Unity in England
James,"[0, 0, 0, 15, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0]",Christian Unity in England
Observer,"[0, 0, 0, 3, 0]",Christian Unity in England
Protestant,"[2, 0, 0]",Christian Unity in England
cent,"[0, 28, 0]",Christian Unity in England
ten,"[20, 0, 18, 1, 3, 0, 0]",Christian Unity in England
aspects,"[1, 0, 8, 17, 3, 14, 0, 62, 0, 12, 59]",Christian Unity in England
somewhat,"[19, 0, 0, 0, 0, 12, 3, 0, 6, 17]",Christian Unity in England
transcribe,"[0, 0]",Christian Unity in England
startling,"[0, 4, 6, 0, 19, 0]",Christian Unity in England
Benediction,"[2, 0]",Christian Unity in England
At,"[0, 0, 580, 35]",Christian Unity in England
certain,"[42, 42, 1]",Christian Unity in England
per,[],Christian Unity in England
remarks,"[9, 0, 9, 0, 8, 0, 9, 4]",Christian Unity in England
sides,"[19, 61, 0, 62, 14, 5, 1]",Christian Unity in England
764,[],Christian Unity in England
when,[],Christian Unity in England
ago,"[39, 0]",Christian Unity in England
She,[],Christian Unity in England
during,[],Christian Unity in England
whether,[],Christian Unity in England
demolition,"[0, 4, 0]",Christian Unity in England
often,"[0, 3, 1, 111, 0, 47, 0]",Christian Unity in England
warehouses,"[0, 0]",Christian Unity in England
medieval,"[0, 0, 0, 2, 0]",Christian Unity in England
Since,[],Christian Unity in England
feelings,"[49, 0, 6, 0, 14, 6, 4, 2, 0, 8, 0, 4, 0, 23, 37, 0, 40, 55, 59, 6, 6, 11, 3]",Christian Unity in England
membership,"[3, 1]",Christian Unity in England
series,"[4, 0, 0]",Christian Unity in England
hopeful,"[2, 0, 0, 6, 2, 0, 0]",Christian Unity in England
reports,"[6, 0, 24, 17, 8, 0, 3, 0, 6, 8, 0, 7, 31, 13]",Christian Unity in England
University,[7],Christian Unity in England
House,"[2, 11, 0, 0, 0, 0, 74, 0, 13, 54, 0, 52, 0, 0, 3, 0]",Christian Unity in England
Roman,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Christian Unity in England
readers,"[0, 0, 0, 0, 12, 0, 0]",Christian Unity in England
comments,"[0, 0, 3, 0, 0, 0, 8, 0, 9, 0]",Christian Unity in England
population,"[22, 7]",Christian Unity in England
remember,"[1, 1, 0, 5, 0, 0, 65, 15, 0, 0, 0]",Christian Unity in England
nonchurchgoing,"[1, 0]",Christian Unity in England
Shepherd,"[0, 0, 0]",Christian Unity in England
kept,"[2, 35, 0, 4, 0, 0, 1, 13, 5, 0, 0, 17, 1, 1, 0, 0, 0, 0, 0, 7, 0, 28, 4, 1]",Christian Unity in England
aim,"[80, 7, 72, 4, 11, 123, 37, 18, 7, 0, 0, 11, 8, 16, 4, 1, 2, 3, 5, 0, 0, 3, 0, 0]",Christian Unity in England
exact,"[80, 14, 7, 3, 0, 2]",Christian Unity in England
there,"[0, 0, 0, 0, 0, 276]",Christian Unity in England
Holy,"[5, 0, 0]",Christian Unity in England
man,"[0, 173, 11, 0, 1, 0, 0, 96, 0, 4, 6, 0, 7, 0, 49, 0, 0, 11, 8, 0, 0, 0]",Christian Unity in England
gray,"[18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Christian Unity in England
It,"[0, 0]",Christian Unity in England
guy,"[0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 0]",Christian Unity in England
case,"[16, 0, 0, 0, 35, 0, 0, 1, 0, 0, 18, 23, 0, 7, 0, 6, 0, 0, 0, 0, 25, 10, 0, 8, 0, 0, 0, 12, 0, 62, 0, 0]",Christian Unity in England
Mass,"[0, 0, 20, 0, 1, 1, 2, 4, 0, 0, 0, 0, 2, 0, 3, 1, 0, 0, 0, 0, 1, 4, 12, 1, 102, 0, 12, 0, 2, 18, 0, 0, 1, 0, 0, 0, 11, 0]",Christian Unity in England
done,"[0, 84, 125, 25, 0, 32, 3, 0, 0, 1, 6, 113, 18, 0, 6, 5, 0, 163, 3, 0, 22, 0, 0, 9, 0, 1, 46]",Christian Unity in England
breakwater,"[0, 1, 0, 0, 0, 1, 0]",Christian Unity in England
something,[],Christian Unity in England
women,"[0, 0, 48, 0, 0, 0, 0, 0]",Christian Unity in England
drawn,"[3, 0, 7, 5, 0, 1, 11, 0, 113, 0, 1, 123, 3, 1, 4, 0, 0, 9, 14, 0, 5, 2, 24, 0, 43, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 6, 1, 5, 0, 0, 4]",Christian Unity in England
over,"[163, 0, 0, 1, 22, 0, 6]",Christian Unity in England
state,"[0, 32, 70, 0, 21, 7, 49, 0, 39, 0, 0, 0, 11, 28, 0, 0, 0, 5, 0, 0]",Christian Unity in England
Our,[],Christian Unity in England
of,[],Christian Unity in England
amazing,"[0, 0, 1, 0, 0, 2, 2, 123, 0, 4, 1, 23, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0]",Christian Unity in England
being,"[6, 2, 21, 6, 20, 722, 0, 0, 11, 100, 3, 0, 26, 1, 12, 0]",Christian Unity in England
wonder,"[33, 2, 0, 11, 0, 1, 0, 1]",Christian Unity in England
orders,"[0, 0, 0, 1, 0, 70, 0, 11, 21, 0, 0, 0, 0, 72, 0, 0, 39, 0, 1, 0, 1, 34, 3, 0, 0, 0, 17, 11, 1, 0, 1, 0, 51, 0, 0, 0, 0, 0, 0, 12, 0, 0]",Christian Unity in England
equal,"[3, 0, 11, 722, 0, 0, 9, 0, 12, 0, 2]",Christian Unity in England
Shall,[],Christian Unity in England
non-Catholic,[0],Christian Unity in England
Night,"[0, 1, 0, 31, 51]",Christian Unity in England
picture,"[0, 0, 0, 0, 2, 12, 0, 1, 0, 0, 0, 0, 13, 44, 20, 0, 0, 1, 1, 0, 4, 0, 2, 6, 22, 0, 3, 0, 0, 0, 102, 1, 0, 0, 0, 1, 3, 13]",Christian Unity in England
houses,"[2, 11, 0, 0, 0, 0, 74, 0, 13, 54, 0, 52, 0, 0, 3, 0]",Christian Unity in England
object,"[4, 0, 8, 3, 5]",Christian Unity in England
1854,[],Christian Unity in England
expression,"[18, 0, 8, 0, 2, 0, 14, 62, 0, 0, 0, 0, 1, 59, 8, 0]",Christian Unity in England
observed,"[12, 13, 0, 0, 35, 3, 12, 3, 9, 11, 0, 0, 0, 1, 9, 8, 5, 55, 0, 0, 8, 4, 0]",Christian Unity in England
Promotion,"[0, 0, 0, 0, 3, 0, 1]",Christian Unity in England
They,[],Christian Unity in England
began,"[0, 123, 0, 0, 8, 0, 0, 19, 0]",Christian Unity in England
important,"[0, 14, 32, 0, 4]",Christian Unity in England
Rome,"[0, 5, 0, 0, 0]",Christian Unity in England
newspapers,"[0, 4, 17, 0]",Christian Unity in England
appearing,"[26, 0, 0, 3, 59, 1, 6, 0]",Christian Unity in England
portrait,"[0, 0, 1]",Christian Unity in England
segment,"[1, 12]",Christian Unity in England
reacted,"[4, 3, 3]",Christian Unity in England
film,"[20, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 1, 80, 3]",Christian Unity in England
unauthorized,"[0, 0, 0]",Christian Unity in England
Mary,"[0, 3, 0, 1, 0]",Christian Unity in England
may,"[2, 167, 0, 0, 0, 0]",Christian Unity in England
far,"[0, 0, 57, 0, 0, 0]",Christian Unity in England
plot,"[0, 7, 1, 1, 0, 0, 0, 13]",Christian Unity in England
empty,"[0, 1, 12, 0, 0, 0, 3, 1, 0]",Christian Unity in England
enjoy,"[0, 0, 4, 5, 0, 0, 1, 49]",Christian Unity in England
total,"[84, 9, 1, 0, 2, 5, 24, 0, 0, 22, 1, 42, 0, 12, 14, 0, 0, 1]",Christian Unity in England
same,"[0, 0, 0, 176, 3, 88, 0, 0]",Christian Unity in England
authorized,"[26, 0, 12, 0, 0, 1, 0, 0]",Christian Unity in England
five,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 18, 35, 0]",Christian Unity in England
summer,"[18, 1]",Christian Unity in England
used,"[0, 7, 0, 43, 1, 0, 0, 0, 0, 66, 6, 1, 1, 0, 0]",Christian Unity in England
Christian,"[10, 0]",Christian Unity in England
care,"[1, 20, 2, 0, 1, 0, 0, 176, 0, 10, 3, 1, 17, 10, 5, 17, 8, 7, 8, 0, 21]",Christian Unity in England
Devonshire,"[0, 0]",Christian Unity in England
But,"[409, 25, 115, 211, 11]",Christian Unity in England
million,"[0, 0, 0, 2, 0, 14, 1, 0, 0]",Christian Unity in England
situation,"[0, 19, 2, 16, 1, 7, 43, 6, 72, 0]",Christian Unity in England
reported,"[8, 12, 6, 8, 13]",Christian Unity in England
Mother,"[0, 123, 0, 19, 21, 0, 0, 0, 0, 0, 0]",Christian Unity in England
From,[],Christian Unity in England
Methodist,"[4, 0]",Christian Unity in England
hear,"[5, 0, 0, 102, 0, 22, 0, 4, 0, 3, 15, 0]",Christian Unity in England
writing,"[11, 6, 1, 14, 0, 0, 0, 0, 0, 1, 3, 0, 0, 4, 0]",Christian Unity in England
condemned,"[0, 1, 0, 3, 0, 0, 0]",Christian Unity in England
There,"[0, 0, 0, 0, 0, 276]",Christian Unity in England
cathedrals,"[0, 2]",Christian Unity in England
clergyman,"[0, 0, 0]",Christian Unity in England
report,"[6, 0, 24, 17, 8, 0, 3, 0, 6, 8, 0, 7, 31, 13]",Christian Unity in England
true,"[0, 16, 0, 4, 0, 0, 0, 0, 24, 0, 1, 0, 0, 9, 1, 0]",Christian Unity in England
5,"[0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 18, 35, 0]",Christian Unity in England
produced,"[16, 123, 7, 12, 0, 48, 0, 3, 4, 0, 0, 0, 12, 113]",Christian Unity in England
considerably,"[82, 5, 0]",Christian Unity in England
night,"[0, 1, 0, 31, 51]",Christian Unity in England
from,[],Christian Unity in England
Intercede,"[0, 0, 2, 0, 0]",Christian Unity in England
emptied,"[1, 12, 0, 0, 3, 1]",Christian Unity in England
difficult,"[17, 33, 0]",Christian Unity in England
Apologia,"[0, 0]",Christian Unity in England
quite,"[40, 0, 28, 0]",Christian Unity in England
200,"[4, 0, 0]",Christian Unity in England
Eve,"[8, 1, 14, 0, 115]",Christian Unity in England
influenced,"[127, 0, 1, 0, 2, 12, 1, 13, 3]",Christian Unity in England
so,"[0, 0, 0, 17, 177, 3, 0, 0, 22, 228, 0, 12]",Christian Unity in England
marveled,"[11, 1]",Christian Unity in England
look,"[8, 3, 7, 14, 6, 2, 0, 0, 10, 15, 0, 0, 0, 14, 37, 23, 5, 4, 59, 6, 26, 7, 102, 62, 0, 41, 4, 0, 23]",Christian Unity in England
four,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 24, 20]",Christian Unity in England
all,"[2, 13, 28, 24, 6, 352, 2]",Christian Unity in England
Such,[107],Christian Unity in England
footing,"[26, 0, 0, 9, 0, 0, 27, 8, 21, 0, 0]",Christian Unity in England
I,"[786, 5, 0, 0, 29, 1, 24, 0, 0, 3, 321]",Christian Unity in England
Catholics,[2],Christian Unity in England
what,[],Christian Unity in England
removed,"[2, 8, 0, 0, 80, 8, 0, 0, 0, 0, 5, 1, 1, 0, 102, 12, 1, 21, 7]",Christian Unity in England
visit,"[0, 25, 0, 0, 1, 0, 3, 3, 0, 0, 0, 4, 0, 1, 0, 1, 0, 102, 0, 0, 8, 0, 0]",Christian Unity in England
Many,[94],Christian Unity in England
selling,"[4, 5, 16, 1, 20, 0, 2]",Christian Unity in England
mercy,"[0, 0, 1]",Christian Unity in England
newspaper,"[0, 4, 17, 0]",Christian Unity in England
looked,"[26, 0, 0, 7, 3, 62, 102, 41, 5, 10, 4, 15, 0, 4, 0, 7, 59]",Christian Unity in England
crowds,"[4, 1, 2, 8, 4, 0, 8]",Christian Unity in England
us,"[0, 0, 0, 0, 0, 0, 17, 14, 3, 5, 0, 0, 0]",Christian Unity in England
liberalism,[1],Christian Unity in England
progress,"[0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 3, 0, 9, 0, 0, 0, 0, 1]",Christian Unity in England
respectable,"[0, 0, 1, 134, 1, 0, 0, 5, 0, 0, 2]",Christian Unity in England
yet,"[0, 0, 0, 35, 47, 1, 3, 103, 0, 0, 115, 0, 0, 0, 1, 6, 0, 0, 0]",Christian Unity in England
the,[],Christian Unity in England
well,"[20, 5, 0, 0, 1, 134, 2, 1, 4, 82, 0]",Christian Unity in England
anti-Catholic,[],Christian Unity in England
acknowledged,"[10, 2, 5, 0, 8, 129, 1, 0]",Christian Unity in England
suggestion,"[3, 3, 0, 0, 0, 0, 0, 5]",Christian Unity in England
registered,"[3, 1, 19, 21, 0, 2, 44]",Christian Unity in England
;,[],Christian Unity in England
men,"[0, 173, 11, 0, 1, 0, 51, 0, 63, 96, 0, 0, 4, 6, 0, 0, 7, 0, 49, 0, 0, 11, 8, 0, 0, 0, 0]",Christian Unity in England
courtesy,"[0, 0]",Christian Unity in England
prestige,"[0, 0]",Christian Unity in England
hearing,"[0, 4, 3, 0, 15, 0, 0, 6, 0, 0, 8, 5, 0, 22, 15, 0, 0, 102, 0, 0, 0]",Christian Unity in England
six,"[0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 6, 0]",Christian Unity in England
perhaps,"[0, 13, 0, 13, 0, 18]",Christian Unity in England
suit,"[0, 18, 3, 0, 0, 0, 35, 33, 0, 7, 0, 0, 0, 8]",Christian Unity in England
Guy,"[0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 0]",Christian Unity in England
primary,"[12, 0, 0, 0, 7, 0, 0, 0, 13, 9, 15, 0, 3]",Christian Unity in England
traditional,[8],Christian Unity in England
The,[],Christian Unity in England
Paul,"[0, 0, 0, 0, 0, 0, 3, 0, 0]",Christian Unity in England
nevertheless,"[0, 1, 0, 6, 35, 47, 0, 103, 3]",Christian Unity in England
into,[],Christian Unity in England
fireworks,"[0, 0]",Christian Unity in England
Faith,"[10, 0, 7, 11, 0]",Christian Unity in England
recite,"[0, 0, 0, 39, 0, 0, 0, 0, 0]",Christian Unity in England
bonfire,"[0, 0]",Christian Unity in England
fewer,"[3, 71]",Christian Unity in England
appointed,"[0, 8, 31, 0, 0, 0, 5, 1, 0, 0]",Christian Unity in England
system,"[8, 0, 1, 23, 0, 4]",Christian Unity in England
black,"[0, 0, 13, 0, 0, 31, 0, 0, 4, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 5, 0, 2, 0, 0, 0, 21, 0, 0, 0, 3, 0, 0, 0]",Christian Unity in England
1861,[],Christian Unity in England
communion,"[0, 0, 0, 1, 2, 0]",Christian Unity in England
celebrating,"[1, 0, 35, 4, 0, 0]",Christian Unity in England
",",[],Christian Unity in England
badly,"[4, 0, 0, 0, 2, 2, 0, 0, 5, 19]",Christian Unity in England
equally,"[0, 0, 4, 828]",Christian Unity in England
ascendancy,"[0, 0, 4, 0, 0, 38]",Christian Unity in England
month,"[0, 8]",Christian Unity in England
charge,"[1, 1, 3, 4, 10, 14, 0, 8, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 37, 0, 5, 2, 5, 0, 1, 0, 0, 0, 4, 0, 2, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 1, 8, 1, 6, 9, 9, 0, 1, 0, 1]",Christian Unity in England
tomorrow,[6],Christian Unity in England
Story,"[1, 0, 40, 0, 23, 0, 4, 8, 0, 0, 14, 0, 0, 0, 31, 13]",Christian Unity in England
Cambridge,"[0, 0]",Christian Unity in England
imprecations,"[0, 0]",Christian Unity in England
who,"[0, 0]",Christian Unity in England
14th,"[0, 0]",Christian Unity in England
small,"[4, 0, 0, 0, 1, 20, 99, 3, 0, 4, 4, 0, 67]",Christian Unity in England
relatively,"[2, 5]",Christian Unity in England
Commission,"[0, 1, 8, 0, 1, 0, 0, 9, 6, 0, 8, 0]",Christian Unity in England
someday,[1],Christian Unity in England
Almost,"[104, 18, 0, 66, 0, 3, 23, 237]",Christian Unity in England
Christendom,"[0, 5]",Christian Unity in England
no,"[50, 266, 0, 0, 0]",Christian Unity in England
separated,"[1, 1, 3, 10, 47, 0, 0, 2, 5, 1, 0, 0, 0, 0, 39, 1, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 13, 4, 0, 0, 12]",Christian Unity in England
air,"[0, 0, 0, 0, 0, 26, 1, 10, 0, 2, 0, 0, 2, 0, 0, 24, 5, 0, 13, 0, 0, 2, 0, 2, 0, 2]",Christian Unity in England
notable,"[2, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 9, 0]",Christian Unity in England
known,"[49, 0, 0, 2, 0, 0, 0, 24, 129, 0, 0, 0, 0, 0, 0, 5, 26, 0, 0, 0, 49, 1, 0, 3, 0, 0, 0, 12, 8, 0, 0, 0, 0]",Christian Unity in England
proclaims,"[0, 0, 0, 0, 0, 0, 1, 0]",Christian Unity in England
than,[],Christian Unity in England
interesting,"[5, 8, 0, 33, 9, 1]",Christian Unity in England
One,"[786, 5, 0, 29, 0, 0, 24, 0, 0, 3, 0, 0, 0, 0, 321, 0, 1]",Christian Unity in England
any,"[168, 14, 0]",Christian Unity in England
easily,"[82, 16, 20]",Christian Unity in England
individuals,"[7, 14, 4, 19, 4, 28]",Christian Unity in England
1948,[],Christian Unity in England
readily,"[4, 2, 0]",Christian Unity in England
tide,"[1, 0, 0]",Christian Unity in England
different,"[24, 1, 0]",Christian Unity in England
When,[],Christian Unity in England
sometimes,[18],Christian Unity in England
present,"[0, 0, 6, 51, 0, 0, 2, 0, 2, 36, 0, 3, 44, 3, 6, 11, 5, 0, 2, 0, 62, 6]",Christian Unity in England
everyone,[],Christian Unity in England
Sundays,"[1, 10, 0, 0, 0, 0]",Christian Unity in England
our,[],Christian Unity in England
naturally,"[74, 4, 0, 0]",Christian Unity in England
non-Catholics,[0],Christian Unity in England
``,[],Christian Unity in England
states,"[0, 32, 70, 0, 21, 7, 49, 0, 39, 0, 0, 0, 11, 28, 0, 0, 0, 5, 0, 0]",Christian Unity in England
disapprobation,"[0, 0]",Christian Unity in England
position,"[0, 16, 0, 17, 0, 7, 0, 43, 72, 0, 1, 0, 19, 18, 4, 1, 0, 1, 0, 0, 61, 0, 4, 1, 46, 6, 51, 29]",Christian Unity in England
congregations,"[0, 2, 3, 1]",Christian Unity in England
pile,"[0, 0, 0, 20, 0, 0, 1, 0, 0, 2, 4, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 4, 0, 12, 1, 1, 0, 0, 12, 0, 2, 18, 0, 0, 146, 0, 0, 0, 0, 0, 0, 1]",Christian Unity in England
now,"[12, 28, 0, 129, 12, 2, 0, 0, 0, 0, 3, 1, 0]",Christian Unity in England
churchgoing,[1],Christian Unity in England
much,"[6, 111, 0, 47, 0, 0, 0, 11]",Christian Unity in England
almost,"[104, 18, 0, 66, 0, 3, 23, 237]",Christian Unity in England
did,"[0, 84, 25, 0, 3, 0, 0, 1, 6, 113, 18, 0, 6, 5, 163, 3, 0, 22, 0, 0, 9, 0, 1, 46]",Christian Unity in England
resented,"[0, 1]",Christian Unity in England
by,"[497, 39, 7, 40]",Christian Unity in England
evensong,"[0, 0, 0]",Christian Unity in England
event,"[8, 16, 0, 6, 35, 27, 27, 5]",Christian Unity in England
cleric,"[0, 0, 0, 9]",Christian Unity in England
exists,"[6, 5, 0, 722, 26]",Christian Unity in England
existed,"[6, 5, 0, 722, 26]",Christian Unity in England
indeed,"[228, 17]",Christian Unity in England
faith,"[10, 0, 7, 11, 0]",Christian Unity in England
venerated,"[0, 0, 10, 0]",Christian Unity in England
preach,"[0, 2, 2]",Christian Unity in England
association,"[2, 0, 1, 0, 3, 5]",Christian Unity in England
fruit,"[6, 2]",Christian Unity in England
constitute,"[13, 6, 0, 722, 31, 39, 0, 3, 3, 1, 0, 59, 0, 113]",Christian Unity in England
back,"[0, 3, 0, 13, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 40, 0, 1, 0, 0, 0, 2, 0, 0, 1, 5, 0, 0, 0, 162, 13]",Christian Unity in England
laity,"[0, 0]",Christian Unity in England
allow,"[6, 0, 10, 10, 51, 0, 32, 3, 0, 1, 1, 0, 0, 16, 0, 12]",Christian Unity in England
operation,"[6, 1, 12, 0, 0, 0, 6, 0, 0, 2, 0, 0, 8, 0, 0]",Christian Unity in England
your,[],Christian Unity in England
centenary,"[1, 0]",Christian Unity in England
Canterbury,[0],Christian Unity in England
As,"[2793, 69, 0, 828, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",Christian Unity in England
glories,"[0, 2, 5, 1, 0, 0, 0, 0, 0]",Christian Unity in England
Protestants,"[2, 0]",Christian Unity in England
collar,"[0, 4, 0, 0, 4, 0, 0, 0, 1, 0, 3, 0, 2, 0, 0, 0]",Christian Unity in England
strongest,"[11, 3, 1, 11, 33, 0, 0, 3, 25, 0, 0, 0, 14]",Christian Unity in England
strong,"[11, 3, 1, 11, 33, 0, 0, 3, 25, 0, 0, 0, 14]",Christian Unity in England
Forty,"[0, 6, 0, 0, 2]",Christian Unity in England
Martyrs,"[0, 0, 0, 0]",Christian Unity in England
rolls,"[0, 4, 0, 0, 0, 0, 0, 1, 12, 21, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 11, 0, 7, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 2, 0]",Christian Unity in England
evidence,"[3, 15, 8, 5, 0, 0, 39, 1, 0, 44, 3]",Christian Unity in England
discussed,"[2, 0, 0, 0, 3]",Christian Unity in England
we,[],Christian Unity in England
